CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
72;CN;7530;A;29;0;;3.04200;0.65000;0.22900;ROSA;144;
72;CN;10698;C;20;0;;1.88300;0.11800;0.16300;AZUL;141;
72;CN;10698;C;20;0;;1.88300;0.11800;0.16300;BRANCA;143;
72;CN;12242;D;28;0;;1.17500;2.96500;0.16300;AMARELA;142;
72;CN;18384;E;23;0;;2.04000;0.51500;0.10800;BRANCA;153;
73;CN;7520;E;18;0;;3.26200;0.86500;0.13200;ROSA;144;
73;CN;9456;D;20;0;;3.16100;1.42200;0.21900;BRANCA;153;
73;CN;10766;E;5;0;;1.84900;2.33600;0.15500;AZUL;141;
73;CN;10766;E;5;0;;1.84900;2.33600;0.15500;BRANCA;143;
73;CN;13701;A;25;0;;1.65100;0.81100;0.26200;AMARELA;142;
74;CN;7538;E;10;0;;1.51100;1.59800;0.20000;BRANCA;143;
74;CN;9749;B;26;0;;3.55800;1.37200;0.20600;AMARELA;142;
74;CN;11471;E;13;0;;3.16700;1.28900;0.13000;ROSA;144;
74;CN;12760;C;18;0;;2.59000;1.07800;0.11800;BRANCA;153;
74;CN;14971;A;20;0;;2.64200;2.45200;0.19100;AZUL;141;
75;CN;7538;E;10;0;;1.51100;1.59800;0.20000;AMARELA;142;
75;CN;10770;E;26;0;;2.35900;0.76300;0.10400;BRANCA;153;
75;CN;12313;A;25;0;;1.49100;2.31100;0.16300;ROSA;144;
75;CN;14939;C;3;0;;1.89100;1.03800;0.18100;AZUL;141;
75;CN;14982;B;22;0;;2.19900;1.46500;0.08900;BRANCA;143;
76;CN;7717;B;4;0;;2.15400;1.15800;0.18500;AZUL;141;
76;CN;9103;B;9;0;;2.47500;0.73900;0.20400;BRANCA;153;
76;CN;12246;E;15;0;;2.36100;1.00900;0.11800;BRANCA;143;
76;CN;14165;C;18;0;;2.55300;1.76700;0.24200;ROSA;144;
76;CN;14982;B;22;0;;2.19900;1.46500;0.08900;AMARELA;142;
77;CN;7394;D;14;0;;1.16600;1.51300;0.16900;ROSA;144;
77;CN;8998;D;7;0;;1.42500;1.59200;0.20100;AZUL;141;
77;CN;11165;E;3;0;;2.79500;1.25900;0.18600;BRANCA;153;
77;CN;12246;E;15;0;;2.36100;1.00900;0.11800;AMARELA;142;
77;CN;12466;B;25;0;;3.41200;1.19800;0.16000;BRANCA;143;
78;CN;12466;B;25;0;;3.41200;1.19800;0.16000;AMARELA;142;
78;CN;13155;A;2;0;;1.78100;1.58300;0.17300;AZUL;141;
78;CN;13577;C;19;0;;2.55500;0.75300;0.16100;ROSA;144;
78;CN;14971;A;20;0;;2.64200;2.45200;0.19100;BRANCA;143;
78;CN;18386;D;22;0;;1.97400;2.05400;0.15000;BRANCA;153;
79;CN;11473;D;27;0;;1.89900;2.54600;0.16500;ROSA;144;
79;CN;12597;A;8;0;;3.66500;1.63700;0.12600;BRANCA;153;
79;CN;14148;C;25;0;;2.90400;1.22500;0.29300;AZUL;141;
79;CN;14939;C;3;0;;1.89100;1.03800;0.18100;BRANCA;143;
79;CN;14980;B;21;0;;2.54200;1.52100;0.15300;AMARELA;142;
80;CN;7526;C;30;0;;1.57000;-0.14000;0.20900;AZUL;141;
80;CN;7717;B;4;0;;2.15400;1.15800;0.18500;BRANCA;143;
80;CN;14938;A;3;0;;2.23100;2.09800;0.26200;AMARELA;142;
80;CN;14971;A;20;0;;2.64200;2.45200;0.19100;ROSA;144;
80;CN;14991;B;29;0;;2.19500;0.24800;0.20800;BRANCA;153;
81;CN;7548;A;25;0;;1.77800;1.10500;0.17700;BRANCA;153;
81;CN;7721;B;9;0;;2.30600;0.77500;0.11100;AZUL;141;
81;CN;13601;C;16;0;;1.19700;0.96000;0.22000;AMARELA;142;
81;CN;14939;C;3;0;;1.89100;1.03800;0.18100;ROSA;144;
81;CN;14980;B;21;0;;2.54200;1.52100;0.15300;BRANCA;143;
82;CN;7717;B;4;0;;2.15400;1.15800;0.18500;ROSA;144;
82;CN;9320;B;29;0;;2.31300;1.16600;0.14200;BRANCA;153;
82;CN;10124;E;8;0;;2.35600;1.02800;0.10900;AZUL;141;
82;CN;12016;E;15;0;;3.27300;0.95700;0.21600;AMARELA;142;
82;CN;14938;A;3;0;;2.23100;2.09800;0.26200;BRANCA;143;
83;CN;7721;B;9;0;;2.30600;0.77500;0.11100;AMARELA;142;
83;CN;13601;C;16;0;;1.19700;0.96000;0.22000;BRANCA;143;
83;CN;14148;C;25;0;;2.90400;1.22500;0.29300;ROSA;144;
83;CN;14980;B;21;0;;2.54200;1.52100;0.15300;AZUL;141;
83;CN;21539;D;1;0;;1.20500;0.40100;0.18600;BRANCA;153;
84;CN;7525;A;18;0;;2.25700;0.06800;0.20000;BRANCA;153;
84;CN;7526;C;30;0;;1.57000;-0.14000;0.20900;ROSA;144;
84;CN;10124;E;8;0;;2.35600;1.02800;0.10900;AMARELA;142;
84;CN;12016;E;15;0;;3.27300;0.95700;0.21600;BRANCA;143;
84;CN;14938;A;3;0;;2.23100;2.09800;0.26200;AZUL;141;
85;CN;7721;B;9;0;;2.30600;0.77500;0.11100;ROSA;144;
85;CN;8998;D;7;0;;1.42500;1.59200;0.20100;BRANCA;143;
85;CN;10684;E;24;0;;4.09900;1.04700;0.21200;BRANCA;153;
85;CN;13601;C;16;0;;1.19700;0.96000;0.22000;AZUL;141;
85;CN;14148;C;25;0;;2.90400;1.22500;0.29300;AMARELA;142;
86;CN;7526;C;30;0;;1.57000;-0.14000;0.20900;AMARELA;142;
86;CN;10124;E;8;0;;2.35600;1.02800;0.10900;ROSA;144;
86;CN;11355;D;20;0;;2.69400;1.43600;0.19800;BRANCA;153;
86;CN;12016;E;15;0;;3.27300;0.95700;0.21600;AZUL;141;
86;CN;13155;A;2;0;;1.78100;1.58300;0.17300;BRANCA;143;
87;CN;7538;E;10;0;;1.51100;1.59800;0.20000;AZUL;141;
87;CN;7721;B;9;0;;2.30600;0.77500;0.11100;BRANCA;143;
87;CN;9420;E;7;0;;3.81700;1.83400;0.12200;BRANCA;153;
87;CN;14165;C;18;0;;2.55300;1.76700;0.24200;AMARELA;142;
87;CN;14980;B;21;0;;2.54200;1.52100;0.15300;ROSA;144;
88;CN;7394;D;14;0;;1.16600;1.51300;0.16900;AMARELA;142;
88;CN;10124;E;8;0;;2.35600;1.02800;0.10900;BRANCA;143;
88;CN;14938;A;3;0;;2.23100;2.09800;0.26200;ROSA;144;
88;CN;14982;B;22;0;;2.19900;1.46500;0.08900;AZUL;141;
88;CN;14990;C;28;0;;1.86200;-0.27300;0.21200;BRANCA;153;
89;CN;12246;E;15;0;;2.36100;1.00900;0.11800;AZUL;141;
89;CN;13289;A;12;0;;2.85100;-0.09000;0.15500;BRANCA;153;
89;CN;13577;C;19;0;;2.55500;0.75300;0.16100;AMARELA;142;
89;CN;13601;C;16;0;;1.19700;0.96000;0.22000;ROSA;144;
89;CN;14148;C;25;0;;2.90400;1.22500;0.29300;BRANCA;143;
90;CN;7526;C;30;0;;1.57000;-0.14000;0.20900;BRANCA;143;
90;CN;11473;D;27;0;;1.89900;2.54600;0.16500;AMARELA;142;
90;CN;12016;E;15;0;;3.27300;0.95700;0.21600;ROSA;144;
90;CN;12466;B;25;0;;3.41200;1.19800;0.16000;AZUL;141;
90;CN;14962;C;7;0;;1.16200;-0.22100;0.20500;BRANCA;153;
91;LC;7167;B;8;0;;1.09200;0.96000;0.17000;CINZA - ESPECIAL D.J.;165;0
91;LC;7350;D;6;0;;1.64600;0.93900;0.20400;AMARELA;145;0
91;LC;9317;D;6;0;;1.56200;0.81500;0.19800;AMARELA;145;1
91;LC;11183;E;7;0;;1.71000;0.45300;0.13700;CINZA;155;1
91;LC;11524;A;6;0;;1.31800;0.40500;0.10900;AZUL;147;1
91;LC;11524;A;6;0;;1.31800;0.40500;0.10900;CINZA;146;1
91;LC;11524;A;6;0;;1.31800;0.40500;0.10900;ROSA;148;1
91;LC;11893;E;7;0;;1.69900;0.36300;0.16900;CINZA;155;0
91;LC;15020;B;5;0;;1.88500;1.09100;0.13300;ROSA;148;0
91;LC;15123;A;6;0;;1.27500;0.34700;0.21000;AZUL;147;0
91;LC;15123;A;6;0;;1.27500;0.34700;0.21000;CINZA;146;0
92;LC;7104;B;6;0;;1.33200;2.25000;0.18800;CINZA - ESPECIAL D.J.;165;0
92;LC;7350;D;6;0;;1.64600;0.93900;0.20400;ROSA;148;0
92;LC;9212;A;6;0;;1.86600;0.43800;0.14100;CINZA;155;1
92;LC;9317;D;6;0;;1.56200;0.81500;0.19800;AZUL;147;1
92;LC;9317;D;6;0;;1.56200;0.81500;0.19800;CINZA;146;1
92;LC;10352;D;7;0;;1.61700;0.49300;0.14200;AZUL;147;0
92;LC;10352;D;7;0;;1.61700;0.49300;0.14200;CINZA;146;0
92;LC;11100;A;6;0;;1.61400;1.29300;0.13600;AMARELA;145;1
92;LC;11100;A;6;0;;1.61400;1.29300;0.13600;ROSA;148;1
92;LC;13720;A;6;0;;2.76200;0.34800;0.18000;CINZA;155;0
92;LC;15020;B;5;0;;1.88500;1.09100;0.13300;AMARELA;145;0
93;LC;7111;B;8;0;;1.72200;1.86200;0.28400;AMARELA;145;0
93;LC;7111;B;8;0;;1.72200;1.86200;0.28400;ROSA;148;0
93;LC;7350;D;6;0;;1.64600;0.93900;0.20400;AZUL;147;0
93;LC;7350;D;6;0;;1.64600;0.93900;0.20400;CINZA;146;0
93;LC;8395;A;6;0;;3.29500;0.81200;0.21400;CINZA;155;1
93;LC;9317;D;6;0;;1.56200;0.81500;0.19800;ROSA;148;1
93;LC;9381;A;7;0;;1.67500;2.00300;0.11100;CINZA - ESPECIAL D.J.;165;0
93;LC;10575;D;5;0;;2.61200;0.77100;0.15300;CINZA;155;0
93;LC;11100;A;6;0;;1.61400;1.29300;0.13600;AZUL;147;1
93;LC;11100;A;6;0;;1.61400;1.29300;0.13600;CINZA;146;1
93;LC;11524;A;6;0;;1.31800;0.40500;0.10900;AMARELA;145;1
94;LC;7111;B;8;0;;1.72200;1.86200;0.28400;AZUL;147;0
94;LC;8095;E;6;0;;1.55500;1.29900;0.10300;CINZA;155;1
94;LC;8237;B;5;0;;2.03200;0.96700;0.13500;CINZA;155;0
94;LC;9167;C;7;0;;2.11800;1.05800;0.18800;CINZA;146;1
94;LC;9167;C;7;0;;2.11800;1.05800;0.18800;ROSA;148;1
94;LC;9589;C;5;0;;2.34800;1.48500;0.10600;CINZA - ESPECIAL D.J.;165;0
94;LC;11637;B;5;0;;1.61400;2.25500;0.25400;AMARELA;145;1
94;LC;11637;B;5;0;;1.61400;2.25500;0.25400;AZUL;147;1
94;LC;15020;B;5;0;;1.88500;1.09100;0.13300;CINZA;146;0
94;LC;15123;A;6;0;;1.27500;0.34700;0.21000;AMARELA;145;0
94;LC;15123;A;6;0;;1.27500;0.34700;0.21000;ROSA;148;0
95;LC;7111;B;8;0;;1.72200;1.86200;0.28400;CINZA;146;0
95;LC;7122;A;8;0;;2.43300;1.07800;0.11500;CINZA;155;0
95;LC;9167;C;7;0;;2.11800;1.05800;0.18800;AMARELA;145;1
95;LC;9167;C;7;0;;2.11800;1.05800;0.18800;AZUL;147;1
95;LC;9761;E;5;0;;3.44700;1.07800;0.16700;CINZA;155;1
95;LC;10352;D;7;0;;1.61700;0.49300;0.14200;AMARELA;145;0
95;LC;10352;D;7;0;;1.61700;0.49300;0.14200;ROSA;148;0
95;LC;11637;B;5;0;;1.61400;2.25500;0.25400;CINZA;146;1
95;LC;11637;B;5;0;;1.61400;2.25500;0.25400;ROSA;148;1
95;LC;13637;A;7;0;;2.88000;-0.05400;0.13800;CINZA - ESPECIAL D.J.;165;0
95;LC;15020;B;5;0;;1.88500;1.09100;0.13300;AZUL;147;0
96;LC;7566;E;26;0;;2.75800;0.25300;0.16000;CINZA - ESPECIAL D.J.;165;
96;LC;9917;A;10;0;;2.02400;-0.07600;0.18300;AZUL;147;
96;LC;9917;A;10;0;;2.02400;-0.07600;0.18300;CINZA;146;
96;LC;10128;A;1;0;;2.82600;1.12600;0.22600;AMARELA;145;
96;LC;10467;A;9;0;;1.46000;1.42200;0.19800;ROSA;148;
96;LC;15016;A;14;0;;2.43800;-0.15600;0.17500;CINZA;155;
97;LC;7657;B;13;0;;1.04200;1.54400;0.15900;CINZA - ESPECIAL D.J.;165;
97;LC;9267;A;17;0;;1.52800;1.50100;0.19500;ROSA;148;
97;LC;10744;A;3;0;;1.34700;1.03400;0.13800;AMARELA;145;
97;LC;13161;A;30;0;;1.87300;0.25500;0.14600;AZUL;147;
97;LC;13161;A;30;0;;1.87300;0.25500;0.14600;CINZA;146;
97;LC;15092;C;11;0;;1.49900;-0.19000;0.16400;CINZA;155;
98;LC;7178;A;4;0;;1.74300;0.55000;0.15100;CINZA - ESPECIAL D.J.;165;
98;LC;7871;B;18;0;;1.92900;0.29600;0.20800;CINZA;155;
98;LC;10167;D;20;0;;1.33900;0.00300;0.15300;AZUL;147;
98;LC;10167;D;20;0;;1.33900;0.00300;0.15300;CINZA;146;
98;LC;13064;A;26;0;;0.94000;1.19900;0.16700;AMARELA;145;
98;LC;13440;B;18;0;;1.71900;1.66900;0.21100;ROSA;148;
99;LC;7241;E;24;0;;1.76100;-0.23000;0.16000;AMARELA;145;
99;LC;7243;C;3;0;;1.81300;-0.23700;0.17100;CINZA;155;
99;LC;9917;A;10;0;;2.02400;-0.07600;0.18300;ROSA;148;
99;LC;11849;A;25;0;;1.82800;0.16600;0.16900;AZUL;147;
99;LC;11849;A;25;0;;1.82800;0.16600;0.16900;CINZA;146;
99;LC;12364;C;20;0;;2.74000;-0.10900;0.25700;CINZA - ESPECIAL D.J.;165;
100;LC;7125;D;27;0;;2.69400;0.18400;0.18200;CINZA;155;
100;LC;7241;E;24;0;;1.76100;-0.23000;0.16000;CINZA;146;
100;LC;8971;B;24;0;;2.70400;-0.41300;0.17200;AMARELA;145;
100;LC;10467;A;9;0;;1.46000;1.42200;0.19800;AZUL;147;
100;LC;10727;D;24;0;;2.17100;1.14700;0.14400;CINZA - ESPECIAL D.J.;165;
100;LC;13161;A;30;0;;1.87300;0.25500;0.14600;ROSA;148;
101;LC;7332;C;17;0;;1.42600;0.35200;0.22300;CINZA - ESPECIAL D.J.;165;
101;LC;8971;B;24;0;;2.70400;-0.41300;0.17200;CINZA;146;
101;LC;9267;A;17;0;;1.52800;1.50100;0.19500;AZUL;147;
101;LC;10136;A;20;0;;2.07000;0.25100;0.16600;CINZA;155;
101;LC;10167;D;20;0;;1.33900;0.00300;0.15300;ROSA;148;
101;LC;13388;E;17;0;;1.97100;0.03900;0.16900;AMARELA;145;
102;LC;7714;D;2;0;;1.77500;-0.91700;0.18800;CINZA;146;
102;LC;7879;E;25;0;;2.67100;-0.19100;0.18300;CINZA;155;
102;LC;9843;B;4;0;;2.07200;0.20900;0.13400;AMARELA;145;
102;LC;9880;A;2;0;;1.91200;0.59000;0.19600;CINZA - ESPECIAL D.J.;165;
102;LC;11849;A;25;0;;1.82800;0.16600;0.16900;ROSA;148;
102;LC;13440;B;18;0;;1.71900;1.66900;0.21100;AZUL;147;
103;LC;7241;E;24;0;;1.76100;-0.23000;0.16000;ROSA;148;
103;LC;8716;D;11;0;;1.87000;0.30700;0.11900;CINZA;146;
103;LC;10128;A;1;0;;2.82600;1.12600;0.22600;AZUL;147;
103;LC;10335;D;30;0;;2.72000;0.00900;0.19600;CINZA;155;
103;LC;13152;E;24;0;;2.56300;0.42700;0.12500;AMARELA;145;
103;LC;13343;B;22;0;;1.80300;1.68500;0.17200;CINZA - ESPECIAL D.J.;165;
104;LC;7706;C;25;0;;2.16700;0.39900;0.11600;CINZA - ESPECIAL D.J.;165;
104;LC;8971;B;24;0;;2.70400;-0.41300;0.17200;ROSA;148;
104;LC;9258;E;3;0;;2.41800;0.02500;0.14200;AMARELA;145;
104;LC;9904;A;2;0;;1.78100;-0.32700;0.16500;CINZA;155;
104;LC;10744;A;3;0;;1.34700;1.03400;0.13800;AZUL;147;
104;LC;13475;C;13;0;;1.03200;0.76300;0.19500;CINZA;146;
105;LC;6867;E;21;0;;0.65400;0.29200;0.23600;CINZA - ESPECIAL D.J.;165;
105;LC;7626;B;4;0;;1.61800;-0.28500;0.19000;CINZA;155;
105;LC;9628;A;23;0;;1.24000;1.61600;0.21000;AMARELA;145;
105;LC;10128;A;1;0;;2.82600;1.12600;0.22600;ROSA;148;
105;LC;13064;A;26;0;;0.94000;1.19900;0.16700;AZUL;147;
105;LC;13388;E;17;0;;1.97100;0.03900;0.16900;CINZA;146;
106;LC;7241;E;24;0;;1.76100;-0.23000;0.16000;AZUL;147;
106;LC;7656;B;14;0;;1.59700;0.14600;0.17200;CINZA;155;
106;LC;9843;B;4;0;;2.07200;0.20900;0.13400;CINZA;146;
106;LC;10744;A;3;0;;1.34700;1.03400;0.13800;ROSA;148;
106;LC;10936;E;21;0;;0.81400;1.94700;0.29200;AMARELA;145;
106;LC;13868;C;9;0;;1.26900;0.86100;0.12600;CINZA - ESPECIAL D.J.;165;
107;LC;8971;B;24;0;;2.70400;-0.41300;0.17200;AZUL;147;
107;LC;10299;B;27;0;;2.38700;1.69800;0.10900;CINZA - ESPECIAL D.J.;165;
107;LC;12213;A;16;0;;2.09200;0.00400;0.16300;AMARELA;145;
107;LC;12725;D;10;0;;3.26000;0.22200;0.12800;CINZA;155;
107;LC;13064;A;26;0;;0.94000;1.19900;0.16700;ROSA;148;
107;LC;13152;E;24;0;;2.56300;0.42700;0.12500;CINZA;146;
108;LC;9258;E;3;0;;2.41800;0.02500;0.14200;CINZA;146;
108;LC;11131;D;15;0;;1.77400;1.43100;0.10500;AMARELA;145;
108;LC;11249;B;1;0;;1.45200;0.19200;0.17800;CINZA;155;
108;LC;11950;E;25;0;;2.13600;0.32900;0.18900;AZUL;147;
108;LC;13388;E;17;0;;1.97100;0.03900;0.16900;ROSA;148;
108;LC;13965;D;9;0;;2.35500;0.68500;0.11500;CINZA - ESPECIAL D.J.;165;
109;LC;7157;D;18;0;;1.16000;0.24200;0.18300;AZUL;147;
109;LC;7627;B;4;0;;1.34000;0.44700;0.15500;CINZA;155;
109;LC;7870;B;3;0;;1.88100;-0.93900;0.19800;CINZA - ESPECIAL D.J.;165;
109;LC;9843;B;4;0;;2.07200;0.20900;0.13400;ROSA;148;
109;LC;10467;A;9;0;;1.46000;1.42200;0.19800;AMARELA;145;
109;LC;11950;E;25;0;;2.13600;0.32900;0.18900;CINZA;146;
110;LC;7157;D;18;0;;1.16000;0.24200;0.18300;CINZA;146;
110;LC;7473;E;26;0;;2.27800;-0.27100;0.16300;CINZA;155;
110;LC;9267;A;17;0;;1.52800;1.50100;0.19500;AMARELA;145;
110;LC;11818;E;26;0;;3.23100;0.88600;0.08700;AZUL;147;
110;LC;13152;E;24;0;;2.56300;0.42700;0.12500;ROSA;148;
110;LC;13910;D;30;0;;1.98600;-0.03200;0.14000;CINZA - ESPECIAL D.J.;165;
111;LC;7447;A;18;0;;3.63900;0.47400;0.11300;CINZA;155;
111;LC;9258;E;3;0;;2.41800;0.02500;0.14200;ROSA;148;
111;LC;10609;A;29;0;;2.35800;0.53200;0.11700;AZUL;147;
111;LC;11818;E;26;0;;3.23100;0.88600;0.08700;CINZA;146;
111;LC;13440;B;18;0;;1.71900;1.66900;0.21100;AMARELA;145;
111;LC;15085;C;10;0;;2.56600;0.88400;0.17800;CINZA - ESPECIAL D.J.;165;
112;LC;6857;B;19;0;;1.72200;-0.22500;0.19100;CINZA - ESPECIAL D.J.;165;
112;LC;7058;A;21;0;;1.20400;0.23300;0.19400;CINZA;155;
112;LC;7174;C;15;0;;2.18700;0.74600;0.21300;CINZA;146;
112;LC;7714;D;2;0;;1.77500;-0.91700;0.18800;AMARELA;145;
112;LC;7714;D;2;0;;1.77500;-0.91700;0.18800;ROSA;148;
112;LC;15064;B;17;0;;2.20700;0.63900;0.16200;AZUL;147;
113;LC;7691;E;16;0;;1.38800;1.69700;0.12000;AZUL;147;
113;LC;8716;D;11;0;;1.87000;0.30700;0.11900;AMARELA;145;
113;LC;8716;D;11;0;;1.87000;0.30700;0.11900;ROSA;148;
113;LC;8736;C;9;0;;1.13400;0.49400;0.24600;CINZA;155;
113;LC;8806;D;28;0;;2.16700;0.69400;0.15700;CINZA;146;
113;LC;11597;A;19;0;;1.86100;0.81400;0.16400;CINZA - ESPECIAL D.J.;165;
114;LC;7714;D;2;0;;1.77500;-0.91700;0.18800;AZUL;147;
114;LC;10609;A;29;0;;2.35800;0.53200;0.11700;CINZA;146;
114;LC;11629;B;22;0;;2.43900;0.84600;0.17700;CINZA - ESPECIAL D.J.;165;
114;LC;13473;E;17;0;;1.42000;0.89900;0.14000;CINZA;155;
114;LC;13475;C;13;0;;1.03200;0.76300;0.19500;AMARELA;145;
114;LC;13475;C;13;0;;1.03200;0.76300;0.19500;ROSA;148;
115;LC;8716;D;11;0;;1.87000;0.30700;0.11900;AZUL;147;
115;LC;10609;A;29;0;;2.35800;0.53200;0.11700;ROSA;148;
115;LC;11950;E;25;0;;2.13600;0.32900;0.18900;AMARELA;145;
115;LC;14300;C;2;0;;1.18300;0.68200;0.22900;CINZA;155;
115;LC;15064;B;17;0;;2.20700;0.63900;0.16200;CINZA;146;
115;LC;15086;B;10;0;;0.96900;0.78800;0.19600;CINZA - ESPECIAL D.J.;165;
116;LC;7157;D;18;0;;1.16000;0.24200;0.18300;AMARELA;145;
116;LC;7691;E;16;0;;1.38800;1.69700;0.12000;CINZA;146;
116;LC;10366;C;19;0;;2.01200;0.70900;0.17900;CINZA;155;
116;LC;13475;C;13;0;;1.03200;0.76300;0.19500;AZUL;147;
116;LC;13507;B;1;0;;1.00900;1.31200;0.26800;CINZA - ESPECIAL D.J.;165;
116;LC;15064;B;17;0;;2.20700;0.63900;0.16200;ROSA;148;
117;LC;7691;E;16;0;;1.38800;1.69700;0.12000;ROSA;148;
117;LC;7884;A;13;0;;2.00600;0.68800;0.17000;CINZA;146;
117;LC;11818;E;26;0;;3.23100;0.88600;0.08700;AMARELA;145;
117;LC;13388;E;17;0;;1.97100;0.03900;0.16900;AZUL;147;
117;LC;14755;B;22;0;;2.21600;0.64200;0.12400;CINZA;155;
117;LC;15093;D;12;0;;2.12200;1.00600;0.14100;CINZA - ESPECIAL D.J.;165;
118;LC;7174;C;15;0;;2.18700;0.74600;0.21300;AMARELA;145;
118;LC;9755;E;28;0;;2.41800;0.54400;0.11200;CINZA;155;
118;LC;9843;B;4;0;;2.07200;0.20900;0.13400;AZUL;147;
118;LC;11950;E;25;0;;2.13600;0.32900;0.18900;ROSA;148;
118;LC;12235;C;14;0;;1.66900;1.17100;0.16500;CINZA;146;
118;LC;12867;E;17;0;;1.35500;1.57200;0.14100;CINZA - ESPECIAL D.J.;165;
119;LC;7157;D;18;0;;1.16000;0.24200;0.18300;ROSA;148;
119;LC;7467;D;28;0;;2.79200;0.30400;0.13900;CINZA - ESPECIAL D.J.;165;
119;LC;8806;D;28;0;;2.16700;0.69400;0.15700;AMARELA;145;
119;LC;13152;E;24;0;;2.56300;0.42700;0.12500;AZUL;147;
119;LC;13476;B;27;0;;0.96900;2.03500;0.26000;CINZA;146;
119;LC;15077;A;29;0;;3.15100;0.66300;0.10500;CINZA;155;
120;LC;7098;D;18;0;;1.99400;0.55100;0.17700;CINZA;155;
120;LC;9258;E;3;0;;2.41800;0.02500;0.14200;AZUL;147;
120;LC;10609;A;29;0;;2.35800;0.53200;0.11700;AMARELA;145;
120;LC;11818;E;26;0;;3.23100;0.88600;0.08700;ROSA;148;
120;LC;13273;D;15;0;;1.87200;0.93300;0.24600;CINZA;146;
120;LC;15017;B;2;0;;0.92400;1.66300;0.18900;CINZA - ESPECIAL D.J.;165;
121;LC;7174;C;15;0;;2.18700;0.74600;0.21300;ROSA;148;
121;LC;7688;E;15;0;;2.22100;1.32300;0.19000;CINZA;155;
121;LC;7884;A;13;0;;2.00600;0.68800;0.17000;AZUL;147;
121;LC;10217;B;29;0;;1.18600;0.48300;0.14300;CINZA - ESPECIAL D.J.;165;
121;LC;12402;B;19;0;;1.97200;2.07800;0.30200;CINZA;146;
121;LC;15064;B;17;0;;2.20700;0.63900;0.16200;AMARELA;145;
122;LC;7455;B;23;0;;0.98100;1.36600;0.25300;CINZA;155;
122;LC;7691;E;16;0;;1.38800;1.69700;0.12000;AMARELA;145;
122;LC;8806;D;28;0;;2.16700;0.69400;0.15700;ROSA;148;
122;LC;10209;A;16;0;;1.95000;0.92700;0.19300;CINZA - ESPECIAL D.J.;165;
122;LC;12096;A;27;0;;2.12300;0.39700;0.09700;CINZA;146;
122;LC;12235;C;14;0;;1.66900;1.17100;0.16500;AZUL;147;
123;LC;7032;C;24;0;;1.50200;1.07500;0.16400;CINZA;155;
123;LC;7884;A;13;0;;2.00600;0.68800;0.17000;AMARELA;145;
123;LC;10128;A;1;0;;2.82600;1.12600;0.22600;CINZA;146;
123;LC;10211;A;16;0;;1.84200;1.67500;0.15000;CINZA - ESPECIAL D.J.;165;
123;LC;13273;D;15;0;;1.87200;0.93300;0.24600;ROSA;148;
123;LC;13476;B;27;0;;0.96900;2.03500;0.26000;AZUL;147;
124;LC;7174;C;15;0;;2.18700;0.74600;0.21300;AZUL;147;
124;LC;9697;A;26;0;;2.72800;0.13500;0.12200;CINZA - ESPECIAL D.J.;165;
124;LC;10744;A;3;0;;1.34700;1.03400;0.13800;CINZA;146;
124;LC;12235;C;14;0;;1.66900;1.17100;0.16500;AMARELA;145;
124;LC;12402;B;19;0;;1.97200;2.07800;0.30200;ROSA;148;
124;LC;14220;E;24;0;;2.04100;0.99900;0.15600;CINZA;155;
125;LC;7847;B;25;0;;1.42600;0.96000;0.22000;CINZA;155;
125;LC;8806;D;28;0;;2.16700;0.69400;0.15700;AZUL;147;
125;LC;12096;A;27;0;;2.12300;0.39700;0.09700;ROSA;148;
125;LC;13064;A;26;0;;0.94000;1.19900;0.16700;CINZA;146;
125;LC;13476;B;27;0;;0.96900;2.03500;0.26000;AMARELA;145;
125;LC;15076;C;27;0;;1.15000;1.51900;0.19200;CINZA - ESPECIAL D.J.;165;
126;LC;7179;D;23;0;;1.24800;1.22600;0.22600;CINZA;146;
126;LC;7884;A;13;0;;2.00600;0.68800;0.17000;ROSA;148;
126;LC;9792;B;15;0;;1.41400;1.17900;0.15200;CINZA;155;
126;LC;11145;C;23;0;;3.13300;0.13000;0.15500;CINZA - ESPECIAL D.J.;165;
126;LC;13273;D;15;0;;1.87200;0.93300;0.24600;AMARELA;145;
126;LC;13273;D;15;0;;1.87200;0.93300;0.24600;AZUL;147;
127;LC;9758;B;11;0;;1.38500;0.66800;0.21700;CINZA - ESPECIAL D.J.;165;
127;LC;12235;C;14;0;;1.66900;1.17100;0.16500;ROSA;148;
127;LC;12402;B;19;0;;1.97200;2.07800;0.30200;AMARELA;145;
127;LC;12402;B;19;0;;1.97200;2.07800;0.30200;AZUL;147;
127;LC;13091;E;22;0;;2.83800;1.04800;0.07000;CINZA;146;
127;LC;15101;B;12;0;;2.11500;1.54800;0.19200;CINZA;155;
128;LC;7229;C;18;0;;2.63100;-0.06700;0.18800;CINZA - ESPECIAL D.J.;165;
128;LC;9287;A;13;0;;0.91200;0.69900;0.18600;CINZA;155;
128;LC;12096;A;27;0;;2.12300;0.39700;0.09700;AMARELA;145;
128;LC;12096;A;27;0;;2.12300;0.39700;0.09700;AZUL;147;
128;LC;13476;B;27;0;;0.96900;2.03500;0.26000;ROSA;148;
128;LC;15094;D;12;0;;1.90000;1.43900;0.29000;CINZA;146;
