question,body,A,B,C,D,E
QUESTÃO 41,"O Baile Charme, uma das mais conhecidas man ifestações culturais do povo carioca, fica cadastrado como bem cultural de natureza imaterial da cidade. O decreto considera o Baile Charme uma genuína invenção carioca, e destaca a riqueza de sua origem na musicalidade africana, que abriga ritmos como o soul , o funk e o rythim’n blues , da fonte norte-americana, e o choro, o samba e a bossa-nova, criações nascidas no Rio. O Baile Charme é cultuado, principalmente na Zona Norte da cidade, seja em clubes, agremiações recreativas e espaços públicos como a área do Viaduto de Madureira. Segundo o texto, o cadastramento do Baile Charme como bem imaterial da cidade do Rio de Janeiro ocorreu porque essa manifestação cultural",possui um grande apelo de público.,simboliza uma região de relevância social.,contém uma pluralidade de gêneros musicais.,reflete um gosto fonográfico de camadas pobres.,representa uma diversidade de costumes populares.
QUESTÃO 42,"De acordo com o historiador Boris Fausto: A vinda da família real deslocou definitivamente o eixo da vida administrativa da Colônia para o Rio de Janeiro, mudando também a fisionomia da cidade. A presença da Corte implicava uma alteração do acanhado cenário urbano da Colônia, mas a marca do absolutismo acompanharia a alteração. As transformações ocorridas na cidade do Rio de Janeiro em decorrência da presença da Corte estavam limitadas à superfície das estruturas sociais porque",a pujança do desenvolvimento comercial e industrial retirava da agricultura de exportação a posição de atividade econômica central na Colônia.,a expansão das atividades econômicas e o desenvolvimento de novos hábitos conviviam com a exploração do trabalho escravo.,"a emergência das práticas liberais, com a abertura dos portos, impedia uma renovação política em prol da formação de uma sociedade menos desigual.","a integração das elites políticas regionais, sob a liderança do Rio de Janeiro, ensejava a formação de um projeto político separatista de cunho republicano.","a dinamização da economia urbana retardava o letramento de mulatos e imigrantes, importante para as necessidades do trabalho na cidade."
QUESTÃO 43,"O termo injusto se aplica tanto às pessoas que infringem a lei quanto às pessoas ambiciosas (no sentido de quererem mais do que aquilo a que têm direito) e iníquas, de tal forma que as cumpridoras da lei e as pessoas corretas serão justas. O justo, então, é aquilo conforme à lei e o injusto é o ilegal e iníquo. Segundo Aristóteles, pode-se reconhecer uma ação justa quando ela observa o",compromisso com os movimentos desvinculados da legalidade.,benefício para o maior número possível de indivíduos.,interesse para a classe social do agente da ação.,fundamento na categoria de progresso histórico.,princípio de dar a cada um o que lhe é devido.
QUESTÃO 44,"Nas palavras de Maquiavel, no livro O príncipe: Mas, sendo minha intenção escrever algo de útil para quem por tal se interesse, pareceu-me mais conveniente ir em busca da verdade extraída dos fatos e não à imaginação dos mesmos, pois muitos conceberam repúblicas e principados jamais vistos ou conhecidos como tendo realmente existido. A partir do texto, é possível perceber a crítica maquiaveliana à filosofia política de Platão, pois há nesta a",elaboração de um ordenamento político com fundamento na bondade infinita de Deus.,explicitação dos acontecimentos políticos do período clássico de forma imparcial.,utilização da oratória política como meio de convencer os oponentes na ágora.,investigação das constituições políticas de Atenas pelo método indutivo.,idealização de um mundo político perfeito existente no mundo das ideias.
QUESTÃO 45,"O servo pertence à terra e rende frutos ao dono da terra. O operário urbano livre, ao contrário, vende-se a si mesmo e, além disso, por partes. Vende em leilão 8,10,12,15 horas da sua vida, dia após dia, a quem melhor pagar, ao proprietário das matérias-primas, dos instrumentos de trabalho e dos meios de subsistência, isto é, ao capitalista. O texto de Karl Marx indica que houve uma transformação dos espaços urbanos e rurais com a implementação do sistema capitalista, devido às mudanças tecnossociais ligadas ao",desenvolvimento agrário e ao regime de servidão.,"aumento da produção rural, que fixou a população nesse meio.",desenvolvimento das zonas urbanas e às novas relações de trabalho.,aumento populacional das cidades associado ao regime de servidão.,desenvolvimento da produção urbana associada às relações servis de trabalho.
QUESTÃO 46,"A figura representa a análise gráfica de um estudo acerca da dispersão de uma doença transmitida a um grupo de pessoas que compartilhou um mesmo ambiente de trabalho: Descrição da imagem: A figura apresenta um gráfico cartesiano xOy, em que o eixo x corresponde ao tempo, em horas, e o eixo y, ao número de doentes. Por meio desse gráfico, verifica-se que no instante inicial (x = 0) havia 1 doente. Verifica-se, ainda, que: em x = 4 havia 2 doentes; em x = 10, 3 doentes; em x = 15, 10 doentes; em x = 20, 26 doentes; em x = 25, 31 doentes; em x = 30, 34 doentes. O último registro desse gráfico indica que em x = 34 havia 35 doentes. De acordo com o padrão apresentado no gráfico, a transmissão da doença ocorreu por",ingestão de água contaminada no mesmo ambiente de trabalho.,consumo de alimentos estragados vindos da mesma fonte.,contaminação pelo ar a partir de uma pessoa infectada.,infecção do grupo por insetos vetores.,manipulação de objetos contaminados.
QUESTÃO 47,"A fabricação de cerveja envolve a atuação de enzimas amilases sobre as moléculas de amido da cevada. Sob temperatura de cerca de 65 °C, ocorre a conversão do amido em maltose e glicose. O caldo obtido (mosto) é fervido para a inativação das enzimas. Após o resfriamento e a filtração, são adicionados o lúpulo e a levedura para que ocorra a fermentação. A cerveja sofre maturação de 4 a 40 dias, para ser engarrafada e pasteurizada. Dentre as etapas descritas, a atividade biológica no processo ocorre durante o(a)",filtração do mosto.,resfriamento do mosto.,pasteurização da bebida.,fermentação da maltose e da glicose.,inativação enzimática no aquecimento.
QUESTÃO 48,"O trem de passageiros da Estrada de Ferro Vitória-Minas (EFVM), que circula diariamente entre a cidade de Cariacica, na Grande Vitória, e a capital mineira Belo Horizonte, está utilizando uma nova tecnologia de frenagem eletrônica. Com a tecnologia anterior, era preciso iniciar a frenagem cerca de 400 metros antes da estação. Atualmente, essa distância caiu para 250 metros, o que proporciona redução no tempo de viagem. Considerando uma velocidade de 72 km/h, qual o módulo da diferença entre as acelerações de frenagem depois e antes da adoção dessa tecnologia?","0,08 m/s2","0,30 m/s2","1,10 m/s2","1,60 m/s2","3,90 m/s2"
QUESTÃO 49,"Descrição da imagem: É apresentada uma garrafa contendo vinagre e um balão de festa não inflado. A boca do balão está presa à boca da garrafa. O balão contém uma massa de bicarbonato de sódio sólido. Em um segundo momento, após a adição do bicarbonato de sódio sólido à garrafa com vinagre, o balão fica inflado. A transformação química em questão é representada pela equação:",Os reagentes CH3COOH (aquoso) + NaHCO3 (sólido) formam os produtos Na+ (aquoso) + CH3COO − (aquoso) + CO2 (gasoso) + H2O (líquido).,Os reagentes CH3COOH (aquoso) + NaHCO3 (sólido) formam os produtos Na+ (aquoso) + CH3COO − (aquoso) + O2 (gasoso) + H2O (líquido).,Os reagentes CH3COOH (aquoso) + NaHCO3 (sólido) formam os produtos Na+ (aquoso) + CH3COO − (aquoso) + H2O (líquido).,Os reagentes CH3COOH (aquoso) + NaHCO3 (sólido) formam os produtos NaCO2+ (aquoso) + CH3COO − (aquoso) + H2O (líquido).,Os reagentes CH3COOH (aquoso) + NaHCO3 (sólido) formam os produtos Na+ (aquoso) + CH3COO − (aquoso) + H2 (gasoso) + H2O (líquido).
QUESTÃO 50,"Lobos da espécie Canis lycaon , do leste dos Estados Unidos, estão intercruzando com coiotes ( Canis latrans ). Além disso, indivíduos presentes na borda oeste da área de distribuição de C. lycaon estão se acasalando também com lobos cinzentos ( Canis lupus ). Todos esses cruzamentos têm gerado descendentes férteis. Os animais descritos foram classificados como espécies distintas no século XVIII. No entanto, aplicando-se o conceito biológico de espécie, proposto por Ernst Mayr em 1942, e ainda muito usado hoje em dia, esse fato não se confirma, porque",esses animais são morfologicamente muito semelhantes.,o fluxo gênico entre as três populações é mantido.,apresentam nichos ecológicos muito parecidos.,todos têm o mesmo ancestral comum.,pertencem ao mesmo gênero.
QUESTÃO 51,"Um grupo de amigos foi passar o fim de semana em um acampamento rural, onde não há eletricidade. Uma pessoa levou um gerador a diesel e outra levou duas lâmpadas, diferentes fios e bocais. Perto do anoitecer, iniciaram a instalação e verificaram que as lâmpadas eram de 60 W – 110 V e o gerador produzia uma tensão de 220 V. Para que as duas lâmpadas possam funcionar de acordo com suas especificações e o circuito tenha menor perda possível, a estrutura do circuito elétrico deverá ser de dois bocais ligados em",série e usar fios de maior espessura.,série e usar fios de máximo comprimento.,paralelo e usar fios de menor espessura.,paralelo e usar fios de maior espessura.,paralelo e usar fios de máximo comprimento.
QUESTÃO 52,"Conta-se que um curioso incidente aconteceu durante a Primeira Guerra Mundial. Quando voava a uma altitude de dois mil metros, um piloto francês viu o que acreditava ser uma mosca parada perto de sua face. Apanhando-a rapidamente, ficou surpreso ao verificar que se tratava de um projétil alemão. O piloto consegue apanhar o projétil, pois","ele foi disparado em direção ao avião francês, freado pelo ar e parou justamente na frente do piloto.","o avião se movia no mesmo sentido que o dele, com velocidade visivelmente superior.","ele foi disparado para cima com velocidade constante, no instante em que o avião francês passou.","o avião se movia no sentido oposto ao dele, com velocidade de mesmo valor.","o avião se movia no mesmo sentido que o dele, com velocidade de mesmo valor."
QUESTÃO 53,"A Caatinga é o único bioma exclusivamente brasileiro, ocupando cerca de 7% a 10% do território nacional. Nesse ambiente seco, mesmo quando chove, não há acúmulo de água, pois o solo é raso e pedregoso. Assim, as plantas desse bioma possuem modificações em suas raízes, caules e folhas, que permitem melhor adaptação a esse ambiente, contra a perda de água e de nutrientes. Geralmente, seus caules são suculentos e suas folhas possuem forma de espinhos e cutículas altamente impermeáveis, que apresentam queda na estação seca. Considerando as adaptações nos órgãos vegetativos, a principal característica das raízes dessas plantas, que atribui sua maior adaptação à Caatinga, é o(a)",armazenamento de nutrientes por um sistema radicular aéreo.,fixação do vegetal ao solo por um sistema radicular do tipo tuberoso.,fixação do vegetal ao substrato por um sistema radicular do tipo sugador.,absorção de água por um sistema radicular desenvolvido e profundo.,armazenamento de água do solo por um sistema radicular do tipo respiratório.
QUESTÃO 54,"Após o desmonte da bateria automotiva, é obtida uma pasta residual de 6 kg, em que 19%, em massa, é dióxido de chumbo(IV), 60%, sulfato de chumbo(II) e 21%, chumbo metálico. O processo pirometalúrgico é o mais comum na obtenção do chumbo metálico, porém, devido à alta concentração de sulfato de chumbo(II), ocorre grande produção de dióxido de enxofre (SO 2), causador de problemas ambientais. Para eliminar a produção de dióxido de enxofre, utiliza-se o processo hidrometalúrgico, constituído de três etapas, no qual o sulfato de chumbo(II) reage com carbonato de sódio a 1,0 mol/L a 45 °C, obtendo-se um sal insolúvel (etapa 1), que, tratado com ácido nítrico, produz um sal de chumbo solúvel (etapa 2) e, por eletrólise, obtém-se o chumbo metálico com alto grau de pureza (etapa 3). Considerando a obtenção de chumbo metálico a partir de sulfato de chumbo(II) na pasta residual, pelo processo hidrometalúrgico, as etapas 1, 2 e 3 objetivam, respectivamente,",a lixiviação básica e dessulfuração; a lixiviação ácida e solubilização; a redução do Pb 2+ em Pb0.,a lixiviação ácida e dessulfuração; a lixiviação básica e solubilização; a redução do Pb4+ em Pb0.,a lixiviação básica e dessulfuração; a lixiviação ácida e solubilização; a redução do Pb 0 em Pb2+.,a lixiviação ácida e dessulfuração; a lixiviação básica e solubilização; a redução do Pb 2+ em Pb0.,a lixiviação básica e dessulfuração; a lixiviação ácida e solubilização; a redução do Pb 4+ em Pb0.
QUESTÃO 55,"A palha de aço, um material de baixo custo e vida útil pequena, utilizada para lavar louças, é um emaranhado de fios leves e finos que servem para a remoção por atrito dos resíduos aderidos aos objetos. A propriedade do aço que justifica o aspecto físico descrito no texto é a",ductilidade.,maleabilidade.,densidade baixa.,condutividade elétrica.,condutividade térmica.
QUESTÃO 56,"Dupla humilhação destas lombrigas, humilhação de confessá-las a Dr. Alexandre, sério, perante irmãos que se divertem com tua fauna intestinal em perversas indagações: “Você vai ao circo assim mesmo? Vai levando suas lombrigas? Elas também pagam entrada, se não podem ver o espetáculo? E se, ouvindo lá de dentro, as gabarolas do palhaço, vão querer sair para fora, hem? Como é que você se arranja?” O que é pior: mínimo verme, quinze centímetros modestos, não mais — vermezinho idiota — enquanto Zé, rival na escola, na queda de braço, em tudo, se gabando mostra no vidro o novelo comprovador de seu justo gabo orgulhoso: ele expeliu, entre ohs! e ahs! de agudo pasmo familiar, formidável tênia porcina: a solitária de três metros. O texto de Carlos Drummond de Andrade aborda duas parasitoses intestinais que podem afetar a saúde humana. Com relação às tênias, mais especificamente, a Taenia solium , considera-se que elas podem parasitar o homem na ocasião em que ele come carne de",peixe mal-assada.,frango mal-assada.,porco mal-assada.,boi mal-assada.,carneiro mal-assada.
QUESTÃO 57,"A banda larga brasileira é lenta. No Japão já existem redes de fibras ópticas, que permitem acessos à internet com velocidade de 1 gigabit por segundo (Gbps), o suficiente para baixar em um minuto, por exemplo, 80 filmes. No Brasil a maioria das conexões ainda é de 1 megabit por segundo (Mbps), ou seja, menos de um milésimo dos acessos mais rápidos do Japão. A fibra óptica é composta basicamente de um material dielétrico (sílica ou plástico), segundo uma estrutura cilíndrica, transparente e flexível. Ela é formada de uma região central envolta por uma camada, também de material dielétrico, com índice de refração diferente ao do núcleo. A transmissão em uma fibra óptica acontecerá de forma correta se o índice de refração do núcleo, em relação ao revestimento, for",superior e ocorrer difração.,superior e ocorrer reflexão interna total.,inferior e ocorrer reflexão interna parcial.,inferior e ocorrer interferência destrutiva.,inferior e ocorrer interferência construtiva.
QUESTÃO 58,"Se dermos uma mordida em um pedaço de papel alumínio colocado em cima de uma obturação de amálgama (combinação do mercúrio metálico com metais e/ou ligas metálicas), sentiremos uma dor causada por uma corrente que pode chegar até 30 μ A. O contato dos materiais metálicos citados produz","uma pilha, cujo fluxo de elétrons é espontâneo.","uma eletrólise, cujo fluxo de elétrons não é espontâneo.","uma solução eletrolítica, cujo fluxo de elétrons é espontâneo.","um sistema galvânico, cujo fluxo de elétrons não é espontâneo.","um sistema eletrolítico, cujo fluxo de elétrons não é espontâneo."
QUESTÃO 59,"A mosca Drosophila , conhecida como mosca- das-frutas, é bastante estudada no meio acadêmico pelos geneticistas. Dois caracteres estão entre os mais estudados: tamanho da asa e cor do corpo, cada um condicionado por gene autossômico. Em se tratando do tamanho da asa, a característica asa vestigial é recessiva e a característica asa longa, dominante. Em relação à cor do indivíduo, a coloração cinza é recessiva e a cor preta, dominante. Em um experimento, foi realizado um cruzamento entre indivíduos heterozigotos para os dois caracteres, do qual foram geradas 288 moscas. Dessas, qual é a quantidade esperada de moscas que apresentam o mesmo fenótipo dos indivíduos parentais?",288,162,108,72,54
QUESTÃO 60,"Para a produção de etanol combustível, as usinas retiram água do leito de rios próximos, reutilizando-a nas suas instalações. A vinhaça, resíduo líquido gerado nesse processo, é diluída para ser adicionada ao solo, utilizando uma técnica chamada de fertirrigação. Por meio desse procedimento, o fósforo e o potássio, essenciais à produção de cana-de-açúcar, são devolvidos ao solo, reduzindo o uso de fertilizantes sintéticos. Essa intervenção humana no destino da vinhaça tem como resultado a diminuição do impacto ambiental referente à",erosão do solo.,produção de chuva ácida.,elevação da temperatura global.,eutrofização de lagos e represas.,contaminação de rios por pesticidas.
QUESTÃO 61,"Os densímetros instalados nas bombas de combustível permitem averiguar se a quantidade de água presente no álcool hidratado está dentro das especificações determinadas pela Agência Nacional do Petróleo (ANP). O volume máximo permitido de água no álcool é de 4,9%. A densidade da água e do álcool anidro são de 1,00 g/cm 3 e 0,80 g/cm3, respectivamente. A leitura no densímetro que corresponderia à fração máxima permitida de água é mais próxima de","0,20 g/cm3.","0,81 g/cm3.","0,90 g/cm3.","0,99 g/cm3.","1,80 g/cm3."
QUESTÃO 62,"Há processos industriais que envolvem reações químicas na obtenção de diversos produtos ou bens consumidos pelo homem. Determinadas etapas de obtenção desses produtos empregam catalisadores químicos tradicionais, que têm sido, na medida do possível, substituídos por enzimas. Em processos industriais, uma das vantagens de se substituírem os catalisadores químicos tradicionais por enzimas decorre do fato de estas serem",consumidas durante o processo.,compostos orgânicos e biodegradáveis.,inespecíficas para os substratos.,estáveis em variações de temperatura.,substratos nas reações químicas.
QUESTÃO 63,"O sistema somatossensorial nos informa o que ocorre tanto na superfície do corpo como em seu interior, e processa muitas classes de diferentes estímulos, como pressão, temperatura, toque, posição. Em uma experiência, após vendar os olhos do indivíduo, foram feitos toques com as duas pontas de um compasso em diversas partes do corpo e em diferentes distâncias, visando à identificação das regiões e distâncias onde eram sentidos um ou dois toques. Os locais do corpo, a quantidade de toques que foram sentidos e a distância entre as duas pontas do compasso estão apresentados na tabela: Descrição da imagem: A tabela é composta pela relação dos diferentes locais do corpo pressionados pelas pontas do compasso, a distância entre os dois pontos do corpo pressionados pelas pontas do compasso e a quantidade de toques que foram sentidos. Os locais testados foram costas, panturrilha, antebraço, polegar e indicador. As distâncias entre os dois pontos pressionados, em centímetros, foram: seis, cinco, três e meio, dois e meio, um, meio e menos de meio centímetro. Nas costas, o número de toques sentidos foi: dois toques a seis centímetros; dois toques a cinco centímetros e um toque para as demais distâncias. O número de toques sentidos na panturrilha foi: dois toques a seis centímetros e um toque para as demais distâncias. O número de toques sentidos no antebraço foi: dois toques a seis centímetros; dois toques a cinco centímetros e um toque para as demais distâncias. No polegar, o número de toques sentidos foi: dois toques para todas as distâncias. Enfim, o número de toques sentidos no indicador foi: dois toques para todas as distância s. As diferenças observadas entre as várias regiões do corpo refletem que a densidade dos receptores","não é a mesma em todos os pontos, existindo regiões com maior capacidade de discriminação e sensibilidade, como o indicador e o polegar.","apresenta pequena diferenciação entre os diversos pontos, existindo regiões com menor capacidade de discriminação e sensibilidade, como o indicador e a panturrilha.","apresenta pequena diferenciação entre os diversos pontos, diferenciando-se em regiões com maior capacidade de discriminação e sensibilidade, como as costas e o antebraço.","não é a mesma em todos os pontos, existindo regiões com maior capacidade de discriminação e sensibilidade, como o panturrilha e as costas.","se equivale, existindo pontos que manifestam uma maior sensibilidade e discriminação, como as costas e o antebraço."
QUESTÃO 64,"À medida que se expira sobre uma solução de azul de bromotimol e hidróxido de sódio (NaOH), sua coloração azul característica vai se alterando. O azul de bromotimol é um indicador ácido-base que adquire cor azul em pH básico, verde em pH neutro e amarela em pH ácido. O gás carbônico (CO 2) expirado reage com a água presente na solução (H2O), produzindo ácido carbônico (H2CO3). Este pode reagir com o NaOH da solução inicial, produzindo bicarbonato de sódio (NaHCO3): Descrição da imagem: São apresentadas as seguintes equações químicas: • Primeira equação química: os reagentes CO 2 + H2O formam o produto H2CO3. • Segunda equação química: os reagentes H2CO3 + NaOH formam os produtos NaHCO3 + H2O. O que a pessoa irá observar à medida que expira no recipiente contendo essa solução?","A solução mudará de cor, de azul para verde, e, em seguida, de verde para amarelo. Com o acréscimo de ácido carbônico, o pH da solução irá reduzir até tornar-se neutro. Em seguida, um excesso de ácido carbônico tornará o pH da solução ácido.","A solução somente terá sua cor alterada de azul para amarelo, pois será formado um excesso de ácido carbônico no recipiente, o que reduzirá bruscamente o pH da solução.",A cor da solução não será alterada com o acréscimo de ácido carbônico. Isso porque o meio é inicialmente neutro e a presença de ácido carbônico não produzirá nenhuma mudança no pH da solução.,"A solução mudará de azul para verde e, em seguida, de verde para azul. Isso ocorrerá em função da neutralização de um meio inicialmente básico acompanhado de um aumento de pH na solução, à medida que ácido carbônico é adicionado ao meio.","A cor da solução alterará de azul para amarelo e, em seguida, de amarelo para verde. Esse comportamento é justificado pelo fato de o ácido carbônico reduzir bruscamente o pH da solução e depois ser neutralizado pelo restante de NaOH presente no meio."
QUESTÃO 65,"A transferência de genes que poderiam melhorar o desempenho esportivo de atletas saudáveis foi denominada doping genético. Uma vez inserido no genoma do atleta, o gene se expressaria gerando um produto endógeno capaz de melhorar o desempenho atlético. Um risco associado ao uso dessa biotecnologia é o(a)",obtenção de baixo condicionamento físico.,estímulo ao uso de anabolizantes pelos atletas.,falta de controle sobre a expressão fenotípica do atleta.,aparecimento de lesões decorrentes da prática esportiva habitual.,limitação das adaptações fisiológicas decorrentes do treinamento físico.
QUESTÃO 66,"Retirar a roda de um carro é uma tarefa facilitada por algumas características da ferramenta utilizada, habitualmente denominada chave de roda. As figuras representam alguns modelos de chaves de roda: Descrição da imagem: A primeira figura apresenta o modelo 1 de chave de roda. Nesse modelo, a chave de roda é composta de duas barras iguais, retas, ortogonais e soldadas no ponto médio, com distância da solda até qualquer extremidade igual a 20 cm. Possui bocal para encaixe da porca em todas as extremidades. A segunda figura apresenta o modelo 2, em que a chave de roda tem a forma da letra L maiúscula, cujo lado de maior comprimento mede 30 cm. Esse modelo possui bocal para encaixe da porca na extremidade do lado de menor comprimento. A terceira figura apresenta o modelo 3 de chave de roda, que tem a forma da letra T maiúscula. Essa chave de roda é composta de uma barra que possui bocal para encaixe da porca em uma extremidade e um furo na outra extremidade, pelo qual passa uma barra móvel, de comprimento igual a 25 cm, que fica perpendicular à primeira. Em condições usuais, qual desses modelos permite a retirada da roda com mais facilidade?","1, em função de o momento da força ser menor.","1, em função da ação de um binário de forças.","2, em função de o braço da força aplicada ser maior.","3, em função de o braço da força aplicada poder variar.","3, em função de o momento da força produzida ser maior."
QUESTÃO 67,"A qualidade de óleos de cozinha, compostos principalmente por moléculas de ácidos graxos, pode ser medida pelo índice de iodo. Quanto maior o grau de insaturação da molécula, maior o índice de iodo determinado e melhor a qualidade do óleo. Na figura, são apresentados alguns compostos que podem estar presentes em diferentes óleos de cozinha: Descrição da imagem:  • Ácido palmítico: molécula de ácido graxo com cadeia normal contendo 16 carbonos ligados somente por ligações simples entre carbonos; • Ácido esteárico: molécula de ácido graxo com cadeia normal contendo 18 carbonos ligados somente por ligações simples entre carbonos; • Ácido oleico: molécula de ácido graxo com cadeia normal contendo 18 carbonos e uma ligação dupla entre carbonos; • Ácido linoleico: molécula de ácido graxo com cadeia normal contendo 18 carbonos e duas ligações duplas entre carbonos; • Ácido linolênico: molécula de ácido graxo com cadeia normal contendo 18 carbonos e três ligações duplas entre carbonos. Dentre os compostos apresentados, os dois que proporcionam melhor qualidade para os óleos de cozinha são os ácidos",esteárico e oleico.,linolênico e linoleico.,palmítico e esteárico.,palmítico e linolênico.,linolênico e esteárico.
QUESTÃO 68,"Garrafas PET (politereftalato de etileno) têm sido utilizadas em mangues, onde as larvas de ostras e de mariscos, geradas na reprodução dessas espécies, aderem ao plástico. As garrafas são retiradas do mangue, limpas daquilo que não interessa e colocadas nas “fazendas” de criação, no mar. Nessa aplicação, o uso do PET é vantajoso, pois",diminui o consumo de garrafas plásticas.,possui resistência mecânica e alta densidade.,decompõe-se para formar petróleo a longo prazo.,"é resistente ao sol, à água salobra, a fungos e bactérias.","é biodegradável e poroso, auxiliando na aderência de larvas e mariscos."
QUESTÃO 69,"Descrição da imagem: Considere a tirinha composta de quatro quadros, contendo um diálogo entre dois meninos — A e B. No primeiro quadro, o menino A diz: — Então veja, é o calor do sol que nos mantém aquecidos. No segundo quadro, o menino B diz: — Não completamente... No terceiro quadro, o menino A diz: — Como assim, não completamente?! No último quadro, o menino B diz: — Luvas! — e mostra suas mãos com luvas. Quais são os processos de propagação de calor relacionados à fala de cada personagem?",Convecção e condução.,Convecção e irradiação.,Condução e convecção.,Irradiação e convecção.,Irradiação e condução.
QUESTÃO 70,"O mármore é um material empregado para revestimento de pisos e um de seus principais constituintes é o carbonato de cálcio. Na limpeza desses pisos com solução ácida, ocorre efervescência. Nessa efervescência o gás liberado é o",oxigênio.,hidrogênio.,cloro.,dióxido de carbono.,monóxido de carbono.
QUESTÃO 71,"As algas marinhas podem ser utilizadas para reduzir a contaminação por metais pesados em ambientes aquáticos. Elas podem funcionar como uma “esponja biológica”, absorvendo esses poluentes. Dentro das células dessas algas, esses metais são imobilizados no vacúolo por mecanismos bioquímicos. Nesse processo, as algas atuam como agentes que promovem a",biodigestão.,eutrofização.,desnitrificação.,biorremediação.,biomonitoração.
QUESTÃO 72,"Em um violão afinado, quando se toca a corda Lá com seu comprimento efetivo (harmônico fundamental), o som produzido tem frequência de 440 Hz. Se a mesma corda do violão é comprimida na metade do seu comprimento, a frequência do novo harmônico","se reduz à metade, porque o comprimento de onda dobrou.","dobra, porque o comprimento de onda foi reduzido à metade.","quadruplica, porque o comprimento de onda foi reduzido à metade.","quadruplica, porque o comprimento de onda foi reduzido à quarta parte.","não se modifica, porque é uma característica independente do comprimento da corda que vibra."
QUESTÃO 73,"Um enfeite para berço é constituído de um aro metálico com um ursinho pendurado, que gira com velocidade angular constante. O aro permanece orientado na horizontal, de forma que o movimento do ursinho seja projetado na parede pela sua sombra. Enquanto o ursinho gira, sua sombra descreve um movimento",circular uniforme.,retilíneo uniforme.,retilíneo harmônico simples.,circular uniformemente variado.,retilíneo uniformemente variado.
QUESTÃO 76,"O Instituto Luiz Coimbra (UFRJ) lançou o primeiro ônibus urbano movido a hidrogênio do Hemisfério Sul, com tecnologia inteiramente nacional. Sua tração provém de três fontes de energia, sendo uma delas a pilha de combustível, na qual o hidrogênio, gerado por um processo eletroquímico, reage com o oxigênio do ar, formando água. A transformação de energia que ocorre na pilha de combustível responsável pelo movimento do ônibus decorre da energia cinética oriunda do(a)",calor absorvido na produção de água.,expansão gasosa causada pela produção de água.,calor liberado pela reação entre o hidrogênio e o oxigênio.,contração gasosa causada pela reação entre o hidrogênio e o oxigênio.,eletricidade gerada pela reação de oxirredução do hidrogênio com o oxigênio.
QUESTÃO 74,"A hematita ( a -Fe2O3), além de ser utilizada para obtenção do aço, também é utilizada como um catalisador de processos químicos, como na síntese da amônia, importante matéria-prima da indústria agroquímica. O uso da hematita viabiliza economicamente a produção da amônia, porque",diminui a rapidez da reação.,diminui a energia de ativação da reação.,aumenta a variação da entalpia da reação.,aumenta a quantidade de produtos formados.,aumenta o tempo do processamento da reação.
QUESTÃO 75,"Devido à sua resistência mecânica, baixa condutividade térmica e transparência à luz, o vidro tem sido cada vez mais utilizado na construção civil, aplicado em portas, janelas e telhados. Sua transparência é importante porque resulta em uma grande economia da energia elétrica usada na iluminação interna do ambiente. Microscopicamente, a transparência ocorre devido à forma com que a luz incidente interage com os elétrons dos átomos que compõem o material vítreo. A transparência pode ser explicada, considerando-se que a luz",é absorvida pelos elétrons e transformada em calor.,é absorvida pelos elétrons e reemitida em todas as direções.,não é absorvida pelos elétrons e é espalhada em diversas direções.,não é absorvida pelos elétrons e continua seu caminho em trajetórias regulares.,é absorvida pelos elétrons e reemitida de volta pela mesma trajetória de onde veio.
QUESTÃO 77,"O estudo do comportamento dos neurônios ao longo de nossa vida pode aumentar a possibilidade de cura do autismo, uma doença genética. A ilustração do experimento mostra a criação de neurônios normais a partir de células da pele de pacientes com autismo: Descrição da imagem:  A figura apresenta o referido experimento, que é composto de cinco etapas: • Etapa 1: Extração – células de pele foram retiradas de pacientes autistas e de pacientes saudáveis. • Etapa 2: Regressão – as células extraídas na etapa 1 foram regredidas a células-tronco, capazes de se transformar em diversas células do corpo. • Etapa 3: Redes neurais – em um ambiente que imita o cérebro, por meio de vitaminas e sais, células-tronco viram neurônios. • Etapa 4: Defeito – observa-se que os neurônios vindos de células de autistas se atrofiam e fazem menos sinapses. • Etapa 5: Revitalização – em teste, o hormônio IGF1 e o antibiótico Gentamicina revertem a atrofia. Descrevendo as etapas quatro e cinco, são apresentados, na figura, dois esquemas de neurônios: o esquema em uma pessoa normal e outro em uma pessoa autista. O neurônio do autista tem corpo celular menor e o axônio possui menos ramificações, que, por sua vez, são mais curtas.  Analisando-se o experimento, a diferenciação de células-tronco em neurônios ocorre estimulada pela",extração e utilização de células da pele de um indivíduo portador da doença.,regressão das células epiteliais a células-tronco em um meio de cultura apropriado.,atividade genética natural do neurônio autista num meio de cultura semelhante ao cérebro.,aplicação de um fator de crescimento (hormônio IGF1) e do antibiótico Gentamicina no meio de cultura.,criação de um meio de cultura de células que imita o cérebro pela utilização de vitaminas e sais minerais.
QUESTÃO 78,"Visando reduzir a poluição sonora de uma cidade, a Câmara de Vereadores aprovou uma lei que impõe o limite máximo de 40 dB (decibéis) para o nível sonoro permitido após as 22 horas. Ao aprovar a referida lei, os vereadores estão limitando qual característica da onda?",A altura da onda sonora.,A amplitude da onda sonora.,A frequência da onda sonora.,A velocidade da onda sonora.,O timbre da onda sonora.
