question,body,A,B,C,D,E
QUESTÃO 35,"Se a mania de fechar, verdadeiro habitus da mentalidade medieval nascido talvez de um profundo sentimento de insegurança, estava difundida no mundo rural, estava do mesmo modo no meio urbano, pois que uma das características da cidade era de ser limitada por portas e por uma muralha. As práticas e os usos das muralhas, referidos no texto de G. Duby, como “a mania de fechar”, sofreram importantes mudanças no final da Idade Média, quando as muralhas assumiram a função de pontos de passagem ou pórticos. Este processo está diretamente relacionado com",o crescimento das atividades comerciais e urbanas.,a migração de camponeses e artesãos.,a expansão dos parques industriais e fabris.,o aumento do número de castelos e feudos.,a contenção das epidemias e do enças.
QUESTÃO 36,"O café tem origem na região onde hoje se encontra a Etiópia, mas seu cultivo e consumo se disseminaram a partir da Península Árabe. Aportou à Europa por Constantinopla e, finalmente, em 1615, ganhou a cidade de Veneza. Quando o café chegou à região europeia, alguns clérigos sugeriram que o produto deveria ser excomungado, por ser obra do diabo. O papa Clemente VIII (1592-1605), contudo, resolveu provar a bebida. Tendo gostado do sabor, decidiu que ela deveria ser batizada para que se tornasse uma “bebida verdadeiramente cristã”. A postura dos clérigos e do papa Clemente VIII, referida no texto, diante da introdução do café na Europa Ocidental pode ser explicada pela associação dessa bebida ao",ateísmo.,judaísmo.,hinduísmo.,islamismo.,protestantismo.
QUESTÃO 37,"Acompanhando a intenção da burguesia renascentista de ampliar seu domínio sobre a natureza e sobre o espaço geográfico, através da pesquisa científica e da invenção tecnológica, os cientistas também iriam se atirar nessa aventura, tentando conquistar a forma, o movimento, o espaço, a luz, a cor e mesmo a expressão e o sentimento. O texto apresenta um espírito de época que afetou também a produção artística, marcada pela constante relação entre",fé e misticismo.,ciência e arte.,cultura e comércio.,política e economia.,astronomia e religião.
QUESTÃO 38,"O Atlas da situação mundial , de D. Smith, registra o quadro das religiões no Brasil, em 2007. De acordo com esse quadro, a população estaria dividida do seguinte modo: • 73,8% Católica apostólica romana; • 10,7%, Assembleia de Deus e evangélicas pentecostais; • 7,4%, Sem religião; • 4,3%, Batista e evangélica de missão; • 1,7%, Espírita, umbanda e candomblé; • 0,7%, Testemunhas de Jeová; • 1,4%, Católica apostólica brasileira e outras religiões. Diante desses dados, uma explicação de caráter histórico para o percentual da religião com maior número de adeptos declarados no Brasil foi a existência, no passado colonial e monárquico, da",incapacidade do cristianismo de incorporar aspectos de outras religiões.,incorporação da ideia de liberdade religiosa na esfera pública.,permissão para o funcionamento de igrejas não cristãs.,relação de integração entre Estado e Igreja.,influência das religiões de origem africana.
QUESTÃO 39,"Os chineses não atrelam nenhuma condição para efetuar investimentos nos países africanos. Outro ponto interessante é a venda e compra de grandes somas de áreas, posteriormente cercadas. Por se tratar de países instáveis e com governos ainda não consolidados, teme-se que algumas nações da África tornem-se literalmente protetorados. A presença econômica da China em vastas áreas do globo é uma realidade do século XXI. A partir do texto, como é possível caracterizar a relação econômica da China com o continente africano?","Pela presença de órgãos econômicos internacionais como o Fundo Monetário Internacional (FMI) e o Banco Mundial, que restringem os investimentos chineses, uma vez que estes não se preocupam com a preservação do meio ambiente.","Pela ação de ONGs (Organizações Não Governamen- tais) que limitam os investimentos estatais chineses, uma vez que estes se mostram desinteressados em re-lação aos problemas sociais africanos.","Pela aliança com os capitais e investimentos diretos realizados pelos países ocidentais, promovendo o crescimento econômico de algumas regiões desse continente.","Pela presença cada vez maior de investimentos diretos, o que pode representar uma ameaça à soberania dos países africanos ou manipulação das ações destes governos em favor dos grandes projetos.","Pela presença de um número cada vez maior de diplomatas, o que pode levar à formação de um Mercado Comum Sino-Africano, ameaçando os interesses ocidentais."
QUESTÃO 40,"No Estado de São Paulo, a mecanização da colheita da cana-de-açúcar tem sido induzida também pela legislação ambiental, que proíbe a realização de queimadas em áreas próximas aos centros urbanos. Na região de Ribeirão Preto, principal polo sucroalcooleiro do país, a mecanização da colheita já é realizada em 516 mil dos 1,3 milhão de hectares cultivados com cana-de-açúcar. O texto aborda duas questões, uma ambiental e outra socioeconômica, que integram o processo de modernização da produção canavieira. Em torno da associação entre elas, uma mudança decorrente desse processo é a",perda de nutrientes do solo devido à utilização constante de máquinas.,eficiência e racionalidade no plantio com maior produtividade na colheita.,ampliação da oferta de empregos nesse tipo de ambiente produtivo.,menor compactação do solo pelo uso de maquinário agrícola de porte.,poluição do ar pelo consumo de combustíveis fósseis pelas máquinas.
QUESTÃO 41,"Considere uma charge da revista “O Malho”, de 1904, em que um grupo de pessoas portando diversos objetos, como vassouras e panelas, por exemplo, enfrenta agentes de saúde, arremessando esses objetos sobre esses agentes, designados para aplicar uma vacina na população. Essa charge representa as manifestações nas ruas da cidade do Rio de Janeiro, na primeira década do século XX, que integram a Revolta da Vacina. Considerando o contexto político-social da época, essa revolta revela",a insatisfação da população com os benefícios de uma modernização urbana autoritária.,a consciência da população pobre sobre a necessidade de vacinação para a erradicação das epidemias.,"a garantia do processo democrático instaurado com a República, através da defesa da liberdade de expressão da população.","o planejamento do governo republicano na área de saúde, que abrangia a população em geral.",o apoio ao governo republicano pela atitude de vacinar toda a população em vez de privilegiar a elite.
QUESTÃO 42,"Em meio às turbulências vividas na primeira metade dos anos 1960, tinha-se a impressão de que as tendências de esquerda estavam se fortalecendo na área cultural. O Centro Popular de Cultura (CPC) da União Nacional dos Estudantes (UNE) encenava peças de teatro que faziam agitação e propaganda em favor da luta pelas reformas de base e satirizavam o “imperialismo” e seus “aliados internos”. No início da década de 1960, período referido no trecho, extraído da obra História das ideias socialistas no Brasil , de L. Konder, enquanto vários setores da esquerda brasileira consideravam que o CPC da UNE era uma importante forma de conscientização das classes trabalhadoras, os setores conservadores e de direita (políticos vinculados à União Democrática Nacional - UDN -, Igreja Católica, grandes empresários etc.) entendiam que esta organização","constituía mais uma ameaça para a democracia brasileira, ao difundir a ideologia comunista.","contribuía com a valorização da genuína cultura nacional, ao encenar peças de cunho popular.","realizava uma tarefa que deveria ser exclusiva do Estado, ao pretender educar o povo por meio da cultura.","prestava um serviço importante à sociedade brasileira, ao incentivar a participação política dos mais pobres.","diminuía a força dos operários urbanos, ao substituir os sindicatos como instituição de pressão política sobre o governo."
QUESTÃO 43,"Considere o seguinte trecho da mensagem programática da União Democrática Nacional (UDN), de 1957. A consolida ção do regime democrático no Brasil contra os extremismos da esquerda e da direita exige ação enérgica e permanente no sentido do aprimoramento das instituições políticas e da realização de reformas corajosas no terreno econômico, financeiro e social. Considere, ainda, o seguinte trecho do Manifesto do Comando Geral dos Trabalhadores (CGT), de 1962. Os trabalhadores deverão exigir a constituição de um governo nacionalista e democrático, com participação dos trabalhadores para a realização das seguintes medidas: a) Reforma bancária progressista; b) Reforma agrária que extinga o latifúndio; c) Regulamentação da Lei de Remessas de Lucros. Esses textos ilustram o contexto dos anos 1960, quando eram comuns as dis putas pelo significado de termos usados no debate político, como democracia e reforma. Se, para os setores aglutinados em torno da UDN, as reformas deveriam assegurar o livre mercado, para aqueles organizados no CGT, elas deveriam resultar em",fim da intervenção estatal na economia.,crescimento do setor de bens de consumo.,controle do desenvolvimento industrial.,atração de investimentos estrangeiros.,limitação da propriedade privada.
QUESTÃO 44,"Em 1872, Robert Angus Smith criou o termo “chuva ácida”, descrevendo precipitações ácidas em Manchester após a Revolução Industrial. Trata-se do acúmulo demasiado de dióxido de carbono e enxofre na atmosfera que, ao reagirem com compostos dessa camada, formam gotículas de chuva ácida e partículas de aerossóis. A chuva ácida não necessariamente ocorre no local poluidor, pois tais poluentes, ao serem lançados na atmosfera, são levados pelos ventos, podendo provocar a reação em regiões distantes. A água de forma pura apresenta pH 7, e, ao contatar agentes poluidores, reage modificando seu pH para 5,6 e até menos que isso, o que provoca reações, deixando consequências. O texto aponta para um fenômeno atmosférico causador de graves problemas ao meio ambiente: a chuva ácida (pluviosidade com pH baixo). Esse fenômeno tem como consequência","a corrosão de metais, pinturas, monumentos históricos, destruição da cobertura vegetal e acidificação dos lagos.","a diminuição do aquecimento global, já que esse tipo de chuva retira poluentes da atmosfera.","a destruição da fauna e da flora, e redução dos recursos hídricos, com o assoreamento dos rios.","as enchentes, que atrapalham a vida do cidadão urbano, corroendo, em curto prazo, automóveis e fios de cobre da rede elétrica.","a degradação da terra nas regiões semiáridas, localizadas, em sua maioria, no Nordeste do nosso país."
QUESTÃO 45,"Consid ere a seguinte descrição de uma cadeia agroindustrial integrada ao supermercado: no topo dessa cadeia, que pode ser representada na forma de um organograma em três níveis, está “bancos/ financiamentos”; em um nível secundário, diretamente ligado a “bancos/financiamentos”, há três elementos: o primeiro, “produção de insumos agrícolas: sementes/agrotóxicos”; o segundo, “comercialização de insumos agrícolas” e o terceiro, “agricultor”. O “agricultor” vincula- se a “intermediário”, primeiro elemento do terceiro nível. O “intermediário” liga-se diretamente a “supermercado”, que, por sua vez, se liga diretamente a “consumidor final”. Esse organograma apresenta os diversos atores que integram uma cadeia agroindustrial e a intensa relação entre os setores primário, secundário e terciário. Nesse sentido, a disposição dos atores na cadeia agroindustrial demonstra",a autonomia do setor primário.,a importância do setor financeiro.,o distanciamento entre campo e cidade.,a subordinação da indústria à agricultura.,a horizontalida de das relações prod utivas.
QUESTÃO 46,"Um paciente deu entrada em um pronto-socorro apresentando os seguintes sintomas: cansaço, dificuldade em respirar e sangramento nasal. O médico solicitou um hemograma ao paciente para definir um diagnóstico. Os resultados do hemograma e os valores de referência são apresentados a seguir: glóbulos vermelhos: 4 milhões por milímetro cúbico (número normal: 4,8 milhões por milímetro cúbico); glóbulos brancos: 9 000 por milímetro cúbico (número normal: 5 000 a 10 000 por milímetro cúbico); plaquetas: 200 000 por milímetro cúbico (número normal: 250 000 a 400 000 por milímetro cúbico). Relacionando os sintomas apresentados pelo paciente com os resultados de seu hemograma, constata-se que","o sangramento nasal é devido à baixa quantidade de plaquetas, que são responsáveis pela coagulação sanguínea.","o cansaço ocorreu em função da quantidade de glóbulos brancos, que são responsáveis pela coagulação sanguínea.","a dificuldade respiratória decorreu da baixa quantidade de glóbulos vermelhos, que são responsáveis pela defesa imunológica.","o sangramento nasal é decorrente da baixa quantidade de glóbulos brancos, que são responsáveis pelo transporte de gases no sangue.","a dificuldade respiratória ocorreu pela quantidade de plaquetas, que são responsáveis pelo transporte de oxigênio no sangue."
QUESTÃO 47,"Considere uma situação hipotética em uma cadeia alimentar, em que os personagens sejam um tigre, um homem e alguns abutres. Nessa situação, o homem pensa em abater o tigre; o tigre, em abater o homem; os abutres, no topo de uma colina, esperam que o resultado desse confronto seja o abate de ambos: do tigre e do homem. Considere, ainda, que o homem, anteriormente, tenha-se alimentado de frutas e grãos que conseguiu coletar. Na hipótese de o tigre ser bem-sucedido em abater o homem e, posteriormente, servir de alimento aos abutres, tigre e abutres ocuparão, respectivamente, os níveis tróficos de",produtor e consumidor primário.,consumidor primário e consumidor secundário.,consumidor secundário e consumidor terciário.,consumidor terciário e produtor.,consumidor secundário e consumidor primário.
QUESTÃO 48,"A produção de soro antiofídico é feita por meio da extração da peçonha de serpentes que, após tratamento, é introduzida em um cavalo. Em seguida são feitas sangrias para avaliar a concentração de anticorpos produzidos pelo cavalo. Quando essa concentração atinge o valor desejado, é realizada a sangria final para obtenção do soro. As hemácias são devolvidas ao animal, por meio de uma técnica denominada plasmaferese, a fim de reduzir os efeitos colaterais provocados pela sangria. A plasmaferese é importante, pois, se o animal ficar com  baixa quantidade de hemácias, ele poderá apresentar",febre alta e constante.,redução de imunidade.,aumento da pressão arterial.,quadro de leucemia profunda.,problemas no transporte de oxigênio.
QUESTÃO 49,"Um dos problemas dos combustíveis que contêm carbono é que sua queima produz dióxido de carbono. Portanto, uma característica importante, ao se escolher um combustível, é analisar seu calor de combustão ( ∆H cº), definido como a energia liberada na queima completa de um mol de combustível no estado padrão. A seguir, são fornecidos os calores de combustão de algumas substâncias que contêm carbono. benzeno — C6H6 (líquido): –3 268 quilojoules por mol etanol — C2H5 OH (líquido): −1 368 quilojoules por mol glicose — C6H12O6 (sólido): −2 808 quilojoules por mol metano — CH4 (gasoso): −890 quilojoules por mol octano — C8H18 (líquido): −5 471 quilojoules por mol Neste contexto, qual dos combustíveis, quando queimado completamente, libera mais dióxido de carbono no ambiente pela mesma quantidade de energia produzida?",Benzeno.,Metano.,Glicose.,Octano.,Etanol.
QUESTÃO 50,"Para evitar o desmatamento da Mata Atlântica nos arredores da cidade de Amargosa, no Recôncavo da Bahia, o Ibama tem atuado no sentido de fiscalizar, entre outras, as pequenas propriedades rurais que dependem da lenha proveniente das matas para a produção da farinha de mandioca, produto típico da região. Com isso, pequenos produtores procuram alternativas como o gás de cozinha, o que encarece a farinha. Uma alternativa viável, em curto prazo, para os produtores de farinha em Amargosa, que não cause danos à Mata Atlântica nem encareça o produto é a","construção, nas pequenas propriedades, de grandes fornos elétricos para torrar a mandioca.","plantação, em suas propriedades, de árvores para serem utilizadas na produção de lenha.","permissão, por parte do Ibama, da exploração da Mata Atlântica apenas pelos pequenos produtores.","construção de biodigestores, para a produção de gás combustível a partir de resíduos orgânicos da região.","coleta de carvão de regiões mais distantes, onde existe menor intensidade de fis calização do Ibama."
QUESTÃO 51,"Um barco feito com 12 500 garrafas plásticas recicladas fez uma travessia de 4 meses no Oceano Atlântico. O objetivo da viagem era chamar a atenção dos riscos do lixo plástico para os mares. O Plastiki, como foi denominado esse barco, é um catamarã de 18 metros de comprimento e quase inteiramente feito de garrafas, unidas por cola orgânica feita de cana-de-açúcar e caju. O que confere ao Plastiki a capacidade de boiar sobre a água é",seu casco de plástico.,sua forma achatada.,seu tamanho.,sua densidade.,sua altura.
QUESTÃO 52,"O manual de funcionamento de um captador de guitarra elétrica apresenta o seguinte texto: Esse captador comum consiste de uma bobina, fios  condutores enrolados em torno de um ímã permanente. O campo magnético do ímã induz o ordenamento dos polos magnéticos na corda da guitarra, que está próxima a ele. Assim, quando a corda é tocada, as oscilações produzem variações, com o mesmo padrão, no fluxo magnético que atravessa a bobina. Isso induz uma corrente elétrica na bobina, que é transmitida até o amplificador e, daí, para o alto-falante. Um guitarrista trocou as cordas originais de sua guitarra, que eram feitas de aço, por outras feitas de náilon. Com o uso dessas cordas, o amplificador ligado ao instrumento não emitia mais som, porque a corda de náilon",isola a passagem de corrente elétrica da bobina para o alto-falante.,varia seu comprimento mais intensamente do que ocorre com o aço.,apresenta uma magnetização desprezível sob a ação do ímã permanente.,induz correntes elétricas na bobina mais intensas que a capacidade do captador.,oscila com uma frequência menor do que a que pode ser percebida pelo captador.
QUESTÃO 53,"O controle biol ógico, técnica empregada no combate a espécies que causam danos e prejuízos aos seres humanos, é utilizado no combate à lagarta que se alimenta de folhas de algodoeiro. Algumas espécies de borboleta depositam seus ovos nessa cultura. A microvespa Trichogramma sp . introduz seus ovos nos ovos de outros insetos, incluindo os das borboletas em questão. Os embriões da vespa se alimentam do conteúdo desses ovos e impedem que as larvas de borboleta se desenvolvam. Assim, é possível reduzir a densidade populacional das borboletas até níveis que não prejudiquem a cultur a. A técnica de controle biológico realizado pela microvespa Trichogramma sp. consiste na",introdução de um parasita no ambiente da espécie que se deseja combater.,"introdução de um gene letal nas borboletas, a fim de diminuir o número de indivíduos.",competição entre a borboleta e a microvespa para a obtenção de recursos.,modificação do ambiente para selecionar indivíduos melhor adaptados.,aplicação de inseticidas a fim de diminuir o número de indivíduos que se deseja combate r.
QUESTÃO 54,"Belém é cercada por 39 ilhas, e suas populações convivem com ameaças de doenças. O motivo, apontado por especialistas, é a poluição da água do rio, principal fonte de sobrevivência dos ribeirinhos. A diarreia é frequente nas crianças e ocorre como consequência da falta de saneamento básico, já que a população não tem acesso à água de boa qualidade. Como não há água potável, a alternativa é consumir a do rio. O procedimento adequado para tratar a água dos rios, a fim de atenuar os problemas de saúde causados por microrganismos a essas populações ribeirinhas é a",filtração.,cloração.,coagulação.,fluoretação.,decantação.
QUESTÃO 55,"O vírus do papiloma humano (HPV, na sigla em inglês) causa o aparecimento de verrugas e infecção persistente, sendo o principal fator ambiental do câncer de colo de útero nas mulheres. O vírus pode entrar pela pele ou por mucosas do corpo, o qual desenvolve anticorpos contra a ameaça, embora em alguns casos a defesa natural do organismo não seja suficiente. Foi desenvolvida uma vacina contra o HPV, que reduz em até 90% as verrugas e 85,6% dos casos de infecção persistente em comparação com pessoas não vacinadas. O benefício da utilização dessa vacina é que pessoas vacinadas, em comparação com as não vacinadas, apresentam diferentes respostas ao vírus HPV em decorrência da",alta concentração de macrófagos.,elevada taxa de anticorpos específicos anti-HPV circulantes.,aumento na produção de hemácias após a infecção por vírus HPV.,rapidez na produção de altas concentrações de linfócitos matadores.,presença de células de memória que atuam na resposta secundária.
QUESTÃO 56,"Certas ligas estanho-chumbo com composição específica formam um eutético simples, o que significa que uma liga com essas características se comporta como uma substância pura, com um ponto de fusão definido, no caso 183 ºC. Essa é uma temperatura inferior mesmo ao ponto de fusão dos metais que compõem esta liga (o estanho puro funde a 232 ºC e o chumbo puro a 320 ºC), o que justifica sua ampla utilização na soldagem de componentes eletrônicos, em que o excesso de aquecimento deve sempre ser evitado. De acordo com as normas internacionais, os valores mínimo e máximo das densidades para essas ligas são de 8,74 g/mL e 8,82 g/mL, respectivamente. As densidades do estanho e do chumbo são 7,3 g/mL e 11,3 g/mL, respectivamente. Um lote contendo 5 amostras de solda estanho- chumbo foi analisado por um técnico, por meio da determinação de sua composição percentual em massa, e os resultados foram os seguintes: amostra I: 60% de Sn e 40% de Pb; amostra II: 62% de Sn e 38% de Pb;amostra III: 65% de Sn e 35% de Pb;amostra IV: 63% de Sn e 37% de Pb;amostra V: 59% de Sn e 41% de Pb. Com base no texto e na análise realizada pelo técnico, as amostras que atendem às normas internacionais são",I e II.,I e III.,II e IV.,III e V.,IV e V.
QUESTÃO 57,"No processo de industrialização da mamona, além do óleo que contém vários ácidos graxos, é obtida uma massa orgânica, conhecida como torta de mamona. Esta massa tem potencial para ser utilizada como fertilizante para o solo e como complemento em rações animais devido a seu elevado valor proteico. No entanto, a torta apresenta compostos tóxicos e alergênicos diferentemente do óleo da mamona. Para que a torta possa ser utilizada na alimentação animal, é necessário um processo de descontaminação. A característica presente nas substâncias tóxicas e alergênicas, que inviabiliza sua solubilização no óleo de mamona, é a",lipofilia.,hidrofilia.,hipocromia.,cromatofilia.,hiperpolarização.
QUESTÃO 58,"A pele humana, quando está bem hidratada, adquire boa elasticidade e aspecto macio e suave. Em contrapartida, quando está ressecada, perde sua elasticidade e se apresenta opaca e áspera. Para evitar o ressecamento da pele é necessário, sempre que possível, utilizar hidratantes umectantes, feitos geralmente à base de glicerina e polietilenoglicol. A glicerina possui: três carbonos ligados em série, um grupo —OH ligado a cada um desses carbonos e hidrogênios suficientes para completar o octeto de cada carbono. A estrutura do polietilenoglicol é HO—CH 2—CH2—[O—CH2—CH2] n —O— CH2—CH2—OH. A retenção de água na superfície da pele promovida pelos hidratantes é consequência da interação dos grupos hidroxila dos agentes umectantes com a umidade contida no ambiente por meio d e",ligaçõe s iônicas.,forças de London.,ligações covalentes.,forças dipolo-dipolo.,ligações de hi drogênio.
QUESTÃO 59,"Nos dias de hoje, podemos dizer que praticamente todos os seres humanos já ouviram em algum momento falar sobre o DNA e seu papel na hereditariedade da maioria dos organismos. Porém, foi apenas em 1952, um ano antes da descrição do modelo do DNA em dupla hélice por Watson e Crick, que foi confirmado sem sombra de dúvidas que o DNA é material genético. No artigo em que Watson e Crick descreveram a molécula de DNA, eles sugeriram um modelo de como essa molécula deveria se replicar. Em 1958, Meselson e Stahl realizaram experimentos utilizando isótopos pesados de nitrogênio que foram incorporados às bases nitrogenadas para avaliar como se daria a replicação da molécula. A partir dos resultados, confirmaram o modelo sugerido por Watson e Crick, que tinha como premissa básica o rompimento das pontes de hidrogênio entre as bases nitrogenadas. Considerando a estrutura da molécula de DNA e a posição das pontes de hidrogênio na mesma, os experimentos realizados por Meselson e Stahl a respeito da replicação dessa molécula levaram à conclusão de que","a re plicação do DNA é conservativa, isto é, a fita dupla filha é recém-sintetizada e o filamento parental é conservado.","a replicação de DNA é dispersiva, isto é, as fitas filhas contêm DNA recém-sintetizado e parentais em cada uma das fitas.","a replicação é semiconservativa, isto é, as fitas filhas consistem de uma fita parental e uma recém-sintetizada.","a replicação do DNA é conservativa, isto é, as fitas filhas consistem de moléculas de DNA parental.","a replicação é semi conservativa, isto é, as fitas filhas consistem de uma fita molde e uma fita codificadora."
QUESTÃO 60,"A eutrofização é um processo em que rios, lagos e mares adquirem níveis altos de nutrientes, especialmente fosfatos e nitratos, provocando posterior acúmulo de matéria orgânica em decomposição. Os nutrientes são assimilados pelos produtores primários e o crescimento desses é controlado pelo nutriente limítrofe, que é o elemento menos disponível em relação à abundânc ia necessária à sobrevivência dos organismos vivos. O ciclo que reflete a dinâmica dos nutrientes em um lago pode ser assim descrito: os produtores primários, como algas e outros organismos fixadores de nitrogênio e fotossintéticos, assimilam carbono (C), nitrogênio (N) e fósforo (P) nas razões de 106: 16: 1, além de microelementos, tais como ferro (Fe), manganês (Mn), cobre (Cu). O fósforo, geralmente limitado, é extraído de fosfatos, encontrados em solos, detergentes e esgotos. O nitrogênio, possivelmente limitado, é extraído do N 2 atmosférico e de nitratos, encontrados em solos e esgotos. O carbono, geralmente abundante, é extraído do CO2 atmosférico. Esses produtores primários são utilizados como nutrientes no crescimento de peixes e outros produtores secundários. Parte dos resíduos dos produtores primários e secundários (vegetais e animais) é decomposta por ação bacteriana, na presença de O 2 , geralmente encontrado em quantidade suficiente, produzindo CO 2, NO3 - e PO43 - . Outra parte desses resíduos sedimenta-se, em um processo conhecido como envelhecimento. A análise da água de um lago que recebe a descarga de águas residuais provenientes de lavouras adubadas revelou as concentrações dos elementos carbono (21,2 mol/L), nitrogênio (1,2 mol/L) e fósforo (0,2 mol/L). Nessas condições, o nutriente limítrofe é o",C.,N.,P.,CO 2.,PO43 - .
QUESTÃO 61,"A cal (óxido de cálcio, CaO), cuja suspensão em água é muito usada como uma tinta de baixo custo, dá uma tonalidade branca aos troncos de árvores. Essa é uma prática muito comum em praças públicas e locais privados, geralmente usada para combater a proliferação de parasitas. Essa aplicação, também chamada de caiação , gera um problema: elimina microrganismos benéficos para a árvore. A destruição do microambiente, no tronco de árvores pintadas com cal, é devida ao processo de","difusão, pois a cal se difunde nos corpos dos seres do microambiente e os intoxica.","osmose, pois a cal retira água do microambiente, tornando-o inviável ao desenvolvimento de microrganismos.","oxidação, pois a luz solar que incide sobre o tronco ativa fotoquimicamente a cal, que elimina os seres vivos do microambiente.","aquecimento, pois a luz do Sol incide sobre o tronco e aquece a cal, que mata os seres vivos do microambiente.","vaporização, pois a cal facilita a volatilização da água para a atmosfera, eliminando os seres vivos do microambiente."
QUESTÃO 62,"Em um manual de um chuveiro elétrico, são encontradas informações sobre algumas características técnicas, como a tensão de alimentação, a potência dissipada, o dimensionamento do disjuntor ou fusível e a área da seção transversal dos condutores utilizados. Essas características técnicas são apresentadas para dois modelos do chuveiro: A e B. O modelo A do chuveiro utiliza tensão alternada de alimentação de 127 volts, e o modelo B, de 220 volts. Os dois modelos do chuveiro têm seletor de temperatura (multitemperaturas) com quatro níveis de ajuste: zero, 1, 2 e 3. Quando o seletor de temperatura está no nível zero, ambos os modelos de chuveiro funcionam à potência nula; no nível 1, o modelo A funciona à potência de 2 440 watts, e o modelo B, de 2 540 watts; no nível 2, ambos os modelos de chuveiro funcionam à potência de 4 400 watts; no nível 3, o modelo A funciona à potência de 5 500 watts, e o modelo B, de 6 000 watts. O modelo A do chuveiro precisa ser ligado a um disjuntor de 50 amperes, utilizando-se condutores de seção transversal igual a 10 milímetros quadrados; o modelo B precisa de um disjuntor de 30 amperes e condutores de 4 milímetros quadrados de seção transversal. Uma pessoa adquiriu um chuveiro do modelo A e, ao ler o manual, verificou que precisava ligá-lo a um disjuntor de 50 amperes. No entanto, intrigou-se com o fato de que o disjuntor a ser utilizado para uma correta instalação de um chuveiro do modelo B devia possuir amperagem 40% menor. Considerando-se os chuveiros de modelos A e B funcionando à mesma potência de 4 400 watts, a razão entre as suas respectivas resistências elétricas, R","e RB , que justifica a diferença de dimensionamento dos disjuntores, é mais próxima de: A 0,3.","0,6.","0,8.","1,7.","3,0."
QUESTÃO 63,"Um motor só poderá realizar trabalh o se receber uma quantidade de energia de outro sistema. No caso, a energia armazenada no combustível é, em parte, liberada durante a combustão para que o aparelho possa funcionar. Quando o motor funciona, parte da energia convertida ou transformada na combustão não pode ser utilizada para a realização de trabalho. Isso significa dizer que há vazamento da energia em outra forma. De acordo com o texto, as transformações de energia que ocorrem durante o funcionamento do motor são decorrentes de a",liberação de calor dentro do motor ser impossível.,realização de trabalho pelo motor ser incontrolável.,conversão integral de calor em trabalho ser impossível.,transformação de energia térmica em cinética ser impossível.,utilização de energia potencial do combustível ser incontrolável.
QUESTÃO 64,"O padrão de atividade de animais como roedores, cuícas e gambás, animais alvo de predação por outras espécies, pode variar com as fases da lua. Essas presas potenciais evitam a lua cheia, pois a intensidade luminosa pode facilitar sua captura por predadores noturnos. Quanto maior a atividade desses animais, maiores as chances de serem capturados. Em um estudo comparativo feito entre duas espécies de ratos silvestres, Calomys tener e Oligoryzomys nigripes , verificou-se que este último não apresentava diferenças no seu padrão de atividade durante as fases da lua. Uma diferença marcante entre esses dois roedores é que O. nigripes é um rato com patas traseiras bem maiores que as dianteiras e com uma cauda bem maior que o corpo, o que lhe confere capacidade de saltar e maior agilidade para fugir de seus predadores. Com base no texto, pode-se compreender que o padrão de atividade de animais alvo de predação deve ser analisado levando-se em conta as",adaptações quanto à morfologia e ao comportamento das presas.,adaptações quanto aos hábitos alimentares dos predadores.,incompatibilidades quanto ao comportamento reprodutivo das presas.,compatibilidades quanto ao comportamento reprodutivo dos predadores.,variações dos hábitos alimentares das presas.
QUESTÃO 65,"Para que uma substância seja colorida ela deve absorver luz na região do visível. Quando uma amostra absorve luz visível, a cor que percebemos é a soma das cores restantes que são refletidas ou transmitidas pelo objeto. O espectro de absorção de luz é dado pela curva que representa a relação entre a intensidade de luz absorvida e o comprimento de onda. Considere que o espectro de absorção de luz para a substância X apresente seu valor máximo em torno de 500 nanômetros e seu valor mínimo em torno de 700 nanômetros. Um observador pode prever a cor da substância X com base nessas informações e nas apresentadas a seguir: 1. se uma substância absorve mais luz na região entre 400 nanômetros e 430 nanômetros, ela apresenta cor amarela; 2. se uma substância absorve mais luz na região entre 430 nanômetros e 490 nanômetros, ela apresenta cor laranja; 3. se uma substância absorve mais luz na região entre 490 nanômetros e 560 nanômetros, ela apresenta cor vermelha; 4. se uma substância absorve mais luz na região entre 560 nanômetros e 580 nanômetros, ela apresenta cor violeta; 5. se uma substância absorve mais luz na região entre 580 nanômetros e 650 nanômetros, ela apresenta cor azul; 6. se uma substância absorve mais luz na região entre 650 nanômetros e 750 nanômetros, ela apresenta cor v erde. Com base nessas informações, conclui-se que a cor da substância X é",azul.,verde.,violeta.,laranja.,vermelh o.
QUESTÃO 66,"Em 1999, a geneticista Emma Whitelaw desenvolveu um experimento no qual ratas prenhes foram submetidas a uma dieta rica em vitamina B12, ácido fólico e soja. Os filhotes dessas ratas, apesar de possuírem o gene para obesidade, não expressaram essa doença na fase adulta. A autora concluiu que a alimentação da mãe, durante a gestação, silenciou o gene da obesidade. Dez anos depois, as geneticistas Eva Jablonka e Gal Raz listaram 100 casos comprovados de traços adquiridos e transmitidos entre gerações de organismos, sustentando, assim, a epigenética, que estuda as mudanças na atividade dos genes que não envolvem alterações na sequência do DNA. Alguns cânceres esporádicos representam exemplos de alteração epigenética, pois são ocasionados por",aneuploidia do cromossomo sexual X.,polipoidia dos cromossomos autossômicos.,mutação em genes autossômicos com expressão dominante.,substituição no gene da cadeia beta da hemoglobina.,inativação de genes por meio de modificações nas bases nitrogenadas.
