question,body,A,B,C,D,E
QUESTÃO 21,"TEXTO I Descrição da gravura: Gravura sem título, de Oswaldo Goeldi, de 1940. Em primeiro plano, duas caveiras. Uma delas está sentada no chão, coberta por um manto grosso e usando uma boina. Atrás dela, há uma bandeirola ﬁncada no chão, feita com um pedaço de madeira e um tecido simples que parece um pano de chão. A outra caveira está em pé, ao lado da que está sentada, e posicionada atrás de uma câmera fotográﬁca sustentada por um tripé. Ao seu lado, há uma bolsa sobre a qual repousa uma ave parecida com um urubu. Ao fundo, alguns sobrados. Um deles tem uma chaminé que solta fumaça. No céu, nuvens e um círculo, que pode representar a lua cheia. TEXTO II Na sua produção, Goeldi buscou refletir seu caminho pessoal e político, sua melancolia e paixão sobre os intensos aspectos mais latentes em sua obra, como: cidades, peixes, urubus, caveiras, abandono, solidão, drama e medo. O gravador Oswaldo Goeldi recebeu fortes influências de um movimento artístico europeu do início do século XX, que apresenta as características reveladas nos traços da obra de","Alfred Kubin, representante do Expressionismo. Descrição da imagem: Obra de Alfred Kubin, intitulada Sonho e desarranjo. Na parte inferior da imagem, um homem de chapéu está reclinado com o rosto voltado para cima. Ao seu lado, há uma vela acesa. Ao fundo da parte central, há uma cortina com riscos, e à direita da imagem, uma composição com os seguintes elementos, de baixo para cima: uma cômoda, um vaso com uma planta e uma mesa sobre a qual há um livro aberto. Uma mulher de olhos fechados está com os cotovelos apoiados sobre o livro, as mãos no rosto e a cabeça levemente abaixada. Ao lado dela, há o desenho de um coração. Na parte superior, a ﬁgura de uma mulher deitada de bruços com o rosto coberto por uma das mãos.","Henri Matisse, representante do Fauvismo. Descrição da imagem: Obra de Henri Matisse, intitulada Bailarina deitada. Com traços bem deﬁnidos, a imagem representa uma jovem deitada de forma confortável e levemente inclinada. Os braços estão atrás da cabeça. O braço esquerdo envolve-a como se fosse um travesseiro e a mão direita está abaixo do pescoço. Ambas as axilas, com pelos, estão bem à mostra. Ela está vestida com o traje típico de uma bailarina: tutu e sapatilha.","Diego Rivera, representante do Muralismo. Descrição da imagem: Obra de Diego Rivera, intitulada Mineiro. Imagem feita apenas com contornos de um homem de chapéu cavando a terra com uma picareta. O chão é representado por um longo traço.","Pablo Picasso, representante do Cubismo. Descrição da imagem: Obra de Pablo Picasso, intitulada Retrato de Igor Stravinsky. A imagem mostra a ﬁgura de um homem magro e alto, usando terno, gravata e óculos, sentado em uma cadeira. Ele está com as pernas cruzadas e os braços apoiados nos braços da cadeira. Os dedos das mãos também estão cruzados.","René Magritte, representante do Surrealismo. Descrição da imagem: Obra de René Magritte, intitulada Os amantes. A imagem mostra o torso de um homem e de uma mulher, que se beijam. Não é possível notar qualquer detalhe do rosto de ambos, pois cada um deles tem a cabeça coberta por um tecido."
QUESTÃO 22,"TEXTO I A língua ticuna é o idioma mais falado entre os indígenas brasileiros. De acordo com o pesquisador Aryon Rodrigues, há 40 mil índios que falam o idioma. A maioria mora ao longo do Rio Solimões, no Alto Amazonas. É a maior nação indígena do Brasil, sendo também encontrada no Peru e na Colômbia. Os ticunas falam uma língua considerada isolada, que não mantém semelhança com nenhuma outra língua indígena e apresenta complexidades em sua fonologia e sintaxe.Sua característica principal é o uso de diferentes alturas na voz. O uso intensivo da língua não chega a ser ameaçado pela proximidade de cidades ou mesmo pela convivência com falantes de outras línguas no interior da própria área ticuna: nas aldeias, esses outros falantes são minoritários e acabam por se submeter à realidade ticuna, razão pela qual, talvez, não representem uma ameaça linguística. TEXTO II Riqueza da língua “O inglês está destinado a ser uma língua mundial em sentido mais amplo do que o latim foi na era passada e o francês é na presente”, dizia o presidente americano John Adams no século XVIII. A profecia se cumpriu: o inglês é hoje a língua franca da globalização. No extremo oposto da economia linguística mundial, estão as línguas de pequenas comunidades declinantes. Calcula-se que hoje se falem de 6 000 a 7 000 línguas no mundo todo. Quase metade delas deve desaparecer nos próximos 100 anos. A última edição do Ethnologue — o mais abrangente estudo sobre as línguas mundiais —, de 2005, listava 516 línguas em risco de extinção. Os textos tratam de línguas de culturas completamente diferentes, cujas realidades se aproximam em função do(a)",semelhança no modo de expansão.,preferência de uso na modalidade falada.,modo de organização das regras sintáticas.,predomínio em relação às outras línguas de contato.,fato de motivarem o desaparecimento de línguas minoritárias.
QUESTÃO 23,"As atrizes NaturalmenteEla sorria Mas não me dava trela Trocava a roupa Na minha frente E ia bailar sem mais aquelaEscolhia qualquer um Lançava olhares Debaixo do meu nariz Dançava colada Em novos paresCom um pé atrás Com um pé a ﬁm Surgiram outras Naturalmente Sem nem olhar a minha cara Tomavam banho Na minha frente Para sair com outro caraPorém nunca me importei Com tais amantes [...] Com tantos ﬁlmes Na minha menteÉ natural que toda atrizPresentemente representeMuito para mim Na c anção, Chico Buarque trabalha uma determinada função da linguagem para marcar a subjetividade do eu lírico ante as atrizes que ele admira. A intensidade dessa admiração está marcada em:","""Naturalmente/ Ela sorria/ Mas não me dava trela"".","""Tomavam banho/ Na minha frente/ Para sair com outro cara"".","""Surgiram outras/ Naturalmente/ Sem nem olhar a minha cara"".","""Escolhia qualquer um/ Lançava olhares/ Debaixo do meu nariz"".","""É natural que toda atriz/ Presentemente represente/ Muito para mim""."
QUESTÃO 24,"E aqui, antes de continuar este espetáculo, é necessário que façamos uma advertência a todos e a cada um. Neste momento, achamos fundamental que cada um tome uma posição deﬁnida. Sem que cada um tome uma posição deﬁnida, não é possível continuarmos. É fundamental que cada um tome uma posição, seja para a esquerda, seja para a direita. Admitimos mesmo que alguns tomem uma posição neutra, ﬁquem de braços cruzados. Mas é preciso que cada um, uma vez tomada sua posição, ﬁque nela! Porque senão, companheiros, as cadeiras do teatro rangem muito e ninguém ouve nada. A peça Liberdade, liberdade , encenada em 1964, apresenta o impasse vivido pela sociedade brasileira em face do regime vigente. Esse impasse é representado no fragmento pelo(a)",barulho excessivo produzido pelo ranger das cadeiras do teatro.,indicação da neutralidade como a melhor opção ideológica naquele momento.,constatação da censura em função do engajamento social do texto dramático.,correlação entre o alinhamento político e a posição corporal dos espectadores.,interrupção do espetáculo em virtude do comportamento inadequado do público.
QUESTÃO 25,"Uma noite em 67 , de Renato Terra e Ricardo Calil. Editora Planeta, 296 páginas. Mas foi uma noite, aquela noite de sábado 21 de outubro de 1967, que parou o nosso país. Parou pra ver a ﬁnalíssima do III Festival da Record, quando um jovem de 24 anos chamado Eduardo Lobo, o Edu Lobo, saiu carregado do Teatro Paramount em São Paulo depois de ganhar o prêmio máximo do festival com Ponteio , que cantou acompanhado da charmosa e iniciante Marília Medalha. Foi naquela noite que Chico Buarque entoou sua Roda viva ao lado do MPB-4 de Magro, o arranjador. Que Caetano Veloso brilhou cantando Alegria, alegria  com a plateia ao som das guitarras dos Beat Boys , que Gilberto Gil apresentou a tropicalista Domingo no parque  com os Mutantes. Aquela noite que acabou virando ﬁlme, em 2010, nas mãos de Renato Terra e Ricardo Calil, agora virou livro. O livro que está sendo lançado agora é a história daquela noite, ampliada e em estado que no jargão jornalístico chamamos de matéria bruta. Quem viu o ﬁlme vai se deliciar com as histórias — e algumas fofocas — que cada um tem para contar, agora sem os cortes necessários que um ﬁlme exige. E quem não viu o ﬁlme tem diante de si um livro de histórias, pensando bem, de História. Considerando os elementos constitutivos dos gêneros textuais circulantes na sociedade, nesse fragmento de resenha predominam",caracterizações de personalidades do contexto musical brasileiro dos anos 1960.,questões polêmicas direcionadas à produção musical brasileira nos anos 1960.,relatos de experiências de artistas sobre os festivais de música de 1967.,explicações sobre o quadro cultural do Brasil durante a década de 1960.,opiniões a respeito de uma obra sobre a cena musical de 1967.
QUESTÃO 26,"Apesar de muitas crianças e adolescentes terem a Barbie como um exemplo de beleza, um infográﬁco feito pelo site Rehabs.com comprovou que, caso uma mulher tivesse as medidas da boneca de plástico, ela nem estaria viva. Não é exatamente uma novidade que as proporções da boneca mais famosa do mundo são absurdas para o mundo real. Ativistas que lutam pela construção de uma autoimagem mais saudável, pesquisadores de distúrbios alimentares e pessoas que se preocupam com o impacto da indústria cultural na psique humana apontam, há anos, a influência de modelos como a Barbie na distorção do corpo femini no. Pescoço Com um pescoço duas vezes mais longo e 15 centímetros mais fino do que o de uma mulher, a Barbie seria incapaz de manter sua cabeça levantada. Cintura Com uma cintura de 40 centímetros (menor do que a sua cabeça), a Barbie da vida real só teria espaço em seu corpo para acomodar metade de um rim e alguns centímetros de intestino. Quadril O índice que mede a relação entre a cintura e o quadril da Barbie é de 0,56, o que signiﬁca que a medida da sua cintura representa 56% da circunferência de seu quadril. Esse mesmo índice, em uma mulher americana média, é de 0,8. Ao abordar as possíveis influências da indústria de brinquedos sobre a representação do corpo feminino, o texto analisa a",noção de beleza globalizada veiculada pela indústria cultural.,influência da mídia para a adoção de um estilo de vida salutar pelas mulheres.,relação entre a alimentação saudável e o padrão de corpo instituído pela boneca.,proporcionalidade entre a representação do corpo da boneca e a do corpo humano.,influência mercadológica na construção de uma autoimagem positiva do corpo feminino.
QUESTÃO 27,"Nuances Gregório Duvivier Euforia : alegria barulhenta. Felicidade : alegria silenciosa. Gravar : quando o ator é de televisão. Filmar : quando ele quer deixar claro que não é de televisão. Grávida : em qualquer ocasião. Gestante : em ﬁlas e assentos preferenciais. Guardar : na gaveta. Salvar : no computador. Salvaguardar : no Exército. Menta : no sorvete, na bala ou no xarope. Hortelã : na horta ou no suco de abacaxi. Peça : quando você vai assistir. Espetáculo : quando você está em cartaz com ele. O texto trata da diferença de sentido entre vocábulos muito próximos. Essa diferença é apresentada considerando-se a(s)",alternâncias na sonoridade.,adequação às situações de uso.,marcação flexional das palavras.,graﬁa na norma-padrão da língua.,categorias gramaticais das palavras.
QUESTÃO 28,"Descrição do cartaz: No centro do cartaz, o desenho infantil de uma família composta por cinco pessoas: um menino (identiﬁcado como “eu”), mamãe, um bebê, uma menina (identiﬁcada como Aninha) e papai.  O pai, representado pela ﬁgura de um monstro, está um pouco afastado dos demais membros da família. Acima do desenho, a frase: “Quem bate na mulher machuca a família inteira”. No canto inferior esquerdo, o logo da campanha com a mensagem: “Ligue 180. Não se cale diante da violência doméstica.” Campanhas publicitárias podem evidenciar problemas sociais. O cartaz tem como ﬁnalidade",alertar os homens agressores sobre as consequências de seus atos.,conscientizar a população sobre a necessidade de denunciar a violência doméstica.,instruir as mulheres sobre o que fazer em casos de agressão.,despertar nas crianças a capacidade de reconhecer atos de violência doméstica.,exigir das autoridades ações preventivas contra a violência doméstica.
QUESTÃO 29,"TEXTO I Fundamentam-se as regras da Gramática Normativa nas obras dos grandes escritores, em cuja linguagem as classes ilustradas põem o seu ideal de perfeição, porque nela é que se espelha o que o uso idiomático estabilizou e consagrou. TEXTO II Livro do desassossego Fernando Pessoa Gosto de dizer. Direi melhor: gosto de palavrar. As palavras são para mim corpos tocáveis, sereias visíveis, sensualidades incorporadas. Talvez porque a sensualidade real não tem para mim interesse de nenhuma espécie — nem sequer mental ou de sonho —, transmudou-se-me o desejo para aquilo que em mim cria ritmos verbais, ou os escuta de outros. Estremeço se dizem bem. Tal página de Fialho, tal página de Chateaubriand, fazem formigar toda a minha vida em todas as veias, fazem-me raivar tremulamente quieto de um prazer inatingível que estou tendo. Tal página, até, de Vieira, na sua fria perfeição de engenharia sintáctica, me faz tremer como um ramo ao vento, num delírio passivo de coisa movida. A linguagem cumpre diferentes funções no processo de comunicação. A função que predomina nos textos I e II","destaca o “como” se elabora a mensagem, considerando-se a seleção, combinação e sonoridade do texto.","coloca o foco no “com o quê” se constrói a mensagem, sendo o código utilizado o seu próprio objeto.","focaliza o “quem” produz a mensagem, mostrando seu posicionamento e suas impressões pessoais.","orienta-se no “para quem” se dirige a mensagem, estimulando a mudança de seu comportamento.","enfatiza sobre “o quê” versa a mensagem, apresentada com palavras precisas e objetivas."
QUESTÃO 30,"Contranarciso Paulo Leminski  em mim eu vejo o outro e outroe outro enﬁm dezenas trens passandovagões cheios de gentecentenas o outro que há em mimé vocêvocêe você assim como eu estou em vocêeu estou neleem nóse só quando estamos em nós estamos em pazmesmo que estejamos a sós A busca pela identidade constitui uma faceta da tradição literária, redimensionada pelo olhar contemporâneo. No poema, essa nova dimensão revela a",ausência de traços identitários.,angústia com a solidão em público.,valorização da descoberta do “eu” autêntico.,percepção da empatia como fator de autoconhecimento.,impossibilidade de vivenciar experiências de pertencimento.
QUESTÃO 31,"No esporte-participação ou esporte popular, a manifestação ocorre no princípio do prazer lúdico, que tem como ﬁnalidade o bem-estar social dos seus praticantes. Está associado intimamente com o lazer e o tempo livre e ocorre em espaços não comprometidos com o tempo e fora das obrigações da vida diária. Tem como propósitos a descontração, a diversão, o desenvolvimento pessoal e o relacionamento com as pessoas. Pode-se aﬁrmar que o esporte-participação, por ser a dimensão social do esporte mais inter-relacionada com os caminhos democráticos, equilibra o quadro de desigualdades de oportunidades esportivas encontrado na dimensão esporte- performance . Enquanto o esporte- performance  só permite sucesso aos talentos ou àqueles que tiveram condições, o esporte-participação favorece o prazer a todos que dele desejarem tomar parte. O sentido de esporte-participação construído no texto está fundamentalmente presente","nos Jogos Olímpicos, uma vez que reúnem diversos países na disputa de diferentes modalidades esportivas.","nas competições de esportes individuais, uma vez que o sucesso de um indivíduo incentiva a participação dos demais.","nos campeonatos oﬁciais de futebol, regionais e nacionais, por se tratar de uma modalidade esportiva muito popular no país.","nas competições promovidas pelas federações e confederações, cujo objetivo é a formação e a descoberta de talentos.","nas modalidades esportivas adaptadas, cujo objetivo é o maior engajamento dos cidadãos."
QUESTÃO 32,"O bem amado Dias Gomes Segundo quadro Uma sala da prefeitura. O ambiente é modesto. Durante a mutação, ouve-se um dobrado e vivas a Odorico, “viva o prefeito” etc. Estão em cena Dorotéa, Juju, Dirceu, Dulcinéa, o vigário e Odorico. Este último, à janela, discursa. ODORICO — Povo sucupirano! Agoramente já investido no cargo de Prefeito, aqui estou para receber a conﬁrmação, a ratiﬁcação, a autenticação e por que não dizer a sagração do povo que me elegeu. Aplausos vêm de fora. ODORICO — Eu prometi que o meu primeiro ato como prefeito seria ordenar a construção do cemitério. Aplausos, aos quais se incorporam as personagens em cena. ODORICO — (Continuando o discurso:) Botando de lado os entretantos e partindo pros ﬁnalmente, é uma alegria poder anunciar que prafrentemente vocês já poderão morrer descansados, tranquilos e desconstrangidos, na certeza de que vão ser sepultados aqui mesmo, nesta terra morna e cheirosa de Sucupira. E quem votou em mim, basta dizer isso ao padre na hora da extrema-unção, que tem enterro e cova de graça, conforme o prometido. O gênero peça teatral tem o entretenimento como uma de suas funções. Outra função relevante do gênero, explícita nesse trecho de O bem amado , é",criticar satiricamente o comportamento de pessoas públicas.,denunciar a escassez de recursos públicos nas prefeituras do interior.,censurar a falta de domínio da língua padrão em eventos sociais.,despertar a preocupação da plateia com a expectativa de vida dos cidadãos.,questionar o apoio irrestrito de agentes públicos aos gestores governamentais.
QUESTÃO 33,"João/Zero (Wagner Moura) é um cientista genial, mas infeliz porque há 20 anos atrás foi humilhado publicamente durante uma festa e perdeu Helena (Alinne Moraes), uma antiga e eterna paixão. Certo dia, uma experiência com um de seus inventos permite que ele faça uma viagem no tempo, retornando para aquela época e podendo interferir no seu destino. Mas quando ele retorna, descobre que sua vida mudou totalmente e agora precisa encontrar um jeito de mudar essa história, nem que para isso tenha que voltar novamente ao passado. Será que ele conseguirá acertar as coisas? Qual aspecto da organização gramatical atualiza os eventos apresentados na resenha, contribuindo para despertar o interesse do leitor pelo ﬁlme?","O emprego do verbo haver , em vez de ter , em “há 20 anos atrás foi humilhado”.","A descrição dos fatos com verbos no presente do indicativo, como “retorna” e “descobre”.",A repetição do emprego da conjunção “mas” para contrapor ideias.,A ﬁnalização do texto com a frase de efeito “Será que ele conseguirá acertar as coisas?”.,O uso do pronome de terceira pessoa “ele” ao longo do texto para fazer referência ao protagonista “João/Zero”.
QUESTÃO 34,"Descrição do cartaz: Do lado direito do cartaz, uma criança sorridente segura um livro. Do lado esquerdo, sob o título “Leia para uma criança”, o texto:  “A cada livro, o Brasil inteiro vira a página. Gostar de ler é o início de uma história cheia de descobertas e aprendizados na vida da criança. E tudo começa quando você abre um livro para ela.” Abaixo do texto, a imagem de três livros. Os textos publicitários são produzidos para cumprir determinadas funções comunicativas. Os objetivos desse cartaz estão voltados para a conscientização dos brasileiros sobre a necessidade de",as crianças frequentarem a escola regularmente.,a formação leitora começar na infância.,a alfabetização acontecer na idade certa.,a literatura ter o seu mercado consumidor ampliado.,as escolas desenvolverem campanhas a favor da leitura.
QUESTÃO 35,"Aí pelas três da tarde Raduan Nassar Nesta sala atulhada de mesas, máquinas e papéis, onde invejáveis escreventes dividiram entre si o bom-senso do mundo, aplicando-se em ideias claras apesar do ruído e do mormaço, seguros ao se pronunciarem sobre problemas que afligem o homem moderno (espécie da qual você, milenarmente cansado, talvez se sinta um tanto excluído), largue tudo de repente sob os olhares a sua volta, componha uma cara de louco quieto e perigoso, faça os gestos mais calmos quanto os tais escribas mais severos, dê um largo “ciao” ao trabalho do dia, assim como quem se despede da vida, e surpreenda pouco mais tarde, com sua presença em hora tão insólita, os que estiveram em casa ocupados na limpeza dos armários, que você não sabia antes como era conduzida. Convém não responder aos olhares interrogativos, deixando crescer, por instantes, a intensa expectativa que se instala. Mas não exagere na medida e suba sem demora ao quarto, libertando aí os pés das meias e dos sapatos, tirando a roupa do corpo como se retirasse a importância das coisas, pondo-se enﬁm em vestes mínimas, quem sabe até em pelo, mas sem ferir o decoro (o seu decoro, está claro), e aceitando ao mesmo tempo, como boa verdade provisória, toda mudança de comportamento. Em textos de diferentes gêneros, algumas estratégias argumentativas referem-se a recursos linguístico-discursivos mobilizados para envolver o leitor. No texto, caracteriza-se como estratégia de envolvimento a","prescrição de comportamentos, como em: “[...] largue tudo de repente sob os olhares a sua volta [...]”.","apresentação de contraposição, como em: “Mas não exagere na medida e suba sem demora ao quarto [...]”.","explicitação do interlocutor, como em: “[...] (espécie da qual você, milenarmente cansado, talvez se sinta um tanto excluído) [...]”.","descrição do espaço, como em: “Nesta sala atulhada de mesas, máquinas e papéis, onde invejáveis escreventes dividiram entre si o bom-senso do mundo [...]”.","construção de comparações, como em: “[...] libertando aí os pés das meias e dos sapatos, tirando a roupa do corpo como se retirasse a importância das coisas [...]”."
QUESTÃO 36,"Descrição da obra: Obra de Rubem Valentim, intitulada Emblema 78, de 1978. A imagem é quadrada e verticalmente simétrica. No centro há um círculo, dentro do qual há um triângulo com a base voltada para cima. Sobre essa base, estão apoiadas três machadinhas ligadas entre si. A do meio está um pouco acima das outras duas. Dentro do triângulo, há a metade inferior de uma circunferência apoiada em um pequeno círculo. À esquerda e à direita do círculo central, há dois fragmentos de triângulo. A obra de Rubem Valentim apresenta emblemas que, baseando-se em signos de religiões afro-brasileiras, se transformam em produção artística. A obra Emblema 78 relaciona-se com o Modernismo em virtude da",simpliﬁcação de formas da paisagem brasileira.,valorização de símbolos do processo de urbanização.,fusão de elementos da cultura brasileira com a arte europeia.,alusão aos símbolos cívicos presentes na bandeira nacional.,composição simétrica de elementos relativos à miscigenação racial.
QUESTÃO 37,"Descrição da obra: Instalação de Ernesto Neto, nomeada Dengo, de 2010. A imagem apresenta uma sala espaçosa com uma rede de tramas de crochê, que abrange todo o teto. Dessa rede, descem outras redes de diferentes tamanhos e cores, com formato de sacos. No fundo desses sacos estão objetos que lhes dão formas arredondadas ou alongadas, fazendo com que eles ﬁquem suspensos e a diferentes distâncias em relação ao chão. Pessoas transitam entre os vãos da composição e podem tocá-la. A instalação Dengo transformou a sala do MAM-SP em um ambiente singular, explorando como principal característica artística a",participação do público na interação lúdica com a obra.,distribuição de obstáculos no espaço da exposição.,representação simbólica de objetos oníricos.,interpretação subjetiva da lei da gravidade.,valorização de técnicas de artesanato.
QUESTÃO 38,"Marcos Guião Naquela manhã de céu limpo e ar leve, devido à chuva torrencial da noite anterior, saí a caminhar com o sol ainda escondido para tomar tenência dos primeiros movimentos da vida na roça. Num demorou nem um tiquinho e o cheiro intenso do café passado por Dona Linda me invadiu as narinas e fez a fome se acordar daquela rema letárgica derivada da longa noite de sono. Levei as mãos até a água que corria pela bica feita de bambu e o contato gelado foi de arrepiar. Mas fui em frente e levei as mãos em concha até o rosto. Com o impacto, recuei e me faltou o fôlego por alguns instantes, mas o despertar foi imediato. Já aceso, entrei na cozinha na buscação de derrubar a fome e me acercar do aconchego do calor do fogão à lenha. Foi quando dei reparo da ﬁgura esguia e discreta de uma senhora acompanhada de um garoto aparentando uns cinco anos de idade já aboletada na ponta da mesa em proseio íntimo com a dona da casa. Depois de um vigoroso “Bom dia!”, de um vaporoso aperto de mãos nas apresentações de praxe, ﬁquei sabendo que Dona Flor de Maio levava o ﬁlho Adão para tratamento das feridas que pipocavam por seu corpo, provocando pequenas pústulas de bordas avermelhadas. A variedade linguística da narrativa é adequada à descrição dos fatos. Por isso, a escolha de determinadas palavras e expressões usadas no texto está a serviço da",localização dos eventos de fala no tempo ﬁccional.,composição da verossimilhança do ambiente retratado.,restrição do papel do narrador à observação das cenas relatadas.,construção mística das personagens femininas pelo autor do texto.,caracterização das preferências linguísticas da personagem masculina.
QUESTÃO 39,"As pelejas de Ojuara Nei Leandro de Castro Zé Araújo começou a cantar num tom triste, dizendo aos curiosos que começaram a chegar que uma mulher tinha se ajoelhado aos pés da santa cruz e jurado em nome de Jesus um grande amor, mas jurou e não cumpriu, ﬁngiu e me enganou, pra mim você mentiu, pra Deus você pecou, o coração tem razões que a própria razão desconhece, faz promessas e juras, depois esquece. O caboclo estava triste e inspirado. Depois dessa canção que arrepiou os cabelos da Neusa, emendou com uma valsa mais arretada ainda, cheia de palavras difíceis, mas bonita que só a gota serena. Era a história de uma boneca encantadora vista numa vitrine de cristal sobre o soberbo pedestal. Zé Araújo fechava os olhos e soltava a voz: Seus cabelos tinham a cor/ Do sol a irradiar/ Fulvos raios de amor./ Seus olhos eram circúnvagos/ Do romantismo azul dos lagos/ Mãos liriais, uns braços divinais,/ Um corpo alvo sem par/ E os pés muito pequenos./ Enfim eu vi nesta boneca/ Uma perfeita Vênus. O comentário do narrador do romance “[...] emendou com uma valsa mais arretada ainda, cheia de palavras difíceis, mas bonita que só a gota serena” relaciona-se ao fato de que essa valsa é representativa de uma variedade linguística",detentora de grande prestígio social.,especíﬁca da modalidade oral da língua.,previsível para o contexto social da narrativa.,constituída de construções sintáticas complexas.,valorizadora do conteúdo em detrimento da forma.
QUESTÃO 40,"Relato de um certo Oriente Milton Hatoum A lavadeira começou a viver como uma serviçal que impõe respeito e não mais como escrava. Mas essa regalia súbita foi efêmera. Meus irmãos, nos frequentes deslizes que adulteravam este novo relacionamento, eram dardejados pelo olhar severo de Emilie; eles nunca suportaram de bom grado que uma índia passasse a comer na mesa da sala, usando os mesmos talheres e pratos, e comprimindo com os lábios o mesmo cristal dos copos e a mesma porcelana das xícaras de café. Uma espécie de asco e repulsa tingia-lhes o rosto, já não comiam com a mesma saciedade e recusavam-se a elogiar os pastéis de picadinho de carneiro, os folheados de nata e tâmara, e o arroz com amêndoas, dourado, exalando um cheiro de cebola tostada. Aquela mulher, sentada e muda, com o rosto rastreado de rugas, era capaz de tirar o sabor e o odor dos alimentos e de suprimir a voz e o gesto como se o seu silêncio ou a sua presença que era só silêncio impedisse o outro de viver. Ao apresentar uma situação de tensão em família, o narrador destila, nesse fragmento, uma percepção das relações humanas e sociais demarcada pelo",predomínio dos estigmas de classe e de raça sobre a intimidade da convivência.,discurso da manutenção de uma ética doméstica contra a subversão dos valores.,desejo de superação do passado de escassez em prol do presente de abastança.,sentimento de insubordinação à autoridade representada pela matriarca da família.,rancor com a ingratidão e a hipocrisia geradas pelas mudanças nas regras da casa.
QUESTÃO 41,"Descrição do cartaz: Uma grande plantação de eucaliptos vista de dentro, de baixo para cima. É possível ver a luz do sol por entre as árvores. Na parte inferior do cartaz, lê-se: “É dessa floresta que sai o Chapeuzinho Vermelho, João e Maria, Os Irmãos Karamazov, A Dama das Camélias e os Três Mosqueteiros.” Nesse cartaz publicitário de uma empresa de papel e celulose, a combinação dos elementos verbais e não verbais visa","justiﬁcar os prejuízos ao meio ambiente, ao vincular a empresa à difusão da cultura.","incentivar a leitura de obras literárias, ao referir-se a títulos consagrados do acervo mundial.","seduzir o consumidor, ao relacionar o anunciante às histórias clássicas da literatura universal.",promover uma reflexão sobre a preservação ambiental ao aliar o desmatamento aos clássicos da literatura.,"construir uma imagem positiva do anunciante, ao associar a exploração alegadamente sustentável à produção de livros."
QUESTÃO 42,"Fim de semana no parque Racionais MCs Olha o meu povo nas favelas e vai perceber Daqui eu vejo uma caranga do ano Toda equipada e o tiozinho guiando Com seus ﬁlhos ao lado estão indo ao parque Eufóricos brinquedos eletrônicosAutomaticamente eu imaginoA molecada lá da área como é que táProvavelmente correndo pra lá e pra cáJogando bola descalços nas ruas de terraÉ, brincam do jeito que dá[...] Olha só aquele clube, que da hora Olha aquela quadra, olha aquele campo, olhaOlha quanta genteTem sorveteria, cinema, piscina quente [...] Aqui não vejo nenhum clube poliesportivo Pra molecada frequentar nenhum incentivoO investimento no lazer é muito escasso O centro comunitário é um fracasso A letra da canção apresenta uma realidade social quanto à distribuição distinta dos espaços de lazer que","retrata a ausência de opções de lazer para a população de baixa renda, por falta de espaço adequado.","ressalta a irrelevância das opções de lazer para diferentes classes sociais, que o acessam à sua maneira.",expressa o desinteresse das classes sociais menos favorecidas economicamente pelas atividades de lazer.,"implica condições desiguais de acesso ao lazer, pela falta de infraestrutura e investimentos em equipamentos.","aponta para o predomínio do lazer contemplativo, nas classes favorecidas economicamente; e do prático, nas menos favorecidas."
QUESTÃO 43,"TEXTO I Descrição do grafite: Obra do artista Speto, intitulada Graﬁte, de 2009, composta por várias ﬁguras estilizadas, distribuídas de maneira uniforme, preenchendo praticamente todo o espaço. À esquerda, o desenho do busto de uma mulher, que equilibra uma lata na cabeça, com o auxílio de apenas uma das mãos. O braço que está erguido é enorme, desproporcional ao tamanho do corpo, e tem o desenho de uma flor. Ela usa um lenço amarrado na cabeça, apenas um brinco e um colar de contas, que dá várias voltas em seu pescoço. Na parte central da imagem, há o desenho de um homem forte, com os braços erguidos. Ele segura um facão e parece correr, em posição de ataque. Seus pés são enormes, desproporcionais ao tamanho do corpo. Ao lado dele, há parte de uma grossa corrente. Na parte inferior direita da obra, há o desenho de um menino apenas com cabeça, torso e pés, calçados com chinelos. Sua cabeça é grande, desproporcional ao tamanho do corpo. Ao redor dele, muitos cactos. Na parte superior direita, o desenho de um galo, muito maior do que a capela que está à sua direita. TEXTO II Speto Paulo César Silva, mais conhecido como Speto, é um graﬁteiro paulista envolvido com o skate e a música. O fortalecimento de sua arte ocorreu, em 1999, pela oportunidade de ver de perto as referências que trazia há tempos, ao passar por diversas cidades do Norte do Brasil em uma turnê com a banda O Rappa. O graﬁte do artista paulista Speto, exposto no Museu Afro Brasil, revela elementos da cultura brasileira reconhecidos",na influênc ia da expressão abstrata.,na representação de lendas nacionais.,na inspiração das composições musicais.,nos traços marcados pela xilogravura nordestina.,nos usos caracte rísticos de graﬁsmos dos skates .
