question,body,A,B,C,D,E
QUESTÃO 36,"A maior parte dos veículos de transporte atualmente é movida por motores a combustão que utilizam derivados de petróleo. Por causa disso, esse setor é o maior consumidor de petróleo do mundo, com altas taxas de crescimento ao longo do tempo. Enquanto outros setores têm obtido bons resultados na redução do consumo, os transportes tendem a concentrar ainda mais o uso de derivados do óleo. Um impacto ambiental da tecnologia mais empregada pelo setor de transportes e uma medida para promover a redução do seu uso, estão indicados, respectivamente, em:",Aumento da poluição sonora – construção de barreiras acústicas.,Incidência da chuva ácida – estatização da indústria automobilística.,Derretimento das calotas polares – incentivo aos transportes de massa.,Propagação de doenças respiratórias – distribuição de medicamentos gratuitos.,Elevação das temperaturas médias – criminalização da emissão de gás carbônico.
QUESTÃO 37,"As mulheres quebradeiras de coco-babaçu dos Estados do Maranhão, Piauí, Pará e Tocantins, na sua grande maioria, vivem numa situação de exclusão e subalternidade. O termo quebradeira de coco assume o caráter de identidade coletiva na medida em que as mulheres que sobrevivem dessa atividade e reconhecem sua posição e condição desvalorizada pela lógica da dominação, se organizam em movimentos de resistência e de luta pela conquista da terra, pela libertação dos babaçuais, pela autonomia do processo produtivo. Passam a atribuir significados ao seu trabalho e as suas experiências, tendo como principal referência sua condição preexistente de acesso e uso dos recursos naturais. A organização do movimento das quebradeiras de coco de babaçu é resultante da","constante violência nos babaçuais na confluência de terras maranhenses, piauienses, paraenses e tocantinenses, região com elevado índice de homicídios.","falta de identidade coletiva das trabalhadoras, migrantes das cidades e com pouco vínculo histórico com as áreas rurais do interior do Tocantins, Pará, Maranhão e Piauí.","escassez de água nas regiões de veredas, ambientes naturais dos babaçus, causada pela construção de açudes particulares, impedindo o amplo acesso público aos recursos hídricos.","progressiva devastação das matas dos cocais, em função do avanço da sojicultura nos chapadões do Meio-Norte brasileiro.",dificuldade imposta pelos fazendeiros e posseiros no acesso aos babaçuais localizados no interior de suas propriedades.
QUESTÃO 38,"Desde a década de 1950, as políticas econômicas formuladas pelo Estado brasileiro passaram a ser integradas em macroplanos de desenvolvimento, onde as questões setoriais, inclusive as regionais, passaram a ser integradas a uma estratégia que fosse válida para o país como um todo. Em 1959 o governo brasileiro criou a Superintendência do Desenvolvimento do Nordeste (SUDENE) com o objetivo de","diminuir as disparidades entre os níveis de desenvolvimento e distribuição de renda do país, decorrentes do atraso da região.",intensificar a produção de cana-de-açúcar por meio de crédito aos grandes produtores nordestinos.,reforçar a política tradicional da região Nordeste com vistas a solidificar sua estrutura produtiva.,"beneficiar as pequenas propriedades agrícolas, mantendo sua vocação de unidades de subsistência para os produtores da região.",contemplar a população nordestina com a ação de programas emergenciais ligados à segurança alimentar.
QUESTÃO 39,"Para Platão, o que havia de verdadeiro em Parmênides era que o objeto de conhecimento é um objeto de razão e não de sensação , e era preciso estabelecer uma relação entre objeto racional e objeto sensível ou material que privilegiasse o primeiro em detrimento do segundo. Lenta, mas irresistivelmente, a Doutrina das Ideias formava-se em sua mente. O texto faz referência à relação entre razão e sensação, um aspecto essencial da Doutrina das Ideias de Platão (427 a.C.-346 a.C.). De acordo com o texto, como Platão se situa diante dessa relação?",Estabelecendo um abismo intransponível entre as duas.,Privilegiando os sentidos e subordinando o conhecimento a eles.,Atendo-se à posição de Parmênides de que razão e sensação são inseparáveis.,"Afirmando que a razão é capaz de gerar conhecimento, mas a sensação não.",Rejeitando a posição de Parmênides de que a sensação é superior à razão.
QUESTÃO 40,"As plataformas ou crátons correspondem aos terrenos mais antigos e arrasados por muitas fases de erosão. Apresentam uma grande complexidade litológica, prevalecendo as rochas metamórficas muito antigas (Pré-Cambriano Médio e Inferior). Também ocorrem rochas intrusivas antigas e resíduos de rochas sedimentares. São três as áreas de plataforma de crátons no Brasil: a das Guianas, a Sul-Amazônica e a do São Francisco. As regiões cratônicas das Guianas e a Sul-Amazônica têm como arcabouço geológico vastas extensões de escudos cristalinos, ricos em minérios, que atraíram a ação de empresas nacionais e estrangeiras do setor de mineração e destacam-se pela sua história geológica por","apresentarem áreas de intrusões graníticas, ricas em jazidas minerais (ferro, manganês).",corresponderem ao principal evento geológico do Cenozoico no território brasileiro.,"apresentarem áreas arrasadas pela erosão, que originaram a maior planície do país.",possuírem em sua extensão terrenos cristalinos ricos em reservas de petróleo e gás natural.,"serem esculpidas pela ação do intemperismo físico, decorrente da variação de temperatura."
QUESTÃO 41,"A irrigação da agricultura é responsável pelo consumo de mais de 2/3 de toda a água retirada dos rios, lagos e lençóis freáticos do mundo. Mesmo no Brasil, onde achamos que temos muita água, os agricultores que tentam produzir alimentos também enfrentam secas periódicas e uma competição crescente por água. No Brasil, as técnicas de irrigação utilizadas na agricultura produziram impactos socioambientais como",redução do custo de produção.,agravamento da poluição hídrica.,compactação do material do solo.,aceleração da fertilização natural.,redirecionamento dos cursos fluviais.
QUESTÃO 42,"TExTO I Ao se emanciparem da tutela senhorial, muitos camponeses foram desligados legalmente da antiga terra. Deveriam pagar, para adquirir propriedade ou arrendamento. Por não possuírem recursos, engrossaram a camada cada vez maior de jornaleiros e trabalhadores volantes, outros, mesmo tendo propriedade sobre um pequeno lote, suplementavam sua existência com o assalariamento esporádico. TExTO II Com a globalização da economia ampliou-se a hegemonia do modelo de desenvolvimento agropecuário, com seus padrões tecnológicos, caracterizando o agronegócio. Essa nova face da agricultura capitalista também mudou a forma de controle e exploração da terra. Ampliou-se, assim, a ocupação de áreas agricultáveis e as fronteiras agrícolas se estenderam. Os textos demonstram que, tanto na Europa do século XIX quanto no contexto latino-americano do século XXI, as alterações tecnológicas vivenciadas no campo interferem na vida das populações locais, pois","induzem os jovens ao estudo nas grandes cidades, causando o êxodo rural, uma vez que formados, não retornam à sua região de origem.","impulsionam as populações locais a buscar linhas de financiamento estatal com o objetivo de ampliar a agricultura familiar, garantindo sua fixação no campo.","ampliam o protagonismo do Estado, possibilitando a grupos econômicos ruralistas produzir e impor políticas agrícolas, ampliando o controle que tinham dos mercados.","aumentam a produção e a produtividade de determinadas culturas em função da intensificação da mecanização, do uso de agrotóxicos e cultivo de plantas transgênicas.",desorganizam o modo tradicional de vida impelindo-as à busca por melhores condições no espaço urbano ou em outros países em situações muitas vezes precárias.
QUESTÃO 43,"Em um engenho sois imitadores de Cristo crucificado porque padeceis em um modo muito semelhante o que o mesmo Senhor padeceu na sua cruz e em toda a sua paixão. A sua cruz foi composta de dois madeiros, e a vossa em um engenho é de três. Também ali não faltaram as canas, porque duas vezes entraram na Paixão: uma vez servindo para o cetro de escárnio, e outra vez para a esponja em que lhe deram o fel. A Paixão de Cristo parte foi de noite sem dormir, parte foi de dia sem descansar, e tais são as vossas noites e os vossos dias. Cristo despido, e vós despidos; Cristo sem comer, e vós famintos; Cristo em tudo maltratado, e vós maltratados em tudo. Os ferros, as prisões, os açoites, as chagas, os nomes afrontosos, de tudo isto se compõe a vossa imitação, que, se for acompanhada de paciência, também terá merecimento de martírio. O trecho do sermão do Padre Antônio Vieira estabelece uma relação entre a Paixão de Cristo e",a atividade dos comerciantes de açúcar nos portos brasileiros.,a função dos mestres de açúcar durante a safra de cana.,o sofrimento dos jesuítas na conversão dos ameríndios.,o papel dos senhores na administração dos engenhos.,o trabalho dos escravos na produção de açúcar.
QUESTÃO 44,"Consta em um Boletim do Ministério do Trabalho, Indústria e Comércio, publicado em 1941: Fugindo à luta de classes, a nossa organização sindical tem sido um instrumento de harmonia e de cooperação entre o capital e o trabalho. Não se limitou a um sindicalismo puramente “operário”, que conduziria certamente a luta contra o “patrão”, como aconteceu com outros povos. Nesse docu mento oficial, à época do Estado Novo (1937-1945), é apresentada uma concepção de organização sindical que",elimina os conflitos no ambiente das fábricas.,limita os direitos associativos do segmento patronal.,orienta a busca do consenso entre trabalhadores e patrões.,proíbe o registro de estrangeiros nas entidades profissionais do país.,desobriga o Estado quanto aos direitos e deveres da classe trabalhadora.
QUESTÃO 45,"O uso da água aumenta de acordo com as necessidades da população no mundo. Porém, diferentemente do que se possa imaginar, o aumento do consumo de água superou em duas vezes o crescimento populacional durante o século XX. Uma estratégia socioespacial que pode contribuir para alterar a lógica de uso da água apresentada no texto é a",ampliação de sistemas de reutilização hídrica.,expansão da irrigação por aspersão das lavouras.,intensificação do controle do desmatamento de florestas.,adoção de técnicas tradicionais de produção.,criação de incentivos fiscais para o cultivo de produtos orgânicos.
QUESTÃO 46,"Os carrinhos de brinquedo podem ser de vários tipos. Dentre eles, há os movidos a corda, em que uma mola em seu interior é comprimida quando a criança puxa o carrinho para trás. Ao ser solto, o carrinho entra em movimento enquanto a mola volta à sua forma inicial. O processo de conversão de energia que ocorre no carrinho descrito também é verificado em",um dínamo.,um freio de automóvel.,um motor a combustão.,uma usina hidroelétrica.,uma atiradeira (estilingue).
QUESTÃO 47,"Pesticidas são contaminantes ambientais altamente tóxicos aos seres vivos e, geralmente, com grande persistência ambiental. A busca por novas formas de eliminação dos pesticidas tem aumentado nos últimos anos, uma vez que as técnicas atuais são economicamente dispendiosas e paliativas. A biorremediação de pesticidas utilizando microrganismos tem se mostrado uma técnica muito promissora para essa finalidade, por apresentar vantagens econômicas e ambientais. Para ser utilizado nesta técnica promissora, um microrganismo deve ser capaz de",transferir o contaminante do solo para a água.,absorver o contaminante sem alterá-lo quimicamente.,apresentar alta taxa de mutação ao longo das gerações.,estimular o sistema imunológico do homem contra o contaminante.,"metabolizar o contaminante, liberando subprodutos menos tóxicos ou atóxicos."
QUESTÃO 48,"Medidas de saneamento básico são fundamentais no processo de promoção de saúde e qualidade de vida da população. Muitas vezes, a falta de saneamento está relacionada com o aparecimento de várias doenças. Nesse contexto, um paciente dá entrada em um pronto atendimento relatando que há 30 dias teve contato com águas de enchente. Ainda informa que nesta localidade não há rede de esgoto e drenagem de águas pluviais e que a coleta de lixo é inadequada. Ele apresenta os seguintes sintomas: febre, dor de cabeça e dores musculares. Relaciona ndo os sintomas apresentados com as condições sanitárias da localidade, há indicações de que o paciente apresenta um caso de",difteria.,botulismo.,tuberculose.,leptospirose.,meningite meningocócica.
QUESTÃO 49,"O rótulo de um desodorante aerossol informa ao consumidor que o produto possui em sua composição os gases isobutano, butano e propano, dentre outras substâncias. Além dessa informação, o rótulo traz, ainda, a inscrição “Não contém CFC”. As reações a seguir, que ocorrem na estratosfera, justificam a não utilização de CFC (clorofluorcarbono ou Freon) nesse desodorante:  I) CF2 Cℓ 2CF2 Cℓ + Cℓ  UV II) Cℓ  + O 3 O 2 + CℓO  •  • •  • Leitura da equação química : CF 2 Cℓ 2, na presença de radiação ultravioleta, formando radical CF2 Cℓ mais radical Cℓ. I) CF2 Cℓ 2CF2 Cℓ + Cℓ  UV II) Cℓ  + O 3 O 2 + CℓO  •  • •  • Leitura da equação química : radical Cℓ mais O 3, formando O2 mais radical CℓO. A preocupação com as possíveis ameaças à camada de ozônio (O3 ) baseia-se na sua principal função: proteger a matéria viva na Terra dos efeitos prejudiciais dos raios solares ultravioleta. A absorção da radiação ultravioleta pelo ozônio estratosférico é intensa o suficiente para eliminar boa parte da fração de ultravioleta que é prejudicial à vida. A finalidade da utilização dos gases isobutano, butano e propano neste aerossol é","substituir o CFC, pois não reagem com o ozônio, servindo como gases propelentes em aerossóis.","servir como propelentes, pois, como são muito reativos, capturam o Freon existente livre na atmosfera, impedindo a destruição do ozônio.","reagir com o ar, pois se decompõem espontaneamente em dióxido de carbono (CO 2) e água (H2O), que não atacam o ozônio.","impedir a destruição do ozônio pelo CFC, pois os hidrocarbonetos gasosos reagem com a radiação UV, liberando hidrogênio (H2), que reage com o oxigênio do ar (O2), formando água (H2O).","destruir o CFC, pois reagem com a radiação UV, liberando carbono (C), que reage com o oxigênio do ar (O2), formando dióxido de carbono (CO2), que é inofensivo para a camada de ozônio."
QUESTÃO 50,"Para diminuir o acúmulo de lixo e o desperdício de materiais de valor econômico e, assim, reduzir a exploração de recursos naturais, adotou-se, em escala internacional, a política dos três erres: Redução, Reutilização e Reciclagem. Um exemplo de reciclagem é a utilização de",garrafas de vidro retornáveis para cerveja ou refrigerante.,latas de alumínio como material para fabricação de lingotes.,sacos plásticos de supermercado como acondicionantes de lixo caseiro.,embalagens plásticas vazias e limpas para acondicionar outros alimentos.,garrafas PET recortadas em tiras para fabricação de cerdas de vassouras.
QUESTÃO 51,"Um dos problemas ambientais vivenciados pela agricultura hoje em dia é a compactação do solo, devida ao intenso tráfego de máquinas cada vez mais pesadas, reduzindo a produtividade das culturas. Uma das formas de prevenir o problema de compactação do solo é substituir os pneus dos tratores por pneus mais","largos, reduzindo a pressão sobre o solo.","estreitos, reduzindo a pressão sobre o solo.","largos, aumentando a pressão sobre o solo.","estreitos, aumentando a pressão sobre o solo.","altos, reduzindo a pressão sobre o solo."
QUESTÃO 52,"O milho transgênico é produzido a partir da manipulação do milho original, com a transferência, para este, de um gene de interesse retirado de outro organismo de espécie diferente. A característica de interesse será manifestada em decorrência",do incremento do DNA a partir da duplicação do gene transferido.,da transcrição do RNA transportador a partir do gene transferido.,da expressão de proteínas sintetizadas a partir do DNA não hibridizado.,da síntese de carboidratos a partir da ativação do DNA do milho original.,da tradução do RNA mensageiro sintetizado a partir do DNA recombinan te.
QUESTÃO 53,"Os metais puros, assim como suas ligas, mostram grande variedade de propriedades. Ligas são misturas de metais e outros elementos, preparadas para terem as propriedades desejadas. Como exemplo, temos as ligas de magnésio e alumínio, que são utilizadas em rodas de automóveis, por serem mais leves e resistentes que as rodas convencionais. Um outro exemplo são as ligas de alumínio, silício, cobre e magnésio, utilizadas em pistões de automóveis. Nas ligas citadas, os átomos unem-se por meio da ligação do tipo",iônica.,metálica.,covalente.,dipolo-dipolo.,de hidrogênio.
QUESTÃO 54,"A eficiência das lâmpadas pode ser comparada utilizando a razão, considerada linear, entre a quantidade de luz produzida e o consumo. A quantidade de luz é medida pelo fluxo luminoso, cuja unidade é o lúmen (lm). O consumo está relacionado à potência elétrica da lâmpada que é medida em watt (W). Por exemplo, uma lâmpada incandescente de 40 W emite cerca de 600 lm, enquanto uma lâmpada fluorescente de 40 W emite cerca de 3 000 lm. A eficiência de uma lâmpada incandescente de 40 W é","maior que a de uma lâmpada fluorescente de 8 W, que produz menor quantidade de luz.","maior que a de uma lâmpada fluorescente de 40 W, que produz menor quantidade de luz.","menor que a de uma lâmpada fluorescente de 8 W, que produz a mesma quantidade de luz.","menor que a de uma lâmpada fluorescente de 40 W, pois consome maior quantidade de energia.","igual a de uma lâmpada fluorescente de 40 W, que consome a mesma quantidade de energia."
QUESTÃO 55,"Não é de hoje que o homem cria, artificialmente, variedades de peixes por meio da hibridação. Esta é uma técnica muito usada pelos cientistas e pelos piscicultores porque os híbridos resultantes, em geral, apresentam maior valor comercial do que a média de ambas as espécies parentais, além de reduzir a sobrepesca no ambiente natural. Sem controle, esses animais podem invadir rios e lagos naturais, se reproduzir e",originar uma nova espécie poliploide.,substituir geneticamente a espécie natural.,ocupar o primeiro nível trófico no hábitat aquático.,impedir a interação biológica entre as espécies parentais.,produzir descendentes com o código genético modificado.
QUESTÃO 56,"Há milhares de anos o homem faz uso da biotecnologia para a produção de alimentos como pães, cervejas e vinhos. Na fabricação de pães, por exemplo, são usados fungos unicelulares, chamados de leveduras, que são comercializados como fermento biológico. Eles são usados para promover o crescimento da massa, deixando-a leve e macia. O crescimento da massa do pão pelo processo citado é resultante da",liberação de gás carbônico.,formação de ácido lático.,formação de água.,produção de ATP.,liberação de calor.
QUESTÃO 57,"Alguns povos indígenas ainda preservam suas tradições realizando a pesca com lanças, demonstrando uma notável habilidade. Para fisgar um peixe em um lago com águas tranquilas o índio deve mirar abaixo da posição em que enxerga o peixe. Ele deve proceder dessa forma porque os raios de luz",refletidos pelo peixe não descrevem uma trajetória retilínea no interior da água.,emitidos pelos olhos do índio desviam sua trajetória quando passam do ar para a água.,espalhados pelo peixe são refletidos pela superfície da água.,emitidos pelos olhos do índio são espalhados pela superfície da água.,refletidos pelo peixe desviam sua trajetória quando passam da água para o ar.
QUESTÃO 58,"Os vegetais biossintetizam determinadas substâncias (por exemplo, alcaloides e flavonoides), cuja estrutura química e concentração variam num mesmo organismo em diferentes épocas do ano e estágios de desenvolvimento. Muitas dessas substâncias são produzidas para a adaptação do organismo às variações ambientais (radiação UV, temperatura, parasitas, herbívoros, estímulo a polinizadores etc.) ou fisiológicas (crescimento, envelhecimento etc.). As variações qualitativa e quantitativa na produção dessas substâncias durante um ano são possíveis porque o material genético do indivíduo",sofre constantes recombinações para adaptar-se.,muda ao longo do ano e em diferentes fases da vida.,cria novos genes para biossíntese de substâncias específicas.,altera a sequência de bases nitrogenadas para criar novas substâncias.,possui genes transcritos diferentemente de acordo com cada necessidade.
QUESTÃO 59,"A margarina por ser produzida a partir de óleos vegetais, ricos em ácidos graxos insaturados, já foi considerada uma melhor opção ao uso de gorduras de origem animal (manteiga), fontes de ácidos graxos saturados que produzem o “mau” colesterol. Sabe-se que o óleo vegetal ao ser hidrogenado, transforma parte da gordura vegetal em gordura trans . Por sua vez, a gordura trans também aumenta os níveis de “mau” colesterol diretamente relacionado com a incidência de doenças arteroscleróticas e infartos. No processo de produção de margarina citado, ocorre uma reação química de",adição às duplas ligações dos ácidos graxos.,purificação dos ácidos graxos trans insaturados.,neutralização dos ácidos graxos pelo hidrogênio.,solidificação pelo resfriamento dos ácidos graxos.,transesterificação dos ácidos graxos pelo hidrogênio.
QUESTÃO 60,"Em um dia de chuva muito forte, constatou-se uma goteira sobre o centro de uma piscina coberta, formando um padrão de ondas circulares. Nessa situação, observou-se que caíam duas gotas a cada segundo. A distância entre duas cristas consecutivas era de 25 cm e cada uma delas se aproximava da borda da piscina com velocidade de 1,0 m/s. Após algum tempo a chuva diminuiu e a goteira passou a cair uma vez por segundo. Com a diminuição da chuva, a distância entre as cristas e a velocidade de propagação da onda se tornaram, respectivamemente,","maior que 25 cm e maior que 1,0 m/s.","maior que 25 cm e igual a 1,0 m/s.","menor que 25 cm e menor que 1,0 m/s.","menor que 25 cm e igual a 1,0 m/s.","igual a 25 cm e igual a 1,0 m/s."
QUESTÃO 61,"Cloretos de alquila têm extensa aplicação industrial. Uma das maneiras de prepará-los é a partir da reação entre um hidrocarboneto e cloro molecular, sob aquecimento ou radiação ultravioleta, de acordo com a equação simplificada a seguir: alcano + C ℓ 2 → cloreto de alquila + HC ℓ Leitura da equação química : alcano mais Cℓ 2, formando cloreto de alquila mais HCℓ. O(s) produto(s) mono-halogenado(s) da reação entre propano e C ℓ 2 é (são)",clorociclopropano,"1,2,3-tricloropropano.",clorometano e cloroetano.,1-cloropropano e 2-cloropropano.,tetraclorometano e hexacloroetano.
QUESTÃO 62,"Em uma residência de oito cômodos, estão instaladas oito lâmpadas incandescentes, sendo duas de 60 W e seis de 100 W. Para minimizar o consumo de energia elétrica, sem reduzir a luminosidade, todas as lâmpadas foram substituídas por lâmpadas fluorescentes, que são mais eficientes. Consultando-se o site do Inmetro, encontraram- se os dados referentes a diversos fabricantes, como mostrado a seguir. Lâmpadas incandescentes (220 V) Potência Nominal (W) Fluxo Luminoso (lm) 60 715 100 1 350 Lâmpadas fluorescentes (220 V) Potência Nominal (W) Fluxo Luminoso (lm) 13 650 14 740 15 825 18 1 062 23 1 380 24 1 440 O fluxo luminoso mostrado nos quadros é a quantidade total de luz visível emitida pela lâmpada, medido em lúmen (lm) no Sistema Internacional de Unidades. A máxima redução na potência instalada na residência, em watts, sem que o fluxo luminoso em cada cômodo diminua, é de",546,550,554,582,586
QUESTÃO 63,"O menor tamanduá do mundo é solitário e tem hábitos noturnos, passa o dia repousando, geralmente em um emaranhado de cipós, com o corpo curvado de tal maneira que forma uma bola. Quando em atividade, se locomove vagarosamente e emite som semelhante a um assobio. A cada gestação, gera um único filhote. A cria é deixada em uma árvore à noite e é amamentada pela mãe até que tenha idade para procurar alimento. As fêmeas adultas têm territórios grandes e o território de um macho inclui o de várias fêmeas, o que significa que ele tem sempre diversas pretendentes à disposição para namorar! Essa descrição sobre o tamanduá diz respeito ao seu",hábitat.,biótopo.,nível trófico.,nicho ecológico.,potencial biótico.
QUESTÃO 64,"Uma dona de casa acidentalmente deixou cair na geladeira a água proveniente do degelo de um peixe, o que deixou um cheiro forte e desagradável dentro do eletrodoméstico. Sabe-se que o odor característico de peixe se deve às aminas e que esses compostos se comportam como bases. Na tabela são listadas as concentrações hidrogeniônicas de alguns materiais encontrados na cozinha, que a dona de casa pensa em utilizar na limpeza da geladeira. Material Concentração de H3O+ (mol/L) Suco de limão 10 –2 Leite 10 –6 Vinagre 10 –3 Álcool 10 –8 Sabão 10 –12 Carbonato de sódio/ barrilha 10 –12 Dentre os materiais listados, quais são apropriados para amenizar esse odor?",Álcool ou sabão.,Suco de limão ou álcool.,Suco de limão ou vinagre.,"Suco de limão, leite ou sabão.",Sabão ou carbonato de sódio/barrilha.
QUESTÃO 65,"Em uma planície, ocorreu um acidente ambiental em decorrência do derramamento de grande quantidade de um hidrocarboneto que se apresenta na forma pastosa à temperatura ambiente. Um químico ambiental utilizou uma quantidade apropriada de uma solução de para-dodecil-benzenossulfonato de sódio, um agente tensoativo sintético, para diminuir os impactos desse acidente. Essa intervenção produz resultados positivos para o ambiente porque","promove uma reação de substituição no hidrocarboneto, tornando-o menos letal ao ambiente.",a hidrólise do para-dodecil-benzenossulfonato de sódio produz energia térmica suficiente para vaporizar o hidrocarboneto.,"a mistura desses reagentes provoca a combustão do hidrocarboneto, o que diminui a quantidade dessa substância na natureza.",a solução de para-dodecil-benzenossulfonato possibilita a solubilização do hidrocarboneto.,"o reagente adicionado provoca uma solidificação do hidrocarboneto, o que facilita sua retirada do ambiente."
QUESTÃO 66,"Em 6 de novembro de 1960, a Academia de Ciências da Rússia publicou o primeiro atlas da face oculta da Lua, baseado em fotos obtidas pela sonda espacial Luna 3 no ano anterior. Essa sonda espacial circundou a Lua pela primeira vez, possibilitando a observação de uma face da Lua que nunca tinha sido vista na Terra. Esta parte da Lua nunca tinha sido vista antes de 1959 porque","ela não possui movimento de rotação, fazendo com que um lado fique sempre escuro.",a sua face oculta só fica voltada para a Terra durante o dia.,seu período de revolução ao redor da Terra é igual ao seu período de rotação.,seu período de rotação é igual ao período de rotação da Terra.,seu período de revolução ao redor da Terra é igual ao período de rotação da Terra.
QUESTÃO 67,"Atualmente, no campo das comunicações, é comum enviar informações (sinais eletromagnéticos) através de fibras óticas, tubos finíssimos de sílica revestidos com uma camada de outro material. A transmissão de informação ocorre devido à reflexão interna total no tubo, que depende do ângulo de incidência. A condição associada ao material que constitui o revestimento em relação ao do tubo para que ocorra a reflexão interna total na fibra ótica é possuir",maior densidade.,mesma densidade.,menor resistividade elétrica.,menor índice de refração.,mesmo índice de refração.
QUESTÃO 68,"Muitas espécies de plantas lenhosas são encontradas no cerrado brasileiro. Para a sobrevivência nas condições de longos períodos de seca e queimadas periódicas, próprias desse ecossistema, essas plantas desenvolveram estruturas muito peculiares. As estruturas adaptativas mais apropriadas para a sobrevivência desse grupo de plantas nas condições ambientais do referido ecossistema são:",Cascas finas e sem sulcos ou fendas.,Caules estreitos e retilíneos.,Folhas estreitas e membranosas.,Gemas apicais com densa pilosidade.,"Raízes superficiais, em geral, aéreas."
QUESTÃO 69,"A própolis é um produto natural conhecido por suas propriedades anti-inflamatórias e cicatrizantes. Esse material contém mais de 200 compostos identificados até o momento. Dentre eles, alguns são de estrutura simples, como é o caso do C 6H5CO2CH2CH3, cuja estrutura está mostrada a seguir. COO CH2CH3 Descrição da estrutura química : um anel aromático faz uma ligação simples com um carbono, que, por sua vez, faz uma ligação dupla com um oxigênio e uma ligação simples com outro oxigênio, que faz uma ligação simples com o grupo CH 2CH3. O ácido carboxílico e o álcool capazes de produzir o éster em apreço por meio da reação de esterificação são, respectivamente,",ácido benzoico e etanol.,ácido propanoico e hexanol.,ácido fenilacético e metanol.,ácido propiônico e cicloexanol.,ácido acético e álcool benzílico.
QUESTÃO 70,"No Japão, um movimento nacional para a promoção da luta contra o aquecimento global leva o slogan : 1 pessoa, 1 dia, 1 kg de CO2 a menos! A ideia é cada pessoa reduzir em 1 kg a quantidade de CO2 emitida todo dia, por meio de pequenos gestos ecológicos, como diminuir a queima de gás de cozinha. Considerando um processo de combustão completa de um gás de cozinha composto exclusivamente por butano (C4H10), a mínima quantidade desse gás que um japonês deve deixar de queimar para atender à meta diária, apenas com esse gesto, é de Dados: CO 2 (44 g/mol); C4H10 (58 g/mol)","0,25 kg.","0,33 kg.","1,0 kg.","1,3 kg.","3,0 kg."
QUESTÃO 71,"Suponha que você seja um consultor e foi contratado para assessorar a implantação de uma matriz energética em um pequeno país com as seguintes características: região plana, chuvosa e com ventos constantes, dispondo de poucos recursos hídricos e sem reservatórios de combustíveis fósseis. De acordo com as características desse país, a matriz energética de menor impacto e risco ambientais é a baseada na energia","dos biocombustíveis, pois tem menor impacto ambiental e maior disponibilidade.","solar, pelo seu baixo custo e pelas características do país favoráveis à sua implantação.","nuclear, por ter menor risco ambiental e ser adequada a locais com menor extensão territorial.","hidráulica, devido ao relevo, à extensão territorial do país e aos recursos naturais disponíveis.","eólica, pelas características do país e por não gerar gases do efeito estufa nem resíduos de operação."
QUESTÃO 72,"Uma empresa de transportes precisa efetuar a entrega de uma encomenda o mais breve possível. Para tanto, a equipe de logística analisa o trajeto desde a empresa até o local da entrega. Ela verifica que o trajeto apresenta dois trechos de distâncias diferentes e velocidades máximas permitidas diferentes. No primeiro trecho, a velocidade máxima permitida é de 80 km/h e a distância a ser percorrida é de 80 km. No segundo trecho, cujo comprimento vale 60 km, a velocidade máxima permitida é 120 km/h. Supondo que as condições de trânsito sejam favoráveis para que o veículo da empresa ande continuamente na velocidade máxima permitida, qual será o tempo necessário, em horas, para a realização da entrega?","0,7","1,4","1,5","2,0","3,0"
QUESTÃO 73,"No Brasil, uma parte considerável da produção agrícola se deteriora antes de chegar às prateleiras dos supermercados. A radiação gama inibe ou destrói os microrganismos que aceleram a decomposição dos produtos agrícolas. Na indústria de alimentos, utiliza-se a radiação gama proveniente do cobalto, de acordo com a equação: Co Ni β → + + 60 2760 0 -10 0 28 γ Leitura da equação química : todos os índices na equação estão à esquerda; cobalto, índice inferior 27 e superior 60; formando níquel, índice inferior 28 e superior 60; mais beta, índice inferior 1 negativo e superior zero; mais gama, índice inferior zero e superior zero. As radiações emitidas pelo cobalto têm como característica comum",ter massa elevada.,ser onda mecânica.,possuir carga elétrica negativa.,ter baixo poder de penetração na matéria.,não alterar o número de massa do cobalto.
QUESTÃO 74,"A doença de Chagas afeta mais de oito milhões de brasileiros, sendo comum em áreas rurais. É uma doença causada pelo protozoário Trypanosoma cruzi e transmitida por insetos conhecidos como barbeiros ou chupanças. Uma ação do homem sobre o meio ambiente que tem contribuído para o aumento dessa doença é",o consumo de carnes de animais silvestres que são hospedeiros do vetor da doença.,a utilização de adubos químicos na agricultura que aceleram o ciclo reprodutivo do barbeiro.,a ausência de saneamento básico que favorece a proliferação do protozoário em regiões habitadas por humanos.,a poluição dos rios e lagos com pesticidas que exterminam o predador das larvas do inseto transmissor da doença.,o desmatamento que provoca a migração ou o desaparecimento dos animais silvestres dos quais o barbeiro se alimenta.
QUESTÃO 75,"Nossa pele possui células que reagem à incidência de luz ultravioleta e produzem uma substância chamada melanina, responsável pela pigmentação da pele. Pensando em se bronzear, uma garota vestiu um biquíni, acendeu a luz de seu quarto e deitou-se exatamente abaixo da lâmpada incandescente. Após várias horas ela percebeu que não conseguiu resultado algum. O bronzeamente não ocorreu porque a luz emitida pela lâmpada incandescente é de",baixa intensidade.,baixa frequência.,um espectro contínuo.,amplitude inadequada.,curto comprimento de onda.
