question,body,A,B,C,D,E
QUESTÃO 37,"Na sociedade democrática, as opiniões de cada um não são fortalezas ou castelos para que neles nos encerremos como forma de autoafirmação pessoal. Não só temos de ser capazes de exercer a razão em nossas argumentações, como também devemos desenvolver a capacidade de ser convencidos pelas melhores razões. A partir dessa perspectiva, a verdade buscada é sempre um resultado , não ponto de partida: e essa busca inclui a conversação entre iguais, a polêmica, o debate, a controvérsia. A ideia de democracia presente no texto, baseada na concepção de Habermas acerca do discurso, defende que a verdade é um(a)","alvo objetivo alcançável por cada pessoa, como agente racional autônomo.","critério acima dos homens, de acordo com o qual podemos julgar quais opiniões são as melhores.","construção da atividade racional de comunicação entre os indivíduos, cujo resultado é um consenso.","produto da razão, que todo indivíduo traz latente desde o nascimento, mas que só se firma no processo educativo.","resultado que se encontra mais desenvolvido nos espíritos elevados, a quem cabe a tarefa de convencer os outros."
QUESTÃO 38,"Descrição da imagem: Fotografia que mostra um grande número de pessoas segurando faixas de protesto. No primeiro plano, há uma grande faixa com os dizeres: Fora Collor! Impeachment já! Na imagem, encontram-se referências a um momento de intensa agitação estudantil no país. Tal mobilização se explica pela",divulgação de denúncias de corrupção envolvendo o presidente da República.,criminalização dos movimentos sociais realizada pelo Governo Federal.,adoção do arrocho salarial implementada pelo Ministério da Fazenda.,compra de apoio político promovida pelo Poder Executivo.,violência da repressão estatal atribuída às Forças Armadas.
QUESTÃO 39,"O reconhecimento da união homoafetiva levou o debate à esfera pública, dividindo opiniões. Apesar da grande repercussão gerada pela mídia, a população ainda não se faz suficientemente esclarecida, confundindo o conceito de união estável com casamento. Apesar de ter sido legitimado pelo Supremo Tribunal Federal (STF), o reconhecimento da união homoafetiva é fruto do protagonismo dos movimentos sociais como um todo. As decisões em favor das minorias, tomadas pelo Poder Judiciário, foram possíveis pela organização desses grupos. Ainda que não sejam assimiladas por toda a população, essas mudanças",contribuem para a manutenção da ordem social.,reconhecem a legitimidade desses pleitos.,dependem da iniciativa do Poder Legislativo Federal.,resultam na celebração de um consenso político.,excedem o princípio da iso nomia jurídica.  CH - 1º dia | Caderno 11 - BRANCO - Página 14 2015
QUESTÃO 40,"Em 1881, a Câmara dos Deputados aprovou uma reforma na lei eleitoral brasileira, a fim de introduzir o voto direto. A grande novidade, porém, ficou por conta da exigência de que os eleitores soubessem ler e escrever. As consequências logo se refletiram nas estatísticas. Em 1872, havia mais de 1 milhão de votantes, já em 1886, pouco mais de 100 mil cidadãos participaram das eleições parlamentares. Houve um corte de quase 90 por cento do eleitorado. Nas últimas décadas do século XIX, o Império do Brasil passou por transformações como as descritas, que representaram a",ascensão dos “homens bons”.,restrição dos direitos políticos.,superação dos currais eleitorais.,afirmação do eleitorado monarquista.,ampliação da representação popular.
QUESTÃO 41,"Em 1943, Getúlio Vargas criou o Departamento de Propaganda e Difusão Cultural junto ao Ministério da Justiça, esvaziando o Ministério da Educação não só da propaganda, mas também do rádio e do cinema. A decisão tinha como objetivo colocar os meios de comunicação de massa a serviço direto do Poder Executivo, iniciativa que tinha inspiração direta no recém-criado Ministério da Propaganda alemão. No contexto citado, a transferência de funções entre ministérios teve como finalidade o(a)",desativação de um sistema tradicional de comunicação voltado para a educação.,controle do conteúdo da informação por meio de uma orientação política e ideológica.,subordinação do Ministério da Educação ao Ministério da Justiça e ao Poder Executivo.,ampliação do raio de atuação das emissoras de rádio como forma de difusão da cultura popular.,demonstração de força política do Executivo diante de ministérios herdados do governo anterior.
QUESTÃO 42,"A população negra teve que enfrentar sozinha o desafio da ascensão social, e frequentemente procurou fazê-lo por rotas originais, como o esporte, a música e a dança. Esporte, sobretudo o futebol, música, sobretudo o samba, e dança, sobretudo o carnaval, foram os principais canais de ascensão social dos negros até recentemente. A libertação dos escravos não trouxe consigo a igualdade efetiva. Essa igualdade era afirmada nas leis, mas negada na prática. Ainda hoje, apesar das leis, aos privilégios e arrogâncias de poucos correspondem o desfavorecimento e a humilhação de muitos. Em relação ao argumento de que no Brasil existe uma democracia racial, o autor demonstra que",essa ideologia equipara a nação a outros países modernos.,esse modelo de democracia foi possibilitado pela miscigenação.,essa peculiaridade nacional garantiu mobilidade social aos negros.,esse mito camuflou formas de exclusão em relação aos afrodescendentes.,essa dinâmica política depende da participação ativa de todas as etnias.  CH - 1º dia | Caderno 11 - BRANCO - Página 15 2015
QUESTÃO 43,"TEXTO I Os problemas ambientais são consequência direta da intervenção humana nos diferentes ecossistemas da Terra, causando desequilíbrios no meio ambiente e comprometendo a qualidade de vida. TEXTO II Descrição da imagem: Três imagens representam as geleiras da Groenlândia e mostram o impacto dos problemas ambientais. A primeira imagem é do ano de 1992 e mostra que ocorreu um impacto pequeno nas extremidades da geleira. A segunda imagem é do ano de 2002 e mostra que o impacto ambiental aumentou nas extremidades da geleira e que começa a avançar para o centro. A terceira imagem, do ano de 2005, mostra que o impacto ambiental aumentou, comprometendo toda a parte inferior da geleira e a extremidade superior esquerda. As imagens representam as geleiras da Groenlândia, que sofreram e sofrem impactos, resultantes do(a)",ilha de calor.,chuva ácida.,erosão eólica.,inversão térmica.,aquecimento global.
QUESTÃO 44,"A crescente conscientização sobre os efeitos do modelo intensivo de produção, adotado de forma geral na agricultura, tem gerado também uma série de reações. De fato, a agricultura está cada vez mais pressionada pelo conjunto de relações que mantém com a sociedade em geral, sendo emergente o que comumente se denomina “questão ambiental”. Essas relações, às vezes de dependência, às vezes de conflito, são as que determinam uma chamada ampla para mudanças orientadas à sustentabilidade, não só da atividade agrícola em si, senão que afete de maneira geral a todo o entorno no qual a agricultura está inserida. No texto, faz-se referência a um tipo de pressão da sociedade contemporânea sobre a agricultura. Essa pressão objetiva a seguinte transformação na atividade agrícola:",Ampliação de políticas de financiamento voltadas para a produção de transgênicos.,Modernização do modo de produção focado na alta produtividade da terra.,Expansão do agronegócio relacionado ao mercado consumidor externo.,Promoção de práticas destinadas à conservação de recursos naturais.,Inserção de modelos orientados ao uso intensivo de agroquímicos.
QUESTÃO 45,"Uma dimensão da flexibilização do tempo de trabalho é a sutileza cada vez maior das fronteiras que separam o espaço de trabalho e o do lar, o tempo de trabalho e o de não trabalho. Os mecanismos modernos de comunicação permitem que, no horário de descanso, os trabalhadores permaneçam ligados à empresa. Mesmo não exercendo diretamente suas atividades profissionais, o trabalhador fica à disposição da empresa ou leva problemas para refletir em casa. É muito comum o trabalhador estar de plantão, para o caso de a empresa ligar para o seu celular ou pager . A remuneração para esse estado de alerta é irrisória ou inexistente. A relação entre mudanças tecnológicas e tempo de trabalho apresentada pelo texto implica o",prolongamento da jornada de trabalho com a intensificação da exploração.,aumento da fragmentação da produção com a racionalização do trabalho.,privilégio de funcionários familiarizados com equipamentos eletrônicos.,crescimento da contratação de mão de obra pouco qualificada.,declínio dos salários pagos aos empregados mais idosos.  CN - 1º dia | Caderno 11 - BRANCO - Página 16 2015
QUESTÃO 46,"Na natureza a matéria é constantemente transformada por meio dos ciclos biogeoquímicos. Além do ciclo da água, existem os ciclos do carbono, do enxofre, do fósforo, do nitrogênio e do oxigênio. O elemento que está presente em todos os ciclos nomeados é o",fósforo.,enxofre.,carbono.,oxigênio.,nitrogênio.
QUESTÃO 47,"Bioindicador ou indicador biológico é uma espécie ou grupo de espécies que reflete o estado biótico ou abiótico de um meio ambiente, o impacto produzido sobre um hábitat, comunidade ou ecossistema, entre outras funções. A posição trófica do organismo bioindicador é uma das características mais relevantes quanto ao seu grau de importância para essa função: quanto mais baixo o nível trófico do organismo, maior é a sua utilidade, pois pressupõe-se que toda a cadeia trófica é contaminada a partir dele. O grupo de organismos mais adequado para essa condição, do ponto de vista da sua posição na cadeia trófica, é constituído por",algas.,peixes.,baleias.,camarões.,anêmonas.
QUESTÃO 48,"Durante uma aula experimental de física, os estudantes construíram um sistema ressonante com pêndulos simples. As características de cada pêndulo são apresentadas no quadro. Inicialmente, os estudantes colocaram apenas o pêndulo A para oscilar. Descrição da imagem: Quadro apresenta três colunas: na primeira coluna, estão representados os pêndulos a serem estudados. Na segunda coluna, suas respectivas massas. E na terceira coluna, os comprimentos do barbante. O pêndulo A tem mass a M e comprimento L. O pêndulo 1 tem massa M e comprimento L.O pêndulo 2 tem massa M sobre 2 e comprimento 2 L.O pêndulo 3 tem massa 2 M e comprimento L sobre 2. O pêndulo 4 tem massa M sobre 2 e comprimento L sobre 2. O pêndulo 5 tem massa de 2 M e comprimento L. Quais pêndulos, além desse, passaram também a oscilar?","1, 2, 3, 4 e 5.","1, 2 e 3.",1 e 4.,1 e 5.,3 e 4.
QUESTÃO 49,"Descrição da imagem: Esquema que representa um ciclo no qual as moléculas de C6H12O6 e de CO2 estão relacionadas por processos identificados pelas setas 1 e 2. A seta de número 1 parte da molécula de C6H12O6 e chega à molécula de CO2. Já a seta de número 2, parte da molécula de CO2 e chega à molécula de C6H12O6. No esquema representado, o processo identificado pelo número 2 é realizado por",seres herbívoros.,fungos fermentadores.,bactérias heterótrofas.,organismos produtores.,microrganismos decompositores. CN - 1º dia | Caderno 11 - BRANCO - Página 17 2015
QUESTÃO 50,"Para irrigar sua plantação, um produtor rural construiu um reservatório a 20 metros de altura a partir da barragem de onde será bombeada a água. Para alimentar o motor elétrico das bombas, ele instalou um painel fotovoltaico. A potência do painel varia de acordo com a incidência solar, chegando a um valor de pico de 80 watts ao meio-dia. Porém, entre as 11 horas e 30 minutos e as 12 horas e 30 minutos, disponibiliza uma potência média de 50 watts. Considere a aceleração da gravidade igual a 10 metros por segundo ao quadrado e uma eficiência de transferência energética de 100 por cento. Qual é o volume de água, em litros, bombeado para o reservatório no intervalo de tempo citado?",150,250,450,900,1 440
QUESTÃO 51,"A fotografia feita sob luz polarizada é usada por dermatologistas para diagnósticos. Isso permite ver detalhes da superfície da pele que não são visíveis com o reflexo da luz branca comum. Para se obter luz polarizada, pode-se utilizar a luz transmitida por um polaroide ou a luz refletida por uma superfície na condição de Brewster, como mostra a figura. Nessa situação, o feixe da luz refratada forma um ângulo de 90 graus com o feixe da luz refletida, fenômeno conhecido como Lei de Brewster. Nesse caso, o ângulo de incidência teta p, também chamado de ângulo de polarização, e o ângulo de refração teta r estão em conformidade com a Lei de Snell. Descrição da imagem: Esquema que apresenta um raio de luz não polarizado incidindo sobre a superfície de uma lâmina com um ângulo de incidência teta p. Parte do raio sofre reflexão e torna-se totalmente polarizado. O ângulo de reflexão é idêntico ao ângulo de incidência. A outra parte do raio sofre refração e torna-se parcialmente polarizado. O ângulo de refração é igual a teta r. Dado: Seno de 30 graus igual a cosseno de 60 graus igual a um meio. Seno de 60 graus igual a cosseno de 30 graus igual a abre parêntese raiz de 3 fecha parêntese sobre 2. Considere um feixe de luz não polarizada proveniente de um meio com índice de refração igual a 1, que incide sobre uma lâmina e faz um ângulo de refração teta r de 30 graus. Nessa situação, qual deve ser o índice de refração da lâmina para que o feixe refletido seja polarizado?",Raiz de 3,Abre parêntese raiz de 3 fecha parêntese sobre 3,2,Um meio,Abre parêntese raiz de 3 fecha parêntese sobre 2  CN - 1º dia | Caderno 11 - BRANCO - Página 18 2015
QUESTÃO 52,"A toxina botulínica (produzida pelo bacilo Clostridium botulinum ) pode ser encontrada em alimentos malconservados, causando até a morte de consumidores. No entanto, essa toxina modificada em laboratório está sendo usada cada vez mais para melhorar a qualidade de vida das pessoas com problemas físicos e/ou estéticos, atenuando problemas como o blefaroespasmo, que provoca contrações involuntárias das pálpebras. O alívio dos sintomas do blefaroespasmo é consequência da ação da toxina modificada sobre o tecido","glandular, uma vez que ela impede a produção de secreção de substâncias na pele.","muscular, uma vez que ela provoca a paralisia das fibras que formam esse tecido.","epitelial, uma vez que ela leva ao aumento da camada de queratina que protege a pele.","conjuntivo, uma vez que ela aumenta a quantidade de substância intercelular no tecido.","adiposo, uma vez que ela reduz a espessura da camada de células de gordura do tecido."
QUESTÃO 53,"A cafeína é um alcaloide, identificado como 1,3,7-trimetilxantina (massa molar igual a 194 gramas por mol), cuja estrutura química contém uma unidade de purina, conforme representado. Esse alcaloide é encontrado em grande quantidade nas sementes de café e nas folhas de chá-verde. Uma xícara de café contém, em média, 80 miligramas de cafeína. Considerando que a xícara descrita contém um volume de 200 mililitros de café, a concentração, em mol por litro, de cafeína nessa xícara é mais próxima de:","0,0004.","0,002.","0,4.",2.,4.
QUESTÃO 54,"A reprodução vegetativa de plantas por meio de estacas é um processo natural. O homem, observando esse processo, desenvolveu uma técnica para propagar plantas em escala comercial. A base genética dessa técnica é semelhante àquela presente no(a)",transgenia.,clonagem.,hibridização.,controle biológico.,melhoramento genético.
QUESTÃO 55,"O acúmulo de plásticos na natureza pode levar a impactos ambientais negativos, tanto em ambientes terrestres quanto aquáticos. Uma das formas de minimizar esse problema é a reciclagem, para a qual é necessária a separação dos diferentes tipos de plásticos. Em um processo de separação foi proposto o seguinte procedimento: I. Coloque a mistura de plásticos picados em um tanque e acrescente água até a metade da sua capacidade. II. Mantenha essa mistura em repouso por cerca de 10 minutos. III. Retire os pedaços que flutuaram e transfira-os para outro tanque com uma solução de álcool. IV. Coloque os pedaços sedimentados em outro tanque com solução de sal e agite bem. Qual propriedade da matéria possibilita a utilização do procedimento descrito?",Massa.,Volume.,Densidade.,Porosidade.,Maleabilidade.  CN - 1º dia | Caderno 11 - BRANCO - Página 19 2015
QUESTÃO 56,"O caramujo gigante africano, Achatina fulica , é uma espécie exótica que tem despertado o interesse das autoridades brasileiras, uma vez que tem causado danos ambientais e prejuízos econômicos à agricultura. A introdução da espécie no Brasil ocorreu clandestinamente, com o objetivo de ser utilizada na alimentação humana. Porém, o molusco teve pouca aceitação no comércio de alimentos, o que resultou em abandono e liberação intencional das criações por vários produtores. Por ser uma espécie herbívora generalista (alimenta-se de mais de 500 espécies diferentes de vegetais), com grande capacidade reprodutiva, tornou-se uma praga agrícola de difícil erradicação. Associada a isto, a ausência de predadores naturais fez com que ocorresse um crescimento descontrolado da população. O desequilíbrio da cadeia alimentar observado foi causado pelo aumento da densidade populacional de","consumidores terciários, em função da elevada disponibilidade de consumidores secundários.","consumidores primários, em função da ausência de consumidores secundários.","consumidores secundários, em função da ausência de consumidores primários.","consumidores terciários, em função da elevada disponibilidade de produtores.","consumidores primários, em função do aumento de produtores."
QUESTÃO 57,"No manual de um carro, encontra-se o seguinte aviso: “Para evitar ferimentos graves, jamais remova a tampa do reservatório de líquido de arrefecimento quando o motor estiver aquecido. A liberação repentina de pressão do reservatório é muito perigosa e poderá causar queimaduras.” Nesse aviso, entende-se por “liberação repentina de pressão” o(a)",aumento rápido de volume do líquido de arrefecimento.,diminuição súbita de temperatura do líquido de arrefecimento.,aumento súbito de volume do vapor do líquido de arrefecimento.,troca rápida de calor entre os ambientes interno e externo ao reservatório.,diminuição rápida da energia cinética das moléculas do vapor do líquido de arrefecimento.  CN - 1º dia | Caderno 11 - BRANCO - Página 20 2015
QUESTÃO 58,"O vinagre vem sendo usado desde a Antiguidade como conservante de alimentos, bem como agente de limpeza e condimento. Um dos principais componentes do vinagre é o ácido acético (massa molar 60 gramas por mol), cuja faixa de concentração deve se situar entre 4 por cento a 6 por cento (massa por volume). Em um teste de controle de qualidade foram analisadas cinco marcas de diferentes vinagres, e as concentrações de ácido acético, em mol por litro , se encontram no quadro. Descrição da imagem: Quadro com duas colunas: na primeira coluna, são apresentadas cinco amostras e, na segunda coluna, são apresentados os resultados da concentração de ácido acético, em mol por litro: Amostra 1: 0,007; Amostra 2: 0,070;Amostra 3: 0,150;Amostra 4: 0,400;Amostra 5: 0,700. A amostra de vinagre que se encontra dentro do limite de concentração tolerado é a",1.,2.,3.,4.,5.
QUESTÃO 59,"Os parasitoides são insetos diminutos, que têm hábitos bastante peculiares: suas larvas se desenvolvem dentro do corpo de outros animais. Em geral, cada parasitoide ataca hospedeiros de determinada espécie e, por isso, esses organismos vêm sendo amplamente usados para o controle biológico de pragas agrícolas. O uso desses insetos na agricultura traz benefícios ambientais, pois diminui o(a)",tempo de produção agrícola.,diversidade de insetos-praga.,aplicação de inseticidas tóxicos.,emprego de fertilizantes agrícolas.,necessidade de combate a ervas daninhas.
QUESTÃO 60,"A figura representa uma embalagem cartonada e sua constituição em multicamadas. De acordo com as orientações do fabricante, essas embalagens não devem ser utilizadas em fornos micro-ondas. Descrição da imagem: Caixa do tipo longa vida ou Tetra Pak . São apresentadas as diversas camadas que formam as paredes dessa caixa. De fora para dentro, há a seguinte ordem de materiais que constituem cada uma das camadas: polietileno, papel, polietileno, alumínio e polietileno. A restrição citada deve-se ao fato de a",embalagem aberta se expandir pela pressão do vapor formado em seu interior.,"camada de polietileno se danificar, colocando o alumínio em contato com o alimento.","fina camada de alumínio blindar a radiação, não permitindo que o alimento se aqueça.","absorção de radiação pelo papel, que se aquece e pode levar à queima da camada de polietileno.","geração de centelhas na camada de alumínio, que pode levar à queima da camada de papel e de polietileno.  CN - 1º dia | Caderno 11 - BRANCO - Página 21 2015"
QUESTÃO 61,"O quadro apresenta a composição do petróleo. Descrição da imagem: Quadro com quatro colunas: na primeira coluna, são apresentadas algumas frações do petróleo. Na segunda coluna, as faixas de tamanho das moléculas. Na terceira coluna, as faixas de ponto de ebulição, em graus Celsius. E, na quarta coluna, seus usos. Fração - Gás:Faixa de tamanho das moléculas: C 1 a C5; Faixa de ponto de ebulição: −160 a 30 graus Celsius; Usos: combustíveis gasosos.Fração - Gasolina: Faixa de tamanho das moléculas: C 5 a C12; Faixa de ponto de ebulição: 30 a 200 graus Celsius; Usos: combustível de motor.Fração - Querosene: Faixa de tamanho das moléculas: C 12 a C 18 ; Faixa de ponto de ebulição: 180 a 400 graus Celsius; Usos: diesel e combustível de alto-forno. Fração - Lubrificantes: Faixa de tamanho das moléculas: maior que C 16; Faixa de ponto de ebulição: maior que 350 graus Celsius; Usos: lubrificantes.Fração - Parafinas: Faixa de tamanho das moléculas: maior que C 20; Faixa de ponto de ebulição: sólidos de baixa fusão;Usos: velas e fósforos.Fração - Asfalto: Faixa de tamanho das moléculas: maior que C 30; Faixa de ponto de ebulição: resíduos pastosos; Usos: pavimentação. Para a separação dos constituintes com o objetivo de produzir a gasolina, o método a ser utilizado é a",filtração.,destilação.,decantação.,precipitação.,centrifugação.
QUESTÃO 62,"Um gel vaginal poderá ser um recurso para as mulheres na prevenção contra a aids. Esse produto tem como princípio ativo um composto que inibe a transcriptase reversa viral. Essa ação inibidora é importante, pois a referida enzima","corta a dupla hélice do DNA, produzindo um molde para o RNA viral.",produz moléculas de DNA viral que vão infectar células sadias.,"polimeriza molécula de DNA, tendo como molde o RNA viral.",promove a entrada do vírus da aids nos linfócitos T.,sintetiza os nucleotídeos que compõem o DNA viral.
QUESTÃO 63,"O Nylon é um polímero (uma poliamida) obtido pela reação do ácido adípico com a hexametilenodiamina, como indicado no esquema reacional. Descrição do esquema reacional: O reagente ácido hexanodioico (ácido adípico): estrutura com 4 carbonos entre os grupos COOH conectados por meio de ligações simples mais o reagente 1,6-diamino-hexano (hexametilenodiamina): estrutura com 4 carbonos entre os grupos C simples NH 2, conectados por meio de ligações simples formam o produto Nylon 6,6: estrutura que se repete n vezes, formada por 4 carbonos entre dois grupos C dupla O, por meio de ligações simples e, na sequência, 4 carbonos entre grupos N simples H, por meio de ligações simples mais o produto n H 2O. Na época da invenção desse composto, foi proposta uma nomenclatura comercial, baseada no número de átomos de carbono do diácido carboxílico, seguido do número de carbonos da diamina. De acordo com as informações do texto, o nome comercial de uma poliamida resultante da reação do ácido butanodioico com o 1,2-diamino-etano é","Nylon 4,3.","Nylon 6,2.","Nylon 3,4.","Nylon 4,2.","Nylon 2,6.  CN - 1º dia | Caderno 11 - BRANCO - Página 22 2015"
QUESTÃO 64,"A remoção de petróleo derramado em ecossistemas marinhos é complexa e muitas vezes envolve a adição de mais sustâncias ao ambiente. Para facilitar o processo de recuperação dessas áreas, pesquisadores têm estudado a bioquímica de bactérias encontradas em locais sujeitos a esse tipo de impacto. Eles verificaram que algumas dessas espécies utilizam as moléculas de hidrocarbonetos como fonte energética, atuando como biorremediadores, removendo o óleo do ambiente. Para serem eficientes no processo de biorremediação citado, as espécies escolhidas devem possuir","células flageladas, que capturem as partículas de óleo presentes na água.","altas taxas de mutação, para se adaptarem ao ambiente impactado pelo óleo.","enzimas, que catalisem reações de quebra das moléculas constituintes do óleo.","parede celular espessa, que impossibilite que as bactérias se contaminem com o óleo.","capacidade de fotossíntese, que possibilite a liberação de oxigênio para a renovação do ambiente poluído."
QUESTÃO 65,"Os calcários são materiais compostos por carbonato de cálcio, que podem atuar como sorventes do dióxido de enxofre (SO2), um importante poluente atmosférico. As reações envolvidas no processo são a ativação do calcário, por meio de calcinação, e a fixação do SO 2 com a formação de um sal de cálcio, como ilustrado pelas equações químicas simplificadas. Descrição das equações químicas: O reagente CaCO3 submetido à ação do calor forma os produtos CaO + CO2. Os reagentes CaO + SO2 + meio mol de O2 levam à formação do “Sal de cálcio”. Considerando-se as reações envolvidas nesse processo de dessulfurização, a fórmula química do sal de cálcio corresponde a",CaSO3.,CaSO4.,CaS2O 8 .,CaSO2.,CaS2O7.
QUESTÃO 66,"Uma enzima foi retirada de um dos órgãos do sistema digestório de um cachorro e, após ser purificada, foi diluída em solução fisiológica e distribuída em três tubos de ensaio com os seguintes conteúdos: • Tubo 1: carne • Tubo 2: macarrão • Tubo 3: banha Em todos os tubos foi adicionado ácido clorídrico (HCl), e o pH da solução baixou para um valor próximo a 2. Além disso, os tubos foram mantidos por duas horas a uma temperatura de 37 graus Celsius. A digestão do alimento ocorreu somente no tubo 1. De qual órgão do cachorro a enzima foi retirada?",Fígado.,Pâncreas.,Estômago.,Vesícula biliar.,Intestino delgado.
QUESTÃO 67,"Observações astronômicas indicam que no centro de nossa galáxia, a Via Láctea, provavelmente exista um buraco negro cuja massa é igual a milhares de vezes a massa do Sol. Uma técnica simples para estimar a massa desse buraco negro consiste em observar algum objeto que orbite ao seu redor e medir o período de uma rotação completa, T , bem como o raio médio, R , da órbita do objeto, que supostamente se desloca, com boa aproximação, em movimento circular uniforme. Nessa situação, considere que a força resultante, devido ao movimento circular, é igual, em magnitude, à força gravitacional que o buraco negro exerce sobre o objeto. A partir do conhecimento do período de rotação, da distância média e da constante gravitacional, G , a massa do buraco negro é","Fração, cujo numerador é: 4 vezes, abre parêntese, Pi elevado ao quadrado, fecha parêntese, vezes, abre parêntese R elevado ao quadrado, fecha parêntese. O denominador é: G vezes, abre parêntese, T elevado ao quadrado, fecha parêntese.","Fração, cujo numerador é: Pi elevado ao quadrado vezes, abre parêntese, R elevado ao cubo, fecha parêntese. O denominador é: 2 vezes G vezes, abre parêntese, T elevado ao quadrado, fecha parêntese.","Fração, cujo numerador é: 2 vezes, abre parêntese, Pi elevado ao quadrado, fecha parêntese, vezes, abre parêntese, R elevado ao cubo, fecha parêntese. O denominador é: G vezes, abre parêntese, T elevado ao quadrado, fecha parêntese.","Fração, cujo numerador é: 4 vezes, abre parêntese, Pi elevado ao quadrado, fecha parêntese, vezes, abre parêntese R elevado ao cubo, fecha parêntese. O denominador é: G vezes, abre parêntese, T elevado ao quadrado, fecha parêntese.","Fração, cujo numerador é: Pi elevado ao quadrado vezes, abre parêntese, R elevado à quinta potência, fecha parêntese. O denominador é: G vezes, abre parêntese, T elevado ao quadrado, fecha parêntese. CN - 1º dia | Caderno 11 - BRANCO - Página 23 2015"
QUESTÃO 68,"Pesquisas recentes indicam que o Bisfenol A, substância encontrada em alguns plásticos usados comumente pela população humana, pode causar danos à saúde. Tem sido demonstrado, por exemplo, que a exposição de homens adultos ao Bisfenol A pode levar à impotência ou induzir à ginecomastia (crescimento de mamas). As alterações citadas ocorrem porque esse composto mimetiza o hormônio",cortisol.,estrogênio.,aldosterona.,testosterona.,do crescimento.
QUESTÃO 69,"O soro fisiológico usado na limpeza de ferimentos é uma solução aquosa cujo único eletrólito presente é o cloreto de sódio, na concentração de 0,9 por cento. Para assegurar a qualidade do produto, o fabricante deve realizar diversos testes em laboratório, sendo um dos ensaios a determinação da concentração de cloreto de sódio. Qual destas técnicas o fabricante pode utilizar para controlar a concentração desse composto no produto?",O teste de chama.,A medida da turbidez.,A determinação da cor.,A determinação do pH.,A medida da condutividade.
QUESTÃO 70,"Em altos-fornos siderúrgicos, as temperaturas acima de 600 graus Celsius são mensuradas por meio de pirômetros óticos. Esses dispositivos apresentam a vantagem de medir a temperatura de um objeto aquecido sem necessidade de contato. Dentro de um pirômetro ótico, um filamento metálico é aquecido pela passagem de corrente elétrica até que sua cor seja a mesma que a do objeto aquecido em observação. Nessa condição, a temperatura conhecida do filamento é idêntica à do objeto aquecido em observação. A propriedade da radiação eletromagnética avaliada nesse processo é a",amplitude.,coerência.,frequência.,intensidade.,velocidade.
QUESTÃO 71,"A fenilcetonúria é uma doença hereditária autossômica recessiva, associada à mutação do gene PAH, que limita a metabolização do aminoácido fenilalanina. Por isso, é obrigatório, por lei, que as embalagens de alimentos, como refrigerantes dietéticos, informem a presença de fenilalanina em sua composição. Uma mulher portadora de mutação para o gene PAH tem três filhos normais, com um homem normal, cujo pai sofria de fenilcetonúria, devido à mesma mutação no gene PAH encontrada em um dos alelos da mulher. Qual a probabilidade de a quarta criança gerada por esses pais apresentar fenilcetonúria?",0 por cento,"12,5 por cento",25 por cento,50 por cento,75 por cento  CN - 1º dia | Caderno 11 - BRANCO - Página 24 2015
QUESTÃO 72,"Num sistema de freio convencional, as rodas do carro travam e os pneus derrapam no solo, caso a força exercida sobre o pedal seja muito intensa. O sistema ABS evita o travamento das rodas, mantendo a força de atrito no seu valor estático máximo, sem derrapagem. O coeficiente de atrito estático da borracha em contato com o concreto vale 1,0 e o coeficiente de atrito cinético para o mesmo par de materiais é 0,75. Dois carros, com velocidades iniciais iguais a 108 quilômetros por hora, iniciam a frenagem numa estrada perfeitamente horizontal de concreto no mesmo ponto. O carro 1 tem sistema ABS e utiliza a força de atrito estática máxima para a frenagem; já o carro 2 trava as rodas, de maneira que a força de atrito efetiva é a cinética. Considere g = 10 metros por segundo ao quadrado . As distâncias, medidas a partir do ponto em que iniciam a frenagem, que os carros 1 (d 1) e 2 (d2) percorrem até parar são, respectivamente,",d1 = 45 metros e d2 = 60 metros.,d1 = 60 metros e d2 = 45 metros.,d1 = 90 metros e d2 = 120 metros.,"d1 = 5,8 vezes abre parêntese 10 elevado ao quadrado fecha parêntese metros e d2 = 7,8 vezes abre parêntese 10 elevado ao quadrado fecha parêntese metros.","d1 = 7,8 vezes abre parêntese 10 elevado ao quadrado fecha parêntese metros e d2 = 5,8 vezes abre parêntese 10 elevado ao quadrado fecha parêntese metros."
QUESTÃO 73,"Cinco indústrias de ramos diferentes foram instaladas ao longo do curso de um rio. O descarte dos efluentes dessas indústrias acarreta impacto na qualidade de suas águas. O pH foi determinado em diferentes pontos desse rio, a 25 graus Celsius , e os resultados são apresentados no quadro. Descrição da imagem: Quadro com duas colunas: na primeira coluna, são apresentados os pontos de coleta. Na segunda coluna, seus respectivos valores de pH. Ponto de coleta antes da primeira indústria: valor de pH 5,5. Ponto de coleta entre a primeira e a segunda indústria: valor de pH 5,5. Ponto de coleta entre a segunda e a terceira indústria: valor de pH 7,5. Ponto de coleta entre a terceira e a quarta indústria: valor de pH 7,0. Ponto de coleta entre a quarta e a quinta indústria: valor de pH 7,0. Ponto de coleta após a quinta indústria: valor de pH 6,5. A indústria que descarta um efluente com características básicas é a",primeira.,segunda.,terceira.,quarta.,quinta.  CN - 1º dia | Caderno 11 - BRANCO - Página 25 2015
