question,body,A,B,C,D,E
QUESTÃO 37,"TEXTO I Documentos do século XVI algumas vezes se referem aos habitantes indígenas como “os brasis”, ou “gente brasília” e, ocasionalmente no século XVII, o termo “brasileiro” era a eles aplicado, mas as referências ao status econômico e jurídico desses eram muito mais populares. Assim, os termos “negro da terra” e “índios” eram utilizados com mais frequência do que qualquer outro. TEXTO II Índio é um conceito construído no processo de conquista da América pelos europeus. Desinteressados pela diversidade cultural, imbuídos de forte preconceito para com o outro, o indivíduo de outras culturas, espanhóis, portugueses, franceses e anglo-saxões terminaram por denominar da mesma forma povos tão díspares quanto os tupinambás e os astecas. Ao comparar os textos, as formas de designação dos grupos nativos pelos europeus, durante o período analisado, são reveladoras da","concepção idealizada do território, entendido como geograﬁcamente indiferenciado.",percepção corrente de uma ancestralidade comum às populações ameríndias.,compreensão etnocêntrica acerca das populações dos territórios conquistados.,transposição direta das categorias originadas no imaginário medieval.,visão utópica conﬁgurada a partir de fantasias de riqueza.
QUESTÃO 38,"Na obra Hamlet , William Shakespeare escreve: Ser ou não ser — eis a questão. Morrer — dormir — Dormir! Talvez sonhar. Aí está o obstáculo!Os sonhos que hão de vir no sono da morte Quando tivermos escapado ao tumulto vital Nos obrigam a hesitar: e é essa a reflexão Que dá à desventura uma vida tão longa.Este solilóquio pode ser considerado um precursor do existencialismo ao enfatizar a tensão entre",consciência de si e angústia humana.,inevitabilidade do destino e incerteza moral.,tragicidade da personagem e ordem do mundo.,racionalidade argumentativa e loucura iminente.,dependência paterna e impossibilidade de ação.
QUESTÃO 39,"TEXTO I Descrição do anúncio: Uma mulher vestida de astronauta segura um produto de limpeza. Abaixo há um texto em inglês cuja tradução é: “As mulheres do futuro farão da Lua um lugar mais limpo para se viver”. TEXTO II Metade da nova equipe da Nasa é composta por mulheres Até hoje, cerca de 350 astronautas americanos já estiveram no espaço, enquanto as mulheres não chegam a ser um terço desse número. Após o anúncio da turma composta 50% por mulheres, alguns internautas escreveram comentários machistas e desrespeitosos sobre a escolha nas redes sociais. A comparação entre o anúncio publicitário de 1968 e a repercussão da notícia de 2016 mostra a",elitização da carreira cientíﬁca.,qualiﬁcação da atividade doméstica.,ambição de indústrias patrocinadoras.,manutenção de estereótipos de gênero.,equiparação de papéis nas relações familiares. CH - 1º dia | Caderno 3 - BRANCO - Página 14
QUESTÃO 40,"No livro Aforismo para a sabedoria da vida , Schopenhauer escreve: Sentimos que toda satisfação de nossos desejos advinda do mundo assemelha-se à esmola que mantém hoje o mendigo vivo, porém prolonga amanhã a sua fome. A resignação, ao contrário, assemelha-se à fortuna herdada: livra o herdeiro para sempre de todas as preocupações. O trecho destaca uma ideia remanescente de uma tradição ﬁlosóﬁca ocidental, segundo a qual a felicidade se mostra indissociavelmente ligada à",consagração de relacionamentos afetivos.,administração da independência interior.,fugacidade do conhecimento empírico.,liberdade de expressão religiosa.,busca de prazeres efêmeros.
QUESTÃO 41,"Trecho de reportagem do Jornal do Brasil publicada em 1989: Batizado por Tancredo Neves de “Nova República”, o período que marca o reencontro do Brasil com os governos civis e a democracia ainda não completou seu quinto ano e já viveu dias de grande comoção. Começou com a tragédia de Tancredo, seguiu pela euforia do Plano Cruzado, conheceu as depressões da inflação e das ameaças da hiperinflação e desembocou na movimentação que antecede as primeiras eleições diretas para presidente em 29 anos. O período descrito apresenta continuidades e rupturas em relação à conjuntura histórica anterior. Uma dessas continuidades consistiu na",representação do legislativo com a fórmula do bipartidarismo.,detenção de lideranças populares por crimes de subversão.,presença de políticos com trajetórias no regime autoritário.,prorrogação das restrições advindas dos atos institucionais.,estabilidade da economia com o congelamento anual de preços.
QUESTÃO 42,"Descrição da imagem: Ilustração de uma área campestre em que contêineres que funcionam como casas estão enﬁleirados sobre trilhos. Os moradores de Andalsnes, na Noruega, poderiam se dar ao luxo de morar perto do trabalho nos dias úteis e de se refugiar na calmaria do bosque aos ﬁns de semana. E sem sair da mesma casa. Bastaria achar uma vaga para estacionar o imóvel antes de curtir o novo endereço. Uma vez implementada, essa proposta afetaria a dinâmica do espaço urbano por reduzir a intensidade do seguinte processo:",Êxodo rural.,Movimento pendular.,Migração de retorno.,Deslocamento sazonal.,Ocupação de áreas centrais.
QUESTÃO 43,"O Rio de Janeiro tem projeção imediata no próprio estado e no Espírito Santo, em parcela do sul do estado da Bahia, e na Zona da Mata, em Minas Gerais, onde tem influência dividida com Belo Horizonte. Compõem a rede urbana do Rio de Janeiro, entre outras cidades: Vitória, Juiz de Fora, Cachoeiro de Itapemirim, Campos dos Goytacazes, Volta Redonda - Barra Mansa, Teixeira de Freitas, Angra dos Reis e Teresópolis. O conceito que expressa a relação entre o espaço apresentado e a cidade do Rio de Janeiro é:",Frente pioneira.,Zona de transição.,Região polarizada.,Área de conurbação.,Periferia metropolitana. CH - 1º dia | Caderno 3 - BRANCO - Página 15
QUESTÃO 44,"No livro Dialética do esclarecimento , de Adorno e Horkheimer, consta: Hoje, a indústria cultural assumiu a herança civilizatória da democracia de pioneiros e empresários, que tampouco desenvolvera uma ﬁneza de sentido para os desvios espirituais. Todos são livres para dançar e para se divertir, do mesmo modo que, desde a neutralização histórica da religião, são livres para entrar em qualquer uma das inúmeras seitas. Mas a liberdade de escolha da ideologia, que reflete sempre a coerção econômica, revela-se em todos os setores como a liberdade de escolher o que é sempre a mesma coisa. A liberdade de escolha na civilização ocidental, de acordo com a análise do texto, é um(a)",legado social.,patrimônio político.,produto da moralidade.,conquista da humanidade.,ilusão da contemporaneidade.
QUESTÃO 45,"Descrição do mapa-múndi: Intitulado “Parceria Transpacíﬁca”, destaca doze países de três continentes: Ásia, Oceania e América. Os países destacados são: Japão, Vietnã, Cingapura, Brunei Darussalam, Malásia, Austrália, Nova Zelândia, Canadá, Estados Unidos, México, Peru e Chile. Dentro das atuais redes produtivas, o referido bloco apresenta composição estratégica por se tratar de um conjunto de países com",elevado padrão social.,sistema monetário integrado.,alto desenvolvimento tecnológico.,identidades culturais semelhantes.,vantagens locacionais complementares. CN - 1º dia | Caderno 3 - BRANCO - Página 16
QUESTÃO 46,"Portadores de diabetes insipidus reclamam da confusão feita pelos proﬁssionais da saúde quanto aos dois tipos de diabetes: mellitus e insipidus . Enquanto o primeiro tipo está associado aos níveis ou à ação da insulina, o segundo não está ligado à deﬁciência desse hormônio. O diabetes insipidus é caracterizado por um distúrbio na produção ou no funcionamento do hormônio antidiurético (na sigla em inglês, ADH), secretado pela neuro-hipóﬁse para controlar a reabsorção de água pelos túbulos renais. Tendo em vista o papel funcional do ADH, qual é um sintoma clássico de um paciente acometido por diabetes insipidus ?",Alta taxa de glicose no sangue.,Aumento da pressão arterial.,Ganho de massa corporal.,Anemia crônica.,Desidratação.
QUESTÃO 47,"A magnetohipertermia é um procedimento terapêutico que se baseia na elevação da temperatura das células de uma região especíﬁca do corpo que estejam afetadas por um tumor. Nesse tipo de tratamento, nanopartículas magnéticas são fagocitadas pelas células tumorais, e um campo magnético alternado externo é utilizado para promover a agitação das nanopartículas e consequente aquecimento da célula. A elevação de temperatura descrita ocorre porque",o campo magnético gerado pela oscilação das nanopartículas é absorvido pelo tumor.,"o campo magnético alternado faz as nanopartículas girarem, transferindo calor por atrito.","as nanopartículas interagem magneticamente com as células do corpo, transferindo calor.",o campo magnético alternado fornece calor para as nanopartículas que o transfere às células do corpo.,"as nanopartículas são aceleradas em um único sentido em razão da interação com o campo magnético, fazendo-as colidir com as células e transferir calor."
QUESTÃO 48,"Pesticidas são produtos usados para controlar pragas. A segurança ao lidar, misturar, aplicar e guardar esses produtos é muito importante para evitar envenenamentos. A toxicidade aguda (oral ou dermal) é medida pela LD 50 (do inglês, letal dose ), que representa a dose letal para 50 por cento de uma população. A dose é geralmente expressa como a massa do produto por quilograma de massa corporal, pressupondo-se que a toxicidade é inversamente proporcional ao tamanho do animal. O quadro mostra os valores de LD 50 para cinco diferentes pesticidas: Descrição do quadro: O quadro apresenta duas colunas: na primeira coluna, os nomes dos pesticidas e, na segunda coluna, seus respectivos valores de dose letal, LD 50, em miligramas por quilograma. • Pesticida: Atrazina; dose letal: 1 870. • Pesticida: DDT; dose letal: 100. • Pesticida: Malation; dose letal: 1 200. • Pesticida: Paration; dose letal: 3,6. • Pesticida: DEET; dose letal: 2 700. Nesse contexto, qual pesticida é o mais tóxico?",DDT.,DEET.,Atrazina.,Malation.,Paration.
QUESTÃO 49,"Apesar da grande diversidade biológica, a hipótese de que a vida na Terra tenha tido uma única origem comum é aceita pela comunidade cientíﬁca.  Uma evidência que apoia essa hipótese é a observação de processos biológicos comuns a todos os seres vivos atualmente existentes. Um exemplo de tal processo é o(a)",desenvolvimento embrionário.,reprodução sexuada.,respiração aeróbica.,excreção urinária.,síntese proteica. CN - 1º dia | Caderno 3 - BRANCO - Página 17
QUESTÃO 50,Um dos problemas do uso de reatores nucleares é a poluição térmica. O descarte da água de refrigeração dessas instalações pode elevar a temperatura de rios e lagos vizinhos em 14 graus Celsius ou mais. Qual é o principal dano ambiental gerado pelo despejo dessa água em rios e lagos?,Diminuição da pressão de vapor da água.,Aumento da capacidade de autodepuração do rio.,Diminuição da solubilidade do gás oxigênio na água.,Elevação da solubilidade do CO2 e aumento da acidez da água.,Decréscimo da atividade metabólica de microrganismos decompositores.
QUESTÃO 51,"Um tubo de vidro com água a 25 graus Celsius foi imerso em um grande recipiente contendo água em ebulição a 100 graus Celsius . Após determinado intervalo de tempo, a água no tubo atingiu 100 graus Celsius . O sistema foi observado por um grande intervalo de tempo em que a quantidade de água e a temperatura de ebulição no recipiente externo foram mantidas constantes. No decorrer do experimento, se observou que a água presente no interior do tubo não entrou em fervura. A água no interior do tubo, após atingir 100 graus Celsius , não entrou em fervura",por não existir diferença de temperatura entre o líquido no tubo e o da imersão.,por ter o líquido no tubo de ensaio realizado trabalho ao longo do experimento.,porque o calor contido na água do tubo era o mesmo contido no recipiente externo.,em função do uso de aquecimento elétrico em vez de aquecimento por combustão.,"por causa da baixa condutividade térmica do vidro, material do qual o tubo é composto."
QUESTÃO 52,"Plásticos são constituídos de macromoléculas que, dependendo de sua composição, apresentam propriedades físicas e químicas diferentes. Propriedades como resistência térmica, densidade, resistência à ação química e propriedades mecânicas determinam a utilidade do polímero. Durante seu processo de reciclagem, em uma etapa inicial, os materiais plásticos são colocados em tanques contendo soluções aquosas de etanol, em diferentes concentrações. O principal objetivo desse procedimento com a mistura de polímeros a ser reciclada é","esterilizar, eliminando os diferentes microrganismos presentes no lixo.","testar a resistência térmica, antes de submetê-los ao processo de fusão.","avaliar a resistência mecânica, testando se os materiais se tornarão quebradiços.","separar os materiais, de acordo com sua flutuabilidade em diferentes concentrações de etanol.","veriﬁcar a reatividade química, testando a sua solubilidade em diferentes concentrações de etanol."
QUESTÃO 53,"Uma invenção que signiﬁcou um grande avanço tecnológico na Antiguidade, a polia composta ou a associação de polias, é atribuída a Arquimedes (287 antes de Cristo a 212 antes de Cristo). O aparato consiste em associar uma série de polias móveis a uma polia ﬁxa. É relatado que Arquimedes teria demonstrado o aparato para o rei Hierão, movendo sozinho, sobre a areia da praia, um navio repleto de passageiros e cargas, algo que seria impossível sem a participação de muitos homens. Suponha que a massa do navio era de 3 000 quilogramas , que o coeﬁciente de atrito estático entre o navio e a areia era de 0,8 e que Arquimedes tenha puxado o navio com uma força paralela à direção do movimento e de módulo igual a 400 newtons . Considere os ﬁos e as polias ideais, a aceleração da gravidade igual a 10 metros por segundo ao quadrado e que a superfície da praia é perfeitamente horizontal. O número mínimo de polias móveis usadas, nessa situação, por Arquimedes foi",3.,6.,7.,8.,10. CN - 1º dia | Caderno 3 - BRANCO - Página 18
QUESTÃO 54,"Biodiversidade e diversidade química e genética O Brasil possui um grande número de espécies distintas entre animais, vegetais e microrganismos envoltos em uma imensa complexidade e distribuídas em uma grande variedade de ecossistemas. O incremento da variabilidade ocorre em razão da permuta genética, a qual propicia a troca de segmentos entre cromátides não irmãs na meiose. Essa troca de segmentos é determinante na",produção de indivíduos mais férteis.,transmissão de novas características adquiridas.,recombinação genética na formação dos gametas.,ocorrência de mutações somáticas nos descendentes.,variação do número de cromossomos característico da espécie.
QUESTÃO 55,"Num experimento, um professor deixa duas bandejas de mesma massa, uma de plástico e outra de alumínio, sobre a mesa do laboratório. Após algumas horas, ele pede aos alunos que avaliem a temperatura das duas bandejas, usando para isso o tato. Seus alunos aﬁrmam, categoricamente, que a bandeja de alumínio encontra-se numa temperatura mais baixa. Intrigado, ele propõe uma segunda atividade, em que coloca um cubo de gelo sobre cada uma das bandejas, que estão em equilíbrio térmico com o ambiente, e os questiona em qual delas a taxa de derretimento do gelo será maior. O aluno que responder corretamente ao questionamento do professor dirá que o derretimento ocorrerá","mais rapidamente na bandeja de alumínio, pois ela tem uma maior condutividade térmica que a de plástico.","mais rapidamente na bandeja de plástico, pois ela tem inicialmente uma temperatura mais alta que a de alumínio.","mais rapidamente na bandeja de plástico, pois ela tem uma maior capacidade térmica que a de alumínio.","mais rapidamente na bandeja de alumínio, pois ela tem um calor especíﬁco menor que a de plástico.","com a mesma rapidez nas duas bandejas, pois apresentarão a mesma variação de temperatura."
QUESTÃO 56,"A vacina contra a febre amarela, utilizada há mais de sessenta anos, produz poucos efeitos colaterais, sendo rara a ocorrência de efeitos graves. No entanto, de 5 a 10 dias após a vacinação, sintomas como febre, dor de cabeça e dor muscular podem ocorrer em 5 por cento das pessoas vacinadas. Esses sintomas ocorrem porque, no organismo, os",elementos presentes na vacina induzem à baixa de imunidade.,patógenos atenuados da vacina ativam o sistema imunológico.,anticorpos da vacina determinam o reconhecimento dos patógenos.,agentes patogênicos sofrem mutações causadas pelos elementos da vacina.,componentes da vacina incluem substâncias que destroem os agentes patogênicos.
QUESTÃO 57,"O Painel Intergovernamental de Mudanças Climáticas (na sigla em inglês, IPCC) prevê que nas próximas décadas o planeta passará por mudanças climáticas e propõe estratégias de mitigação e adaptação a elas. As estratégias de mitigação são direcionadas à causa dessas mudanças, procurando reduzir a concentração de gases de efeito estufa na atmosfera. As estratégias de adaptação , por sua vez, são direcionadas aos efeitos dessas mudanças, procurando preparar os sistemas humanos às mudanças climáticas já em andamento, de modo a reduzir seus efeitos negativos. Considerando as informações do texto, qual ação representa uma estratégia de adaptação?",Construção de usinas eólicas.,Tratamento de resíduos sólidos.,Aumento da eﬁciência dos veículos.,Adoção de agricultura sustentável de baixo carbono.,Criação de diques de contenção em regiões costeiras. CN - 1º dia | Caderno 3 - BRANCO - Página 19
QUESTÃO 58,"O trilho de ar é um dispositivo utilizado em laboratórios de física para analisar movimentos em que corpos de prova (carrinhos) podem se mover com atrito desprezível. A ﬁgura ilustra um trilho horizontal com dois carrinhos (1 e 2) em que se realiza um experimento para obter a massa do carrinho 2. No instante em que o carrinho 1, de massa 150 gramas, passa a se mover com velocidade escalar constante, o carrinho 2 está em repouso. No momento em que o carrinho 1 se choca com o carrinho 2, ambos passam a se movimentar juntos com velocidade escalar constante. Os sensores eletrônicos distribuídos ao longo do trilho determinam as posições e registram os instantes associados à passagem de cada carrinho, gerando os dados do quadro. Descrição da figura: É apresentado um trilho de ar sobre o qual estão posicionados, em diferentes posições, quatro sensores: 1, 2, 3 e 4, a partir da extremidade esquerda do trilho. O carrinho 1 está à esquerda do sensor 1 e o carrinho 2 está entre os sensores 2 e 3. Descrição do quadro: O quadro apresenta duas colunas para cada carrinho (carrinhos 1 e 2). Na primeira coluna, estão as posições (em centímetros), e na segunda coluna, os respectivos instantes (em segundos). Para o carrinho 1, temos: • Posição 15 centímetros e instante 0 segundo. • Posição 30 centímetros e instante 1 segundo. • Posição 75 centímetros e instante 8 segundos. • Posição 90 centímetros e instante 11 segundos. Para o carrinho 2, temos: • Posição 45 centímetros e instante 0 segundo. • Posição 45 centímetros e instante 1 segundo. • Posição 75 centímetros e instante 8 segundos. • Posição 90 centímetros e instante 11 segundos. Com base nos dados experimentais, o valor da massa do carrinho 2 é igual a",50 gramas .,250 gramas .,300 gramas .,450 gramas .,600 gramas .
QUESTÃO 59,"O tratamento de efluentes industriais é um procedimento de grande necessidade ambiental, cujo objetivo é tratar os rejeitos poluentes provenientes das indústrias, no sentido de evitar ou minimizar a contaminação de rios, solos e espécies de animais. Suponha que o efluente líquido de uma indústria esteja contaminado com soda cáustica (NaOH), em alta concentração, e que o técnico responsável disponha, no laboratório, dos reagentes listados no quadro. Descrição do quadro: O quadro apresenta duas colunas: na primeira coluna, os reagentes e, na segunda coluna, suas fórmulas químicas. • Reagente: cloreto de sódio sólido; fórmula: NaCl. • Reagente: carbonato de cálcio sólido; fórmula: CaCO 3. • Reagente: nitrato de sódio sólido; fórmula: NaNO 3. • Reagente: ácido clorídrico concentrado; fórmula: HCl. • Reagente: solução aquosa de amônia 28 por cento em massa; fórmula: NH 3. O reagente mais indicado para o tratamento desse rejeito é",NaCl.,CaCO3.,NaNO3.,HCl.,NH3. CN - 1º dia | Caderno 3 - BRANCO - Página 20
QUESTÃO 60,"No livro Timeu-Crítias , de Platão, consta: Primeiro, em relação àquilo a que chamamos água, quando congela, parece-nos estar a olhar para algo que se tornou pedra ou terra, mas quando derrete e se dispersa, esta torna-se bafo e ar; o ar, quando é queimado, torna-se fogo; e, inversamente, o fogo, quando se contrai e se extingue, regressa à forma do ar; o ar, novamente concentrado e contraído, torna-se nuvem e nevoeiro, mas, a partir destes estados, se for ainda mais comprimido, torna-se água corrente, e de água torna-se novamente terra e pedras; e deste modo, como nos parece, dão geração uns aos outros de forma cíclica. Do ponto de vista da ciência moderna, os “quatro elementos” descritos por Platão correspondem, na verdade, às fases sólida, líquida, gasosa e plasma da matéria. As transições entre elas são hoje entendidas como consequências macroscópicas de transformações sofridas pela matéria em escala microscópica. Excetuando-se a fase de plasma, essas transformações sofridas pela matéria, em nível microscópico, estão associadas a uma",troca de átomos entre as diferentes moléculas do material.,transmutação nuclear dos elementos químicos do material.,redistribuição de prótons entre os diferentes átomos do material.,mudança na estrutura espacial formada pelos diferentes constituintes do material.,alteração nas proporções dos diferentes isótopos de cada elemento presente no material.
QUESTÃO 61,"Uso de vinhaça e impactos nas propriedades do solo e lençol freático Para cada litro de etanol produzido em uma indústria de cana-de-açúcar são gerados cerca de 18 litros de vinhaça, que é utilizada na irrigação das plantações de cana-de-açúcar, já que contém teores médios de nutrientes N, P e K iguais a 357 miligramas por litro, 60 miligramas por litro e 2 034 miligramas por litro, respectivamente. Na produção de 27 000 litros de etanol, a quantidade total de fósforo, em quilograma, disponível na vinhaça será mais próxima de",1.,29.,60.,170.,1 000.
QUESTÃO 62,"Recentemente um estudo feito em campos de trigo mostrou que níveis elevados de dióxido de carbono na atmosfera prejudicam a absorção de nitrato pelas plantas. Consequentemente, a qualidade nutricional desses alimentos pode diminuir à medida que os níveis de dióxido de carbono na atmosfera atingirem as estimativas para as próximas décadas. Nesse contexto, a qualidade nutricional do grão de trigo será modiﬁcada primariamente pela redução de",amido.,frutose.,lipídeos.,celulose.,proteínas. CN - 1º dia | Caderno 3 - BRANCO - Página 21
QUESTÃO 63,"DNA de mamute é revelado Pesquisa dores recuperaram DNA de ossos de mamute ( Mammuthus primigenius ) encontrados na Sibéria, que tiveram sua idade de cerca de 28 mil anos conﬁrmada pela técnica do carbono-14. A técnica de datação apresentada no texto só é possível devido à",proporção conhecida entre carbono-14 e carbono-12 na atmosfera ao longo dos anos.,decomposição de todo o carbono-12 presente no organismo após a morte.,ﬁxação maior do carbono-14 nos tecidos de organismos após a morte.,emissão de carbono-12 pelos tecidos de organismos após a morte.,transformação do carbono-12 em carbono-14 ao longo dos anos.
QUESTÃO 64,"A vegetação apresenta adaptações ao ambiente, como plantas arbóreas e arbustivas com raízes que se expandem horizontalmente, permitindo forte ancoragem no substrato lamacento; raízes que se expandem verticalmente, por causa da baixa oxigenação do substrato; folhas que têm glândulas para eliminar o excesso de sais; folhas que podem apresentar cutícula espessa para reduzir a perda de água por evaporação. As características descritas referem-se a plantas adaptadas ao bioma:",Cerrado.,Pampas.,Pantanal.,Manguezal.,Mata de Cocais.
QUESTÃO 65,"Uma pessoa é responsável pela manutenção de uma sauna úmida. Todos os dias cumpre o mesmo ritual: colhe folhas de capim-cidreira e algumas folhas de eucalipto. Em seguida, coloca as folhas na saída do vapor da sauna, aromatizando-a, conforme representado na ﬁgura. Descrição da figura: É apresentado o sistema de aquecimento de uma sauna úmida. Nela, o gerador (externo à sauna) lança o vapor, por meio de uma tubulação que atravessa a parede da sauna, e o libera próximo ao chão, onde se encontram folhas de capim-cidreira e eucalipto. Qual processo de separação é responsável pela aromatização promovida?",Filtração simples.,Destilação simples.,Extração por arraste.,Sublimação fracionada.,Decantação sólido-líquido. CN - 1º dia | Caderno 3 - BRANCO - Página 22
QUESTÃO 66,"Os ecossistemas degradados por intensa atividade agrícola apresentam, geralmente, diminuição de sua diversidade e perda de sua estabilidade. Nesse contexto, o uso integrado de árvores aos sistemas agrícolas (sistemas agroflorestais) pode cumprir um papel inovador ao buscar a aceleração do processo sucessional e, ao mesmo tempo, uma produção escalonada e diversiﬁcada. Essa é uma estratégia de conciliação entre recuperação ambiental e produção agrícola, pois",substitui gradativamente as espécies cultiváveis por espécies arbóreas.,intensiﬁca a fertilização do solo com o uso de técnicas apropriadas e biocidas.,promove maior diversidade de vida no solo com o aumento da matéria orgânica.,favorece a dispersão das sementes cultivadas pela fauna residente nas áreas florestais.,cria condições para o estabelecimento de espécies pioneiras com a diminuição da insolação sobre o solo.
QUESTÃO 67,"Três lâmpadas idênticas foram ligadas no circuito descrito. A bateria apresenta resistência interna desprezível, e os ﬁos possuem resistência nula. Um técnico fez uma análise do circuito para prever a corrente elétrica nos pontos: A, B, C, D e E; e rotulou essas correntes de I A, IB, IC, ID e IE, respectivamente. Descrição da figura: É apresentado um circuito com três lâmpadas idênticas (L1, L2 e L3) ligadas em paralelo entre si e a uma bateria (de polo positivo à esquerda e negativo à direita). Da bateria, a lâmpada mais próxima é a L3, seguida da L2 e por último a L1. O ponto A está entre o polo positivo da bateria e a lâmpada L3. O ponto B está entre as lâmpadas L3 e L2 (também no lado do polo positivo). O ponto C está ao lado da lâmpada L1 (no lado do polo negativo da bateria). O ponto D está ao lado de L2 (no lado do polo negativo da bateria). E o ponto E está entre a lâmpada L3 e o polo negativo da bateria. O técnico concluiu que as correntes que apresentam o mesmo valor são",IA = IE e IC = ID.,IA = IB = IE e IC = ID.,"IA = IB, apenas.","IA = IB = IE, apenas.","IC = IB, apenas. CN - 1º dia | Caderno 3 - BRANCO - Página 23"
QUESTÃO 68,"Por apresentar signiﬁcativa resistividade elétrica, o graﬁte pode ser utilizado para simular resistores elétricos em circuitos desenhados no papel, com o uso de lápis e lapiseiras. Dependendo da espessura e do comprimento das linhas desenhadas, é possível determinar a resistência elétrica de cada traçado produzido. Na Figura 1 foram utilizados três tipos de lápis diferentes (2H, HB e 6B) para efetuar três traçados distintos. Descrição da Figura 1: São apresentados três resistores: • O primeiro desenhado com lápis 2H em formato serrilhado ou ziguezague; • o segundo desenhado com lápis HB em formato de um segmento de reta; e • o terceiro desenhado com lápis 6B em formato de semicírculo. Munido dessas informações, um estudante pegou uma folha de papel e fez o desenho de um sorvete de casquinha utilizando-se desses traçados. Os valores encontrados nesse experimento, para as resistências elétricas, medidas com o auxílio de um ohmímetro ligado nas extremidades das resistências, são mostrados na Figura 2 . Veriﬁcou-se que os resistores obedeciam à Lei de Ohm. Descrição da Figura 2: São apresentados dois resistores HB, de 10 quilo-ohm cada, que formam uma ﬁgura em V, cujo vértice é o ponto de conexão denominado de C. As extremidades livres são chamadas de A e B. Aos pontos A e B estão ligadas as extremidades do resistor de formato serrilhado 2H de 20 quilo-ohm que representa a parte superior da casquinha. Nesses mesmos pontos A e B também está conectado o resistor de formato semicircular 6B de 5 quilo-ohm que representa a parte de cima do sorvete. Na sequência, conectou o ohmímetro nos terminais A e B do desenho e, em seguida, conectou-o nos terminais B e C, anotando as respectivas resistências elétricas. Ao dividir o valor da resistência elétrica entre os pontos A e B pelo valor da resistência elétrica entre os pontos B e C, qual resultado o estudante obteve?",Um inteiro .,Quatro sétimos.,"Dez, vinte e sete avos.","Quatorze, oitenta e um avos.","Quatro, oitenta e um avos."
QUESTÃO 69,"O carvão ativado é um material que possui elevado teor de carbono, sendo muito utilizado para a remoção de compostos orgânicos voláteis do meio, como o benzeno. Para a remoção desses compostos, utiliza-se a adsorção. Esse fenômeno ocorre por meio de interações do tipo intermoleculares entre a superfície do carvão (adsorvente) e o benzeno (adsorvato, substância adsorvida). No caso apresentado, entre o adsorvente e a substância adsorvida ocorre a formação de:",Ligações dissulfeto.,Ligações covalentes.,Ligações de hidrogênio.,Interações dipolo induzido – dipolo induzido.,Interações dipolo permanente – dipolo per manente.
QUESTÃO 70,"A vitamina C, ou ácido ascórbico, é um nutriente essencial necessário para várias reações metabólicas. Ela atua como cofator no processo de biossíntese da molécula de colágeno. Os seres humanos não fabricam esse nutriente, que é obtido pela alimentação e por suplementos vitamínicos. Uma carência dessa vitamina pode levar a alterações orgânicas, como",disfunções neurológicas.,aumento no tempo de coagulação.,anemia e problemas gastrointestinais.,diﬁculdade visual em ambientes pouco iluminados.,sangramento e inflamação gengival com consequente perda dos dentes. CN - 1º dia | Caderno 3 - BRANCO - Página 24
QUESTÃO 71,"Nucleóﬁlos (Nu− ) são bases de Lewis que reagem com haletos de alquila, por meio de uma reação chamada substituição nucleofílica, como mostrado no esquema: Descrição do esquema: O composto R–X reage com Nu − formando os produtos R–Nu e X − , em que R é um grupo alquila e X é um halogênio. A reação de substituição nucleofílica entre metóxido de sódio ( em que Nu − corresponde a CH3O − ) e brometo de metila fornece um composto orgânico pertencente à função",éter.,éster.,álcool.,haleto.,hidrocarboneto.
QUESTÃO 72,"TEXTO I Biocélulas combustíveis são uma alternativa tecnológica para substituição das baterias convencionais. Em uma biocélula microbiológica, bactérias catalisam reações de oxidação de substratos orgânicos. Liberam elétrons produzidos na respiração celular para um eletrodo, onde fluem por um circuito externo até o cátodo do sistema, produzindo corrente elétrica. Uma reação típica que ocorre em biocélulas microbiológicas utiliza o acetato como substrato. TEXTO II Em sistemas bioeletroquímicos, os potenciais padrão apresentam valores característicos. Para as biocélulas de acetato, considere as seguintes semirreações de redução e seus respectivos potenciais: Descrição das equações químicas: • Os reagentes 2 CO2 + 7 H+ + 8 elétrons formam os produtos CH3COO − + 2 H2O; potencial padrão igual a −0,3 volt. • Os reagentes O2 + 4 H+ + 4 elétrons formam o produto 2 H2O; potencial padrão igual a +0,8 volt. Nessas condições, qual é o número mínimo de biocélulas de acetato, ligadas em série, necessárias para se obter uma diferença de potencial de 4,4 volts?",3,4,6,9,15 CN - 1º dia | Caderno 3 - BRANCO - Página 25
QUESTÃO 73,"A formação de coágulos sanguíneos em veias e artérias é um dos fatores responsáveis pela ocorrência de doenças cardiovasculares, como varizes, infarto e acidentes vasculares cerebrais. A prevenção e o tratamento dessas doenças podem ser feitos com drogas anticoagulantes. A indústria farmacêutica estimula a pesquisa de toxinas animais com essa propriedade. Considerando as adaptações relacionadas aos hábitos alimentares, os animais adequados ao propósito dessas pesquisas são os(as)",moluscos ﬁtófagos.,moscas saprófagas.,pássaros carnívoros.,morcegos frugívoros.,mosquitos hematófagos.
