question,body,A,B,C,D,E
Questão 122,"Lixo espacial Na madrugada de 11 de março de 1978, partes de um foguete soviético reentraram na atmosfera acima da cidade do Rio de Janeiro e caíram no Oceano Atlântico. Foi um belo espetáculo, os inúmeros fragmentos entrando em ignição devido ao atrito com a atmosfera brilharam intensamente, enquanto “cortavam o céu”. Mas se a reentrada tivesse acontecido alguns minutos depois, teríamos uma tragédia, pois a queda seria na área urbana do Rio de Janeiro e não no oceano. Descrição da imagem: Ilustração do planeta Terra com a indicação da cidade do Rio de Janeiro no Hemisfério Sul e com o Oceano Atlântico a leste do Rio de Janeiro. Uma seta indica o sentido de rotação da Terra de oeste para leste (sentido anti-horário vista a partir do Polo Norte). De acordo com os fatos relatados, a velocidade angular do foguete em relação à Terra no ponto de reentrada era",igual à da Terra e no mesmo sentido.,superior à da Terra e no mesmo sentido.,inferior à da Terra e no sentido oposto.,igual à da Terra e no sentido oposto.,superior à da Terra e no sentido oposto.
Questão 123,"Anfíbios como sapos, rãs e pererecas são dotados de diferentes estruturas adaptativas que, ao longo do processo evolutivo, permitiram que ocupassem o ambiente terrestre. Apesar disso, a sobrevivência desses animais permanece dependente de ambientes úmidos ou aquáticos. Essa dependência pode ser justificada pela presença de",respiração branquial nos adultos.,pele delgada altamente permeável.,reprodução por fecundação interna.,regulação térmica independente do ambiente.,embriões em ovos com revestimento calcificado.
Questão 124,"Em uma aula experimental de calorimetria, uma professora queimou 2,5 gramas de castanha-de-  -caju crua para aquecer 350 gramas de água, em um recipiente apropriado para diminuir as perdas de calor. Com base na leitura da tabela nutricional a seguir e da medida da temperatura da água, após a queima total do combustível, ela concluiu que 50 por cento da energia disponível foi aproveitada. O calor específico da água é 1 caloria por grama por grau Celsius , e sua temperatura inicial era de 20 graus Celsius . Descrição do quadro: O quadro apresenta valores para quantidade por porção de 10 gramas de castanhas, o que equivale a 2 castanhas. Valor energético: 70 quilocalorias. Carboidratos: 0,8 grama. Proteínas: 3,5 gramas. Gorduras totais: 3,5 gramas. Qual foi a temperatura da água, em grau Celsius, medida ao final do experimento?",25,27,45,50,70
Questão 125,"Grupos de pesquisa em todo o mundo vêm buscando soluções inovadoras, visando a produção de dispositivos para a geração de energia elétrica. Dentre eles,  pode-se destacar as baterias de zinco-ar, que combinam o oxigênio atmosférico e o metal zinco em um eletrólito aquoso de caráter alcalino. O esquema de funcionamento da bateria zinco-ar está apresentado na figura. Descrição da figura: A figura apresenta uma célula eletroquímica formada por duas semicélulas separadas por uma membrana separadora. A semicélula da esquerda contém um eletrodo poroso. Moléculas do gás oxigênio atravessam esse eletrodo e se transformam no íon OH de carga negativa. Há um fluxo de íons OH de carga negativa que atravessam a membrana separadora indo até a semicélula da direita, que contém um eletrodo de zinco, onde é formado o Zn(OH) 4 de carga 2− . Essa célula eletroquímica está ligada a uma lâmpada através de dois fios: um que parte do eletrodo poroso e outro que parte do eletrodo de zinco. A lâmpada está acesa. No funcionamento da bateria, a espécie química formada no ânodo é",H 2 ( gasoso ).,O 2 ( gasoso ).,H 2 O ( líquido ).,OH de carga negativa  ( aquoso ).,Zn(OH) 4 de carga 2 − ( aquoso ).
Questão 126,"O espectrômetro de massa de tempo de voo é um dispositivo utilizado para medir a massa de íons.  Nele, um íon de carga elétrica q é lançado em uma região de campo magnético constante B vetorial , descrevendo uma trajetória helicoidal, conforme a figura. Essa trajetória é formada pela composição de um movimento circular uniforme no plano yz e uma translação ao longo do eixo x.  A vantagem desse dispositivo é que a velocidade angular do movimento helicoidal do íon é independente de sua velocidade inicial. O dispositivo então mede o tempo t de voo para N voltas do íon. Logo, com base nos valores  q, B, N e t , pode-se determinar a massa do íon. Descrição da figura: Um sistema de três eixos cartesianos (x, y, z) no qual existem linhas de campo magnético (vetor B) dispostas paralelamente ao eixo x (perpendiculares ao plano yz). Uma carga pontual positiva q está executando várias voltas em trajetória helicoidal em torno das linhas de campo magnético B, avançando no sentido positivo do eixo x. A massa do íon medida por esse dispositivo será",Fração de numerador q vezes,vezes t e denominador 2 vezes pi vezes N . B Fração de numerador q vezes B vezes t e denominador pi vezes N .,Fração de numerador 2 vezes q vezes B vezes t e denominador pi vezes N .,Fração de numerador q vezes B vezes t e denominador N .,Fração de numerador 2 vezes q vezes B vezes t e denominador N .
Questão 127,"Na família Retroviridae encontram-se diversos vírus que infectam aves e mamíferos, sendo caracterizada pela produção de DNA a partir de uma molécula de RNA. Alguns retrovírus infectam exclusivamente humanos, não necessitando de outros hospedeiros, reservatórios ou vetores biológicos. As infecções ocasionadas por esses vírus vêm causando mortes e grandes prejuízos ao desenvolvimento social e econômico.  Nesse contexto, pesquisadores têm produzido medicamentos que contribuem para o tratamento dessas doenças. Que avanços tecno lógicos têm contribuído para o tratamento dessas infecções virais?",Melhoria dos métodos de controle dos vetores desses vírus.,Fabricação de soros mutagênicos para combate desses vírus.,Investimento da indústria em equipamentos de proteção individual.,Produção de vacinas que evitam a infecção das células hospedeiras.,Desenvolvimento de antirretrovirais que dificultam  a reprodução desses vírus.
Questão 128,"O concreto utilizado na construção civil é um material formado por cimento misturado a areia, a brita e a água. A areia é normalmente extraída de leitos de rios e a brita, oriunda da fragmentação de rochas. Impactos ambientais gerados no uso do concreto estão associados à extração de recursos minerais e ao descarte indiscriminado desse material. Na tentativa de reverter esse quadro, foi proposta a utilização de concreto reciclado moído em substituição ao particulado rochoso graúdo na fabricação de novo concreto, obtendo um material com as mesmas propriedades que o anterior. O benefício ambiental gerado nessa proposta é a redução do(a)",extração da brita.,extração de areia.,consumo de água.,consumo de concreto.,fabricação de cimento.
Questão 129,"As cutias, pequenos roedores das zonas tropicais, transportam pela boca as sementes que caem das árvores, mas, em vez de comê-las, enterram-nas em outro lugar. Esse procedimento lhes permite salvar a maioria de suas sementes enterradas para as épocas mais secas, quando não há frutos maduros disponíveis. Cientistas descobriram que as cutias roubam as sementes enterradas por outras, e esse comportamento de “ladroagem” faz com que uma mesma semente possa ser enterrada dezenas de vezes. Essa “ladroagem” está associada à relação de",sinfilia.,predatismo.,parasitismo.,competição.,comens alismo.
Questão 130,"Os olhos humanos normalmente têm três tipos de cones responsáveis pela percepção das cores: um tipo para tons vermelhos, um para tons azuis e outro para tons verdes. As diversas cores são o resultado da percepção das cores básicas, como indica a figura. Descrição da figura: A figura possui três círculos que se superpõem parcialmente: um vermelho, um verde e um azul. Na interseção do círculo vermelho com o círculo azul está o magenta. Na interseção do círculo vermelho com o círculo verde está o amarelo. Na interseção do círculo verde com o círculo azul está o ciano. Na região onde os três círculos coloridos se intersecionam está o branco. A protanopia é um tipo de daltonismo em que há diminuição ou ausência de receptores da cor vermelha. Considere um teste com dois voluntários: uma pessoa com visão normal e outra com caso severo de protanopia. Nesse teste, eles devem escrever a cor dos cartões que lhes são mostrados. São utilizadas as cores indicadas na figura. Para qual cartão os dois voluntários identificarão a mesma cor?",Vermelho.,Magenta.,Amarelo.,Branco.,Azul.
Questão 131,"Utilização de resíduo oriundo da torrefação do café na  agricultura em substituição à adubação convencional A cada safra, a quantidade de café beneficiado é igual à quantidade de resíduos gerados pelo seu beneficiamento. O resíduo pode ser utilizado como fertilizante, pois contém cerca de 6,5 por cento de pectina  (um polissacarídeo), aproximadamente 25 por cento de açúcares fermentáveis (frutose, sacarose e galactose), bem como resíduos de alcaloides (compostos aminados) que não foram extraídos no processo. Esse resíduo contribui para a fertilidade do solo, pois",possibilita a reciclagem de carbono e nitrogênio.,"promove o deslocamento do alumínio, que é tóxico.",melhora a compactação do solo por causa da presença de pectina.,eleva o pH do solo em função da degradação dos componentes do resíduo.,apresenta efeitos inibidores de crescimento para a maioria das espécies vegetais pela cafeína.
Questão 132,"Um alimento orgânico deve apresentar em sua embalagem o selo de uma instituição certificadora, garantindo ao consumidor que, além de ser um alimento isento de agrotóxicos, também é produzido com técnicas planejadas e controladas. A técnica de produção desses alimentos causa menor impacto aos recursos naturais, contribuindo para melhorar a qualidade de vida das pessoas. Nesse sistema de produção de alimentos vegetais, o controle de insetos é manejado por meio do(a)",prática de adubação verde.,emprego da compostagem.,controle da irrigação do solo.,utilização de predadores naturais.,uso de sement es inoculadas com Rhizobium .
Questão 133,"Para realizar o desentupimento de tubulações de esgotos residenciais, é utilizada uma mistura sólida comercial que contém hidróxido de sódio (NaOH) e outra espécie química pulverizada. Quando é adicionada água a essa mistura, ocorre uma reação que libera gás hidrogênio e energia na forma de calor, aumentando a eficiência do processo de desentupimento. Considere os potenciais padrão de redução da água e de outras espécies em meio básico, expressos no quadro. Descrição do quadro: Quadro com as semirreações de redução e os respectivos potenciais padrão de redução, em volt. O reagente 2 H 2 O mais 2 elétrons forma os produtos H 2 + 2 OH de carga negativa: –0,83 volt. O reagente Co(OH) 2 mais 2 elétrons forma os produtos Co + 2 OH de carga negativa: –0,73 volt. O reagente Cu(OH) 2 mais 2 elétrons forma os produtos Cu + 2 OH de carga negativa: –0,22 volt. Os reagentes PbO + H 2 O mais 2 elétrons formam os produtos Pb + 2 OH de carga negativa: –0,58 volt. O reagente Al(OH) 4 de carga negativa mais 3 elétrons forma os produtos Al + 4 OH de carga negativa: –2,33 volts. O reagente Fe(OH) 2 mais 2 elétrons forma os produtos Fe + 2 OH de carga negativa: –0,88 volt. Qual é a outra espécie que está presente na composição da mistura sólida comercial para aumentar sua eficiência?",Al,Co,Cu(OH) 2,Fe(OH) 2,Pb
Questão 134,"As redes de alta tensão para transmissão de energia elétrica geram campo magnético variável o suficiente para induzir corrente elétrica no arame das cercas.  Tanto os animais quanto os funcionários das propriedades rurais ou das concessionárias de energia devem ter muito cuidado ao se aproximarem de uma cerca quando esta estiver próxima a uma rede de alta tensão, pois, se tocarem no arame da cerca, poderão sofrer choque elétrico. Para minimizar este tipo de problema, deve-se:",Fazer o aterramento dos arames da cerca.,Acrescentar fusível de segurança na cerca.,Realizar o aterramento da rede de alta tensão.,Instalar fusível de segurança na rede de alta tensão.,Utilizar fios encapados com isolante na rede  de alta tensão.
Questão 135,"Fiocruz anuncia nova fase de vacina para esquistossomose A esquistossomose (barriga-dʼágua) caracteriza-se pela inflamação do fígado e do baço causada pelo verme Schistosoma mansoni (esquistossomo). O contágio ocorre depois que larvas do verme são liberadas na água pelo caramujo do gênero Biomphalaria , seu hospedeiro intermediário, e penetram na pele humana. Após o diagnóstico, o tratamento tradicional utiliza medicamentos por via oral para matar o parasita dentro do corpo. Uma nova estratégia terapêutica baseia-se na utilização de uma vacina, feita a partir de uma proteína extraída do verme, que induz o organismo humano a produzir anticorpos para combater e prevenir a doença. Uma vantagem da vacina em relação ao tratamento tradicional é que ela poderá",impedir a penetração do parasita pela pele.,eliminar o caramujo para que não haja contágio.,impedir o acesso do esquistossomo especificamente para o fígado.,eliminar o esquistossomo antes que ocorra contato com o organismo.,eliminar o esquistossomo dentro do organismo antes da manifestação de sintomas.
Questão 136,"A gripe é uma infecção respiratória aguda de curta duração causada pelo vírus influenza . Ao entrar no nosso organismo pelo nariz, esse vírus multiplica-se, disseminando-se para a garganta e demais partes das vias respiratórias, incluindo os pulmões. O vírus influenza é uma partícula esférica que tem um diâmetro interno de 0,00011 milímetro . Em notação científica, o diâmetro interno do vírus influenza , em milímetro , é","1,1 × 10 - 1","1,1 × 10 - 2","1,1 × 10 - 3","1,1 × 10 - 4","1,1 × 10 - 5"
Questão 137,"Em um jogo on-line, cada jogador procura subir de nível e aumentar sua experiência, que são dois parâmetros importantes no jogo, dos quais dependem as forças de defesa e de ataque do participante. A força de defesa de cada jogador é diretamente proporcional ao seu nível e ao quadrado de sua experiência, enquanto sua força de ataque é diretamente proporcional à sua experiência e ao quadrado do seu nível. Nenhum jogador sabe o nível ou a experiência dos demais. Os jogadores iniciam o jogo no nível 1 com experiência 1 e possuem força de ataque 2 e de defesa 1. Nesse jogo, cada participante se movimenta em uma cidade em busca de tesouros para aumentar sua experiência. Quando dois deles se encontram, um deles pode desafiar o outro para um confronto, sendo o desafiante considerado o atacante. Compara-se então a força de ataque do desafiante com a força de defesa do desafiado e vence o confronto aquele cuja força for maior. O vencedor do desafio aumenta seu nível em uma unidade. Caso haja empate no confronto, ambos os jogadores aumentam seus níveis em uma unidade. Durante um jogo, o jogador J 1 , de nível 4 e experiência 5, irá atacar o jogador J 2 , de nível 2 e experiência 6. O jogador J 1 venceu esse confronto porque a diferença entre sua força de ataque e a força de defesa de seu oponente era",112.,88.,60.,28.,24.
Questão 138,"Em um condomínio, uma área pavimentada, que tem a forma de um círculo com diâmetro medindo 6 metros , é cercada por grama. A administração do condomínio deseja ampliar essa área, mantendo seu formato circular, e aumentando, em 8 metros , o diâmetro dessa região, mantendo o revestimento da parte já existente. O condomínio dispõe, em estoque, de material suficiente para pavimentar mais 100 metros quadrados de área.  O síndico do condomínio irá avaliar se esse material disponível será suficiente para pavimentar a região a ser ampliada. Utilize 3 como aproximação para pi . A conclusão correta a que o síndico deverá chegar, considerando a nova área a ser pavimentada, é a de que o material disponível em estoque","será suficiente, pois a área da nova região a ser pavimentada mede 21 metros quadrados .","será suficiente, pois a área da nova região a ser pavimentada mede 24 metros quadrados .","será suficiente, pois a área da nova região a ser pavimentada mede 48 metros quadrados .","não será suficiente, pois a área da nova região a ser pavimentada mede 108 metros quadrados .","não será suficiente, pois a área da nova região a ser pavimentada mede 120 metros quadrados ."
Questão 139,"Os exercícios físicos são recomendados para o bom funcionamento do organismo, pois aceleram o metabolismo e, em consequência, elevam o consumo de calorias. No gráfico, estão registrados os valores calóricos, em quilocaloria , gastos em cinco diferentes atividades físicas, em função do tempo dedicado às atividades, contado em minuto. Descrição do gráfico: O gráfico mostra os gastos, de 0 a 140 quilocalorias, em função do tempo,  de 5 a 30 minutos. Atividade um: Em 10 minutos gasta 20 quilocalorias. Atividade dois: Em 15 minutos gasta 100 quilocalorias. Atividade três: Em 20 minutos gasta 120 quilocalorias. Atividade quatro: Em 25 minutos gasta 100 quilocalorias. Atividade cinco: Em 30 minutos gasta 80 quilocalorias. Qual dessas atividades físicas proporciona o maior consumo de quilocalorias por minuto?",Um,Dois,Três,Quatro,Cinco
Questão 140,"Um professor aplica, durante os cinco dias úteis de uma semana, testes com quatro questões de múltipla escolha a cinco alunos. Os resultados foram representados na matriz. Descrição da matriz: Matriz composta por cinco linhas e cinco colunas. Na primeira linha estão os números: 3, 2, 0, 1, 2. Na segunda linha estão os números: 3, 2, 4, 1, 2. Na terceira linha estão os números: 2, 2, 2, 3, 2. Na quarta linha estão os números: 3, 2, 4, 1, 0. Na quinta linha estão os números: 0, 2, 0, 4, 4. Nessa matriz os elementos das linhas de 1 a 5 representam as quantidades de questões acertadas pelos alunos Ana, Bruno, Carlos, Denis e Érica, respectivamente, enquanto que as colunas de  1 a 5 indicam os dias da semana, de segunda-feira a sexta-feira, respectivamente, em que os testes  foram aplicados. O teste que apresentou maior quantidade de acertos foi o aplicado na",segunda-feira.,terça-feira.,quarta-feira.,quinta-feira.,sexta-feira.
Questão 141,"Um ciclista quer montar um sistema de marchas usando dois discos dentados na parte traseira de sua bicicleta, chamados catracas. A coroa é o disco dentado que é movimentado pelos pedais da bicicleta, sendo que a corrente transmite esse movimento às catracas, que ficam posicionadas na roda traseira da bicicleta. As diferentes marchas ficam definidas pelos diferentes diâmetros das catracas, que são medidos conforme indicação na figura. Descrição da figura: A figura representa o disco dentado. O diâmetro do disco dentado indicado na figura é o diâmetro do maior círculo interno desse disco. O ciclista já dispõe de uma catraca com 7 centímetros  de diâmetro e pretende incluir uma segunda catraca, de modo que, à medida em que a corrente passe por ela, a bicicleta avance 50 por cento a mais do que avançaria se a corrente passasse pela primeira catraca, a cada volta completa dos pedais. O valor mais próximo da medida do diâmetro da segunda catraca, em centímetro e com uma casa decimal, é","2,3.","3,5.","4,7.","5,3.","10,5."
Questão 142,"O serviço de meteorologia de uma cidade emite relatórios diários com a previsão do tempo. De posse dessas informações, a prefeitura emite três tipos de alertas para a população: • Alerta cinza: deverá ser emitido sempre que a previsão do tempo estimar que a temperatura será inferior a 10 graus Celsius , e a umidade relativa do ar for inferior a 40 por cento ; • Alerta laranja: deverá ser emitido sempre que a previsão do tempo estimar que a temperatura deve variar entre 35 graus Celsius e 40 graus Celsius , e a umidade relativa do ar deve ficar abaixo de 30 por cento ; • Alerta vermelho: deverá ser emitido sempre que a previsão do tempo estimar que a temperatura será superior a 40 graus Celsius , e a umidade relativa do ar for inferior a 25 por cento . Um resumo da previsão do tempo nessa cidade, para um período de 15 dias, foi apresentado no gráfico. Descrição do gráfico: O gráfico de linhas mostra a temperatura e a umidade relativa do ar nos dias: Dia 1: Temperatura inferior a 10 graus Celsius e umidade relativa do ar inferior a 40 por cento. Dia 2: Temperatura igual a 10 graus Celsius e umidade relativa do ar inferior a 20 por cento. Dia 3: Temperatura igual a 10 graus Celsius e umidade relativa do ar inferior a 30 por cento. Dia 4: Temperatura inferior a 20 graus Celsius e umidade relativa do ar inferior a 30 por cento. Dia 5: Temperatura inferior a 20 graus Celsius e umidade relativa do ar igual a 30 por cento. Dia 6: Temperatura inferior a 30 graus Celsius e umidade relativa do ar inferior a 30 por cento. Dia 7: Temperatura igual a 20 graus Celsius e umidade relativa do ar igual a 30 por cento. Dia 8: Temperatura inferior a 30 graus Celsius e umidade relativa do ar inferior a 35 por cento. Dia 9: Temperatura inferior a 30 graus Celsius e umidade relativa do ar igual a 40 por cento. Dia 10: Temperatura inferior a 35 graus Celsius e umidade relativa do ar superior a 40 por cento. Dia 11: Temperatura inferior a 35 graus Celsius e umidade relativa do ar superior a 40 por cento. Dia 12: Temperatura igual a 40 graus Celsius e umidade relativa do ar igual a 20 por cento. Dia 13: Temperatura superior a 40 graus Celsius e umidade relativa do ar igual a 40 por cento. Dia 14: Temperatura igual a 30 graus Celsius e umidade relativa do ar inferior a 35 por cento. Dia 15: Temperatura inferior a 30 graus Celsius e umidade relativa do ar igual a 40 por cento. *LE0225LA18* MT - 2º dia | Caderno 11 - LARANJA - Página 19 Decorridos os 15 dias de validade desse relatório, um funcionário percebeu que, no período a que se refere o gráfico, foram emitidos os seguintes alertas: • Dia 1: alerta cinza; • Dia 12: alerta laranja; • Dia 13: alerta vermelho. Em qual(is) desses dias o(s) aviso(s) foi(ram) emitido(s) corretamente?",1,12,1 e 12,1 e 13,"1, 12 e 13"
Questão 143,"Uma administração municipal encomendou a pintura de dez placas de sinalização para colocar em seu pátio de estacionamento. O profissional contratado para o serviço inicial pintará o fundo de dez placas e cobrará um valor de acordo com a área total dessas placas. O formato de cada placa é um círculo de diâmetro d = 40 centímetros , que tangencia lados de um retângulo, sendo que o comprimento total da placa é h = 60 centímetros . Use 3,14 como aproximação para pi . Qual é a soma das medidas das áreas, em centímetros quadrados, das dez placas?",16 628,22 280,28 560,41 120,66 240
Questão 144,"O rótulo da embalagem de um cosmético informa que a dissolução de seu conteúdo, de acordo com suas especificações, rende 2,7 litros desse produto pronto para o uso. Uma pessoa será submetida a um tratamento estético em que deverá tomar um banho de imersão com esse produto numa banheira com capacidade de 0,3 metro cúbico . Para evitar o transbordamento, essa banheira será preenchida em 80 por cento de sua capacidade. Para esse banho, o número mínimo de embalagens desse cosmético é",9.,12.,89.,112.,134.
Questão 145,"O slogan “Se beber não dirija” , muito utilizado em campanhas publicitárias no Brasil, chama a atenção para o grave problema da ingestão de bebida alcoólica por motoristas e suas consequências para o trânsito. A gravidade desse problema pode ser percebida observando como o assunto é tratado pelo Código de Trânsito Brasileiro. Em 2013, a quantidade máxima de álcool permitida no sangue do condutor de um veículo, que já era pequena, foi reduzida, e o valor da multa para motoristas alcoolizados foi aumentado.  Em consequência dessas mudanças, observou-se queda no número de acidentes registrados em uma suposta rodovia nos anos que se seguiram às mudanças implantadas em 2013, conforme dados no quadro. Descrição do quadro: O quadro mostra o número total de acidentes nos anos: 2013: 1 050 acidentes; 2014: 900 acidentes e 2015: 850 acidentes. Suponha que a tendência de redução no número de acidentes nessa rodovia para os anos subsequentes seja igual à redução absoluta observada de 2014 para 2015. Com base na situação apresentada, o número de acidentes esperados nessa rodovia em 2018 foi de",150.,450.,550.,700.,800.
Questão 146,"Uma pessoa se interessou em adquirir um produto anunciado em uma loja. Negociou com o gerente e conseguiu comprá-lo a uma taxa de juros compostos de 1 por cento ao mês. O primeiro pagamento será um mês após a aquisição do produto, e no valor de R$ 202,00. O segundo pagamento será efetuado um mês após o primeiro, e terá o valor de R$ 204,02. Para concretizar a compra, o gerente emitirá uma nota fiscal com o valor do produto à vista negociado com o cliente, correspondendo ao financiamento aprovado. O valor à vista, em real, que deverá constar na nota fiscal é de","398,02.","400,00.","401,94.","404,00.","406 ,02."
Questão 147,"Três sócios resolveram fundar uma fábrica. O investimento inicial foi de R$ 1 000 000,00.  E, independentemente do valor que cada um investiu nesse primeiro momento, resolveram considerar que cada um deles contribuiu com um terço do investimento inicial. Algum tempo depois, um quarto sócio entrou para a sociedade, e os quatro, juntos, investiram mais  R$ 800 000,00 na fábrica. Cada um deles contribuiu com um quarto desse valor. Quando venderam a fábrica, nenhum outro investimento havia sido feito. Os sócios decidiram então dividir o montante de R$ 1 800 000,00 obtido com a venda, de modo proporcional à quantia total investida por cada sócio. Quais os valores mais próximos, em porcentagens, correspondentes às parcelas financeiras que cada um dos três sócios iniciais e o quarto sócio, respectivamente, receberam?","29,60 e 11,11.","28,70 e 13,89.","25,00 e 25,00.","18,52 e 11,11.","12,96 e 13,89."
Questão 148,"Para contratar três máquinas que farão o reparo de vias rurais de um município, a prefeitura elaborou um edital que, entre outras cláusulas, previa: • Cada empresa interessada só pode cadastrar uma única máquina para concorrer ao edital; • O total de recursos destinados para contratar o conjunto das três máquinas é de R$ 31 000,00; • O valor a ser pago a cada empresa será inversamente proporcional à idade de uso da máquina cadastrada pela empresa para o presente edital. As três empresas vencedoras do edital cadastraram máquinas com 2, 3 e 5 anos de idade de uso. Quanto receberá a empresa que cadastrou a máquina com maior idade de uso?","R$ 3 100,00","R$ 6 000,00","R$ 6 200,00","R$ 15 000,00","R$ 15 500,00"
Questão 149,"Segundo o Instituto Brasileiro de Geografia e Estatística (IBGE), o rendimento médio mensal dos trabalhadores brasileiros, no ano 2000, era de  R$ 1 250,00. Já o Censo 2010 mostrou que, em 2010, esse valor teve um aumento de 7,2 por cento em relação a 2000. Esse mesmo instituto projeta que, em 2020, o rendimento médio mensal dos trabalhadores brasileiros poderá ser 10 por cento maior do que foi em 2010. Supondo que as projeções do IBGE se realizem, o rendimento médio mensal dos brasileiros em 2020 será de","R$ 1 340,00.","R$ 1 349,00.","R$ 1 375,00.","R$ 1 465,00.","R$ 1 474,00."
Questão 150,"Charles Richter e Beno Gutenberg desenvolveram a escala Richter, que mede a magnitude de um terremoto. Essa escala pode variar de 0 a 10, com possibilidades de valores maiores. O quadro mostra a escala de magnitude local (M s ) de um terremoto que é utilizada para descrevê-lo. Descrição do quadro: O quadro mostra a descrição de um terremoto de acordo com a escala de magnitude local (micrômetro vezes hertz). Pequeno: 0 é menor ou igual a magnitude local que  é menor ou igual a 3,9. Ligeiro: 4 é menor ou igual a magnitude local que é menor ou igual a 4,9. Moderado: 5 é menor ou igual a magnitude local que  é menor ou igual a 5,9. Grande: 6 é menor ou igual a magnitude local que é menor ou igual a 9,9. Extremo: A magnitude local é maior ou igual a 10,0  Para se calcular a magnitude local, usa-se a fórmula magnitude local é igual a 3,30 mais log, abre parêntese, A vezes f, fecha parêntese , em que","representa a amplitude máxima da onda registrada por um sismógrafo em micrômetro e f representa a frequência da onda, em hertz. Ocorreu um terremoto com amplitude máxima de 2 000 micrômetros e frequência de 0,2 hertz . Utilize 0,3 como aproximação para log 2. De acordo com os dados fornecidos, o terremoto ocorrido pode ser descrito como A Pequeno.",Ligeiro.,Moderado.,Grande.,Extremo.
Questão 151,"Um estudante de matemática leu a seguinte notícia: “Com a ajuda única e exclusiva do seu cérebro, o francês Alexis Lemaire bateu seu próprio recorde de cálculo mental ao resolver a raiz décima terceira de um número de 200 dígitos, escolhido aleatoriamente por um computador. O francês achou a solução correta, dentre 393 trilhões de respostas possíveis"". Para ter uma ideia de quão mínima era a chance de obter esse resultado ao acaso, o estudante decidiu expressar, em notação científica, o número de respostas possíveis. A expressão, em notação científica, obtida pelo estudante foi","3,93 × 10 10","3,93 × 10 11","3,93 × 10 13","3,93 × 10 14","3,93 × 10 12"
Questão 152,,"Hydrangea macrophylla é uma planta com flor azul ou cor-de-rosa, dependendo do pH do solo no qual está plantada. Em solo ácido (ou seja, com pH menor que  7) a flor é azul, enquanto que em solo alcalino (ou seja, com pH maior que 7)  a flor é rosa. Considere que a Hydrangea cor-de-rosa mais valorizada comercialmente numa determinada região seja aquela produzida em solo com pH inferior a 8. Sabe-se que pH é igual a menos log de x na base 10 , em que x  é a concentração de íon hidrogênio (H + ). Para produzir a Hydrangea cor-de-rosa de maior valor comercial, deve-se preparar o solo de modo que  x assuma A qualquer valor acima de 10 - 8 .",qualquer valor positivo inferior a 10 - 7 .,valores maiores que 7 e menores que 8.,valores maiores que 70 e menores que 80.,valores maiores que 10 - 8 e menores que 10 - 7 .
Questão 153,"Uma pessoa, que perdeu um objeto pessoal quando visitou uma cidade, pretende divulgar nos meios de comunicação informações a respeito da perda desse objeto e de seu contato para eventual devolução.  No entanto, ela lembra que, de acordo com o Artigo  1 234 do Código Civil, poderá ter que pagar pelas despesas do transporte desse objeto até sua cidade e poderá ter que recompensar a pessoa que lhe restituir o objeto em, pelo menos, 5 por cento do valor do objeto. Ela sabe que o custo com transporte será de um quinto do valor atual do objeto e, como ela tem muito interesse em reavê-lo, pretende ofertar o maior percentual possível de recompensa, desde que o gasto total com as despesas não ultrapasse o valor atual do objeto. Nessas condições, o percentual sobre o valor do objeto, dado como recompensa, que ela deverá ofertar é igual a",20 por cento,25 por cento,40 por cento,60 por cento,80 por cento
Questão 154,"O dono de um restaurante situado às margens de uma rodovia percebeu que, ao colocar uma placa de propaganda de seu restaurante ao longo da rodovia, as vendas aumentaram. Pesquisou junto aos seus clientes e concluiu que a probabilidade de um motorista perceber uma placa de anúncio é fração numerador 1 e denominador 2. Com isso, após autorização do órgão competente, decidiu instalar novas placas com anúncios de seu restaurante ao longo dessa rodovia, de maneira que a probabilidade de um motorista perceber pelo menos uma das placas instaladas fosse superior  a fração numerador 99 e denominador 100 . A quantidade mínima de novas placas de propaganda a serem instaladas é",99.,51.,50.,6.,1.
Questão 155,"O preparador físico de um time de basquete dispõe de um plantel de 20 jogadores, com média de altura igual a 1,80 metro . No último treino antes da estreia em um campeonato, um dos jogadores desfalcou o time em razão de uma séria contusão, forçando o técnico a contratar outro jogador para recompor o grupo. Se o novo jogador é 0,20 metro mais baixo que o anterior, qual é a média de altura, em metro, do novo grupo?","1,60","1,78","1,79","1,81","1,82"
Questão 156,"Em uma fábrica de refrigerantes, é necessário que se faça periodicamente o controle no processo de engarrafamento para evitar que sejam envasadas garrafas fora da especificação do volume escrito no rótulo. Diariamente, durante 60 dias, foram anotadas as quantidades de garrafas fora dessas especificações.  O resultado está apresentado no quadro. Descrição do quadro: O quadro mostra a quantidade de garrafas fora das especificações por dia e a quantidade de dias: 52 dias: 0 garrafa fora das especificações. 5 dias: 1 garrafa fora das especificações. 2 dias: 2 garrafas fora das especificações. 1 dia: 3 garrafas fora das especificações.","média diária de g arrafas fora das especificações no período considerado é A 0,1.","0,2.","1,5.","2,0.","3,0."
Questão 157,"O Sistema Métrico Decimal é o mais utilizado atualmente para medir comprimentos e distâncias. Em algumas atividades, porém, é possível observar a utilização de diferentes unidades de medida.  Um exemplo disso pode ser observado no quadro. Descrição do quadro: O quadro mostra a equivalência das seguintes unidades: Polegada: 2,54 centímetros; Jarda: 3 pés e Jarda: 0,9144 metro. Assim, um pé, em polegada, equivale a","0,1200.","0,3048.","1,0800.","12,0000.","36,0000."
