question,body,A,B,C,D,E
QUESTÃO 123,"Durante a evolução das plantas, ocorreu uma transição do ambiente aquático para o ambiente terrestre graças ao surgimento de algumas estruturas que as tornaram independentes da água. Esse fato permitiu maior dispersão desse grupo de seres vivos, sendo possível observá-los em diferentes ambientes na atualidade.  Qual estrutura possibilitou a independência da água para a fecundação dos seres vivos citados acima?",Fruto.,Esporo.,Semente.,Tubo polínico.,Vaso condutor.
QUESTÃO 124,"Atualização da recomendação da  Sociedade Portuguesa de Neonatologia  O vidro contendo alumínio em sua composição é um excelente material para acondicionar medicamentos e suplementos, porque pode ser esterilizado por aquecimento. No entanto, quando o medicamento ou suplemento contém substâncias que se ligam fortemente ao íon desse metal, a dissolução do alumínio é promovida em função do deslocamento do equilíbrio químico estabelecido entre a espécie imobilizada no vidro e a espécie em solução. Por essa razão, recomenda-se que suplementos de nutrição de recém-nascidos contendo gluconato de cálcio sejam acondicionados em embalagens plásticas, e não nesse tipo de vidro.  Caso esse suplemento seja acondicionado em embalagem desse tipo de vidro, o risco de contaminação por alumínio será maior se o(a)",vidro do frasco for translúcido.,concentração de gluconato de cálcio for alta.,frasco de vidro apresentar uma maior espessura.,vidro for previamente esterilizado em altas temperaturas.,reação do alumínio com gluconato de cálcio for endotérmica.
QUESTÃO 125,"Barbatimão é o nome popular de uma árvore cuja casca é utilizada para fins medicinais. Essa casca é constituída principalmente de dois tecidos vegetais: periderme e floema. A extração da casca tem levado à morte muitos indivíduos dessa espécie, quando o corte retira um anel completo ao longo da circunferência do tronco. Aqueles que têm parte da casca retirada sem completar essa circunferência podem sobreviver.  A morte desses indivíduos, decorrente da retirada do anel completo da casca, é provocada pela interrupção da",fotossíntese.,transpiração.,troca de gases.,formação de brotos.,nutrição das raízes.
QUESTÃO 126,"Um garoto comprou vários abacates na feira, mas descobriu que eles não estavam maduros o suficiente para serem consumidos. Sua mãe recomendou que ele colocasse os abacates em um recipiente fechado, pois isso aceleraria seu amadurecimento. Com certa dúvida, o garoto realizou esta experiência: colocou alguns abacates no recipiente e deixou os demais em uma fruteira aberta. Surpreendendo-se, ele percebeu que os frutos que estavam no recipiente fechado amadureceram mais rapidamente.   A aceleração desse processo é causada por",acúmulo de gás etileno.,redução da umidade do ar.,aumento da concentração de CO2.,diminuição da intensidade luminosa.,isolamento do contato com O2 atmosférico.
QUESTÃO 127,"Há muito tempo são conhecidas espécies de lesmas-do-mar com uma capacidade ímpar: guardar parte da maquinaria das células das algas que consomem – os cloroplastos – e mantê-los funcionais dentro das suas próprias células, obtendo assim parte do seu alimento. Investigadores portugueses descobriram que essas lesmas-do-mar podem ser mais eficientes nesse processo do que as próprias algas que consomem.  Essa adaptação confere a esse organismo a capacidade de obter primariamente",ácidos nucleicos.,carboidratos.,proteínas.,vitaminas.,lipídios.
QUESTÃO 128,"A leishmaniose visceral é uma zoonose causada por um protozoário do gênero Leishmania que é encontrado em diversos tecidos. Ela é transmitida ao homem de forma indireta, por vetores do ambiente doméstico. O cão é considerado um importante hospedeiro desse protozoário, podendo ou não apresentar os sintomas da doença, como perda de peso, anemia, ferimentos na pele, diarreia, conjuntivite e insuficiência renal. Em uma região que sofre com alta incidência dessa doença, uma campanha do centro de zoonoses buscou verificar a presença desse protozoário nos cães para tentar controlar a doença.  Em qual material biológico dos cães a presença desse protozoário representa risco de transmissão dessa zoonose?",Urina.,Saliva.,Fezes.,Sangue.,Secreção ocular.
QUESTÃO 129,"Um professor lança uma esfera verticalmente para cima, a qual retorna, depois de alguns segundos, ao ponto de lançamento. Em seguida, lista em um quadro todas as possibilidades para as grandezas cinemáticas.  Descrição do quadro: O quadro apresenta as grandezas cinemáticas da esfera: velocidade v e aceleração a.  Quando o módulo de v é diferente de zero, o sentido é para cima ou para baixo. Quando o módulo de v é igual a zero, o sentido é indefinido.  Quando o módulo de a é diferente de zero, o sentido é para cima ou para baixo. Quando o módulo de a é igual a zero, o sentido é indefinido.  (Fim da descrição)   Ele solicita aos alunos que analisem as grandezas cinemáticas no instante em que a esfera atinge a altura máxima, escolhendo uma combinação para os módulos e sentidos da velocidade e da aceleração.  A escolha que corresponde à combinação correta é",v é igual a zero e a é diferente de zero para cima.,v é diferente de zero para cima e a é igual a zero .,v é igual a zero e a é diferente de zero para baixo.,v é diferente de zero para cima e a é diferente de zero para cima.,v é diferente de zero para baixo e a é diferente de zero para baixo.
QUESTÃO 130,"O número de abelhas encontra-se em declínio em várias regiões do mundo, inclusive no Brasil, sendo que vários fatores contribuem para o colapso de suas colmeias. Nos Estados Unidos, bombas de sementes de espécies vegetais nativas têm sido utilizadas para combater o desaparecimento desses insetos. Elas são pequenas bolinhas recheadas com sementes, adubo e argila. Quando são arremessadas e ficam expostas ao sol e à chuva, germinam até mesmo em solo pouco fértil.  Esse método contribui para a preservação das abelhas porque",reduz sua predação.,reduz o uso de pesticidas.,reduz a competição por abrigo.,aumenta a oferta de alimento.,aumenta os locais de reprodução.
QUESTÃO 131,"Os mais antigos cozinhavam o feijão na panela de ferro a fim de acabar com a palidez de seus filhos. Alguns chegavam até a colocar um prego enferrujado nesse cozimento para liberar o ferro contido nele. Sabe-se que esse elemento pode ser encontrado na sua forma metálica ou iônica, sendo essencial para a manutenção da vida humana.  As estratégias citadas eram utilizadas com o objetivo de",tratar a diarreia.,prevenir a anemia.,evitar as verminoses.,remediar o raquitismo.,combater a febre amarela.
QUESTÃO 132,"A utilização de tecnologia nuclear é um tema bastante controverso, por causa do risco de acidentes graves, como aqueles ocorridos em Chernobyl (1986), em Goiânia (1987) e em Fukushima (2011). Apesar de muitas desvantagens, como a geração de resíduos tóxicos, a descontaminação ambiental dispendiosa em caso de acidentes e a utilização em armas nucleares, a geração de energia nuclear apresenta vantagens em comparação a outras fontes de energia.  A geração dessa energia tem como característica:",Formar resíduos facilmente recicláveis.,Promover o aumento do desmatamento.,Contribuir para a produção de chuva ácida.,Emitir gases tóxicos que são lançados no ambiente.,Produzir calor sem o consumo de combustíveis fósseis.
QUESTÃO 133,"Em uma indústria, o controle da dureza da água é importante quando ela é utilizada em caldeiras, uma vez que sais pouco solúveis, formados a partir de sulfatos e carbonatos, podem acumular-se no interior das tubulações, causando obstruções. Para avaliar a água utilizada nessa indústria, foram realizados testes de qualidade que consideraram os parâmetros apresentados no quadro .  Descrição do quadro: O quadro indica os parâmetros medidos para testes de 1 a 5:  Teste 1: cálcio;  Teste 2: cloreto;  Teste 3: turbidez;  Teste 4: coliformes totais;  Teste 5: sólidos sedimentáveis.  (Fim da descrição)   Qual teste deve ser considerado para controlar a formação desse tipo de obstrução de tubulações?",1,2,3,4,5
QUESTÃO 134,"As aves apresentam dois tipos de músculos em seus corpos: vermelhos e brancos. Aves migratórias como garças, gansos e patos selvagens têm os músculos vermelhos bem desenvolvidos, com ampla rede de vasos sanguíneos.   Nas viagens por grandes distâncias, tais músculos são fundamentais, pois favorecem o(a)",execução de manobras.,metabolismo corpóreo elevado.,manutenção da aerodinâmica.,deslocamento a grandes velocidades.,capacidade de voo em grandes altitudes.
QUESTÃO 135,"Existe no comércio um produto antimofo constituído por uma embalagem com tampa perfurada contendo cloreto de cálcio anidro, CaCl2. Uma vez aberto o lacre, essa substância absorve a umidade ambiente, transformando-se em cloreto de cálcio di-hidratado, fórmula CaCl2 ponto 2H2O. Considere a massa molar da água igual a 18 gramas por mol , e a massa molar do cloreto de cálcio anidro igual a 111 gramas por mol .  Na hidratação da substância presente no antimofo, o ganho percentual, em massa, é mais próximo de",14 por cento .,16 por cento .,24 por cento .,32 por cento .,75 por cento .
