question,body,A,B,C,D,E
QUESTÃO 110,"Esses chopes dourados Jorge Wanderley [...] quando a geração de meu pai batia na minhaa minha achava que era normalque a geração de cimasó podia educar a de baixo batendo quando a minha geração batia na de vocês ainda não sabia que estava erradomas a geração de vocês já sabiae cresceu odiando a geração de cima aí chegou esta hora em que todas as gerações já sabem de tudoe é péssimoter pertencido à geração do meiotendo errado quando apanhou da de cimae errado quando bateu na de baixo e sabendo que apesar de amaldiçoados éramos todos inocentes. Ao expressar uma percepção de atitudes e valores situados na passagem do tempo, o eu lírico manifesta uma angústia sintetizada na",compreensão da efemeridade das convicções antes vistas como sólidas.,consciência das imperfeições aceitas na construção do senso comum.,revolta das novas gerações contra modelos tradicionais de educação.,incerteza da expectativa de mudança por parte das futuras gerações.,crueldade atribuída à forma de punição praticada pelos mais velhos.
QUESTÃO 111,"Centro das atenções em um planeta cada vez mais interconectado, a Floresta Amazônica expõe inúmeros dilemas. Um dos mais candentes diz respeito à madeira e sua exploração econômica, uma saga que envolve os muitos desaﬁos para a conservação dos recursos naturais às gerações futuras. Com o olhar jornalístico, crítico e ao mesmo tempo didático, adentramos a Amazônia em busca de histórias e sutilezas que os dados nem sempre revelam. Lapidamos estatísticas e estudos cientíﬁcos para construir uma síntese útil a quem direciona esforços para conservar a floresta, seja no setor público, seja no setor privado, seja na sociedade civil. Guiada como uma reportagem, rica em informações ilustradas, a obra Madeira de ponta a ponta revela a diversidade de fraudes na cadeia de produção, transporte e comercialização da madeira, bem como as iniciativas de boas práticas que se disseminam e trazem esperança rumo a um modelo de convivência entre desenvolvimento e manutenção da floresta. A ﬁm de alcançar seus objetivos comunicativos, os autores escreveram esse texto para",apresentar informações e comentários sobre o livro.,noticiar as descobertas cientíﬁcas oriundas da pesquisa.,defender as práticas sustentáveis de manejo da madeira.,ensinar formas de combate à exploração ilegal de madeira.,demonstrar a importância de parcerias para a realização da pesquisa.
QUESTÃO 112,"Descrição do cartaz: Campanha de trânsito com uma sequência de duas imagens alternadas. Em uma delas, há uma avenida com edifícios ao fundo, e na outra, há uma tela de um celular. Em uma dessas imagens, há uma criança atravessando a avenida. Logo abaixo, em destaque, a mensagem: “Se você não percebeu a criança aqui, imagine no trânsito”. Em seguida, o texto: “Trânsito sem celular. Atenda a esse chamado. Seja você a mudança no trânsito” Nesse texto, a combinação de elementos verbais e não verbais conﬁgura-se como estratégia argumentativa para",manifestar a preocupação do governo com a segurança dos pedestres.,associar a utilização do celular às ocorrências de atropelamento de crianças.,orientar pedestres e motoristas quanto à utilização responsável do telefone móvel.,influenciar o comportamento de motoristas em relação ao uso de celular no trânsito.,alertar a população para os riscos da falta de atenção no trânsito das grandes cidades.
QUESTÃO 113,"Pérolas absolutas Heloísa Seixas Há, no seio de uma ostra, um movimento — ainda que imperceptível. Qualquer coisa imiscuiu-se pela ﬁssura, uma partícula qualquer, diminuta e invisível. Venceu as paredes lacradas, que se fecham como a boca que tem medo de deixar escapar um segredo. Venceu. E agora penetra o núcleo da ostra, contaminando-lhe a própria substância. A ostra reage, imediatamente. E começa a secretar o nácar. É um mecanismo de defesa, uma tentativa de puriﬁcação contra a partícula invasora. Com uma paciência de fundo de mar, a ostra profanada continua seu trabalho incansável, secretando por anos a ﬁo o nácar que aos poucos se vai solidiﬁcando. É dessa solidiﬁcação que nascem as pérolas. As pérolas são, assim, o resultado de uma contaminação. A arte por vezes também. A arte é quase sempre a transformação da dor. [...] Escrever é preciso. É preciso continuar secretando o nácar, formar a pérola que talvez seja imperfeita, que talvez jamais seja encontrada e viva para sempre encerrada no fundo do mar. Talvez estas, as pérolas esquecidas, jamais achadas, as pérolas intocadas e por isso absolutas em si mesmas, guardem em si uma parcela faiscante da eternidade. Considerando os aspectos estéticos e semânticos presentes no texto, a imagem da pérola conﬁgura uma percepção que",reforça o valor do sofrimento e do esquecimento para o processo criativo.,ilustra o conflito entre a procura do novo e a rejeição ao elemento exótico.,concebe a criação literária como trabalho progressivo e de autoconhecimento.,expressa a ideia de atividade poética como experiência anônima e involuntária.,destaca o efeito introspectivo gerado pelo contato com o inusitado e com o desconhecido.
QUESTÃO 114,"Querido diário Hoje topei com alguns conhecidos meus Me dão bom-dia, cheios de carinho Dizem para eu ter muita luz, ﬁcar com Deus Eles têm pena de eu viver sozinho [...] Hoje o inimigo veio me espreitar Armou tocaia lá na curva do rio Trouxe um porrete a mó de me quebrar Mas eu não quebro porque sou macio, viu Uma característica do gênero diário que aparece na letra da canção de Chico Buarque é o(a)",diálogo com interlocutores próximos.,recorrência de verbos no inﬁnitivo.,predominância de tom poético.,uso de rimas na composição.,narrativa autorreflexiva.
QUESTÃO 115,"De domingo Luís Fernando Verissimo — Outrossim… — O quê?— O que o quê? — O que você disse. — Outrossim? — É. — O que é que tem? — Nada. Só achei engraçado. — Não vejo a graça.— Você vai concordar que não é uma palavra de todos os dias.— Ah, não é. Aliás, eu só uso domingo.— Se bem que parece mais uma palavra de segunda-feira. — Não. Palavra de segunda-feira é “óbice”.— “Ônus”.— “Ônus” também. “Desiderato”. “Resquício”.— “Resquício” é de domingo. — Não, não. Segunda. No máximo terça. — Mas “outrossim”, francamente... — Qual o problema? — Retira o “outrossim”. — Não retiro. É uma ótima palavra. Aliás é uma palavra difícil de usar. Não é qualquer um que usa “outrossim”. No texto, há uma discussão sobre o uso de algumas palavras da língua portuguesa. Esse uso promove o(a)","marcação temporal, evidenciada pela presença de palavras indicativas dos dias da semana.","tom humorístico, ocasionado pela ocorrência de palavras empregadas em contextos formais.","caracterização da identidade linguística dos interlocutores, percebida pela recorrência de palavras regionais.","distanciamento entre os interlocutores, provocado pelo emprego de palavras com signiﬁcados pouco conhecidos.","inadequação vocabular, demonstrada pela seleção de palavras desconhecidas por parte de um dos interlocutores do diálog o."
QUESTÃO 116,"Receita José Saramago Tome-se um poeta não cansado, Uma nuvem de sonho e uma flor, Três gotas de tristeza, um tom dourado, Uma veia sangrando de pavor. Quando a massa já ferve e se retorce Deita-se a luz dum corpo de mulher, Duma pitada de morte se reforce, Que um amor de poe ta assim requer. Os gêneros textuais caracterizam-se por serem relativamente estáveis e podem reconﬁgurar-se em função do propósito comunicativo. Esse texto constitui uma mescla de gêneros, pois",introduz procedimentos prescritivos na composição do poema.,explicita as etapas essenciais à preparação de uma receita.,explora elementos temáticos presentes em uma receita.,apresenta organização estrutural típica de um poema.,ut iliza linguagem ﬁgura da na construção do p oema.
QUESTÃO 117,"Descrição da fotografia: O Grupo Galpão apresenta uma cena teatral ao ar livre. No centro da imagem, há um banco de madeira, com estofado redondo estampado. No canto direito, há um homem equilibrando-se em pernas de pau, vestido com terno xadrez, chapéu e o rosto com pintura de palhaço. Ele segura uma sombrinha com a mão direita. O outro personagem usa saia, blusa de gola alta e botas e tem um cordão com dois sacos amarrados no pescoço. Seu cabelo está preso, o rosto está pintado de branco, com olhos, boca e bochechas em tom escuro. Atrás desse personagem, há um homem de terno segurando um leque e, no lugar que deveria estar o sapato, há um cone listrado. Pessoas em pé e sentadas assistem à encenação do grupo. A principal razão pela qual se infere que o espetáculo retratado na fotograﬁa é uma manifestação do teatro de rua é o fato de",dispensar o edifício teatral para a sua realização.,utilizar ﬁgurinos com adereços cômicos.,empregar elementos circenses na atuação.,excluir o uso de cenário na ambientação.,negar o uso de iluminação artiﬁcial.
QUESTÃO 118,"O humor e a língua Há algum tempo, venho estudando as piadas, com ênfase em sua constituição linguística. Por isso, embora a aﬁrmação a seguir possa parecer surpreendente, creio que posso garantir que se trata de uma verdade quase banal: as piadas fornecem simultaneamente um dos melhores retratos dos valores e problemas de uma sociedade, por um lado, e uma coleção de fatos e dados impressionantes para quem quer saber o que é e como funciona uma língua, por outro. Se se quiser descobrir os problemas com os quais uma sociedade se debate, uma coleção de piadas fornecerá excelente pista: sexualidade, etnia/raça e outras diferenças, instituições (igreja, escola, casamento, política), morte, tudo isso está sempre presente nas piadas que circulam anonimamente e que são ouvidas e contadas por todo mundo em todo o mundo. Os antropólogos ainda não prestaram a devida atenção a esse material, que poderia substituir com vantagem muitas entrevistas e pesquisas participantes. Saberemos mais a quantas andam o machismo e o racismo, por exemplo, se pesquisarmos uma coleção de piadas do que qualquer outro corpus . A piada é um gênero textual que ﬁgura entre os mais recorrentes na cultura brasileira, sobretudo na tradição oral. Nessa reflexão, a piada é enfatizada por",sua função humorística.,sua ocorrência universal.,sua diversidade temática.,seu papel como veículo de preconceitos.,seu potencial como ob jeto de investigação.
QUESTÃO 119,"Antiode Poesia, não será esse o sentido em que ainda te escrevo: flor! (Te escrevo: flor! Não uma flor, nem aquela flor-virtude — em disfarçados urinóis). Flor é a palavra flor; verso inscrito no verso, como as manhãs no tempo. Flor é o salto da ave para o voo:o salto fora do sono quando seu tecido se rompe; é uma explosãoposta a funcionar,como uma máquina, uma jarra de flores. A poesia é marcada pela recriação do objeto por meio da linguagem, sem necessariamente explicá-lo. Nesse fragmento de João Cabral de Melo Neto, poeta da geração de 1945, o sujeito lírico propõe a recriação poética de","uma palavra, a partir de imagens com as quais ela pode ser comparada, a ﬁm de assumir novos signiﬁcados.","um urinol, em referência às artes visuais ligadas às vanguardas do início do século XX.","uma ave, que compõe, com seus movimentos, uma imagem historicamente ligada à palavra poética.","uma máquina, levando em consideração a relevância do discurso técnico-cientíﬁco pós-Revolução Industrial.","um tecido, visto que sua composição depende de elementos intrínsecos ao eu lírico."
QUESTÃO 120,"No texto abaixo, deve-se atentar para as frases escritas em caixa alta. Qual é a segurança do sangue? Para que o sangue esteja disponível para aqueles que necessitam, os indivíduos saudáveis devem criar o hábito de doar sangue e encorajar amigos e familiares saudáveis a praticarem o mesmo ato. A prática de selecionar criteriosamente os doadores, bem como as rígidas normas aplicadas para testar, transportar, estocar e transfundir o sangue doado ﬁzeram dele um produto muito mais seguro do que já foi anteriormente. Apenas pessoas saudáveis e que não sejam de risco para adquirir doenças infecciosas transmissíveis pelo sangue, como hepatites B e C, HIV, síﬁlis e Chagas, podem doar sangue. Se você acha que sua saúde ou comportamento pode colocar em risco a vida de quem for receber seu sangue, ou tem a real intenção de apenas realizar o teste para o vírus HIV, NÃO DOE SANGUE. Cumpre destacar que apesar de o sangue doado ser testado para as doenças transmissíveis conhecidas no momento, existe um período chamado de janela imunológica em que um doador contaminado por um determinado vírus pode transmitir a doença através do seu sangue. DA SUA HONESTIDADE DEPENDE A VIDA DE QUEM VAI RECEBER SEU SANGUE. Nessa campanha, as informações apresentadas têm como objetivo principal",conscientizar o doador de sua corresponsabilidade pela qualidade do sangue.,garantir a segurança de pessoas de grupos de risco durante a doação de sangue.,esclarecer o público sobre a segurança do processo de captação do sangue.,alertar os doadores sobre as diﬁculdades enfrentadas na coleta de sangue.,ampliar o número de doadores para manter o banco de sangue.
QUESTÃO 121,"TEXTO I Entrevistadora — eu vou conversar aqui com a professora A. D. ... o português então não é uma língua difícil? Professora — olha se você parte do princípio… que a língua portuguesa não é só regras gramaticais… não se você se apaixona pela língua que você… já domina que você já fala ao chegar na escola se o teu professor cativa você a ler obras da literatura… obras da/ dos meios de comunicação… se você tem acesso a revistas… é... a livros didáticos… a... livros de literatura o mais formal o e/ o difícil é porque a escola transforma como eu já disse as aulas de língua portuguesa em análises gramaticais.   TEXTO II Entrevistadora — Vou conversar com a professora A. D. O português é uma língua difícil? Professora — Não, se você parte do princípio que a língua portuguesa não é só regras gramaticais. Ao chegar à escola, o aluno já domina e fala a língua. Se o professor motivá-lo a ler obras literárias, e se tem acesso a revistas, a livros didáticos, você se apaixona pela língua. O que torna difícil é que a escola transforma as aulas de língua portuguesa em análises gramaticais. O Texto I é a transcrição de uma entrevista concedida por uma professora de português a um programa de rádio. O Texto II é a adaptação dessa entrevista para a modalidade escrita. Em comum, esses textos",apresentam ocorrências de hesitações e reformulações.,são modelos de emprego de regras gramaticais.,são exemplos de uso não planejado da língua.,apresentam marcas da linguagem literária.,são amostras do portuguê s culto urbano.
QUESTÃO 122,"Galinha cega João Alphonsus O dono correu atrás de sua branquinha, agarrou-a, lhe examinou os olhos. Estavam direitinhos, graças a Deus, e muito pretos. Soltou-a no terreiro e lhe atirou mais milho. A galinha continuou a bicar o chão desorientada. Atirou ainda mais, com paciência, até que ela se fartasse. Mas não conseguiu com o gasto de milho, de que as outras se aproveitaram, atinar com a origem daquela desorientação. Que é que seria aquilo, meu Deus do céu? Se fosse efeito de uma pedrada na cabeça e se soubesse quem havia mandado a pedra, algum moleque da vizinhança, aí… Nem por sombra imaginou que era a cegueira irremediável que principiava. Também a galinha, coitada, não compreendia nada, absolutamente nada daquilo. Por que não vinham mais os dias luminosos em que procurava a sombra das pitangueiras? Sentia ainda o calor do sol, mas tudo quase sempre tão escuro. Quase que já não sabia onde é que estava a luz, onde é que estava a sombra. Ao apresentar uma cena em que um menino atira milho às galinhas e observa com atenção uma delas, o narrador explora um recurso que conduz a uma expressividade fundamentada na","captura de elementos da vida rural, de feições peculiares.","caracterização de um quintal de sítio, espaço de descobertas.","confusão intencional da marcação do tempo, centrado na infância.","apropriação de diferentes pontos de vista, incorporados afetivamente.","fragmentação do conflito gerad or, distendido como apoio à emotividade."
QUESTÃO 123,"Sem acess órios nem som Armando Freitas Filho Escrever só para me livrar de escrever.Escrever sem ver, com riscos sentindo falta dos acompanhamentos com as mesmas lesmas e ﬁguras sem força de expressão.Mas tudo desaﬁna: o pensamento pesa tanto quanto o corpoenquanto corto os conectivoscorto as palavras rentescom tesoura de jardim cega e bruta com facão de mato.Mas a marca deste corte tem que ﬁcar nas palavras que sobraram. Qualquer coisa do que desapareceu continuou nas margens, nos talosno atalho aberto a talhe de foiceno caminho de r ato. Nes se texto, a reflexão sobre o processo criativo aponta para uma concepção de atividade poética que põe em evidência o(a)","angustiante necessidade de produção, presente em “Escrever só para me livrar/ de escrever”.","imprevisível percurso da composição, presente em “no atalho aberto a talhe de foice/ no caminho de rato”.","agressivo trabalho de supressão, presente em “corto as palavras rentes/ com tesoura de jardim/ cega e bruta”.","inevitável frustração diante do poema, presente em “Mas tudo desaﬁna:/ o pensamento pesa/ tanto quanto o corpo”.","conflituosa relação com a inspiração, presente em “sentindo falta dos acompanhamentos/ e ﬁguras sem força de expressão”."
QUESTÃO 124,"Descrição da imagem: Fotograﬁa que ilustra a descrição da obra de arte de Marilá Dardot, presente no texto informativo a seguir. A origem da obra de arte (2002) é uma instalação seminal na obra de Marilá Dardot. Apresentada originalmente em sua primeira exposição individual, no Museu de Arte da Pampulha, em Belo Horizonte, a obra constitui um convite para a interação do espectador, instigado a compor palavras e sentenças e a distribuí-las pelo campo. Cada letra tem o feitio de um vaso de cerâmica (ou será o contrário?) e, à disposição do espectador, encontram-se utensílios de plantio, terra e sementes. Para abrigar a obra e servir de ponto de partida para a criação dos textos, foi construído um pequeno galpão, evocando uma estufa ou um ateliê de jardinagem. As 1 500 letras-vaso foram produzidas pela cerâmica que funciona no Instituto Inhotim, em Minas Gerais, num processo que durou vários meses e contou com a participação de dezenas de mulheres das comunidades do entorno. Plantar palavras, semear ideias é o que nos propõe o trabalho. No contexto de Inhotim, onde natureza e arte dialogam de maneira privilegiada, esta proposição se torna, de certa maneira, mais perto da possibilidade. A função da obra de arte como possibilidade de experimentação e de construção pode ser constatada no trabalho de Marilá Dardot porque",o projeto artístico acontece ao ar livre.,o observador da obra atua como seu criador.,a obra integra-se ao espaço artístico e botânico.,as letras-vaso são utilizadas para o plantio de mudas.,as mulheres da comunidade participam na confecção das peças.
QUESTÃO 125,"O senso comum é que só os seres humanos são capazes de rir. Isso não é verdade? Não. O riso básico — o da brincadeira, da diversão, da expressão física do riso, do movimento da face e da vocalização — nós compartilhamos com diversos animais. Em ratos, já foram observadas vocalizações ultrassônicas — que nós não somos capazes de perceber — e que eles emitem quando estão brincando de “rolar no chão”. Acontecendo de o cientista provocar um dano em um local especíﬁco no cérebro, o rato deixa de fazer essa vocalização e a brincadeira vira briga séria. Sem o riso, o outro pensa que está sendo atacado. O que nos diferencia dos animais é que não temos apenas esse mecanismo básico. Temos um outro mais evoluído. Os animais têm o senso de brincadeira, como nós, mas não têm senso de humor. O córtex, a parte superﬁcial do cérebro deles, não é tão evoluído como o nosso. Temos mecanismos corticais que nos permitem, por exemplo, interpretar uma piada. A coesão textual é responsável por estabelecer relações entre as partes do texto. Analisando o trecho “Acontecendo de o cientista provocar um dano em um local especíﬁco no cérebro”, veriﬁca-se que ele estabelece com a oração seguinte uma relação de","ﬁnalidade, porque os danos causados ao cérebro têm por ﬁnalidade provocar a falta de vocalização dos ratos.","oposição, visto que o dano causado em um local especíﬁco no cérebro é contrário à vocalização dos ratos.","condição, pois é preciso que se tenha lesão especíﬁca no cérebro para que não haja vocalização dos ratos.","consequência, uma vez que o motivo de não haver mais vocalização dos ratos é o dano causado no cérebro.","proporção, já que à medida que se lesiona o cérebro não é mais possível que haja vocalização dos ratos."
QUESTÃO 126,"Mandinga — Era a denom inação que, no período das grandes navegações, os portugueses davam à costa ocidental da África. A palavra se tornou sinônimo de feitiçaria porque os exploradores lusitanos consideravam bruxos os africanos que ali habitavam — é que eles davam indicações sobre a existência de ouro na região. Em idioma nativo, manding designava terra de feiticeiros. A palavra acabou viran do sinônimo de feitiço, sortilégio. No texto, evidencia-se que a construção do signiﬁcado da palavra mandinga resulta de um(a)",contexto sócio-histórico.,diversidade étnica.,descoberta geográﬁca.,apropriação religiosa.,contraste cultural.
QUESTÃO 127,"TEXTO I Nesta época do ano, em que comprar compulsivamente é a principal preocupação de boa parte da população, é imprescindível refletirmos sobre a importância da mídia na propagação de determinados comportamentos que induzem ao consumismo exacerbado. No clássico livro O capital , Karl Marx aponta que no capitalismo os bens materiais, ao serem fetichizados , passam a assumir qualidades que vão além da mera materialidade. As coisas são personiﬁcadas e as pessoas são coisiﬁcadas. Em outros termos, um automóvel de luxo, uma mansão em um bairro nobre ou a ostentação de objetos de determinadas marcas famosas são alguns dos fatores que conferem maior valorização e visibilidade social a um indivíduo. TEXTO II Todos os dias, em algum nível, o consumo atinge nossa vida, modiﬁca nossas relações, gera e rege sentimentos, engendra fantasias, aciona comportamentos, faz sofrer, faz gozar. Às vezes constrangendo-nos em nossas ações no mundo, humilhando e aprisionando, às vezes ampliando nossa imaginação e nossa capacidade de desejar, consumimos e somos consumidos. Numa época toda codiﬁcada como a nossa, o código da alma (o código do ser) virou código do consumidor! Fascínio pelo consumo, fascínio do consumo. Felicidade, luxo, bem-estar, boa forma, lazer, elevação espiritual, saúde, turismo, sexo, família e corpo são hoje reféns da engrenagem do consumo. Esses textos propõem uma reflexão crítica sobre o consumismo. Ambos partem do ponto de vista de que esse hábito",desperta o desejo de ascensão social.,provoca mudanças nos valores sociais.,advém de necessidades suscitadas pela publicidade.,deriva da inerente busca por felicidade pelo ser humano.,resulta de um apelo do mercado em determinadas datas.
QUESTÃO 128,"Na obra De amor e trevas , o escritor Amós Oz escreve: Quem procura a essência de um conto no espaço que ﬁca entre a obra e seu autor comete um erro: é muito melhor procurar não no terreno que ﬁca entre o escritor e sua obra, mas justamente no terreno que ﬁca entre o texto e seu leitor. A progressão temática de um texto pode ser estruturada por meio de diferentes recursos coesivos, entre os quais se destaca a pontuação. Nesse texto, o emprego dos dois pontos caracteriza uma operação textual realizada com a ﬁnalidade de",comparar elementos opostos.,relacionar informações gradativas.,intensiﬁcar um problema conceitual.,introduzir um argumento esclarecedor.,assinalar uma consequência hipotética.
QUESTÃO 129,"O hoax, como é chamado qualquer boato ou farsa na internet, pode espalhar vírus entre os seus contatos. Falsos sorteios de celulares ou frases que Clarice Lispector nunca disse são exemplos de hoax . Trata-se de boatos recebidos por e-mail ou compartilhados em redes sociais. Em geral, são mensagens dramáticas ou alarmantes que acompanham imagens chocantes, falam de crianças doentes ou avisam sobre falsos vírus. O objetivo de quem cria esse tipo de mensagem pode ser apenas se divertir com a brincadeira (de mau gosto), prejudicar a imagem de uma empresa ou espalhar uma ideologia política. Se o hoax for do tipo phishing (derivado de fishing, pescaria, em inglês) o problema pode ser mais grave: o usuário que clicar pode ter seus dados pessoais ou bancários roubados por golpistas. Por isso é tão importante ﬁcar atento. Ao discorrer sobre os hoaxes , o texto sugere ao leitor, como estratégia para evitar essa ameaça,",recusar convites de jogos e brincadeiras feitos pela internet.,analisar a linguagem utilizada nas mensagens recebidas.,classiﬁcar os contatos presentes em suas redes sociais.,utilizar programas que identiﬁquem falsos vírus.,desprezar mensagens que causem comoção.
QUESTÃO 130,"Descrição da fotografia: Apresenta-se uma estação de metrô. No canto superior esquerdo, portões abertos, pessoas subindo e descendo as escadas. No canto direito, em diagonal, a imagem de um mosaico composto por 14 painéis grandes. Os desenhos dispostos nos painéis trazem imagens de círculos, quadrados, retângulos, pétalas de flores, arco-íris, trevos, corações, janelas de madeira e nuvens. Os painéis do mosaico, juntos, lembram uma colcha de retalhos. Colcha de retalhos representa a essência do mural e convida o público a",apreciar a estética do cotidiano.,interagir com os elementos da composição.,refletir sobre elementos do inconsciente do artista.,reconhecer a estética clássica das formas.,contemplar a obra por meio da movimentação física.
QUESTÃO 131,"No texto a seguir, deve-se atentar para a estrutura de diálogo entre os personagens.  O santo e a porca Ariano Suassuna PINHÃO sai ao mesmo tempo que BENONA entra. BENONA: Eurico, Eudoro Vicente está lá fora e quer falar com você. EURICÃO: Benona, minha irmã, eu sei que ele está lá fora, mas não quero falar com ele. BENONA: Mas Eurico, nós lhe devemos certas atenções. EURICÃO: Você, que foi noiva dele. Eu, não! BENONA: Isso são coisas passadas.EURICÃO: Passadas para você, mas o prejuízo foi meu. Esperava que Eudoro, com todo aquele dinheiro, se tornasse meu cunhado. Era uma boca a menos e um patrimônio a mais. E o peste me traiu. Agora, parece que ouviu dizer que eu tenho um tesouro. E vem louco atrás dele, sedento, atacado de verdadeira hidrofobia. Vive farejando ouro, como um cachorro da molest’a, como um urubu, atrás do sangue dos outros. Mas ele está enganado. Santo Antônio há de proteger minha pobreza e minha devoção. Nesse texto teatral, o emprego das expressões “o peste” e “cachorro da molest’a” contribui para",marcar a classe social das personagens.,caracterizar usos linguísticos de uma região.,enfatizar a relação familiar entre as personagens.,sinalizar a influência do gênero nas escolhas vocabulares.,demonstrar o tom autoritário da fala de uma das personagens.
QUESTÃO 132,"Soneto VII Onde estou? Este sítio desconheço:Quem fez tão diferente aquele prado?Tudo outra natureza tem tomado;E em contemplá-lo tímido esmoreço. Uma fonte aqui houve; eu não me esqueço De estar a ela um dia reclinado: Ali em vale um monte está mudado: Quanto pode dos anos o progresso! Árvores aqui vi tão florescentes, Que faziam perpétua a primavera: Nem troncos vejo agora decadentes. Eu me engano: a região esta não era; Mas que venho a estranhar, se estão presentes Meus males, com que tudo degenera! No soneto de Cláudio Manuel da Costa, a contemplação da paisagem permite ao eu lírico uma reflexão em que transparece uma",angústia provocada pela sensação de solidão.,resignação diante das mudanças do meio ambiente.,dúvida existencial em face do espaço desconhecido.,intenção de recriar o passado por meio da paisagem.,empatia entre os sofrimentos do eu e a agonia da terra.
QUESTÃO 133,"Descrição da imagem: Um cartaz intitulado “A água invisível” com o texto: “Assim como a água corresponde a até 70% do nosso peso, ela também compõe muito daquilo que comemos, vestimos e usamos, ainda que indiretamente”. No centro do cartaz, há a ﬁgura de um adulto e de uma criança de mãos dadas cercados de bolhas de água. A mão esquerda do adulto está levantada e, acima dela, aparecem quatro desenhos de folhas de diferentes tamanhos, lembrando uma árvore. Espalhados pelo cartaz aparecem quatro círculos que contêm, do menor para o maior, as seguintes informações: “1 copo de cerveja é igual a 75 litros”, “1 quilo de pão é igual a 1.600 litros”, “1 ovo é igual a 3.340 litros” e “1 lençol de algodão é igual a 10.600 litros”. Na parte esquerda do cartaz, há o seguinte texto: “Cada quilo de carne bovina, por exemplo, exige em média 15 mil litros de água para ser produzido – desde a produção do alimento do gado até a limpeza de seus dejetos. O Brasil é um grande exportador de água na forma de soja e cereais”. Na parte inferior do cartaz, em caixa alta, a mensagem: “Economizar bens de consumo e evitar o desperdício também é poupar água”. Nessa campanha publicitária, para estimular a economia de água, o leitor é incitado a",adotar práticas de consumo consciente.,alterar hábitos de higienização pessoal e residencial.,contrapor-se a formas indiretas de exportação de água.,optar por vestuário produzido com matéria-prima reciclável.,conscientizar produtores rurais sobre os custos de produção.
QUESTÃO 134,"Até que ponto replicar conteúdo é crime? “A internet e a pirataria são inseparáveis”, diz o diretor do instituto de pesquisas americano Social Science Research Council. “Há uma infraestrutura pequena para controlar quem é o dono dos arquivos que circulam na rede. Isso acabou com o controle sobre a propriedade e tem sido descrito como pirataria, mas é inerente à tecnologia”, aﬁrma o diretor. O ato de distribuir cópias de um trabalho sem a autorização dos seus produtores pode, sim, ser considerado crime, mas nem sempre essa distribuição gratuita lesa os donos dos direitos autorais. Pelo contrário. Veja o caso do livro O alquimista , do escritor Paulo Coelho. Após publicar, para download  gratuito, uma versão traduzida da obra em seu blog , Coelho viu as vendas do livro em papel explodirem. De acordo com o texto, o impacto causado pela internet propicia a",banalização da pirataria na rede.,adoção de medidas favoráveis aos editores.,implementação de leis contra crimes eletrônicos.,reavaliação do conceito de propriedade intelectual.,ampliação do acesso a obras de autores reconhecidos.
QUESTÃO 135,"Nihonjin Oscar Nakasato Em casa, Hideo ainda podia seguir ﬁel ao imperador japonês e às tradições que trouxera no navio que aportara em Santos. […] Por isso Hideo exigia que, aos domingos, todos estivessem juntos durante o almoço. Ele se sentava à cabeceira da mesa; à direita ﬁcava Hanashiro, que era o primeiro ﬁlho, e Hitoshi, o segundo, e à esquerda, Haruo, depois Hiroshi, que era o mais novo. […] A esposa, que também era mãe, e as ﬁlhas, que também eram irmãs, aguardavam de pé ao redor da mesa […]. Haruo reclamava, não se cansava de reclamar: que se sentassem também as mulheres à mesa, que era um absurdo aquele costume. Quando se casasse, se sentariam à mesa a esposa e o marido, um em frente ao outro, porque não era o homem melhor que a mulher para ser o primeiro […]. Elas seguiam de pé, a mãe um pouco cansada dos protestos do ﬁlho, pois o momento do almoço era sagrado, não era hora de levantar bandeiras inúteis […]. Referindo-se a práticas culturais de origem nipônica, o narrador registra as reações que elas provocam na família e mostra um contexto em que",a obediência ao imperador leva ao prestígio pessoal.,as novas gerações abandonam seus antigos hábitos.,a refeição é o que determina a agregação familiar.,os conflitos de gênero tendem a ser neutralizados.,o lugar à mesa metaforiza uma estrutura de poder. MT - 2º dia | Caderno 6 - CINZA - Página 17
QUESTÃO 136,"Os celulares das áreas com DDD 11 ganharam o dígito “9” no início do número; ou seja, se o número do telefone era XYWT-HGMK agora será 9XYWT-HGMK , no qual as letras correspondem a dígitos. Antes da inclusão do “9”, o dígito X poderia assumir somente os valores 6, 7, 8 ou 9. Após a inclusão, X também poderá assumir os valores 1, 2, 3, 4 ou 5. A quantidade total de linhas telefônicas para celulares nas áreas de DDD 11, agora, é igual a",1 814 400.,3 628 800.,90 000 000.,100 000 000.,360 000 000.
QUESTÃO 137,"Para garantir a segurança de um grande evento público que terá início às 4 horas da tarde, um organizador precisa monitorar a quantidade de pessoas presentes em cada instante. Para cada 2 000 pessoas se faz necessária a presença de um policial. Além disso, estima-se uma densidade de quatro pessoas por metro quadrado de área de terreno ocupado. Às 10 horas da manhã, o organizador veriﬁca que a área de terreno já ocupada equivale a um quadrado com lados medindo 500 metros. Porém, nas horas seguintes, espera-se que o público aumente a uma taxa de 120 000 pessoas por hora até o início do evento, quando não será mais permitida a entrada de público. Quantos policiais serão necessários no início do evento para garantir a segurança?",360,485,560,740,860
