question,body,A,B,C,D,E
QUESTÃO 113,"TEXTO I Versos de amor Augusto dos Anjos A um poeta erótico Oposto ideal ao meu ideal conservas. Diverso é, pois, o ponto outro de vistaConsoante o qual, observo o amor, do egoísta Modo de ver, consoante o qual, o observas. Porque o amor, tal como eu o estou amando, É Espírito, é éter, é substância fluida, É assim como o ar que a gente pega e cuida, Cuida, entretanto, não o estar pegando! É a transubstanciação de instintos rudes, Imponderabilíssima, e impalpável, Que anda acima da carne miserávelComo anda a garça acima dos açudes! TEXTO II Arte de amar Manuel Bandeira Se queres sentir a felicidade de amar, esquece a tua alma. A alma é que estraga o amor. Só em Deus ela pode encontrar satisfação.Não noutra alma.Só em Deus — ou fora do mundo.As almas são incomunicáveis.Deixa o teu corpo entender-se com outro corpo.Porque os corpos se entendem, mas as almas não. Os Textos I e II apresentam diferentes pontos de vista sobre o tema amor. Apesar disso, ambos definem esse sentimento a partir da oposição entre",satisfação e insatisfação.,egoísmo e generosidade.,felicidade e sofrimento.,corpo e espírito.,ideal e real.
QUESTÃO 114,"Descrição da imagem: Infográfico intitulado Os cinco grandes mitos da adolescência tem como subtítulo: “Mesmo desbancados, eles são reforçados pelos estereótipos que se multiplicam acerca dos adolescentes”. Há a foto de um adolescente e as informações: 1 – Eles não ligam para o que os adultos dizem. Pelo contrário. Adolescentes não só ouvem como costumam dar grande importância ao que dizem os adultos. Muitas vezes eles disfarçam e fingem não prestar atenção. Mas sempre ouvem e guardam o que é dito. Portanto, jamais deixe de conversar com seus filhos, principalmente os adolescentes, ainda que pareça que eles não se importem. 2 – Eles só mudam de comportamento quando são punidos. Errado. Punir, principalmente de forma mais dura, diminui as chances de o adolescente aprender ou mudar de comportamento. O adolescente já entende raciocínios mais complexos de causa e consequências. Mostrar as consequências de um comportamento que ele tem é mais eficiente do que simplesmente punir. 3 – Eles estão amadurecendo mais rápido do que nunca. O grosso dos estudos nesse sentido aponta o inverso. A adolescência e os comportamentos típicos da adolescência nunca duraram tanto e foram tão lentos. O espaço para uma vida verdadeiramente independente nessa fase é cada vez menor. A dependência econômica e emocional dos pais é crescente, o que atrasa o amadurecimento. 4 – Eles não têm noção dos perigos que correm. Pesquisas mostram que os adolescentes sabem muito bem os riscos que correm. A diferença é que, na adolescência, os jovens estão mais interessados nos benefícios que o risco pode trazer do que no risco em si. Assim, fica a impressão de que eles não sabem reconhecer o perigo. 5 – Eles não sabem tomar decisões. Estudos mostram que a dificuldade de decidir dos adolescentes é praticamente a mesma dos adultos. Como nessa fase há muito o que decidir, fica a sensação de que os adolescentes postergam a definição de assuntos importantes. Isso não é regra e não está diretamente associado ao fato de a pessoa ser adolescente. Esse infográfico resume as conclusões de diversas pesquisas científicas sobre a adolescência. Tais conclusões",desconstroem os estereótipos a respeito dos adolescentes.,estabelecem novos limites de duração para essa fase da vida.,reiteram a ideia da adolescência como um período conturbado.,confirmam a proximidade entre os universos adolescente e adulto.,apontam a insegurança como uma característica típica dos adolescentes.
QUESTÃO 115,"Síntese entre erudito e popular Na região mineira, a separação entre cultura popular (as artes mecânicas) e erudita (as artes liberais) é marcada pela elite colonial, que tem como exemplo os valores europeus, e o grupo popular, formado pela fusão de várias culturas: portugueses aventureiros ou degredados, negros e índios. Aleijadinho, unindo as sofisticações da arte erudita ao entendimento do artífice popular, consegue fazer essa síntese característica deste momento único na história da arte brasileira: o barroco colonial. No século XVIII, a arte brasileira, mais especificamente a de Minas Gerais, apresentava a valorização da técnica e um estilo próprio, incluindo a escolha dos materiais. Artistas como Aleijadinho e Mestre Ataíde têm suas obras caracterizadas por peculiaridades que são identificadas por meio",do emprego de materiais oriundos da Europa e da interpretação realista dos objetos representados.,do uso de recursos materiais disponíveis no local e da interpretação formal com características próprias.,da utilização de recursos materiais vindos da Europa e da homogeneização e linearidade representacional.,da observação e da cópia detalhada do objeto representado e do emprego de materiais disponíveis na região.,da utilização de materiais disponíveis no Brasil e da interpretação ide alizada e linear dos objetos representados.
QUESTÃO 116,"Famigerado João Guimarães Rosa Com arranco, [o sertanejo] calou-se. Como arrependido de ter começado assim, de evidente. Contra que aí estava com o fígado em más margens; pensava, pensava. Cabismeditado. Do que, se resolveu. Levantou as feições. Se é que se riu: aquela crueldade de dentes. Encarar, não me encarava, só se fito à meia esguelha. Latejava-lhe um orgulho indeciso. Redigiu seu monologar. O que frouxo falava: de outras, diversas pessoas e coisas, da Serra, do São Ão, travados assuntos, insequentes, como dificultação. A conversa era para teias de aranha. Eu tinha de entender-lhe as mínimas entonações, seguir seus propósitos e silêncios. Assim no fechar-se com o jogo, sonso, no me iludir, ele enigmava. E, pá: — Vosmecê agora me faça a boa obra de querer me ensinar o que é mesmo que é: fasmisgerado... faz-me-gerado... falmisgeraldo... familhas-gerado...? A linguagem peculiar é um dos aspectos que conferem a Guimarães Rosa um lugar de destaque na literatura brasileira. No fragmento lido, a tensão entre a personagem e o narrador se estabelece porque","o narrador se cala, pensa e monologa, tentando assim evitar a perigosa pergunta de seu interlocutor.","o sertanejo emprega um discurso cifrado, com enigmas, como se vê em “a conversa era para teias de aranha”.","entre os dois homens cria-se uma comunicação impossível, decorrente de suas diferenças socioculturais.","a fala do sertanejo é interrompida pelo gesto de impaciência do narrador, decidido a mudar o assunto da conversa.",a palavra desconhecida adquire o poder de gerar conflito e separar as personagens em planos incomunicáveis.
QUESTÃO 117,"Em primeiro lugar gostaria de manifestar os meus agradecimentos pela honra de vir outra vez à Galiza e conversar não só com os antigos colegas, alguns dos quais fazem parte da mesa, mas também com novos colegas, que pertencem à nova geração, em cujas mãos, com toda certeza, está também o destino do Galego na Galiza, e principalmente o destino do Galego incorporado à grande família lusófona. E, portanto, é com muito prazer que teço algumas considerações sobre o tema apresentado. Escolhi como tema como os fundadores da Academia Brasileira de Letras viam a língua portuguesa no seu tempo. Como sabem, a nossa Academia, fundada em 1897, está agora completando 110 anos, foi organizada por uma reunião de jornalistas, literatos, poetas que se reuniam na secretaria da Revista Brasileira , dirigida por um crítico literário e por um literato chamado José Veríssimo, natural do Pará, e desse entusiasmo saiu a ideia de se criar a Academia Brasileira, depois anexada ao seu título: Academia Brasileira de Letras. Nesse sentido, Machado de Assis, que foi o primeiro presiden te desde a sua inauguração até a data de sua morte, em 1908, imaginava que a nossa Academia deveria ser uma academia de Letras, portanto, de literatos. No trecho da palestra proferida por Evanildo Bechara, na Academia Galega da Língua Portuguesa, verifica-se o uso de estruturas gramaticais típicas da norma padrão da língua. Esse uso",torna a fala inacessível aos não especialistas no assunto abordado.,contribui para a clareza e a organização da fala no nível de formalidade esperado para a situação.,atribui à palestra características linguísticas restritas à modalidade escrita da língua portuguesa.,dificulta a compreensão do auditório para preservar o caráter rebuscado da fala.,evidencia distanciamento entre o palestrante e o auditório para atender os objetivos do gênero palestra.
QUESTÃO 118,"Mudança linguística Ataliba de Castilho, professor de língua portuguesa da USP, explica que o internetês é parte da metamorfose natural da língua. — Com a internet, a linguagem segue o caminho dos fenômenos da mudança, como o que ocorreu com “você”, que se tornou o pronome átono “cê”. Agora, o interneteiro pode ajudar a reduzir os excessos da ortografia, e bem sabemos que são muitos. Por que o acento gráfico é tão importante assim para a escrita? Já tivemos no Brasil momentos até mais exacerbados por acentos e dispensamos muitos deles. Como toda palavra é contextualizada pelo falante, podemos dispensar ainda muitos outros. O interneteiro mostra um caminho, pois faz um casamento curioso entre oralidade e escrituralidade. O internetês pode, no futuro, até tornar a comunicação mais eficiente. Ou evoluir para um jargão complexo, que, em vez de aproximar as pessoas em menor tempo, estimule o isolamento dos iniciados e a exclusão dos leigos. Para Castilho, no entanto, não será uma reforma ortográfica que fará a mudança de que precisamos na língua. Será a internet. O jeito eh tc e esperar pra ver? Na entrevista, o fragmento “O jeito eh tc e esperar pra ver?” tem por objetivo",ilustrar a linguagem de usuários da internet que poderá promover alterações de grafias.,mostrar os perigos da linguagem da internet como potencializadora de dificuldades de escrita.,evidenciar uma forma de exclusão social para as pessoas com baixa proficiência escrita.,explicar que se trata de um erro linguístico por destoar do padrão formal apresentado ao longo do texto.,exemplificar dificuldades de escrita dos interneteiros que desconhecem as estruturas da norma padrão.
QUESTÃO 119,"Ai se sêsse Zé da Luz Se um dia nois se gostasse Se um dia nois se queresseSe nois dois se empareasse Se juntim nois dois vivesse Se juntim nois dois morasseSe juntim nois dois drumisse Se juntim nois dois morresse Se pro céu nois assubisseMas porém se acontecesse De São Pedro não abrisse A porta do céu e fosseTe dizer qualquer tuliceE se eu me arriminasse E tu cum eu insistisse Pra que eu me arresolvesseE a minha faca puxasse E o bucho do céu furasse Tarvês que nois dois ficasse Tarvês que nois dois caísse E o céu furado arriasseE as virgi toda fugisse O poema foi construído com formas do português não padrão, tais como “juntim”, “nois”, “tarvês”. Essas formas legitimam-se na construção do texto, pois",revelam o bom humor do eu lírico do poema.,estão presentes na língua e na identidade popular.,revelam as escolhas de um poeta não escolarizado.,tornam a leitura fácil de entender para a maioria dos brasileiros.,compõem um conjunto de estruturas linguísticas inovadoras.
QUESTÃO 120,"Além da Revolução da Informação O impacto da Revolução da Informação está apenas começando. Mas a força motriz desse impacto não é a informática, a inteligência artificial, o efeito dos computadores sobre a tomada de decisões ou a elaboração de políticas ou de estratégias. É algo que praticamente ninguém previu, nem mesmo se falava há 10 ou 15 anos: o comércio eletrônico — o aparecimento explosivo da internet como um canal importante, talvez principal, de distribuição mundial de produtos, serviços e, surpreendentemente, de empregos de nível gerencial. Essa nova realidade está modificando profundamente economias, mercados e estruturas setoriais, os produtos e serviços e seu fluxo, a segmentação, os valores e o comportamento dos consumidores, o mercado de trabalho. O impacto, porém, pode ser ainda maior nas sociedades e nas políticas empresariais e, acima de tudo, na maneira como encaramos o mundo e nós mesmos dentro dele. O impacto psicológico da Revolução da Informação, como o da Revolução Industrial, foi enorme. Talvez tenha sido mais forte na maneira como as crianças aprendem. Já aos 4 anos (e às vezes até antes), as crianças desenvolvem habilidades de computação, logo ultrapassando seus pais. Os computadores são seus brinquedos e suas ferramentas de aprendizado. Daqui a 50 anos, talvez concluamos que não houve nenhuma crise educacional no mundo — apenas ocorreu uma incongruência crescente entre a maneira como as escolas do século XX ensinavam e a maneira como as crianças do fim do século XX aprendia m. O artigo apresenta uma reflexão sobre a Revolução da Informação, que, assim como a Revolução Industrial, provocou impactos significativos nas sociedades contemporâneas. Ao tratar da Revolução da Informação, o autor enfatiza que",o comércio eletrônico é um dos canais mais importantes dessa revolução.,o computador desenvolve na criança uma inteligência maior que a dos pais.,o aumento no número de empregos via internet é uma realidade atualmente.,o colapso educacional é fruto de uma incongruência no ensino do século XX.,o advento da Revolução da Informação causará impactos nos próximos 50 anos.
QUESTÃO 121,"Senhora José de Alencar Quem não se recorda de Aurélia Camargo, que atravessou o firmamento da corte como brilhante meteoro, e apagou-se de repente no meio do deslumbramento que produzira seu fulgor? Tinha ela dezoito anos quando apareceu a primeira vez na sociedade. Não a conheciam; e logo buscaram todos com avidez informações acerca da grande novidade do dia. Dizia-se muita coisa que não repetirei agora, pois a seu tempo saberemos a verdade, sem os comentos malévolos de que usam vesti-la os noveleiros. Aurélia era órfã; tinha em sua companhia uma velha parenta, viúva, D. Firmina Mascarenhas, que sempre a acompanhava na sociedade. Mas essa parenta não passava de mãe de encomenda, para condescender com os escrúpulos da sociedade brasileira, que naquele tempo não tinha admitido ainda certa emancipação feminina. Guardando com a viúva as deferências devidas à idade, a moça não declinava um instante do firme propósito de governar sua casa e dirigir suas ações como entendesse. Constava também que Aurélia tinha um tutor; mas essa entidade era desconhecida, a julgar pelo caráter da pupila, não devia exercer maior influência em sua vontade, do que a velha parenta. O romance Senhora , de José de Alencar, foi publicado em 1875. No fragmento transcrito, a presença de D. Firmina Mascarenhas como “parenta” de Aurélia Camargo assimila práticas e convenções sociais inseridas no contexto do Romantismo, pois",o trabalho ficcional do narrador desvaloriza a mulher ao retratar a condição feminina na sociedade brasileira da época.,o trabalho ficcional do narrador mascara os hábitos sociais no enredo de seu romance.,as características da sociedade em que Aurélia vivia são remodeladas na imaginação do narrador romântico.,"o narrador evidencia o cerceamento sexista à autoridade da mulher, financeiramente independente.",o narrador incorporou em sua ficção hábitos muito avançados para a sociedade daquele período histórico.
QUESTÃO 122,"Descrição da imagem: Cartaz em que na parte superior está a figura de uma boia envolvida por uma camisinha e a mensagem: “Salve vidas”. Abaixo da figura, há o texto: “Previna-se. Passe essa informação adiante!”. Na parte inferior, há a figura de um laço e a mensagem: “Use camisinha”. Nesse texto, associam-se recursos verbais e não verbais na busca de mudar o comportamento das pessoas quanto a uma questão de saúde pública. No cartaz, essa associação é ressaltada no(a)","destaque dado ao laço, símbolo do combate à aids, seguido da frase “Use camisinha”.",centralização da mensagem “Previna-se”.,foco dado ao objeto camisinha em imagem e em palavra.,laço como elemento de ligação entre duas recomendações.,"sobreposição da imagem da camisinha e da boia, relacionada à frase “Salve vidas”."
QUESTÃO 123,"Telecommuting redefine o tradicional entendimento sobre o espaço de trabalho. Atualmente, as organizações estão se focando em novos valores, tais como, inovações, satisfação, responsabilidades, resultados e ambiente de trabalho familiar. A alternativa do telecommuting complementa esses princípios e oferece flexibilidade aos patrões e empregados. É um conceito novo que, a cada dia, ganha mais força ao redor do mundo. Grandes empresas escolheram o trabalho de telecommuting pelas facilidades que ele gera para o empregador. A implantação do telecommuting determina regras para se trabalhar em casa em dias específicos da semana e, nos demais dias, trabalhar no escritório. O local de trabalho pode ser a casa ou, temporariamente, por motivo de viagem, outros escritórios. Com o advento das novas tecnologias, a sociedade tem vivenciado mudanças de paradigmas em vários setores. Nesse sentido, o telecommuting traz novidades para o mundo do trabalho porque proporciona prioritariamente o(a)",aumento da produtividade do empregado.,equilíbrio entre vida pessoal e profissional do trabalhador.,fortalecimento da relação entre empregador e empregado.,participação do profissional nas decisões da organização.,maleabilidade dos locais de atuação do profissional da empresa.
QUESTÃO 124,"Perder a tramontana A expressão ideal para falar de desorientados e outras palavras de perder a cabeça É perder o norte, desorientar-se. Ao pé da letra, “perder a tramontana” significa deixar de ver a estrela polar, em italiano stella tramontana , situada do outro lado dos montes, que guiava os marinheiros antigos em suas viagens desbravadoras. Deixar de ver a tramontana era sinônimo de desorientação. Sim, porque, para eles, valia mais o céu estrelado que a terra. O Sul era região desconhecida, imprevista; já o Norte tinha como referência no firmamento um ponto luminoso conhecido como a estrela Polar, uma espécie de farol para os navegantes do Mediterrâneo, sobretudo os genoveses e os venezianos. Na linguagem deles, ela ficava transmontes, para além dos montes, os Alpes. Perdê-la de vista era perder a tramontana, perder o Norte. No mundo de hoje, sujeito a tantas pressões, muita gente não resiste a elas e entra em parafuso. Além de perder as estribeiras, perde a tramontana... Nesse texto, o autor remonta às origens da expressão “perder a tramontana”. Ao tratar do significado dessa expressão, utilizando a função referencial da linguagem, o autor busca",apresentar seus indícios subjetivos.,convencer o leitor a utilizá-la.,expor dados reais de seu emprego.,explorar sua dimensão estética.,criticar sua orig em conceitual.
QUESTÃO 125,"Descrição da imagem: Cartaz em que há os dizeres no topo: PM Serviço. Motociclista, respeite as leis de trânsito . Em seguida, há o texto: • Respeite os limites de velocidade; • Ande com o farol aceso, procure ver e ser visto; • Utilize capacete com viseira ou óculos de proteção; • Respeite as faixas de pedestres e preferenciais de rotatória; • Evite costurar o trânsito, fazendo ‘s’ ou zigue-zague entre os veículos; • Reduza a velocidade nos cruzamentos, entre carros parados e próximos aos locais de concentração das pessoas; • Ultrapasse somente pela esquerda, salvo em condição excepcional, a qual requer atenção dobrada, especialmente para ônibus ou quando o veículo da frente sinalizar que fará conversão à esquerda; • Pilote com segurança, sinalize sempre. Respeite a vida de quem o ama. Acidentes podem separar para sempre. Esse texto trata de uma campanha sobre o trânsito e visa a orientação dos motociclistas quanto ao(à)",intolerância com a morosidade do tráfego.,desconhecimento da legislação.,crescente número de motocicletas.,manutenção preventiva do veículo.,cuidado com a própria segurança.
QUESTÃO 126,"Em 1866, tendo encerrado seus estudos na Escola de Belas Artes, em Paris, Pedro Américo ofereceu a tela A Carioca ao imperador Pedro II, em reconhecimento ao seu mecenas. O nu feminino obedecia aos cânones da grande arte e pretendia ser uma alegoria feminina da nacionalidade. A tela, entretanto, foi recusada por imoral e licenciosa: mesmo não fugindo à regra oitocentista relativa à nudez na obra de arte, A Carioca não pôde, portanto, ser absorvida de imediato. A sensualidade tangível da figura feminina, próxima do orientalismo tão em voga na Europa, confrontou-se não somente com os limites morais, mas também com a orientação estética e cultural do Império. O que chocara mais: a nudez frontal ou um nu tão descolado do que se desejava como nudez nacional aceitável, por exemplo, aquela das românticas figuras indígenas? A Carioca oferecia um corpo simultaneamente ideal e obsceno: o alto — uma beleza imaterial — e o baixo — uma carnalidade excessiva. Sugeria uma mistura de estilos que, sem romper com a regra do decoro artístico, insinuava na tela algo inadequado ao repertório simbólico oficial. A exótica morena, que não é índia — nem mulata ou negra — poderia representar uma visualidade feminina brasileira e desfrutar de um lugar de destaque no imaginário da nossa “monarquia tropical”? O texto revela que a aceitação da representação do belo na obra de arte está condicionada à","incorporação de grandes correntes teóricas de uma época, conferindo legitimidade ao trabalho do artista.","atemporalidade do tema abordado pelo artista, garantindo perenidade ao objeto de arte então elaborado.",inserção da produção artística em um projeto estético e ideológico determinado por fatores externos.,apropriação que o pintor faz dos grandes temas universais já recorrentes em uma vertente artística.,assimilação de técnicas e recursos já utilizados por movimentos anteriores que trataram da temática.
QUESTÃO 127,"Como estamos na “Era Digital”, foi necessário rever os velhos ditados existentes e adaptá-los à nova realidade. Veja abaixo... 1. A pressa é inimiga da conexão . 2. Amigos, amigos, senhas à parte. 3. Para bom provedor uma senha basta. 4. Não adianta chorar sobre arquivo deletado. 5. Mais vale um arquivo no HD do que dois baixando. 6. Quem clica seus males multiplica. 7. Quem semeia e-mails , colhe spams . 8. Os fins justificam os e-mails . No texto, há uma reinterpretação de ditados populares com o uso de termos da informática. Essa reinterpretação",torna o texto apropriado para profissionais da informática.,atribui ao texto um caráter humorístico.,restringe o acesso ao texto por público não especializado.,deixa a terminologia original mais acessível ao público em geral.,dificulta a compreensão do texto por quem não domina a língua inglesa.
QUESTÃO 128,"Estabeleça relações co m  as pessoas a sua volta. Os  relacionamentos são a base da vida diária e investir tempo nele s enriquecerá seu dia e garantirá apoi o quando precisar . As pesquisas mostra m que quem tem menos de três pessoas em sua rede de contatos próxima — entr e família e amigos — tem mais chance de desenvolver uma doença mental .   Caminhe ou corra, ande de   bicicleta, pratique um esporte ,      dance. Os exercícios fazem as pessoas se sentirem bem — o importante é cada pessoa achar a atividade que lhe dáprazer e que é adequada a seus limites . Estudos de longo prazo sugerem que a prática de uma atividade física previn e o declínio das capacidades mentais e protege contra a ansiedade e a depressão.   Seja curioso, saboreie os  momentos da vida e tome  consciência de como se sente. Refletir sobre suas experiências ajud a a descobrir o que realmente importa e garantir que você viva o presente. Um a pesquisa mostrou que pessoas treinadas a prestar atenção em seus sentimento s durante oito a 12 semanas apresentara m melhora no bem-estar por anos .   Tente algo novo, matricule-   se em um curso, faça um a   nova tarefa no trabalho. Tente consertar algo em casa. Aprenda a toca r um instrumento ou a cozinhar . Escolha um desafio que você vai gostar de persegui r. Os estudos sugerem que o bem-estar está ligado a ter metas — desde que elas sejam estabelecidas pelos próprios indivíduos e tenham a ver com seus valores pessoais .      Agradeça a alguém, ajude um      amigo ou um estranho. Sorria,     faça trabalho voluntário, junte - se à associação do bairro. Olhe para fora , além de olhar para dentro de si. Fazer part e de uma comunidade traz benefícios — entr e eles relações sociais mais significativas . As pesquisas mostram que as pessoasque têm um interesse maior pelo outr o tendem a se considerar mais felizes. Conecte-se Seja ativo Preste atenção Continue aprendendo Doe-se Ao interagirmos socialmente, é comum deixarmos claro nosso posicionamento a respeito do assunto discutido. Para isso, muitas vezes, recorremos a determinadas estratégias argumentativas, dentre as quais se encontra o argumento de autoridade. Consid erando o texto em suas cinco partes, constata-se que há o emprego de argumento de autoridade no trecho:","“Seja curioso, saboreie os momentos da vida e tome consciência de como se sente. Refletir sobre suas experiências ajuda a descobrir o que realmente importa”.",“As pesquisas mostram que quem tem menos de três pessoas em sua rede de contatos próxima [...] tem mais chances de desenvolver uma doença mental.”,"“Caminhe ou corra, ande de bicicleta, pratique um esporte, dance. Os exercícios fazem as pessoas se sentirem bem”.","“Tente algo novo, matricule-se em um curso [...] Escolha um desafio que você vai gostar de perseguir.”",“Fazer parte de uma comunidade traz benefícios — entre eles relações sociais mais significativas.”
QUESTÃO 129,"Não adianta isolar o fumante Se quiser mesmo combater o fumo, o governo precisa ir além das restrições. É preciso apoiar quem quer largar o cigarro. Ao apoiar uma medida provisória para combater o fumo em locais públicos nos 27 estados brasileiros, o Senado reafirmou um valor fundamental: a defesa da saúde e da vida. Em pelo menos um aspecto a MP 540/2011 é ainda mais rigorosa que as medidas em vigor em São Paulo, no Rio de Janeiro e no Paraná, estados que até agora adotaram as legislações mais duras contra o tabagismo. Ela proíbe os fumódromos em 100% dos locais fechados, incluindo até tabacarias, onde o fumo era autorizado sob determinadas condições. Uma das principais medidas atinge o fumante no bolso. O governo fica autorizado a fixar um novo preço para o maço de cigarros. O Imposto sobre Produtos Industrializados (IPI) será elevado em 300%. Somando uma coisa e outra, o sabor de fumar se tornará muito mais ácido. Deverá subir 20% em 2012 e 55% em 2013. A visão fundamental da MP está correta. Sabe-se, há muito, que o tabaco faz mal à saúde. É razoável, portanto, que o Estado aja em nome da saúde pública. O autor do texto analisa a aprovação da MP 540/2011 pelo Senado, deixando clara a sua opinião sobre o tema. O trecho que apresenta uma avaliação pessoal do autor como uma estratégia de persuasão do leitor é:",“Ela proíbe os fumódromos em 100% dos locais fechados”.,“O governo fica autorizado a fixar um novo preço para o maço de cigarros.’’,“O Imposto sobre Produtos Industrializados (IPI) será elevado em 300%.”,"“Somando uma coisa e outra, o sabor de fumar se tornará muito mais ácido.”",“Deverá sub ir 20% em 2012 e 55% em 2013.”
QUESTÃO 130,"Da timidez Luís Fernando Veríssimo Ser um tímido notório é uma contradição. O tímido tem horror a ser notado, quanto mais a ser notório. Se ficou notório por ser tímido, então tem que se explicar. Afinal, que retumbante timidez é essa, que atrai tanta atenção? Se ficou notório apesar de ser tímido, talvez estivesse se enganando junto com os outros e sua timidez seja apenas um estratagema para ser notado. Tão secreto que nem ele sabe. É como no paradoxo psicanalítico, só alguém que se acha muito superior procura o analista para tratar um complexo de inferioridade, porque só ele acha que se sentir inferior é doença. [...]O tímido tenta se convencer de que só tem problemas com multidões, mas isto não é vantagem. Para o tímido, duas pessoas são uma multidão. Quando não consegue escapar e se vê diante de uma plateia, o tímido não pensa nos membros da plateia como indivíduos. Multiplica-os por quatro, pois cada indivíduo tem dois olhos e dois ouvidos. Quatro vias, portanto, para receber suas gafes. Não adianta pedir para a plateia fechar os olhos, ou tapar um olho e um ouvido para cortar o desconforto do tímido pela metade. Nada adianta. O tímido, em suma, é uma pessoa convencida de que é o centro do Universo, e que seu vexame ainda será lembrado quando as estrelas virarem pó. Entre as estratégias de progressão textual presentes nesse trecho, identifica-se o emprego de elementos conectores. Os elementos que evidenciam noções semelhantes estão destacados em:",“ Se ficou notório por ser tímido” e “ [...] então tem que se explicar”.,“[...] então tem que se explicar” e “[...] quando as estrelas virarem pó”.,“[...] ficou notório apesar de ser tímido [...]” e “[...] mas isto não é vantagem [...]”.,“[...] um estratagema para ser notado [...]” e “Tão secreto que nem ele sabe”.,“[...] como no paradoxo psicanalítico [...]” e “[...] porque só ele acha [...]”.
QUESTÃO 131,"Solidariedade Murilo Mendes Sou ligado pela herança do espírito e do sangue Ao mártir, ao assassino, ao anarquista. Sou ligado Aos casais na terra e no ar, Ao vendeiro da esquina,Ao padre, ao mendigo, à mulher da vida,Ao mecânico, ao poeta, ao soldado, Ao santo e ao demônio, Construídos à minha ima gem e semelhança. No poema, o sentimento de solidariedade, manifesto pelo eu lírico, fundamenta-se",no reconhecimento de traços de sua identidade na diversidade humana.,na percepção de um elo espiritual entre ele e grupos excluídos socialmente.,no conceito de preservação da individualidade em meio a grupos heterogêneos.,na valorização da herança cultural compartilhada por indivíduos sem visibilidade social.,no resgate da alteridade nivelada a partir de marcas de comportamento e crenças afins.
QUESTÃO 132,"E: Diva ... tem algumas ... alguma experiência pessoal que você passou e que você poderia me contar ... alguma coisa que marcou você? Uma experiência ... você poderia contar agora … I: É ... tem uma que eu vivi quando eu estudava o terceiro ano científico lá no Atheneu ... né ... é:: eu gostava muito do laboratório de química ... eu ... eu ia ajudar os professores a limpar aquele material todo ... aqueles vidros ... eu achava aquilo fantástico ... aquele monte de coisa ... né ... então ... todos os dias eu ia ... quando terminavam as aulas eu ajudava o professor a limpar o laboratório ... nesse dia não houve aula e o professor me chamou pra fazer uma limpeza geral no laboratório ... chegando lá ... ele me fez uma experiência ... ele me mostrou uma coisa bem interessante que ... pegou um béquer com meio d’água e colocou um pouquinho de cloreto de sódio pastoso ... então foi aquele fogaréu desfilando ... aquele fogaréu ... quando o professor saiu ... eu chamei umas duas colegas minhas pra mostrar a experiência que eu tinha achado fantástico ... só que ... eu achei o seguinte ... se o professor colocou um pouquinho ... foi aquele desfile ... imagine se eu colocasse mais ... peguei o mesmo béquer ... coloquei uma colher ... uma colher de cloreto de sódio ... foi um fogaréu tão grande ... foi uma explosão ... quebrou todo o material que estava exposto em cima da mesa ... eu branca ... eu fiquei ... olha ... eu pensei que eu fosse morrer sabe ... quando ... o colégio inteiro correu pro laboratório pra ver o que tinh a sido ... Na transcrição de fala, especialm ente, no trecho “eu branca ... eu fiquei ... olha ... eu pensei que eu fosse morrer sabe...”, há uma estrutura sintática fragmentada, embora facilmente interpretável. Sua presença na fala revela",distração e poucos anos de escolaridade.,falta de coesão e coerência na apresentação das ideias.,afeto e amizade entre os participantes da conversação.,desconhecimento das regras de sintaxe da norma padrão.,característica do planejamento e execução simultânea desse discurso.
QUESTÃO 133,"O mundo das grandes inovações tecnológicas, dos avanços das pesquisas médicas e que já presenciou o envio de homens ao espaço é o mesmo lugar onde 1 bilhão de pessoas dormem e acordam com fome. A desnutrição ocupa o primeiro lugar no ranking dos 10 maiores riscos à saúde e mata mais do que a aids, a malária e a tuberculose combinadas. O equivalente às populações da Europa e da América do Norte, juntas, está de barriga vazia. E um futuro famélico aguarda a raça humana. Em 2050, apenas por razões ligadas às mudanças climáticas, o número de pessoas sem comida no prato vai aumentar em até 20%. Considerando a natureza do tema, a forma como está apresentado e o meio pelo qual é veiculado o texto, percebe-se que seu principal objetivo é",divulgar dados estatísticos recentes sobre a fome no mundo e sobre as inovações tecnológicas.,esclarecer questões científicas acerca dos danos causados pela fome e pela aids nos indivíduos.,"demonstrar que a fome, juntamente com as doenças endêmicas, também é um problema de saúde pública.","convidar o leitor a engajar-se em alguma ação positiva contra a fome, a partir da divulgação de dados alarmantes.","alertar sobre o problema da fome, apresentando-o como um contraste no mundo de tantos recursos tecnológicos."
