question,body,A,B,C,D,E
QuESTÃO 109,"Considere as colunas do Palácio da Alvorada, em Brasília, as quais aparentam duas velas triangulares de uma embarcação, colocadas lado a lado, em que se destacam curvas acentuadas. Utilizadas desde a Antiguidade, as colunas, elementos verticais de sustentação, foram sofrendo modificações e incorporando novos materiais com ampliação de possibilidades. Ainda que as clássicas colunas gregas sejam retomadas, notáveis inovações são percebidas, por exemplo, nas obras de Oscar Niemeyer, arquiteto brasileiro nascido no Rio de Janeiro em 1907. No desenho de Niemeyer, das colunas do Palácio da Alvorada, observa-se","a presença de um capitel muito simples, reforçando a sustentação.","o traçado simples de amplas linhas curvas opostas, resultando em formas marcantes.","a disposição simétrica das curvas, conferindo saliência e distorção à base.","a oposição de curvas em concreto, configurando certo peso e rebuscamento.","o excesso de linhas curvas, levando a um exagero na ornamentação."
QuESTÃO 110,"Estrada Esta estrada onde moro, entre duas voltas do caminho, Interessa mais que uma avenida urbana. Nas cidades todas as pessoas se parecem. Todo mundo é igual. Todo mundo é toda a gente.Aqui, não: sente-se bem que cada um traz a sua alma. Cada criatura é única. Até os cães. Estes cães da roça parecem homens de negócios: Andam sempre preocupados. E quanta gente vem e vai! E tudo tem aquele caráter impressivo que faz meditar:Enterro a pé ou a carrocinha de leite puxada por um bodezinho manhoso. Nem falta o murmúrio da água, para sugerir, pela voz dos símbolos, Que a vida passa! que a vida passa! E que a mocidade vai ac abar. A lírica de Manuel Bandeira é pautada na apreensão de significados profundos a partir de elementos do cotidiano. No poema Estrada , de referido poeta, o lirismo presente no contraste entre campo e cidade aponta para","o desejo do eu lírico de resgatar a movimentação dos centros urbanos, o que revela sua nostalgia com relação à cidade.","a percepção do caráter efêmero da vida, possibilitada pela observação da aparente inércia da vida rural.",a opção do eu lírico pelo espaço bucólico como possibilidade de meditação sobre a sua juventude.,"a visão negativa da passagem do tempo, visto que esta gera insegurança.",a profunda sensação de medo gerada pela reflexão acerca da morte.
QuESTÃO 111,"No imaginário popular, nenhum “pecado” deixa marcas mais visíveis do que a gula. Dependendo da época ou da cultura, um corpo roliço pode significar saúde, fartura e prosperidade ou abuso, doença e desleixo, mas ele costuma ser associado ao consumo excessivo de comida e bebida.  O homem paleolítico representou a figura feminina com coxa, ventre e seios abundantes. Essa representação, à época, revelava","saúde e fertilidade, sem preocupação com a beleza estética, mas sim com a sobrevivência.","fartura e prosperidade, pois quanto mais obesa fosse a pessoa, mais bem sucedida seria.","cuidado e saúde, pois havia preocupação com a beleza, e com a qualidade da alimentação.","alimentação farta e balanceada, pois sua alimentação à base de gordura era saudável.","fertilidade e desleixo, pois o consumo de gordura aumentaria a probabilidade de gerar filhos varões."
QuESTÃO 112,"No Brasil, a condição cidadã, embora dependa da leitura e da escrita, não se basta pela enunciação do direito, nem pelo domínio desses instrumentos, o que, sem dúvida, viabiliza melhor participação social. A condição cidadã depende, seguramente, da ruptura com o ciclo da pobreza, que penaliza um largo contingente populacional. Ao argumentar que a aquisição das habilidades de leitura e escrita não são suficientes para garantir o exercício da cidadania, o autor",critica os processos de aquisição da leitura e da escrita.,fala sobre o domínio da leitura e da escrita no Brasil.,incentiva a participação efetiva na vida da comunidade.,faz uma avaliação crítica a respeito da condição cidadã do brasileiro.,define instrumentos eficazes para elevar a condição social da população do Brasil.
QuESTÃO 113,"Considere uma escultura composta por uma grande tora de madeira em seu estado natural, à qual está presa uma cadeira de madeira, com encosto vazado e quatro pernas. A cadeira encontra-se acima do chão, presa pelo encosto à tora, como se dela saísse. Considere, ainda, o texto a seguir. Nessa estranha dignidade e nesse abandono, o objeto foi exaltado de maneira ilimitada e ganhou um significado que se pode considerar mágico. Daí sua “vida inquietante e absurda”. Tornou-se ídolo e, ao mesmo tempo, objeto de zombaria. Sua realidade intrínseca foi anulada. A relação observada entre a imagem descrita e o texto apresentado permite o entendimento da intenção de um artista contemporâneo. Neste caso, a obra apresenta características",funcionais e de sofisticação decorativa.,futuristas e do abstrato geométrico.,construtivistas e de estruturas modulares.,abstracionistas e de releitura do objeto.,figurativas e de representação do cotidiano.
QuESTÃO 114,"No capricho O Adãozinho, meu cumpade, enquanto esperava pelo delegado, olhava para um quadro, a pintura de uma senhora. Ao entrar a autoridade e percebendo que o cabôco admirava tal figura, perguntou: “Que tal? Gosta desse quadro?”  E o Adãozinho, com toda a sinceridade que Deus dá ao cabôco da roça: “Mas pelo amor de Deus, hein, dotô! Que muié feia! Parece fiote de cruis-credo, parente do deus-me-livre, mais horríver que briga de cego no escuro.” Ao que o delegado não teve como deixar de confessar, um pouco secamente: “É a minha mãe.” E o cabôco, em cima da bucha, não perde a linha: “Mais dotô, inté que é uma feiura caprich ada.” Por suas características formais, por sua função e uso, o texto pertence ao gênero","anedota, pelo enredo e humor característicos.","crônica, pela abordagem literária de fatos do cotidiano.","depoimento, pela apresentação de experiências pessoais.","relato, pela descrição minuciosa de fatos verídicos.","reportagem, pelo registro impessoal de situações reais."
QUESTÃO 115,"Quanto mais recuamos na história, mais definidas, mas também mais estranhas, são as finalidades que se crê serem servidas pela arte.[...] Entre esses primitivos não há diferença entre edificar e fazer imagens, no que se refere à utilidade. [...] ninguém se teria arrastado por tal distância, até as soturnas entranhas da terra, simplesmente para decorar um local tão inacessível. Foi comum entre os povos primitivos a pintura de animais no recôndito de cavernas. A explicação mais aceita para a finalidade dessa pintura é a de que esses povos",registravam os principais acontecimentos para a história posterior uma vez que não tinham desenvolvido a representação escrita.,buscavam um efeito decorativo nas paredes das cavernas e demonstravam a admiração pela força e vigor do animal.,ofereciam aos deuses os animais em sacrifício e reafirmavam sua crença e temor aos seres superiores.,empreendiam seus primeiros passos no desenvolvimento da aptidão artística e iniciavam a trajetória das bases da história da Arte.,"simulavam uma caça em frente à pintura para invocar dos deuses sorte e proteção na empreitada, em um processo ritualístico e mágico."
QuESTÃO 116,"Abatidos pelo fadinho harmonioso e nostálgico dos desterrados, iam todos, até mesmo os brasileiros, se concentrando e caindo em tristeza; mas, de repente, o cavaquinho de Porfiro, acompanhado pelo violão do Firmo, romperam vibrantemente com um chorado baiano. Nada mais que os primeiros acordes da música crioula para que o sangue de toda aquela gente despertasse logo, como se alguém lhe fustigasse o corpo com urtigas bravas. E seguiram-se outras notas, e outras, cada vez mais ardentes e mais delirantes. Já não eram dois instrumentos que soavam, eram lúbricos gemidos e suspiros soltos em torrente, a correrem serpenteando, como cobras numa floresta incendiada; eram ais convulsos, chorados em frenesi de amor: música feita de beijos e soluços gostosos; carícia de fera, carícia de doer, fazendo estalar de gozo. No romance O Cortiço (1890), de Aluízio Azevedo, as personagens são observadas como elementos coletivos caracterizados por condicionantes de origem social, sexo e etnia. Na passagem desse romance acima transcrita, o confronto entre brasileiros e portugueses revela prevalência do elemento brasileiro, pois",destaca o nome de personagens brasileiras e omite o de personagens portuguesas.,exalta a força do cenário natural brasileiro e considera o do português inexpressivo.,"mostra o poder envolvente da música brasileira, que cala o fado português.","destaca o sentimentalismo brasileiro, contrário à tristeza dos portugueses.",atribui aos brasileiros uma habilidade maior com instrumentos musicais.
QuESTÃO 117,"Lépida e leve Língua do meu Amor velosa e doce, que me convences de que sou frase, que me contornas, que me vestes quase, como se o corpo meu de ti vindo me fosse. Língua que me cativas, que me enleias os surtos de ave estranha, em linhas longas de invisíveis teias, de que és, há tanto, habilidosa aranha...[...] Amo-te as sugestões gloriosas e funestas,amo-te como todas as mulheres te amam, ó língua-lama, ó língua-resplendor, pela carne de som que à ideia emprestas e pelas frases mudas que proferes nos silêncios de Amor!... A poesia de Gilka Machado identifica-se com as concepções artísticas simbolistas. Entretanto, o texto selecionado incorpora referências temáticas e formais modernistas, já que, nele, a poeta",procura desconstruir a visão metafórica do amor e abandona o cuidado formal.,concebe a mulher como um ser sem linguagem e questiona o poder da palavra.,questiona o trabalho intelectual da mulher e antecipa a construção do verso livre.,propõe um modelo novo de erotização na lírica amorosa e propõe a simplificação verbal.,"explora a construção da essência feminina, a partir da polissemia de “língua”, e inova o léxico."
QuESTÃO 118,"Guardar Guardar uma coisa não é escondê-la ou trancá-la. Em cofre não se guarda coisa alguma. Em cofre perde-se a coisa à vista. Guardar uma coisa é olhá-la, fitá-la, mirá-la por admirá-la, isto é, iluminá-la ou ser por ela iluminado. Guardar uma coisa é vigiá-la, isto é, fazer vigília por ela, isto é, velar por ela, isto é, estar acordado por ela, isto é, estar por ela ou ser por ela. Por isso melhor se guarda o voo de um pássaro Do que um pássaro sem voos.Por isso se escreve, por isso se diz, por isso se publica, por isso se declara e declama um poema: Para guardá-lo: Para que ele, por sua vez, guarde o que guarda: Guarde o que quer que guarda um poema:Por isso o lance do poema: Por guardar-se o que se quer guardar. A memória é u m importante recurso do patrimônio cultural de uma nação. Ela está presente nas lembranças do passado e no acervo cultural de um povo. Ao tratar o fazer poético como uma das maneiras de se guardar o que se quer , o texto",ressalta a importância dos estudos históricos para a construção da memória social de um povo.,valoriza as lembranças individuais em detrimento das narrativas populares ou coletivas.,reforça a capacidade da literatura em promover a subjetividade e os valores humanos.,destaca a importância de reservar o texto literário àqueles que possuem maior repertório cultural.,revela a superioridade da escrita poética como forma ideal de preservação da memória cultural.
QuESTÃO 119,"é água que não acaba mais Dados preliminares divul gados por pesquisadores da Universidade Federal do Pará (UFPA) apontaram o Aquífero Alter do Chão como o maior depósito de água potável do planeta. Com volume estimado em 86 000 quilômetros cúbicos de água doce, a reserva subterrânea está localizada sob os estados do Amazonas, Pará e Amapá. “Essa quantidade de água seria suficiente para abastecer a população mundial durante 500 anos”, diz Milton Matta, geólogo da UFPA. Em termos comparativos, Alter do Chão tem quase o dobro do volume de água do Aquífero Guarani (com 45 000 quilômetros cúbicos). Até então, Guarani era a maior reserva subterrânea do mundo, distribuída por Brasil, Argentina, Paraguai e Uruguai. Essa notícia, publicada em uma revista de grande circulação, apresenta resultados de uma pesquisa científica realizada por uma universidade brasileira. Nessa situação específica de comunicação, a função referencial da linguagem predomina, porque o autor do texto prioriza","as suas opiniões, baseadas em fatos.",os aspectos objetivos e precisos.,os elementos de persuasão do leitor.,os elementos estéticos na construção do texto.,os aspectos subjetivos da mencionada pesquisa.
QuESTÃO 120,"Pequeno concerto que virou canção Não, não há por qu e mentir ou esconder A dor que foi maior do que é capaz meu coração Não, nem há por que seguir cantando só para explicar Não vai nunca entender de amor quem nunca soube amarAh, eu vou voltar pra mimSeguir sozinho assim Até me consumir ou consumir toda essa dorAté sentir de novo o coração capaz de amor Nessa canção de Geraldo Vandré, tem-se a manifestação da função poética da linguagem, que é percebida na elaboração artística e criativa da mensagem, por meio de combinações sonoras e rítmicas. Pela análise do texto, entretanto, percebe-se, também, a presença marcante da função emotiva ou expressiva, por meio da qual o emissor","imprime à canção as marcas de sua atitude pessoal, seus sentimentos.",transmite informações objetivas sobre o tema de que trata a canção.,busca persuadir o receptor da canção a adotar um certo comportamento.,procura explicar a própria linguagem que utiliza para construir a canção.,objetiva verificar ou fortalecer a eficiência da mensagem veicula da.
QuESTÃO 121,"Quando os portugueses se instalaram no Brasil, o país era povoado de índios. Importaram, depois, da África, grande número de escravos. O Português, o Índio e o Negro constituem, durante o período colonial, as três bases da população brasileira. Mas no que se refere à cultura, a contribuição do Português foi de longe a mais notada. Durante muito tempo o português e o tupi viveram lado a lado como línguas de comunicação. Era o tupi que utilizavam os bandeirantes nas suas expedições. Em 1694, dizia o Padre Antônio Vieira que “as famílias dos portugueses e índios em São Paulo estão tão ligadas hoje umas com as outras, que as mulheres e os filhos se criam mística e domesticamente, e a língua que nas ditas famílias se fala é a dos Índios, e a portuguesa a vão os meninos aprender à escola.” A identidade de uma nação está diretamente ligada à cultura de seu povo. O texto mostra que, no período colonial brasileiro, o Português, o Índio e o Negro formaram a base da população e que o patrimônio linguístico brasileiro é resultado da",contribuição dos índios na escolarização dos brasileiros.,diferença entre as línguas dos colonizadores e as dos indígenas.,importância do padre Antônio Vieira para a literatura de língua portuguesa.,origem das diferenças entre a língua portuguesa e as línguas tupi.,interação pacífica no uso da língua portuguesa e da língua tupi.
QuESTÃO 122,"Considere um anúncio publicitário em que um grande saco de forma retangular encontra-se, na posição vertical, sobre uma superfície lisa. Na parte superior desse saco, está escrita a palavra “AÇÚCAR”. Esse saco está posicionado de modo a aparentar uma volumosa barriga humana, onde é possível identificar o formato de um umbigo. No canto inferior direito do anúncio, lê-se a frase “Mude sua embalagem”. Ao lado dessa frase, identifica-se uma pequena embalagem cilíndrica, fina e co mprida. O texto é uma propaganda de um adoçante que tem o seguinte mote: “Mude sua embalagem”. A estratégia que o autor utiliza para o convencimento do leitor baseia-se no emprego de recursos expressivos, verbais e não verbais, com vistas a","ridicularizar a forma física do possível cliente do produto anunciado, aconselhando-o a uma busca de mudanças estéticas.","enfatizar a tendência da sociedade contemporânea de buscar hábitos alimentares saudáveis, reforçando tal postura.","criticar o consumo excessivo de produtos industrializados por parte da população, propondo a redução desse consumo.","associar o vocábulo “açúcar” à imagem do corpo fora de forma, sugerindo a substituição desse produto pelo adoçante.","relacionar a imagem do saco de açúcar a um corpo humano que não desenvolve atividades físicas, incentivando a prática esportiva."
QuESTÃO 123,"TExTO i O Brasil sempre deu respostas rápidas através da solidariedade do seu povo. Mas a mesma força que nos motiva a ajudar o próximo deveria também nos motivar a ter atitudes cidadãs. Não podemos mais transferir a culpa para quem é vítima ou até mesmo para a própria natureza, como se essa seguisse a lógica humana. Sobram desculpas esfarrapadas e falta competência da classe política. TExTO ii Não podemos negar ao povo sofrido todas as hipóteses de previsão dos desastres. Demagogos culpam os moradores; o governo e a prefeitura apelam para as pessoas saírem das áreas de risco e agora dizem que será compulsória a realocação. Então temos a realocar o Brasil inteiro! Criemos um serviço, similar ao SUS, com alocação obrigatória de recursos orçamentários com rede de atendimento preventivo, onde participariam arquitetos, engenheiros, geólogos. Bem ou mal, esse “SUS” organizaria brigadas nos locais. Nos casos da dengue, por exemplo, poderia verificar as condições de acontecer epidemias. Seriam boas ações preventivas. Os textos apresentados expressam opiniões de leitores acerca de relevante assunto para a sociedade brasileira. Os autores dos dois textos apontam para a",necessid ade de trabalho voluntário contínuo para a resolução das mazelas sociais.,"importância de ações preventivas para evitar catástrofes, indevidamente atribuídas aos políticos.",incapacidade política para agir de forma diligente na resolução das mazelas sociais.,urgência de se criarem novos órgãos públicos com as mesmas características do SUS.,impossibilidade de o homem agir de forma eficaz ou preventiva diante das ações da natureza.
QuESTÃO 124,"Entre ideia e tecnologia O grande conceito por trás do Museu da Língua é apresentar o idioma como algo vivo e fundamental para o entendimento do que é ser brasileiro. Se nada nos define com clareza, a forma como falamos o português nas mais diversas situações cotidianas é talvez a melhor expressão da brasilidade. O texto propõe uma reflexão acerca da língua portuguesa, ressaltando para o leitor a",inauguração do museu e o grande investimento em cultura no país.,importância da língua para a construção da identidade nacional.,"afetividade tão comum ao brasileiro, retratada através da língua.",relação entre o idioma e as políticas públicas na área de cultura.,diversidade étnica e linguística existente no território nacional.
QUESTÃO 125,"Considerando a autoria e a seleção lexical desse texto, bem como os argumentos nele mobilizados, constata-se que o objetivo do autor do texto é",informar os consumidores em geral sobre a atuação do Conar.,conscientizar publicitários do compromisso ético ao elaborar suas peças publicitárias.,"alertar chefes de família, para que eles fiscalizem o conteúdo das propagandas veiculadas pela mídia.",chamar a atenção de empresários e anunciantes em geral para suas responsabilidades ao contratarem publicitários sem ética.,"chamar a atenção de empresas para os efeitos nocivos que elas podem causar à sociedade, se compactuarem com propagandas enganosas."
QuESTÃO 126,"O recurso gráfico utilizado no anúncio publicitário ― de destacar a potencial supressão de trecho do texto ― reforça a eficácia pretendida, revelada na estratégia de","ressaltar a informação no título, em detrimento do restante do conteúdo associado.",incluir o leitor por meio do uso da 1ª pessoa do plural no discurso.,contar a história da criação do órgão como argumento de autoridade.,subverter o fazer publicitário pelo uso de sua metalinguagem.,impressionar o leitor p elo jogo de palavras no texto.
QuESTÃO 127,"SE nO invERnO é DiFÍcil AcORDAR,    imAGinE DORmiR. Com a chegada do inverno, muitas pessoas perdem o sono. São milhões de necessitados que lutam contra a fome e o frio. Para vencer esta batalha, eles precisam de você. Deposite qualquer quantia. Você ajuda milhares de pessoas a terem uma boa noite e dorme com a consciência tranquila. O produtor de anúncios publicitários utiliza-se de estra- tégias persuasivas para influenciar o comportamento de seu leitor. Entre os recursos argumentativos mobilizados pelo autor para obter a adesão do público à campanha, destaca-se nesse texto","a oposição entre individual e coletivo, trazendo um ideário populista para o anúncio.","a utilização de tratamento informal com o leitor, o que suaviza a seriedade do problema.","o emprego de linguagem figurada, o que desvia a atenção da população do apelo financeiro.","o uso dos numerais “milhares” e “milhões”, responsável pela supervalorização das condições dos necessitados.","o jogo de palavras entre “acordar” e “dormir”, o que relativiza o problema do leitor em relação ao dos necessitados."
QuESTÃO 128,"mAnDiOcA – mais um presente da Amazônia Aipim , castelinha , macaxeira , maniva , maniveira . As designações da Manihot utilissima podem variar de região, no Brasil, mas uma delas deve ser levada em conta em todo o território nacional: pão-de-pobre – e por motivos óbvios. Rica em fécula, a mandioca — uma planta rústica e nativa da Amazônia disseminada no mundo inteiro, especialmente pelos colonizadores portugueses — é a base de sustento de muitos brasileiros e o único alimento disponível para mais de 600 milhões de pessoas em vários pontos do planeta, e em particular em algumas regiões da África. De acordo com o texto, há no Brasil uma variedade de nomes para a Manihot utilissima, nome científico da mandioca. Esse fenômeno revela que",existem variedades regionais para nomear uma mesma espécie de planta.,mandioca é nome específico para a espécie existente na região amazônica.,“pão-de-pobre” é designação específica para a planta da região amazônica.,"os nomes designam espécies diferentes da planta, conforme a região.",a planta é nomeada conforme as particularidades que apresenta.
QuESTÃO 129,"Motivadas ou não historicamente, normas prestigiadas ou estigmatizadas pela comunidade sobrepõem-se ao longo do território, seja numa relação de oposição, seja de complementaridade, sem, contudo, anular a interseção de usos que configuram uma norma nacional distinta da do português europeu. Ao focalizar essa questão, que opõe não só as normas do português de Portugal às normas do português brasileiro, mas também as chamadas normas cultas locais às populares ou vernáculas, deve-se insistir na ideia de que essas normas se consolidaram em diferentes momentos da nossa história e que só a partir do século XVIII se pode começar a pensar na bifurcação das variantes continentais, ora em consequência de mudanças ocorridas no Brasil, ora em Portugal, ora, ainda, em ambos os territóri os. O português do Brasil não é uma língua uniforme. A variação linguística é um fenômeno natural, ao qual todas as línguas estão sujeitas. Ao considerar as variedades linguísticas, o texto mostra que as normas podem ser aprovadas ou condenadas socialmente, chamando a atenção do leitor para a",desconsideração da existência das normas populares pelos falantes da norma culta.,difusão do português de Portugal em todas as regiões do Brasil só a partir do século XVIII.,"existência de usos da língua que caracterizam uma norma nacional do Brasil, distinta da de Portugal.",inexistência de normas cultas locais e populares ou vernáculas em um determinado país.,necessidade de se rejeitar a ideia de que os usos frequentes de uma língua d evem ser aceitos.
QuESTÃO 130,"Há certos usos consagrados na fala, e até mesmo na escrita, que, a depender do estrato social e do nível de escolaridade do falante, são, sem dúvida, previsíveis. Ocorrem até mesmo em falantes que dominam a variedade padrão, pois, na verdade, revelam tendências existentes na língua em seu processo de mudança que não podem ser bloqueadas em nome de um “ideal linguístico” que estaria representado pelas regras da gramática normativa. Usos como ter por haver em construções existenciais ( tem muitos livros na estante), o do pronome objeto na posição de sujeito (para mim fazer o trabalho), a não-concordância das passivas com se ( aluga-se casas) são indícios da existência, não de uma norma única, mas de uma pluralidade de normas, entendida, mais uma vez, norma como conjunto de hábitos linguísticos, sem implicar juízo de valor. Considerando a reflexão trazida no texto a respeito da multiplicidade do discurso, verifica-se que","estudantes que não conhecem as diferenças entre língua escrita e língua falada empregam, indistintamente, usos aceitos na conversa com amigos quando vão elaborar um texto escrito.","falantes que dominam a variedade padrão do português do Brasil demonstram usos que confirmam a diferença entre a norma idealizada e a efetivamente praticada, mesmo por falantes mais escolarizados.",moradores de diversas regiões do país que enfrentam dificuldades ao se expressar na escrita revelam a constante modificação das regras de emprego de pronomes e os casos especiais de concordância.,pessoas que se julgam no direito de contrariar a gramática ensinada na escola gostam de apresentar usos não aceitos socialmente para esconderem seu desconhecimento da norma padrão.,"usuários que desvendam os mistérios e sutilezas da língua portuguesa empregam formas do verbo ter quando, na verdade, deveriam usar formas do verbo haver , contrariando as regras gramaticais."
QuESTÃO 131,"Considere uma tirinha, cujo título é As cobras, formada de três quadrinhos. Primeiro quadrinho – Duas cobras deslocam-se velozmente da esquerda para a direita. A primeira cobra diz para a segunda: “VAMOS MASSACRÁ-LOS!”, ao que a segunda responde: “VAMOS!” Segundo quadrinho – Enquanto ainda se deslocam velozmente na mesma direção, a segunda cobra diz à primeira: “VAMOS ARRASAR ELES”, ao que a primeira responde: “VAMOS!” Terceiro quadrinho – As duas cobras estão paradas, uma de frente para a outra, e a primeira propõe à segunda: “MAS ANTES, VAMOS ACERTAR O PRONOME” O humor da tira de Luis Fernando Veríssimo decorre da reação de uma das cobras com relação ao uso de pronome pessoal reto, em vez de pronome oblíquo. De acordo com a norma padrão da língua, esse uso é inadequado, pois",contraria o uso previsto para o registro oral da língua.,contraria a marcação das funções sintáticas de sujeito e objeto.,gera inadequação na concordância com o verbo.,gera ambiguidade na leitura do texto.,apresenta dupla marcação de sujeito.
QuESTÃO 132,"Palavra indígena A história da tribo Sapucaí, que traduziu para o idioma guarani os artefatos da era da computação que ganharam importância em sua vida, como mouse (que eles chamam de angojhá) e windows (oventã) Quando a internet chegou àquela comunidade, que abriga em torno de 400 guaranis, há quatro anos, por meio de um projeto do Comitê para Democratização da Informática (CDI), em parceria com a ONG Rede Povos da Floresta e com antena cedida pela Star One (da Embratel), Potty e sua aldeia logo vislumbraram as possibilidades de comunicação que a web traz. Ele conta que usam a rede, por enquanto, somente para preparação e envio de documentos, mas perceberam que ela pode ajudar na preservação da cultura indígena. A apropriação da rede se deu de forma gradual, mas os guaranis já incorporaram a novidade tecnológica ao seu estilo de vida. A importância da internet e da computação para eles está expressa num caso de rara incorporação: a do vocabulário. — Um dia, o cacique da aldeia Sapucaí me ligou. “A gente não está querendo chamar computador de “computador”. Sugeri a eles que criassem uma palavra em guarani. E criaram aiú irú rive , “caixa pra acumular a língua”. Nós, brancos, usamos mouse, windows e outros termos, que eles começaram a adaptar para o idioma deles, como angojhá (rato) e oventã (janela) — conta Rodrigo Baggio, dire tor do CDI. O uso das novas tecnologias de informação e comunicação fez surgir uma série de novos termos que foram acolhidos na sociedade brasileira em sua forma original, como: mouse , windows , download , site, homepage , entre outros. O texto trata da adaptação de termos da informática à língua indígena como uma reação da tribo Sapucaí, o que rev ela",a possibilidade que o índio Potty vislumbrou em relação à comunicação que a web pode trazer a seu povo e à facilidade no envio de documentos e na conversação em tempo real.,"o uso da internet para preparação e envio de documentos, bem como a contribuição para as atividades relacionadas aos trabalhos da cultura indígena.","a preservação da identidade, demonstrada pela conservação do idioma, mesmo com a utilização de novas tecnologias características da cultura de outros grupos sociais.","a adesão ao projeto do Comitê para Democratização da Informática (CDI), que, em parceria com a ONG Rede Povos da Floresta, possibilitou o acesso à web , mesmo em ambiente inóspito.","a apropriação da nova tecnologia de forma gradual, evidente quando os guaranis incorporaram a novidade tecnológica ao seu estilo de vida com a possibilidade de acesso à internet."
QuESTÃO 133,"O que é possível dizer em 140 caracteres? Sucesso do Twitter no Brasil é oportunidade única de compreender a importância da concisão nos gêneros de escrita A máxima “menos é mais” nunca fez tanto sentido como no caso do microblog Twitter, cuja premissa é dizer algo — não importa o quê — em 140 caracteres. Desde que o serviço foi criado, em 2006, o número de usuários da ferramenta é cada vez maior, assim como a diversidade de usos que se faz dela. Do estilo “querido diário” à literatura concisa, passando por aforismos, citações, jornalismo, fofoca, humor etc., tudo ganha o espaço de um tweet (“pio” em inglês), e entender seu sucesso pode indicar um caminho para o aprimoramento de um recurso vital à escrita: a concisão.  O Twitter se presta a diversas finalidades, entre elas, à comunicação concisa, por isso essa rede social","é um recurso elitizado, cujo público precisa dominar a língua padrão.",constitui recurso próprio para a aquisição da modalidade escrita da língua.,"é restrita à divulgação de textos curtos e pouco significativos e, portanto, é pouco útil.",interfere negativamente no processo de escrita e acaba por revelar uma cultura pouco reflexiva.,"estimula a produção de frases com clareza e objetividade, fatores que potencializam a comunicação interativa."
QuESTÃO 134,"O argumento presente na charge consiste em uma metáfora relativa à teoria evolucionista e ao desenvolvimento tecnológico. Considerando o contexto apresentado, verifica-se que o impacto tecnológico pode ocasionar",o surgimento de um homem dependente de um novo modelo tecnológico.,a mudança do homem em razão dos novos inventos que destroem sua realidade.,a problemática social de grande exclusão digital a partir da interferência da máquina.,"a invenção de equipamentos que dificultam o trabalho do homem, em sua esfera social.","o retrocesso do desenvolvimento do homem em face da criação de ferramentas como lança, máquina e computador."
QUESTÃO 135,"O homem evoluiu. Independentemente de teoria, essa evolução ocorreu de várias formas. No que concerne à evolução digital, o homem percorreu longo trajeto da pedra lascada ao mundo virtual. Tal fato culminou em um problema físico habitual, ilustrado na imagem, que propicia uma piora na qualidade de vida do usuário, uma vez que","a evolução ocorreu e com ela evoluíram as dores de cabeça, o estresse e a falta de atenção à família.","a vida sem o computador tornou-se quase inviável, mas se tem diminuído problemas de visão cansada.",a utilização demasiada do computador tem proporcionado o surgimento de cientistas que apresentam lesão por esforço repetitivo.,"o homem criou o computador, que evoluiu, e hoje opera várias ações antes feitas pelas pessoas, tornando-as sedentárias ou obesas.",o uso contínuo do computador de forma inadequada tem ocasionado má postura corporal.
QuESTÃO 136,"O medidor de energia elétrica das residências, conhecido por “relógio de luz”, é constituído de quatro pequenos relógios, dispostos lado a lado, correspondentes, respectivamente, às posições MILHAR, CENTENA, DEZENA e UNIDADE. Em cada um desses relógios, há um único ponteiro, que gira no sentido crescente da numeração. A medida é expressa em kWh. O número obtido na leitura é composto por quatro algarismos, sendo cada posição desse número formada pelo último algarismo ultrapassado pelo ponteiro do relógio correspondente àquela posição. Em determinado momento, o relógio de luz de uma residência apresentava a seguinte sequência: • relógio correspondente à posição MILHAR: ponteiro entre os algarismos 2 e 3; • relógio correspondente à posição CENTENA: ponteiro entre os algarismos 6 e 7; • relógio correspondente à posição DEZENA: ponteiro entre os algarismos 1 e 2; • relógio correspondente à posição UNIDADE: ponteiro entre os algarismos 4 e 5. De acordo com essa descrição, o número obtido, em kWh, pela leitura do relógio de luz dessa residência é",2 614.,3 624.,2 715.,3 725.,4 162.
QuESTÃO 137,"Um mecânico de uma equipe de corrida necessita que as seguintes medidas realizadas em um carro sejam obtidas em metros: a) distância a entre os eixos dianteiro e traseiro: 2 300 mm ; b) altura b entre o solo e o encosto do piloto: 160 cm . Ao optar pelas medidas a e b em metros, obtêm-se, respectivamente,","0,23 e 0,16.","2,3 e 1,6.",23 e 16.,230 e 160.,2 300 e 1 600.
QuESTÃO 138,"A Escala de Magnitude de Momento (abreviada como MMS e denotada como Mw ), introduzida em 1979 por Thomas Haks e Hiroo Kanamori, substituiu a Escala de Richter para medir a magnitude dos terremotos em termos de energia liberada. Menos conhecida pelo público, a MMS é, no entanto, a escala usada para estimar as magnitudes de todos os grandes terremotos da atualidade. Assim como a escala Richter, a MMS é uma escala logarítmica. M W e M 0 se relacionam pela fórmula: () 01 0log327 ,1 0 M MW +− =  − Onde M 0 é o momento sísmico (usualmente estimado a partir dos registros de movimento da superfície, através dos sismogramas), cuja unidade é o dina∙cm. O terremoto de Kobe, acontecido no dia 17 de janeiro de 1995, foi um dos terremotos que causaram maior impacto no Japão e na comunidade científica internacional. Teve magnitude M W = 7,3. Mostrando que é possível determinar a medida por meio de conhecimentos matemáticos, qual foi o momento sísmico M 0 do terremoto de Kobe (em dina∙cm)?","10-5,10","10-0,73","1012,00","1021,65","1027,00"
