question,body,A,B,C,D,E
QUESTÃO 125,"Um motorista que atende a uma chamada de celular é levado à desatenção, aumentando a possibilidade de acidentes ocorrerem em razão do aumento de seu tempo de reação. Considere dois motoristas, o primeiro atento e o segundo utilizando o celular enquanto dirige. Eles aceleram seus carros inicialmente a 1 metro por segundo ao quadrado . Em resposta a uma emergência, freiam com uma desaceleração igual a 5 metros por segundo ao quadrado . O motorista atento aciona o freio à velocidade de 14 metros por segundo , enquanto o desatento, em situação análoga, leva 1 segundo a mais para iniciar a frenagem. Que distância o motorista desatento percorre a mais do que o motorista atento, até a parada total dos carros?","2,90 metros","14,0 metros","14,5 metros","15,0 metros","17,4 metros"
QUESTÃO 126,"Uma das estratégias para conservação de alimentos é o salgamento, adição de cloreto de sódio (NaCl), historicamente utilizado por tropeiros, vaqueiros e sertanejos para conservar carnes de boi, porco e peixe.O que ocorre com as células presentes nos alimentos preservados com essa técnica?",O sal adicionado diminui a concentração de solutos em seu interior.,O sal adicionado desorganiza e destrói suas membranas plasmáticas.,A adição de sal altera as propriedades de suas membranas plasmáticas.,Os íons Na + e Cl − provenientes da dissociação do sal entram livremente nelas.,A grande concentração de sal no meio extracelular provoca a saída de água de dentro delas.
QUESTÃO 127,"Para demonstrar o processo de transformação de energia mecânica em elétrica, um estudante constrói um pequeno gerador utilizando: • um ﬁo de cobre de diâmetro D enrolado em N espiras circulares de área","; • dois ímãs que criam no espaço entre eles um campo magnético uniforme de intensidade B; e • um sistema de engrenagens que lhe permite girar as espiras em torno de um eixo com uma frequência f . Ao fazer o gerador funcionar, o estudante obteve uma tensão máxima V e uma corrente de curto-circuito i . Para dobrar o valor da tensão máxima V do gerador mantendo constante o valor da corrente de curto i , o estudante deve dobrar o(a) A número de espiras.",frequência de giro.,intensidade do campo magnético.,área das espiras.,diâmetro do ﬁo.
QUESTÃO 128,"Química, a ciência global A ozonólise, reação utilizada na indústria madeireira para a produção de papel, é também utilizada em escala de laboratório na síntese de aldeídos e cetonas. As duplas ligações dos alcenos são clivadas pela oxidação com o ozônio (O 3), em presença de água e zinco metálico, e a reação produz aldeídos e/ou cetonas, dependendo do grau de substituição da ligação dupla. Ligações duplas dissubstituídas geram cetonas, enquanto as ligações duplas terminais ou monossubstituídas dão origem a aldeídos, como mostra o esqu ema. Descrição do esquema: O reagente but-1-eno (hidrocarboneto formado por quatro átomos de carbono que apresenta uma ligação dupla entre o primeiro e o segundo átomos de carbono) reage com ozônio (O 3), em presença de água (H2O), e zinco metálico (Zn), e produz propanal (carbono ligado a oxigênio por meio de ligação dupla e ligado a um átomo de hidrogênio e a um grupo etila por meio de ligações simples) e metanal (carbono ligado a oxigênio por meio de ligação dupla e a dois átomos de hidrogênio por meio de ligações simples). Considere a ozonólise do composto 1-fenil-2-metilprop-1-eno: Descrição do composto 1-fenil-2-metilprop-1-eno: Cadeia carbônica contendo três átomos de carbono com uma ligação dupla entre o primeiro e o segundo carbonos, um anel benzênico no primeiro carbono e um grupo metila no segundo carbono. Quais são os produtos formados nessa reação?",Benzaldeído e propanona.,Propanal e benzaldeído.,2-fenil-etanal e metanal.,Benzeno e propanona.,Benzaldeído e etanal.
QUESTÃO 129,"A terapia celular tem sido amplamente divulgada como revolucionária, por permitir a regeneração de tecidos a partir de células novas. Entretanto, a técnica de se introduzirem novas células em um tecido, para o tratamento de enfermidades em indivíduos, já era aplicada rotineiramente em hospitais.A que técnica refere-se o texto?",Vacina.,Biópsia.,Hemodiálise.,Quimioterapia.,Transfusão de sangue.
QUESTÃO 130,"Em algumas residências, cercas eletriﬁcadas são utilizadas com o objetivo de afastar possíveis invasores. Uma cerca eletriﬁcada funciona com uma diferença de potencial elétrico de aproximadamente 10 000 volts .  Para que não seja letal, a corrente que pode ser transmitida através de uma pessoa não deve ser maior do que 0,01 ampère . Já a resistência elétrica corporal entre as mãos e os pés de uma pessoa é da ordem de 1 000 ohms . Para que a corrente não seja letal a uma pessoa que toca a cerca eletriﬁcada, o gerador de tensão deve possuir uma resistência interna que, em relação à do corpo humano, é",praticamente nula.,aproximadamente igual.,milhares de vezes maior.,da ordem de 10 vezes maior.,da ordem de 10 vezes menor.
QUESTÃO 131,"Para acender uma fogueira ou um fogão a lenha, recomenda-se utilizar inicialmente folhas secas ou lascas de lenha e só depois colocar as toras mais grossas. Considerando-se condições reacionais idênticas, percebe-se que as folhas ou lascas queimam numa velocidade maior que as toras.O fator que determina essa maior velocidade de queima é o aumento da",pressão.,temperatura.,energia de ativação.,superfície de contato.,concentração dos reagentes.
QUESTÃO 132,"Algumas espécies vegetais têm o tegumento das sementes impermeável à água. O fogo frequente, durante a seca, provoca uma brusca e rápida elevação da temperatura, que pode levar ao aparecimento de ﬁssuras na casca da semente e assim torná-la permeável, favorecendo sua germinação. Essa é uma característica adaptativa de vegetais típicos de qual bioma brasileiro?",Cocais.,Pampa.,Cerrado.,Restinga.,Caatinga.
QUESTÃO 133,"A tabela periódica No ar que respiramos existem os chamados “gases inertes”. Trazem curiosos nomes gregos, que signiﬁcam “o Novo”, “o Oculto”, “o Inativo”. E de fato são de tal modo inertes, tão satisfeitos em sua condição, que não interferem em nenhuma reação química, não se combinam com nenhum outro elemento e justamente por esse motivo ﬁcaram sem ser observados durante séculos: só em 1962 um químico, depois de longos e engenhosos esforços, conseguiu forçar “o Estrangeiro” (o xenônio) a combinar-se fugazmente com o flúor ávido e vivaz, e a façanha pareceu tão extraordinária que lhe foi conferido o Prêmio Nobel. Qual propriedade do flúor justiﬁca sua escolha como reagente para o processo mencionado?",Densidade.,Condutância.,Eletronegatividade.,Estabilidade nuclear.,Temperatura de ebulição.
QUESTÃO 134,"No manual fornecido pelo fabricante de uma ducha elétrica de 220 volts é apresentado um gráfico com a variação da temperatura da água em função da vazão para duas condições (morno e superquente). Na condição superquente, a potência dissipada é de 6 500 watts . Considere o calor específico da água igual a 4 200 joules por, abre parêntese, quilograma vezes graus Celsius, fecha parêntese , e densidade da água igual a 1 quilograma por litro . Descrição do gráfico: • Gráﬁco da variação da temperatura (eixo vertical, em graus Celsius) em função da vazão da água (eixo horizontal, em litro por minuto). • Para a posição morna , na vazão de 3 litros por minuto, a temperatura varia 12 graus Celsius e, na vazão de 8 litros por minuto, a temperatura varia 4 graus Celsius. • Para a posição superquente , na vazão de 3 litros por minuto, a temperatura varia 32 graus Celsius e, na vazão de 8 litros por minuto, a temperatura varia 12 graus Celsius. Com base nas informações dadas, a potência na condição morno corresponde a que fração da potência na condição superquente?",Um terço.,Um quinto.,Três quintos.,Três oitavos.,Cinco oitavos.
QUESTÃO 135,"A retina é um tecido sensível à luz, localizado na parte posterior do olho, onde ocorre o processo de formação de imagem. Nesse tecido, encontram-se vários tipos celulares especíﬁcos. Um desses tipos celulares são os cones, os quais convertem os diferentes comprimentos de onda da luz visível em sinais elétricos, que são transmitidos pelo nervo óptico até o cérebro. Em relação à visão, a degeneração desse tipo celular irá",comprometer a capacidade de visão em cores.,impedir a projeção dos raios luminosos na retina.,provocar a formação de imagens invertidas na retina.,causar diﬁculdade de visualização de objetos próximos.,acarretar a perda da capacidade de alterar o diâmetro da pupila.
QUESTÃO 136,"Os congestionamentos de trânsito constituem um problema que aflige, todos os dias, milhares de motoristas brasileiros. O gráﬁco ilustra a situação, representando, ao longo de um intervalo deﬁnido de tempo, a variação da velocidade de um veículo durante um congestionamento. Descrição do gráfico: Gráﬁco de linha com o eixo horizontal deﬁnido pelo tempo (minuto), de zero a dez, e o eixo vertical deﬁnido pela velocidade. A variação da velocidade é descrita nos seguintes intervalos: • De zero a um, a velocidade permanece constante acima de zero; • de um a dois, a velocidade aumenta, atingindo o seu ponto mais alto; • de dois a três, a velocidade diminui, mantendo-se acima da velocidade inicial; • de três a quatro, a velocidade permanece constante, acima da velocidade inicial; • de quatro a cinco, a velocidade aumenta, abaixo do ponto mais alto; • de cinco a seis, a velocidade diminui até zero; • de seis a oito, a velocidade permanece constante em zero; • e de oito a dez, a velocidade volta a aumentar, abaixo do ponto mais alto. Quantos minutos o veículo permaneceu imóvel ao longo do intervalo de tempo total analisado?",4,3,2,1,0
QUESTÃO 137,"Um garçom precisa escolher uma bandeja de base retangular para servir quatro taças de espumante que precisam ser dispostas em uma única ﬁleira, paralela ao lado maior da bandeja, e com suas bases totalmente apoiadas na bandeja. A base e a borda superior das taças são círculos de raio 4 centímetros e 5 centímetros , respectivamente. A bandeja a ser escolhida deverá ter uma área mínima, em centímetro quadrado, igual a",192.,300.,304.,320.,400.
QUESTÃO 138,"Em uma cantina, o sucesso de venda no verão são sucos preparados à base de polpa de frutas. Um dos sucos mais vendidos é o de morango com acerola, que é preparado com dois terços de polpa de morango e um terço de polpa de acerola. Para o comerciante, as polpas são vendidas em embalagens de igual volume. Atualmente, a embalagem da polpa de morango custa R$ 18,00 e a de acerola, R$ 14,70. Porém, está prevista uma alta no preço da embalagem da polpa de acerola no próximo mês, passando a custar R$ 15,30. Para não aumentar o preço do suco, o comerciante negociou com o fornecedor uma redução no preço da embalagem da polpa de morango. A redução, em real, no preço da embalagem da polpa de morango deverá ser de","1,20.","0,90.","0,60.","0,40.","0,30."
QUESTÃO 139,"Um casal realiza sua mudança de domicílio e necessita colocar numa caixa de papelão um objeto cúbico, de 80 centímetros de aresta, que não pode ser desmontado. Eles têm à disposição cinco caixas, com diferentes dimensões, conforme descrito: • Caixa 1: 86 centímetros por 86 centímetros por 86 centímetros • Caixa 2: 75 centímetros por 82 centímetros por 90 centímetros • Caixa 3: 85 centímetros por 82 centímetros por 90 centímetros • Caixa 4: 82 centímetros por 95 centímetros por 82 centímetros • Caixa 5: 80 centímetros por 95 centímetros por 85 centímetros O casal precisa escolher uma caixa na qual o objeto caiba, de modo que sobre o menor espaço livre em seu interior.A caixa escolhida pelo casal deve ser a de número",1.,2.,3.,4.,5.
QUESTÃO 140,"Uma empresa construirá sua página na internet e espera atrair um público de aproximadamente um milhão de clientes. Para acessar essa página, será necessária uma senha com formato a ser deﬁnido pela empresa. Existem cinco opções de formato oferecidas pelo programador, descritas no quadro, em que “L” e “D” representam, respectivamente, letra maiúscula e dígito. Descrição do quadro: O quadro apresenta cinco opções e um formato para cada uma delas. Opção I: Formato: LDDDDD; Opção II: Formato: DDDDDD; Opção III: Formato: LLDDDD; Opção IV: Formato: DDDDD; Opção V: Formato: LLLDD. As letras do alfabeto, entre as 26 possíveis, bem como os dígitos, entre os 10 possíveis, podem se repetir em qualquer das opções. A empresa quer escolher uma opção de formato cujo número de senhas distintas possíveis seja superior ao número esperado de clientes, mas que esse número não seja superior ao dobro do número esperado de clientes. A opção que mais se adequa às condições da empresa é",I.,II.,III.,IV.,V.
QUESTÃO 141,"Como não são adeptos da prática de esportes, um grupo de amigos resolveu fazer um torneio de futebol utilizando videogame . Decidiram que cada jogador joga uma única vez com cada um dos outros jogadores. O campeão será aquele que conseguir o maior número de pontos. Observaram que o número de partidas jogadas depende do número de jogadores, como mostra o quadro: Descrição do quadro: Quadro que apresenta a relação da quantidade de jogadores com o número de partidas, sendo:Quantidade de jogadores: 02; número de partidas: 01.Quantidade de jogadores: 03; número de partidas: 03.Quantidade de jogadores: 04; número de partidas: 06.Quantidade de jogadores: 05; número de partidas: 10.Quantidade de jogadores: 06; número de partidas: 15.Quantidade de jogadores: 07; número de partidas: 21. Se a quantidade de jogadores for 8, quantas partidas serão realizadas?",64,56,49,36,28
QUESTÃO 142,"Um morador de uma região metropolitana tem 50 por cento de probabilidade de atrasar-se para o trabalho quando chove na região; caso não chova, sua probabilidade de atraso é de 25 por cento . Para um determinado dia, o serviço de meteorologia estima em 30 por cento a probabilidade da ocorrência de chuva nessa região. Qual é a probabilidade de esse morador se atrasar para o serviço no dia para o qual foi dada a estimativa de chuva?","0,075","0,150","0,325","0,600","0,800"
QUESTÃO 143,"Às 17 horas 15 minutos começa uma forte chuva, que cai com intensidade constante. Uma piscina em forma de um paralelepípedo retângulo, que se encontrava inicialmente vazia, começa a acumular a água da chuva e, às 18 horas, o nível da água em seu interior alcança 20 centímetros de altura. Nesse instante, é aberto o registro que libera o escoamento da água por um ralo localizado no fundo dessa piscina, cuja vazão é constante. Às 18 horas 40 minutos a chuva cessa e, nesse exato instante, o nível da água na piscina baixou para 15 centímetros . O instante em que a água dessa piscina terminar de escoar completamente está compreendido entre",19 horas 30 minutos e 20 horas 10 minutos .,19 horas 20 minutos e 19 horas 30 minutos .,19 horas 10 minutos e 19 horas 20 minutos .,19 horas e 19 horas 10 minutos .,18 horas 40 minutos e 19 horas .
QUESTÃO 144,"Um empréstimo foi feito à taxa mensal de i por cento , usando juros compostos, em oito parcelas ﬁxas e iguais a P . O devedor tem a possibilidade de quitar a dívida antecipadamente a qualquer momento, pagando para isso o valor atual das parcelas ainda a pagar. Após pagar a quinta parcela, resolve quitar a dívida no ato de pagar a sexta parcela. A expressão que corresponde ao valor total pago pela quitação do empréstimo é","P vezes, abre colchete, 1; mais fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador i sobre denominador 100, fecha parêntese; mais fração de numerador 1 sobre denominador, abre parêntese, 1 mais fração de numerador i sobre denominador 100, fecha parêntese, elevado ao quadrado; fecha colchete.","P vezes, abre colchete, 1; mais fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador i sobre denominador 100, fecha parêntese; mais fração de numerador 1 sobre denominador, abre parêntese, 1 mais fração de numerador 2i sobre denominador 100, fecha parêntese; fecha colchete.","P vezes, abre colchete, 1; mais fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador i sobre denominador 100, fecha parêntese, elevado ao quadrado; mais fração de numerador 1 sobre denominador, abre parêntese, 1 mais fração de numerador i sobre denominador 100, fecha parêntese, elevado ao quadrado; fecha colchete.","P vezes, abre colchete, fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador i sobre denominador 100, fecha parêntese; mais fração de numerador 1 sobre denominador, abre parêntese 1 mais fração de numerador 2i sobre denominador 100, fecha parêntese; mais fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador 3i sobre denominador 100, fecha parêntese; fecha colchete.","P vezes, abre colchete, fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador i sobre denominador 100, fecha parêntese; mais fração de numerador 1 sobre denominador, abre parêntese, 1 mais fração de numerador i sobre denominador 100, fecha parêntese, elevado ao quadrado; mais fração com numerador 1, sobre denominador, abre parêntese, 1 mais fração com numerador i sobre denominador 100, fecha parêntese, elevado ao cubo; fecha colchete."
QUESTÃO 145,"Para realizar a viagem dos sonhos, uma pessoa precisava fazer um empréstimo no valor de R$ 5 000,00. Para pagar as prestações, dispõe de, no máximo, R$ 400,00 mensais. Para esse valor de empréstimo, o valor da prestação ( P ) é calculado em função do número de prestações ( n ) segundo a fórmula P é igual a fração: no numerador 5 000 vezes abre parêntese 1,013 elevado a n fecha parêntese vezes 0,013, no denominador abre parêntese 1,013 elevado a n fecha parêntese menos 1. Se necessário, utilize 0,005 como aproximação para log 1,013; 2,602 como aproximação para log 400; 2,525 como aproximação para log 335. De acordo com a fórmula dada, o menor número de parcelas cujos valores não comprometem o limite deﬁnido pela pessoa é",12.,14.,15.,16.,17.
QUESTÃO 146,"Raios de luz solar estão atingindo a superfície de um lago formando um ângulo x com a sua superfície, conforme indica a ﬁgura. Em determinadas condições, pode-se supor que a intensidade luminosa desses raios, na superfície do lago, seja dada aproximadamente por I de x igual a k vezes seno de x sendo k uma constante, e supondo-se que x está entre zero grau e 90 graus . Descrição da figura: Desenho que ilustra um sol, com uma linha inclinada, que representa um raio de luz solar. Essa linha atinge a superfície de um lago e forma com ele um ângulo x. Quando x é igual a 30 graus , a intensidade luminosa se reduz a qual percentual de seu valor máximo?",33 por cento,50 por cento,57 por cento,70 por cento,86 por cento
QUESTÃO 147,"A imagem apresentada na ﬁgura é uma cópia em preto e branco da tela quadrada intitulada O peixe, de Marcos Pinto, que foi colocada em uma parede para exposição e ﬁxada nos pontos",e,". Por um problema na ﬁxação de um dos pontos, a tela se desprendeu, girando rente à parede. Após o giro, ela ﬁcou posicionada como ilustrado na ﬁgura, formando um ângulo de 45 graus com a linha do horizonte. Figura 1: Tela com forma de um quadrado, ﬁxada pelos pontos A e B, sendo A o vértice superior esquerdo do quadrado, e B, o vértice inferior direito do quadrado; e o segmento de reta AB, a diagonal desse quadrado. Figura 2: A mesma tela ﬁxada apenas pelo ponto B, do qual parte uma linha horizontal, formando, com um dos lados do quadrado, um ângulo de 45 graus. Para recolocar a tela na sua pos ição original, deve-se girá-la, rente à parede, no menor ângulo possível inferior a 360 graus . A forma de recolocar a tela na posição original, obedecendo ao que foi estabelecido, é girando-a em um ângulo de A 90 graus no sentido horário. B 135 graus no sentido horário.",180 graus no sentido anti-horário.,270 graus no sentido anti-horário.,315 graus no sentido horário.
QUESTÃO 148,"A avaliação de rendimento de alunos de um curso universitário baseia-se na média ponderada das notas obtidas nas disciplinas pelos respectivos números de créditos, como mostra o quadro: Descrição do quadro: Quadro que apresenta a classiﬁcação da avaliação conforme a média das notas, como segue: Avaliação: Excelente. Média de notas (M): maior que 9 e menor ou igual a 10. Avaliação: Bom. Média de notas (M): maior ou igual a 7 e menor ou igual a 9. Avaliação: Regular. Média de notas (M): maior ou igual a 5 e menor que 7. Avaliação: Ruim. Média de notas (M): maior ou igual a 3 e menor que 5. Avaliação: Péssimo. Média de notas (M): menor que 3. Quanto melhor a avaliação de um aluno em determinado período letivo, maior sua prioridade na escolha de disciplinas para o período seguinte. Determinado aluno sabe que se obtiver avaliação “Bom” ou “Excelente” conseguirá matrícula nas disciplinas que deseja. Ele já realizou as provas de 4 das 5 disciplinas em que está matriculado, mas ainda não realizou a prova da disciplina I, conforme o quadro. Descrição do quadro: Quadro que apresenta as disciplinas, as notas e os números de créditos: Disciplina I: Nota: Sem a nota. Número de créditos: 12.Disciplina II: Nota: 8,00. Número de créditos: 4.Disciplina III: Nota: 6,00. Número de créditos: 8.Disciplina IV: Nota: 5,00. Número de créditos: 8. Disciplina V: Nota: 7,50. Número de créditos: 10. Para que atinja seu objetivo, a nota mínima que ele deve conseguir na disciplina I é","7,00.","7,38.","7,50.","8,25.","9,00."
QUESTÃO 149,"Um brinquedo infantil caminhão-cegonha é formado por uma carreta e dez carrinhos nela transportados, conforme a ﬁgura. Descrição da figura: A ﬁgura apresenta um caminhão-cegonha carregado com dez carrinhos, dispostos da seguinte maneira: quatro carrinhos na parte superior, três carrinhos na parte intermediária e três carrinhos na parte inferior. No setor de produção da empresa que fabrica esse brinquedo, é feita a pintura de todos os carrinhos para que o aspecto do brinquedo ﬁque mais atraente. São utilizadas as cores amarelo, branco, laranja e verde, e cada carrinho é pintado apenas com uma cor. O caminhão-cegonha tem uma cor ﬁxa. A empresa determinou que em todo caminhão-cegonha deve haver pelo menos um carrinho de cada uma das quatro cores disponíveis. Mudança de posição dos carrinhos no caminhão-cegonha não gera um novo modelo do brinquedo. Com base nessas informações, quantos são os modelos distintos do brinquedo caminhão-cegonha que essa empresa poderá produzir?",Combinação de 6 elementos 4 a 4,Combinação de 9 elementos 3 a 3,Combinação de 10 elementos 4 a 4,6 elevado a 4,4 elevado a 6
QUESTÃO 150,"Uma empresa especializada em conservação de piscinas utiliza um produto para tratamento da água cujas especiﬁcações técnicas sugerem que seja adicionado 1,5 mililitros desse produto para cada 1 000 litros de água da piscina. Essa empresa foi contratada para cuidar de uma piscina de base retangular, de profundidade constante igual a 1,7 metro , com largura e comprimento iguais a 3 metros e 5 metros , respectivamente. O nível da lâmina d’água dessa piscina é mantido a 50 centímetros da borda da piscina.A quantidade desse produto, em mililitro, que deve ser adicionada a essa piscina de modo a atender às suas especiﬁcações técnicas é","11,25.","27,00.","28,80.","32,25.","49,50."
QUESTÃO 151,"Um instituto de pesquisas eleitorais recebe uma encomenda na qual a margem de erro deverá ser de, no máximo, 2 pontos percentuais (0,02). O instituto tem 5 pesquisas recentes, P1 a P5, sobre o tema objeto da encomenda e irá usar a que tiver o erro menor que o pedido. Os dados sobre as pesquisas são os seguintes: Descrição do quadro: O quadro apresenta quatro colunas, sendo na primeira coluna as pesquisas, na segunda os valores de sigma, na terceira os valores de N e na quarta os valores da raiz quadrada de N:P1: sigma: 0,5; N: 1 764; raiz quadrada de N: 42.P2: sigma: 0,4; N: 784; raiz quadrada de N: 28.P3: sigma: 0,3; N: 576; raiz quadrada de N: 24.P4: sigma: 0,2; N: 441; raiz quadrada de N: 21.P5: sigma: 0,1; N: 64; raiz quadrada de N: 8. O erro e pode ser expresso por O módulo de e é menor que 1,96 vezes a fração com numerador sigma sobre denominador raiz quadrada de N. em que sigma é um parâmetro e N é o número de pessoas entrevistadas pela pesquisa.Qual pesquisa deverá ser utilizada?",P1,P2,P3,P4,P5
QUESTÃO 152,"Em um teleférico turístico, bondinhos saem de estações ao nível do mar e do topo de uma montanha. A travessia dura 1,5 minuto e ambos os bondinhos se deslocam à mesma velocidade. Quarenta segundos após o bondinho","partir da estação ao nível do mar, ele cruza com o bondinho",", que havia saído do topo da montanha.Quantos segundos após a partida do bondinho B partiu o bondinho A ? A 5 B 10",15,20,25
QUESTÃO 153,"Num dia de tempestade, a alteração na profundidade de um rio, num determinado local, foi registrada durante um período de 4 horas. Os resultados estão indicados no gráﬁco de linha. Nele, a profundidade h , registrada às 13 horas, não foi anotada e, a partir de h , cada unidade sobre o eixo vertical representa um metro. Descrição do gráfico: Gráﬁco de linha do registro de profundidade. No eixo horizontal estão as horas, de 13 horas a 17 horas, e no eixo vertical está a profundidade, em metro, a partir das 13 horas, da seguinte maneira:Às 13 horas, a profundidade está indicada por um ponto em uma linha horizontal. Às 14 horas, a profundidade está indicada por um ponto duas linhas acima da linha das 13 horas.Às 15 horas, a profundidade está indicada por um ponto seis linhas acima da linha das 13 horas.Às 16 horas, a profundidade está indicada por um ponto quatro linhas acima da linha das 13 horas.Às 17 horas, a profundidade está indicada por um ponto uma linha acima da linha das 13 horas. Foi informado que entre 15 horas e 16 horas, a profundidade do rio diminuiu em 10 por cento . Às 16 horas, qual é a profundidade do rio, em metro, no local onde foram feitos os registros?",18,20,24,36,40
QUESTÃO 154,"Uma rede hoteleira dispõe de cabanas simples na ilha de Gotland, na Suécia. A estrutura de sustentação de cada uma dessas cabanas está representada na ﬁgura. A ideia é permitir ao hóspede uma estada livre de tecnologia, mas conectada com a natureza. Descrição da figura: Poliedro com duas faces paralelas triangulares iguais, unidas por três retângulos iguais, um em cada lado dos triângulos. A forma geométrica da superfície cujas arestas estão representadas na ﬁgura é",tetraedro.,pirâmide retangular.,tronco de pirâmide retangular.,prisma quadrangular reto.,prisma triangular reto.
QUESTÃO 155,"A ﬁgura ilustra uma partida de Campo Minado, o jogo presente em praticamente todo computador pessoal. Quatro quadrados em um tabuleiro 16 por 16 foram abertos, e os números em suas faces indicam quantos dos seus 8 vizinhos contêm minas (a serem evitadas). O número 40 no canto inferior direito é o número total de minas no tabuleiro, cujas posições foram escolhidas ao acaso, de forma uniforme, antes de se abrir qualquer quadrado. Descrição da imagem: Tabuleiro com forma retangular. O centro desse tabuleiro é formado por quadrados iguais, dispostos em 16 colunas por 16 linhas. Na parte inferior do tabuleiro, no lado esquerdo, está um relógio; ao lado desse relógio, o número 109; no lado direito, está o número 40, com o desenho de uma mina ao seu lado. Nesse tabuleiro estão algumas letras e números, contadas de cima para baixo, de acordo com o que segue:Letra P, localizada na segunda coluna da quinta linha, com o número 2 no primeiro quadrado acima de P.Letra Q, localizada na sexta coluna da quinta linha, com o número 1 no primeiro quadrado acima de Q.Letra R, localizada na quarta coluna da nona linha.Letra S, localizada na quarta coluna da décima sexta linha, com o número 4 no primeiro quadrado acima de S.Letra T, localizada na décima terceira coluna da décima quarta linha, com o número 3 no primeiro quadrado acima de T. Em sua próxima jogada, o jogador deve escolher dentre os quadrados marcados com as letras P , Q , R , S e T um para abrir, sendo que deve escolher aquele com a menor probabilidade de conter uma mina.O jogador deverá abrir o quadrado marcado com a letra",P .,Q .,R .,S .,T .
QUESTÃO 156,"A água para o abastecimento de um prédio é armazenada em um sistema formado por dois reservatórios idênticos, em formato de bloco retangular, ligados entre si por um cano igual ao cano de entrada, conforme ilustra a ﬁgura. Descrição da figura: Figura composta por dois reservatórios iguais (1 e 2), com formato de blocos retangulares. O reservatório 1 está à esquerda e o reservatório 2, à direita, com um espaço entre eles. O cano de entrada encontra-se na parte superior da face esquerda do reservatório 1. Os dois reservatórios estão ligados por um cano, igual ao cano da entrada, centralizado na face direita do reservatório 1 e na face esquerda do reservatório 2. O cano de ligação entre os reservatórios está abaixo do cano de entrada, localizado no centro dos reservatórios. A água entra no sistema pelo cano de entrada no Reservatório 1 a uma vazão constante e, ao atingir o nível do cano de ligação, passa a abastecer o Reservatório 2. Suponha que, inicialmente, os dois reservatórios estejam vazios.Qual dos gráﬁcos melhor descreverá a altura h do nível da água no Reservatório 1, em função do volume V de água no sistema?","Descrição do gráfico: Gráﬁco cartesiano. O eixo horizontal representa o volume v e o eixo vertical representa a altura h. O gráﬁco representa um segmento de reta crescente, partindo da origem dos eixos.","Descrição do gráfico: Gráﬁco cartesiano. O eixo horizontal representa o volume v e o eixo vertical representa a altura h. O gráﬁco representa duas curvas convexas para a esquerda e para cima, a primeira partindo da origem dos eixos e a segunda continuando a primeira.","Descrição do gráfico: Gráﬁco cartesiano. O eixo horizontal representa o volume v e o eixo vertical representa a altura h. O gráﬁco representa três segmentos de retas. O primeiro é crescente, partindo da origem dos eixos; seguido por um segundo, paralelo ao eixo horizontal; seguido por um terceiro, muito acentuado, para cima e para a direita.","Descrição do gráfico: Gráﬁco cartesiano. O eixo horizontal representa o volume v e o eixo vertical representa a altura h. O gráﬁco representa três segmentos de retas. O primeiro é crescente, partindo da origem dos eixos; seguido por um segundo, paralelo ao eixo horizontal; seguido por um terceiro, pouco acentuado, para cima e para a direita.","Descrição do gráfico: Gráﬁco cartesiano. O eixo horizontal representa o volume v e o eixo vertical representa a altura h. O gráﬁco representa uma curva crescente com concavidade para baixo, partindo da origem dos eixos."
QUESTÃO 157,"A manchete demonstra que o transporte de grandes cargas representa cada vez mais preocupação quando feito em vias urbanas. Caminhão entala em viaduto no Centro Um caminhão de grande porte entalou embaixo do viaduto no cruzamento das avenidas Borges de Medeiros e Loureiro da Silva no sentido Centro-Bairro, próximo à Ponte de Pedra, na capital. Esse veículo vinha de São Paulo para Porto Alegre e transportava três grandes tubos, conforme ilustrado n a foto. Descrição da foto: A foto apresenta um caminhão com três tubos colocados sobre sua carroceria, dois acomodados em uma camada inferior e um acomodado sobre esses dois. Considere que o raio externo de cada cano da imagem seja 0,60 metro e que eles estejam em cima de uma carroceria cuja parte superior está a 1,30 metro do solo. O desenho representa a vista traseira do empilhamento dos canos. Descrição do desenho: O desenho apresenta um segmento de reta horizontal, representando a parte superior da carroceria do caminhão, onde estão acomodados os tubos, e três circunferências, que representam os tubos, dispostas duas delas sobre o segmento de reta e a terceira acomodada sobre as outras duas, de forma centralizada. Na circunferência que representa o terceiro tubo está indicada a dimensão do raio, igual a 0,60 metro. A margem de segurança recomendada para que um veículo passe sob um viaduto é que a altura total do veículo com a carga seja, no mínimo, 0,50 metro menor do que a altura do vão do viaduto. Considere 1,7 como aproximação para raiz quadrada de 3. Qual deveria ser a altura mínima do viaduto, em metro, para que esse caminhão pudesse passar com segurança sob seu vão?","2,82","3,52","3,70","4,02","4,20"
QUESTÃO 158,"Numa loja há 50 piscinas à venda, algumas de base quadrada e outras de base redonda. Há duas opções de profundidade: rasas e fundas. Sabe-se que 15 delas possuem base quadrada e profundidade rasa, 18 têm base redonda e 28 são fundas.O número de piscinas que são, ao mesmo tempo, fundas e de base redonda é",11.,13.,18.,35.,46.
